"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2020-05-09","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","",""
"2020-05-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-19","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-05-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-09","","","","","","","","","","","","","","","","","","","","","","-2","-1","","","","","","","","","","","","","","","",""
"2020-07-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-13","","","","","","","","","","","","","","","","","","","","","0","10","","","","","","","","","","","","","","","","",""
"2020-07-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","",""
"2020-07-16","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-07-17","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-07-18","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-07-19","","","","-2","","","","","","","","","","-2","","","","","","0","0","3","","","","","","","","","","","","","","","0","",""
"2020-07-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-21","","","","","","","","","","","-1","","","2","","","","","","","1","","","","","","","","","","","","","","","","","",""
"2020-07-22","","","","","","","","","","","","","","","","","","","","0","","-1","","","","","","","","","","","","","","","","",""
"2020-07-23","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","","","",""
"2020-07-24","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","",""
"2020-07-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","",""
"2020-07-26","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","",""
"2020-07-27","","","","","","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","2","",""
"2020-07-28","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"2020-07-29","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","-2","",""
"2020-07-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-31","","","","","","","","","","","","","","0","","","","","","-1","","0","","","","","","","","","","","","","","","","",""
"2020-08-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-02","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","0","",""
"2020-08-03","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","",""
"2020-08-04","","","","","","","","","","","","","","1","","","","","","0","","","","","","","","","","","","","","","","","1","",""
"2020-08-05","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","-1","",""
"2020-08-06","","","","","","","","","","","","","","0","","","","","","","","-1","","","","","","","","","","","","","","","0","",""
"2020-08-07","","","","","","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-08-08","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","0","","","","","","","1","",""
"2020-08-09","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","-1","",""
"2020-08-10","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","0","","","",""
"2020-08-11","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-12","","","","","","","","-2","","","","","","2","","","","","","","","","","0","-2","-3","","","0","","","","","","","","","",""
"2020-08-13","","","","","","","","1","","","","","","0","","","","","","","","","","-1","","","","","","","","","","","","","","",""
"2020-08-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-15","","","","","","","0","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","","","","",""
"2020-08-16","","","","","","","","-1","","","0","","","0","","","","","","","","","","","","2","","","","","","","","","","","","",""
"2020-08-17","","","","","","","","1","","","0","","","-1","","","","","","","-1","","","","","","","","","","","","","","","","","",""
"2020-08-18","","","","","","","","0","","","","","","","","","","","","","1","","","0","","","","","","","","","","","","","","",""
"2020-08-19","","","","","","","","0","","","","","","","","","0","0","","","","1","","1","","","","","","0","","","","","","","","",""
"2020-08-20","","","","","","","","","","","","","","1","","","","","","","0","","0","-1","","","","","","","","","","","","","","",""
"2020-08-21","","","","","0","","","-1","","","","","0","-1","","","","0","","","-1","","","","","","","","","","","","","","","","","",""
"2020-08-22","","","","","","","","0","","","","","","1","","","","","","","0","","","","","","","","","","","","","","","","","",""
"2020-08-23","","","","0","","","","","","","","","","0","","","","","","","1","","","0","","","","","","","","","","","","","","",""
"2020-08-24","","","","","","","","","","","","","","-1","","","","","","0","","","0","0","","0","","","","0","","","","","","","","",""
"2020-08-25","","","","0","","","","","","","","","","","","","0","","","","","","0","","","","","","","","0","","","","","","","",""
"2020-08-26","","","","","","","","","","","","","0","","","","0","","0","","","-2","","1","","","0","","","0","1","","","0","","","0","",""
"2020-08-27","","","","0","","","","","","","0","","","","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-08-28","","","","","","","","","","","","","","1","","","1","","","","","0","","","","","","","","","","","","0","","","0","",""
"2020-08-29","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","0","",""
"2020-08-30","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-31","","","","","","","","","","","","","","4","","","","","","","","1","","","","","","","","","","","","0","","","0","",""
"2020-09-01","","","","","","","","","","","","0","","-4","","","","","2","","","","","-1","","","","","","","-1","","","","","","","",""
"2020-09-02","","","","","","","","","","","0","","","2","","","","","","","","","","1","","","","","","","","","","","","","","",""
"2020-09-03","","","","","0","","","","","","","","","-1","","","","","","","","0","","","","","","","","","0","","","0","","","","",""
"2020-09-04","","","","","","","","","","","","","","0","","","","","","-1","","-1","","0","","1","","","","","","","","1","","","0","0",""
"2020-09-05","","","","","","","","","0","","1","","","","","","","","","0","","0","","","","","","","","","","","","-1","","","","",""
"2020-09-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-07","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","",""
