"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-03-17","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-20","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-21","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-22","","","","","","","","","","","","0","","","","","","","","","","","","",""
"2020-03-24","","","","","","","","","","","","0","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","0","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","","","","","0","","","","","","","","","","","","",""
"2020-03-30","","","","","","","","","","","","0","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-03","","","","","","","","17","","","1","87","","","","","","","","","","","","",""
"2020-05-04","","","","","","","0","0","","","","0","","","","0","","","","","0","","0","",""
"2020-05-05","","","","","","0","0","1","","","","5","","0","","0","","","","","0","","0","",""
"2020-05-06","","","","","","","0","1","","","","2","","","","1","","0","","","0","","0","",""
"2020-05-07","","","","","","","","0","","","","5","","","","2","0","0","","","0","","0","",""
"2020-05-08","","","","","","","0","1","","","","8","","","","0","","0","","","0","","0","",""
"2020-05-09","","","","","","","0","0","","","","9","","","","2","0","0","","","","","0","",""
"2020-05-10","","","","","","","0","2","","","","10","","","","2","","0","","","0","","0","",""
"2020-05-11","","","","","","","0","0","","","","3","","0","","2","0","0","","","","","0","",""
"2020-05-12","","","","","","","0","1","","","","6","","","","1","0","","","","0","","0","",""
"2020-05-13","","","","","","","0","2","","","","5","","","","1","","","","","0","","1","",""
"2020-05-14","","","","","","","0","2","","","","6","","","","0","0","0","","","0","","0","",""
"2020-05-15","","","","","","","0","2","","","","5","","","","3","","","","","0","","0","",""
"2020-05-16","","","","","","","0","3","","","","3","","","","0","0","","","","0","","1","",""
"2020-05-17","","","","","","","0","0","","","","6","","0","","0","0","0","","","","","0","",""
"2020-05-18","","","","","","","0","0","","","","5","","","","0","","0","","","0","","1","",""
"2020-05-19","","","","","","0","1","0","","","","4","","0","","0","0","0","","","","","1","",""
"2020-05-20","","","","","","0","1","1","","","","0","","","","1","0","","","","","","0","",""
"2020-05-21","","","","","","","0","1","","","","3","","0","","2","0","0","","","0","","0","",""
"2020-05-22","","","","","","","0","0","","","","4","","0","","2","","","","","0","","0","",""
"2020-05-23","","","","","","","0","2","","","","2","","0","","0","0","0","","","","","0","",""
"2020-05-24","","","","","","","1","0","","","","2","","0","","0","0","0","","","0","","0","",""
"2020-05-25","","","","","","0","0","1","","","","4","","0","","1","0","0","","","0","","0","",""
"2020-05-26","","","","","","0","0","1","","","","2","","1","","0","1","0","","","0","","0","",""
"2020-05-27","","","","","","0","0","0","","","","5","","0","","1","0","0","","","0","","0","",""
"2020-05-28","","","","","","0","2","0","","","","3","","0","","1","0","0","","","0","","0","",""
"2020-05-29","","","","","","0","2","0","","","","2","","0","","1","0","0","","","0","","1","",""
"2020-05-30","","","","","","0","0","0","","","","6","","0","0","1","0","0","","","0","","0","",""
"2020-05-31","","","","","","","0","0","","","","7","","0","0","1","","0","","","0","","0","",""
"2020-06-01","","","","","","0","0","0","","","","5","","0","0","1","1","0","","","0","","0","",""
"2020-06-02","","","","","","0","0","0","","","","8","","0","0","1","","","0","","0","","0","",""
"2020-06-03","","","0","","","1","0","1","","","0","7","","0","0","0","0","0","0","","0","","1","",""
"2020-06-04","","","0","","","0","0","3","","","","5","","0","0","2","0","0","0","","0","","0","",""
"2020-06-05","","","0","","","0","1","4","","","0","4","","0","0","2","0","0","0","","0","","0","",""
"2020-06-06","","","0","","","0","0","1","","","","9","","0","1","4","0","0","0","","1","","1","",""
"2020-06-07","","","0","","","1","0","2","","","0","7","","0","0","3","0","0","0","","0","","0","",""
"2020-06-08","","","0","","","0","0","1","","","0","6","","0","0","2","","0","0","","0","","0","",""
"2020-06-09","","","0","","","0","0","3","","","0","5","","0","0","1","","0","0","","0","","1","",""
"2020-06-10","","","0","","","0","0","2","","","0","10","","1","0","4","0","0","0","","0","","0","",""
