"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-24","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-28","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-30","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-01","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-02","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-03","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-04","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-05","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-06","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-07","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-08","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-09","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-10","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-11","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-12","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-13","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-14","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-15","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-16","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-17","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-18","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-19","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-20","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-21","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-22","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-23","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-24","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-25","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-26","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-06-27","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-06-28","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-29","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-30","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-01","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-02","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-03","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-04","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-05","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-06","","","","","","","","","","","","","","","","","","","","","","","","1",""
"2020-07-07","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-08","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-09","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-10","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-11","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-12","","","","","","","","","","","","","","","","","","","","","","","","0",""
"2020-07-13","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-14","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-15","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-16","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-17","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-18","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-19","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-20","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-21","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-22","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-23","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-24","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-25","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-26","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-27","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-07-28","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-29","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-30","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-07-31","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-01","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-02","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-03","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-04","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-05","","","","","","","","","","","","","","","","0","","","","","","","","",""
"2020-08-06","","","","","","","","","","","","","","","","0","","","","","","","","0",""
"2020-08-07","","","","","","","","","","","","","","","","0","","","","","","","","0",""
