"date","South Dakota/Aurora","South Dakota/Beadle","South Dakota/Bennett","South Dakota/Bon Homme","South Dakota/Brookings","South Dakota/Brown","South Dakota/Brule","South Dakota/Buffalo","South Dakota/Butte","South Dakota/Campbell","South Dakota/Charles Mix","South Dakota/Clark","South Dakota/Clay","South Dakota/Codington","South Dakota/Corson","South Dakota/Custer","South Dakota/Davison","South Dakota/Day","South Dakota/Deuel","South Dakota/Dewey","South Dakota/Douglas","South Dakota/Edmunds","South Dakota/Fall River","South Dakota/Faulk","South Dakota/Grant","South Dakota/Gregory","South Dakota/Haakon","South Dakota/Hamlin","South Dakota/Hand","South Dakota/Hanson","South Dakota/Harding","South Dakota/Hughes","South Dakota/Hutchinson","South Dakota/Hyde","South Dakota/Jackson","South Dakota/Jerauld","South Dakota/Jones","South Dakota/Kingsbury","South Dakota/Lake","South Dakota/Lawrence","South Dakota/Lincoln","South Dakota/Lyman","South Dakota/Marshall","South Dakota/McCook","South Dakota/McPherson","South Dakota/Meade","South Dakota/Mellette","South Dakota/Miner","South Dakota/Minnehaha","South Dakota/Moody","South Dakota/Oglala Lakota","South Dakota/Pennington","South Dakota/Perkins","South Dakota/Potter","South Dakota/Roberts","South Dakota/Sanborn","South Dakota/Spink","South Dakota/Stanley","South Dakota/Sully","South Dakota/Todd","South Dakota/Tripp","South Dakota/Turner","South Dakota/Unassigned","South Dakota/Union","South Dakota/Walworth","South Dakota/Yankton","South Dakota/Ziebach"
"2020-04-01","   .00 %","  5.00 %","","   .00 %"," ##.## %"," 33.33 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","",""," ##.## %","   .00 %","","","","","-##.## %","","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 29.03 %","","","   .00 %","",""," ##.## %","","","","","   .00 %","","   .00 %","","   .00 %",""," 33.33 %",""
"2020-04-02","   .00 %","   .00 %","","   .00 %","   .00 %"," 50.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","",""," 50.00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","",""," 50.00 %","   .00 %","","","","","   .00 %","   .00 %"," 50.00 %"," 54.55 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 35.00 %","",""," 20.00 %","","","   .00 %","","   .00 %","","","   .00 %",""," ##.## %","   .00 %"," ##.## %",""," 25.00 %",""
"2020-04-03","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","","","","","   .00 %","   .00 %","   .00 %"," 33.33 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 25.93 %","","","   .00 %","",""," 50.00 %","","   .00 %","","","   .00 %",""," 50.00 %","   .00 %","   .00 %",""," 10.00 %",""
"2020-04-04","   .00 %","   .00 %","","   .00 %"," 50.00 %"," 28.57 %","","","",""," ##.## %","   .00 %","   .00 %"," 12.50 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 19.12 %","","","   .00 %","",""," 33.33 %",""," ##.## %","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 27.27 %",""
"2020-04-05","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.11 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 28.40 %","","","   .00 %","","","   .00 %",""," 50.00 %","","","   .00 %",""," 33.33 %","   .00 %","   .00 %","","   .00 %",""
"2020-04-06","   .00 %","   .00 %",""," ##.## %"," 33.33 %"," 44.44 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 34.62 %","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 28.57 %",""
"2020-04-07","   .00 %","   .00 %","","   .00 %"," 50.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %"," ##.## %","  9.09 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %"," 12.50 %"," ##.## %","   .00 %","   .00 %","","   .00 %","",""," 17.86 %","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","-16.67 %",""
"2020-04-08","   .00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %"," ##.## %","   .00 %"," 14.81 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 38.18 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %",""," 25.00 %","   .00 %","   .00 %",""," 13.33 %",""
"2020-04-09","   .00 %","   .00 %","","   .00 %","   .00 %","  7.69 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","",""," 33.33 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","   .00 %","","   .00 %","",""," 20.18 %","","   .00 %"," 16.67 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","  5.88 %",""
"2020-04-10","   .00 %","  4.76 %","","   .00 %"," 16.67 %","   .00 %","","","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 15.15 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 28.47 %","","   .00 %"," 14.29 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","  5.56 %",""
"2020-04-11","   .00 %"," -4.55 %","","   .00 %","-14.29 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","",""," ##.## %","","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 24.43 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %"," 33.33 %","","  5.26 %",""
"2020-04-12","   .00 %","   .00 %",""," 33.33 %"," 33.33 %","   .00 %","   .00 %","","   .00 %",""," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","",""," 25.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 17.95 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 20.32 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-04-13","   .00 %","   .00 %","","   .00 %"," 12.50 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","-16.67 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  8.70 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 24.10 %","","   .00 %"," 12.50 %","","","   .00 %"," ##.## %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 25.00 %"," ##.## %"," 10.00 %",""
"2020-04-14","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 17.43 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-04-15","   .00 %","   .00 %","","   .00 %","   .00 %","  7.14 %","-##.## %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 18.18 %","   .00 %","   .00 %"," 50.00 %","","   .00 %","","   .00 %"," 21.61 %","","   .00 %","   .00 %","","","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","-20.00 %"," ##.## %","   .00 %",""
"2020-04-16","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","",""," ##.## %","","","","   .00 %","   .00 %","   .00 %",""," 33.33 %","","   .00 %"," 50.00 %","   .00 %","  9.23 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 14.03 %","   .00 %","   .00 %"," 11.11 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %",""
"2020-04-17","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.33 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  8.45 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  8.64 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-04-18","   .00 %","   .00 %","","   .00 %","   .00 %","  5.88 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.69 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %"," 10.29 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %",""
"2020-04-19","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","-##.## %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.65 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  6.74 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""
"2020-04-20","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  3.16 %","   .00 %","   .00 %"," 10.00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %",""
"2020-04-21","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 33.33 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  4.21 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  4.56 %"," ##.## %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-04-22","   .00 %","   .00 %","","   .00 %","   .00 %"," 35.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","",""," 20.00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  5.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  5.85 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-04-23","   .00 %","   .00 %","","   .00 %","   .00 %","  3.70 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","",""," 16.67 %","   .00 %","   .00 %",""," 25.00 %","","   .00 %","   .00 %","   .00 %","  5.77 %","   .00 %","   .00 %"," 33.33 %","","   .00 %","","   .00 %","  5.21 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 44.44 %","   .00 %"," 14.29 %","   .00 %","  8.70 %",""
"2020-04-24","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %"," 33.33 %","   .00 %","  5.45 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","  4.34 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 37.50 %","   .00 %","   .00 %",""
"2020-04-25","   .00 %","   .00 %","","   .00 %"," 22.22 %","  7.14 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  7.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.21 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 15.38 %","   .00 %","  9.09 %","   .00 %","  4.00 %",""
"2020-04-26","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %"," 50.00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  2.40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.23 %"," 50.00 %","   .00 %","  9.09 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""
"2020-04-27","   .00 %","   .00 %","","   .00 %","  9.09 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  2.34 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.40 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %",""
"2020-04-28","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  1.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.14 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %",""
"2020-04-29","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","  3.76 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.32 %"," 66.67 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 21.43 %","   .00 %"," -3.70 %",""
