"date","Minnesota/Aitkin","Minnesota/Anoka","Minnesota/Becker","Minnesota/Beltrami","Minnesota/Benton","Minnesota/Big Stone","Minnesota/Blue Earth","Minnesota/Brown","Minnesota/Carlton","Minnesota/Carver","Minnesota/Cass","Minnesota/Chippewa","Minnesota/Chisago","Minnesota/Clay","Minnesota/Clearwater","Minnesota/Cook","Minnesota/Cottonwood","Minnesota/Crow Wing","Minnesota/Dakota","Minnesota/Dodge","Minnesota/Douglas","Minnesota/Faribault","Minnesota/Fillmore","Minnesota/Freeborn","Minnesota/Goodhue","Minnesota/Grant","Minnesota/Hennepin","Minnesota/Houston","Minnesota/Hubbard","Minnesota/Isanti","Minnesota/Itasca","Minnesota/Jackson","Minnesota/Kanabec","Minnesota/Kandiyohi","Minnesota/Kittson","Minnesota/Koochiching","Minnesota/Lac qui Parle","Minnesota/Lake","Minnesota/Lake of the Woods","Minnesota/Le Sueur","Minnesota/LeSeur","Minnesota/Lincoln","Minnesota/Lyon","Minnesota/Mahnomen","Minnesota/Marshall","Minnesota/Martin","Minnesota/McLeod","Minnesota/Meeker","Minnesota/Mille Lacs","Minnesota/Morrison","Minnesota/Mower","Minnesota/Murray","Minnesota/Nicollet","Minnesota/Nobles","Minnesota/Norman","Minnesota/Olmsted","Minnesota/Otter Tail","Minnesota/Pennington","Minnesota/Pine","Minnesota/Pipestone","Minnesota/Polk","Minnesota/Pope","Minnesota/Ramsey","Minnesota/Red Lake","Minnesota/Redwood","Minnesota/Renville","Minnesota/Rice","Minnesota/Rock","Minnesota/Roseau","Minnesota/Scott","Minnesota/Sherburne","Minnesota/Sibley","Minnesota/St. Louis","Minnesota/Stearns","Minnesota/Steele","Minnesota/Stevens","Minnesota/Swift","Minnesota/Todd","Minnesota/Traverse","Minnesota/Unassigned","Minnesota/Wabasha","Minnesota/Wadena","Minnesota/Waseca","Minnesota/Washington","Minnesota/Watonwan","Minnesota/Wilkin","Minnesota/Winona","Minnesota/Wright","Minnesota/Yellow Medicine"
"2020-04-01","","3","","0","0","0","0","0","1","0","0","","0","1","0","","1","1","1","2","0","0","0","2","1","","14","","","0","0","0","","0","","","0","","","0","","0","1","0","","4","","0","","","1","","0","","","8","0","","","","","","10","","","0","1","","","0","0","0","1","0","0","","","","0","0","0","","0","5","1","0","0","0","1"
"2020-04-02","","4","","0","0","0","1","0","1","0","0","","0","1","0","","2","1","4","0","0","0","1","3","0","","17","","","0","1","0","","0","","1","0","","","3","","0","1","0","","0","","0","","","1","","0","","","5","0","","","","","","1","","","1","-1","","","0","0","0","0","0","0","","","","0","0","0","","0","2","1","0","1","1","0"
"2020-04-03","","4","","0","0","0","0","0","2","0","0","","1","0","0","","0","1","2","0","0","1","0","2","1","","7","","","0","0","0","","0","","0","0","","","1","","0","0","0","","3","","0","","","0","","0","","","10","0","","","","","","4","","","0","0","","","1","0","0","0","0","0","","","","0","0","0","","0","5","0","1","0","0","0"
"2020-04-04","","2","","1","0","0","4","1","3","0","0","","0","5","0","","0","2","2","0","0","0","0","3","3","","10","","","1","0","0","","0","","0","0","","","1","","0","0","0","","0","1","0","","","2","","1","","","12","0","","","","1","","8","","","0","1","","","1","1","0","0","1","2","","","","0","2","0","","0","3","0","0","2","1","0"
"2020-04-05","","0","","1","0","0","1","0","0","0","0","","0","0","0","","0","1","7","0","0","0","1","0","2","","15","1","","1","0","0","","0","","0","0","","","0","","0","0","0","","0","0","0","","","0","","0","","","7","0","","","1","0","","12","","","0","0","","","1","1","0","2","0","0","","","","0","5","0","","0","8","1","0","1","1","0"
"2020-04-06","","4","","0","0","0","1","2","2","0","0","","1","6","0","","0","0","4","0","0","0","0","1","0","","13","0","","0","0","0","","0","","0","0","","","0","","1","1","0","","1","0","0","","","0","1","0","","","1","1","","","0","0","","5","","1","0","0","","","2","0","0","1","0","0","","","","0","-1","0","","0","3","0","0","0","0","0"
"2020-04-07","","2","","0","0","0","6","2","3","0","2","","0","0","0","","0","3","4","1","0","0","0","3","2","","30","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","1","0","0","","","1","0","0","","","7","0","","","0","0","","5","","0","0","0","","","1","0","0","1","0","0","","1","","0","0","0","","0","3","0","0","2","3","0"
"2020-04-08","","4","","0","0","0","-1","0","1","0","0","","0","1","0","","0","1","4","2","0","0","0","3","1","","34","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","0","0","0","","","0","0","1","","","5","0","","","0","0","","11","","0","0","0","","1","1","0","0","11","1","0","","0","","0","-2","0","","0","2","0","0","3","0","1"
"2020-04-09","","7","","-1","0","0","1","0","1","0","0","","0","3","0","","0","3","4","0","0","1","0","3","1","","31","0","","0","0","0","","0","","0","0","","","0","","0","1","0","","1","1","1","","","2","0","0","","","6","1","","","0","0","","9","","0","0","0","","0","2","-1","0","5","0","0","","0","","0","-2","0","","0","2","0","3","1","0","0"
"2020-04-10","","2","","0","0","0","0","0","3","2","0","","1","6","0","","0","0","6","1","0","0","0","1","0","","40","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","1","0","0","","","2","0","1","1","","12","0","","3","0","0","","3","","0","0","0","","0","0","0","0","1","0","1","","0","","0","-1","0","","0","1","0","1","6","2","0"
"2020-04-11","","3","","0","0","0","0","0","1","0","0","","0","0","0","","0","0","2","1","0","0","0","1","2","","49","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","1","0","0","","","1","0","0","0","","6","1","","0","0","0","","8","","0","1","0","","0","1","0","0","3","0","0","","0","","0","3","0","","0","4","0","1","0","2","0"
"2020-04-12","","10","2","0","0","0","0","0","6","1","1","","1","11","0","","1","3","8","1","0","0","0","2","1","","93","0","","0","0","0","","0","","0","0","","","1","","0","0","0","","1","0","0","","","2","0","0","0","","11","0","","2","0","0","","20","1","0","0","0","2","0","0","0","0","1","0","0","","0","2","0","1","0","","0","3","0","0","4","1","1"
"2020-04-13","","0","0","0","0","0","0","0","0","0","0","","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","0","0","0","","","0","0","0","0","","0","0","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0"
"2020-04-14","","4","0","0","0","0","0","0","1","0","0","","0","2","1","","0","1","8","0","0","0","0","3","0","","1","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","1","0","0","","","0","0","1","2","","4","0","","1","0","0","","1","0","0","0","1","0","0","0","1","0","4","0","0","","0","0","0","30","1","","0","4","0","0","0","2","0"
"2020-04-15","","4","-1","0","0","0","1","0","1","1","0","","0","1","0","","0","0","0","0","0","0","0","0","0","","93","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","0","0","1","","","0","0","0","-1","1","6","0","","0","0","0","","11","0","0","0","0","0","0","0","1","0","1","0","0","","0","0","0","-33","0","","0","4","0","0","21","2","0"
"2020-04-16","","0","0","0","0","0","0","0","0","0","0","","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","","0","","0","0","","","0","","0","0","0","","0","0","0","","","0","0","0","0","0","0","0","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0"
"2020-04-17","1","7","0","0","3","0","0","0","5","0","0","","0","1","0","","0","0","7","1","0","0","0","1","1","","155","0","","0","0","0","","0","","0","0","","","1","","0","1","0","","0","0","0","1","","0","1","0","10","1","21","0","","3","0","1","","14","0","0","0","1","1","0","3","1","0","2","7","0","","0","0","0","-2","1","","0","4","0","0","5","2","0"
"2020-04-18","0","2","0","0","0","0","0","0","2","0","0","","0","4","0","","0","0","3","0","0","0","1","3","1","","69","0","","1","0","1","","0","1","0","0","","","0","","0","-1","0","","0","1","0","0","","1","1","0","24","0","3","1","","1","1","0","","14","0","0","0","0","0","0","0","0","0","1","2","0","","0","0","0","0","0","","0","0","0","1","1","0","0"
"2020-04-19","0","8","0","0","0","0","0","0","2","0","0","","0","7","0","","0","2","3","1","1","0","-1","3","0","","49","0","","0","0","0","","0","0","0","0","","","0","","0","0","0","1","0","0","0","0","1","1","0","0","24","2","17","1","","0","0","1","","4","0","0","0","2","0","0","2","1","0","2","0","0","","0","0","0","4","0","","0","2","0","1","4","2","0"
"2020-04-20","0","2","0","0","0","0","1","0","1","0","0","1","0","7","0","","0","1","8","0","0","0","1","-1","0","","51","0","","1","0","0","","1","0","0","0","","","0","","0","0","0","0","2","0","0","0","0","-1","0","0","16","1","3","0","","1","0","0","","6","1","0","0","-1","1","0","2","0","0","4","1","0","","0","1","0","0","0","","0","3","0","0","0","0","0"
"2020-04-21","0","2","0","0","0","0","0","1","0","0","0","0","0","6","0","","0","0","3","0","0","0","0","0","0","","38","0","","0","0","0","","0","0","0","0","","","0","","0","0","0","0","0","0","0","0","0","0","0","0","25","0","1","0","1","1","0","1","","13","-1","0","0","0","1","0","0","0","0","1","1","0","","0","0","0","0","0","","0","1","0","0","0","2","0"
"2020-04-22","0","8","1","1","0","0","2","0","1","1","0","0","0","11","0","","0","0","3","0","0","0","0","0","0","","60","0","","0","0","1","","0","0","0","0","","","0","","0","1","0","0","0","0","0","0","0","1","0","1","25","1","6","0","0","3","0","13","","4","0","0","0","0","0","0","1","0","0","1","2","1","","0","0","0","0","0","","0","2","0","1","0","3","0"
"2020-04-23","0","26","0","0","0","0","0","0","0","0","1","0","0","5","-1","","0","0","1","0","0","0","1","0","0","","59","0","","0","0","2","","1","0","0","0","","","0","","0","0","0","0","0","0","0","0","0","0","1","0","70","0","9","0","0","11","0","2","","16","0","0","0","1","0","0","1","2","0","4","5","0","","0","0","0","-1","0","","0","0","0","1","1","2","0"
"2020-04-24","0","11","0","0","0","0","1","0","8","0","0","0","0","16","0","","0","0","5","0","0","0","0","0","0","","68","0","","0","0","1","","8","0","0","0","","","0","","0","0","0","0","0","0","0","0","0","1","1","0","62","1","6","0","0","17","0","0","","12","0","0","0","1","0","0","1","0","0","1","8","1","","0","0","0","3","0","","0","7","1","0","2","0","0"
"2020-04-25","0","8","0","0","0","1","0","0","1","1","0","1","0","13","0","","0","0","2","1","0","0","0","0","0","","87","0","","1","0","1","","16","0","0","0","","","0","","0","0","0","0","1","0","1","0","0","0","3","1","67","0","19","2","0","2","0","1","","14","0","0","0","0","0","0","2","0","0","2","5","1","","0","0","0","-1","0","","0","5","0","0","2","1","0"
"2020-04-26","0","15","0","0","0","0","2","0","4","1","0","0","0","12","0","","0","0","5","0","0","0","0","0","0","","45","0","","-1","0","0","","7","0","0","0","","","0","","0","0","0","0","1","0","2","0","0","0","0","0","27","0","1","0","0","7","0","3","","17","0","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","4","0","","0","1","2","0","0","0","0"
"2020-04-27","0","3","0","0","0","0","1","0","1","0","0","0","0","6","0","","3","0","1","0","0","0","0","0","0","","84","0","","0","0","1","","4","0","0","0","","","1","","0","0","0","0","0","1","0","0","0","0","2","0","47","0","7","0","0","4","0","1","","19","0","0","0","1","1","0","3","0","0","6","17","2","","0","0","0","-9","0","","0","1","0","0","0","1","0"
"2020-04-28","0","18","0","0","2","0","3","0","1","2","0","0","2","18","0","","2","0","12","0","0","0","0","1","0","","108","0","","0","0","1","","25","0","0","0","","","1","","0","0","0","0","9","0","3","1","0","0","0","0","78","0","5","0","0","0","0","2","","20","0","0","0","1","2","0","1","3","1","2","31","0","","1","1","0","6","0","1","1","3","0","1","0","1","0"
"2020-04-29","0","10","0","0","4","0","1","0","2","1","0","0","1","3","0","","9","0","1","0","0","1","0","0","0","","109","0","","0","1","3","","24","0","0","0","","","0","","1","0","0","0","18","0","0","0","1","0","1","0","138","1","5","0","0","0","0","1","","15","0","0","1","1","1","0","5","7","0","2","80","1","","0","3","0","1","0","0","0","3","2","0","0","5","0"
"2020-04-30","0","16","0","0","5","0","4","0","4","1","0","0","1","5","0","","0","0","5","2","0","0","0","0","0","","105","0","","0","2","2","","3","0","0","0","","","0","","0","1","1","0","18","0","2","0","3","0","2","2","127","0","9","1","0","0","0","0","","42","0","1","0","2","2","0","3","2","0","0","101","1","","0","0","0","2","0","0","0","11","2","0","0","2","0"
"2020-05-01","0","19","3","0","6","0","0","0","0","0","0","0","1","8","0","","3","1","9","1","0","0","0","1","0","","91","0","","0","1","2","1","44","0","0","0","","","1","","0","0","0","1","23","0","3","0","1","0","3","2","124","0","4","5","0","2","0","5","","31","0","1","0","0","1","0","2","11","0","2","168","2","","0","0","0","4","1","0","0","2","3","0","0","1","0"
"2020-05-02","0","29","5","0","8","0","3","0","0","4","2","0","1","24","0","","4","0","18","0","1","1","1","0","2","1","151","0","","0","1","2","0","10","0","0","0","","","0","","0","1","0","1","-1","0","0","0","0","0","0","2","33","0","13","3","0","0","1","4","","48","0","0","1","4","4","0","6","11","0","1","96","2","","0","1","0","-13","1","0","1","9","0","-1","1","5","0"
"2020-05-03","0","21","0","0","3","0","5","0","1","1","0","1","0","-13","0","","1","0","13","0","0","0","0","0","0","0","171","0","","0","4","0","0","22","0","0","0","","","1","","0","1","0","2","-1","0","1","0","0","0","1","0","41","0","11","0","0","0","0","5","","40","0","0","0","2","0","0","6","4","0","1","58","1","","0","0","0","20","0","0","1","4","0","0","0","2","0"
"2020-05-04","0","18","3","0","3","0","4","1","0","1","0","0","0","14","0","","9","0","13","-1","4","1","0","1","2","0","147","0","","0","1","6","0","21","0","0","1","","","0","","0","0","0","2","-1","0","2","1","0","4","0","1","71","1","12","1","0","2","1","1","","42","0","0","0","4","0","0","5","7","0","4","139","3","","0","7","0","1","0","1","0","6","1","0","0","4","0"
"2020-05-05","0","45","2","0","13","0","1","0","0","12","0","0","0","11","0","","4","0","26","0","3","0","-1","1","0","0","221","0","","0","1","1","1","12","0","0","0","","","0","","0","1","0","0","2","1","0","1","1","1","3","0","58","0","8","1","0","0","0","0","1","48","0","0","0","6","2","0","11","10","0","2","87","1","","0","0","0","1","0","1","0","10","0","0","1","6","0"
"2020-05-06","0","38","1","0","11","0","2","0","1","12","0","1","1","14","0","","1","0","51","0","2","1","0","1","0","0","245","0","","1","11","0","0","11","0","0","0","","","0","","0","1","0","0","1","1","1","1","2","2","0","1","13","0","9","0","0","1","0","1","0","73","0","0","1","0","0","0","16","9","0","5","160","4","","0","3","0","-11","0","0","1","19","0","0","0","9","0"
"2020-05-07","0","44","2","0","5","0","2","0","1","7","0","1","0","7","0","","1","2","30","0","2","-1","0","1","2","0","198","1","","0","0","4","2","27","0","0","0","1","","2","","0","4","0","1","0","0","0","1","2","1","5","1","71","0","14","2","0","0","1","0","2","61","0","0","0","18","1","0","10","8","0","3","186","8","1","0","8","0","9","2","1","5","12","3","0","0","4","0"
"2020-05-08","1","51","4","0","12","0","0","0","2","11","0","0","4","7","0","","0","1","42","3","1","0","0","2","0","1","191","0","","0","0","0","1","23","0","0","0","0","","0","","0","1","0","0","0","2","2","0","1","1","1","0","24","0","15","0","0","0","1","2","2","83","0","0","0","33","0","0","21","7","1","1","113","8","0","1","3","1","11","1","0","1","18","1","0","0","10","0"
"2020-05-09","0","41","3","0","11","0","9","0","0","9","1","0","1","4","0","","2","0","44","0","0","3","0","2","0","0","226","0","","0","1","2","4","15","0","0","0","0","","0","","0","1","0","0","1","0","1","1","1","5","1","3","53","0","12","2","0","8","1","3","0","75","0","0","0","21","0","0","8","12","0","1","74","13","0","0","4","0","-14","0","0","3","20","3","0","2","9","0"
"2020-05-10","0","31","0","0","5","0","1","0","0","4","0","1","1","2","0","","1","-1","22","2","1","2","1","1","0","0","179","0","","0","3","1","0","8","0","0","0","0","","1","","0","0","1","0","0","4","0","0","1","3","2","0","25","1","5","0","0","4","0","4","0","45","1","0","0","12","0","0","11","2","1","1","57","2","0","2","3","0","1","0","0","0","16","0","0","1","10","0"
"2020-05-11","0","22","0","0","1","0","2","0","0","10","0","8","0","12","0","","1","0","41","0","0","-2","0","2","0","0","186","0","","1","5","1","1","32","0","1","0","0","","1","","1","1","0","0","0","1","0","0","0","0","0","0","14","0","6","2","0","0","0","1","0","66","0","0","0","12","0","0","15","5","0","4","38","5","0","3","2","0","7","0","0","0","9","3","0","0","8","0"
"2020-05-12","0","42","0","0","7","0","0","0","1","3","0","7","3","7","0","","0","0","37","0","1","0","1","0","1","0","289","0","","2","2","0","0","51","0","0","0","0","","1","","0","2","0","0","0","1","2","0","2","0","0","1","22","1","4","0","0","0","0","1","0","66","0","0","0","8","0","0","13","8","0","0","69","8","0","1","4","0","5","0","0","0","10","3","0","0","9","0"
"2020-05-13","0","27","3","0","2","0","2","1","0","4","0","5","2","2","0","","0","0","16","0","0","-2","0","1","1","0","150","0","","0","5","0","1","16","0","0","0","0","","0","","0","2","0","0","1","1","0","0","2","3","1","1","-1","0","7","2","0","0","1","1","0","72","0","0","0","19","0","0","9","4","0","3","46","4","0","1","2","0","-14","2","0","2","8","2","0","1","5","0"
"2020-05-14","0","38","2","2","7","0","2","0","1","4","1","1","0","17","0","","4","1","38","2","0","1","2","5","2","0","148","0","","1","1","1","-1","3","0","1","0","0","","0","","0","0","2","0","0","0","1","0","3","2","0","0","29","0","14","6","0","7","1","0","0","43","0","0","-1","28","0","0","9","4","0","1","51","8","0","0","2","0","5","1","0","0","8","2","0","2","6","0"
"2020-05-15","0","48","1","1","8","0","5","0","0","2","-1","0","2","6","0","","1","1","61","2","1","3","1","3","0","0","343","0","","5","1","0","-1","8","0","0","0","0","","2","","0","3","0","0","1","0","0","1","2","4","0","5","23","0","18","2","0","2","0","0","0","120","0","0","0","16","0","0","21","5","0","0","32","7","0","1","0","0","3","0","0","1","23","1","0","1","10","0"
"2020-05-16","1","44","2","0","5","0","3","0","0","6","1","1","3","12","0","","2","-1","43","4","0","-3","0","6","3","0","256","0","","1","1","1","0","11","0","0","0","0","","1","","0","0","0","0","3","1","8","1","1","2","1","5","11","0","18","1","0","1","0","0","0","129","1","0","0","24","1","0","16","9","3","1","34","8","","1","6","0","4","0","0","1","21","3","0","0","12","0"
"2020-05-17","0","51","0","0","9","0","4","0","0","2","0","2","4","2","0","","2","1","76","1","0","1","0","0","1","0","228","0","","3","3","1","0","7","0","0","0","0","","1","","0","1","0","0","1","2","2","1","1","2","0","4","8","0","13","2","0","0","0","0","0","114","0","0","0","19","0","0","15","6","2","1","38","5","","1","8","0","1","0","1","0","37","5","0","0","10","0"
"2020-05-18","1","48","0","0","7","1","4","0","0","4","1","2","3","17","0","","2","5","60","1","3","0","0","0","1","0","251","0","","-1","3","0","0","3","0","2","1","0","","0","","0","0","0","0","2","0","2","2","2","7","2","2","26","0","13","9","1","0","1","1","0","95","0","0","0","20","0","0","21","5","1","3","27","6","","0","13","0","-1","0","0","0","15","0","0","0","10","0"
"2020-05-19","0","50","-1","0","4","0","6","0","1","11","1","2","1","8","0","","1","0","39","3","2","1","0","2","2","0","241","0","","0","0","0","0","5","0","0","0","0","","1","","0","0","0","0","3","0","2","1","2","7","0","4","7","0","18","4","1","0","0","0","0","95","0","0","0","10","0","0","12","9","0","2","42","4","","0","14","0","7","0","1","1","20","0","0","0","10","1"
"2020-05-20","0","36","0","0","6","0","5","0","3","3","0","2","0","10","0","","0","8","44","1","1","-1","0","4","2","0","188","0","","1","1","0","0","6","0","0","0","0","","0","","0","0","0","0","0","1","2","2","2","6","0","1","2","0","9","0","0","0","0","1","1","126","0","0","0","25","0","0","20","14","1","3","49","1","","0","23","0","-3","0","0","1","16","1","0","0","16","1"
"2020-05-21","0","40","1","0","4","0","6","0","1","7","-1","1","1","16","0","","0","0","44","0","0","1","0","6","2","0","191","0","","0","1","0","1","2","0","-1","0","0","","2","","0","2","0","0","1","2","0","-1","1","9","0","7","18","0","5","1","1","0","0","0","0","79","0","0","0","12","0","0","7","5","1","-1","22","6","","1","6","0","2","0","0","0","17","0","0","0","2","0"
"2020-05-22","0","49","0","1","6","0","4","1","0","8","0","2","2","12","0","","2","4","32","1","3","0","0","3","3","0","321","0","","1","0","1","1","15","0","0","0","0","","1","","0","1","0","0","0","3","1","1","2","25","1","12","18","0","32","0","2","1","0","0","0","93","0","0","0","21","0","0","18","10","0","0","28","12","","1","24","0","-14","0","0","1","22","3","0","1","13","0"
"2020-05-23","2","48","-1","2","3","0","2","0","0","8","1","0","3","5","0","","1","0","38","2","0","0","0","6","7","0","299","0","1","3","0","1","0","6","0","0","0","0","","2","","1","2","0","0","0","2","2","0","2","26","1","1","12","0","17","1","1","0","0","2","0","146","0","0","0","24","0","0","18","9","0","1","37","4","","0","43","0","-4","0","0","1","32","1","0","1","18","0"
"2020-05-24","0","72","0","0","5","0","2","0","2","7","0","1","4","5","0","","0","0","60","0","2","0","0","2","2","0","269","0","0","1","1","1","0","5","0","1","0","0","","0","","0","0","0","0","0","0","-1","1","2","12","0","4","13","0","9","2","0","1","0","-1","1","152","0","0","0","13","1","0","12","6","0","1","5","2","","0","14","0","3","0","0","0","21","4","0","0","9","0"
"2020-05-25","0","46","5","0","1","0","3","1","0","13","0","2","0","7","1","","2","14","43","1","0","1","0","9","3","0","250","0","0","3","1","0","0","14","0","1","0","0","","0","","0","3","0","1","1","1","0","1","0","39","0","1","12","0","11","5","2","0","0","1","1","121","0","0","0","21","0","0","12","6","0","0","27","1","","1","7","0","3","0","0","1","21","6","0","1","13","1"
"2020-05-26","1","31","0","0","0","0","4","1","0","8","0","0","1","13","0","","1","0","62","2","1","1","0","4","3","1","253","0","0","2","0","0","0","3","0","0","0","0","","0","","0","2","0","0","1","1","0","0","1","17","0","2","9","0","8","-1","5","0","0","0","0","114","0","0","0","10","0","0","16","3","1","3","9","3","","0","16","0","-7","1","2","-1","26","2","0","0","10","0"
"2020-05-27","0","21","0","1","2","0","3","1","0","3","1","2","1","20","0","","0","1","18","0","9","0","0","0","2","0","119","0","0","3","0","0","0","4","0","1","0","0","","2","","0","0","0","0","0","1","2","0","1","10","1","3","10","0","5","3","3","0","0","0","0","59","1","0","0","15","0","0","5","2","0","1","25","4","","1","76","0","46","0","0","0","9","1","0","0","6","0"
"2020-05-28","0","27","-1","1","4","1","4","0","0","4","1","0","4","10","0","","4","2","20","0","0","0","0","5","0","0","155","0","0","-1","1","0","0","1","0","0","0","0","","1","","0","2","0","0","0","1","0","2","1","15","0","8","8","0","7","1","0","4","0","0","0","88","0","1","0","12","1","1","4","3","2","2","11","1","0","0","0","0","33","0","0","1","14","5","0","0","11","0"
