"date","Punjab/Amritsar","Punjab/Barnala","Punjab/Bathinda","Punjab/Faridkot","Punjab/Fatehgarh Sahib","Punjab/Fazilka","Punjab/Ferozepur","Punjab/Gurdaspur","Punjab/Hoshiarpur","Punjab/JAlandhar","Punjab/Jalandhar","Punjab/Kapurthala","Punjab/Ludhiana","Punjab/Mansa","Punjab/Moga","Punjab/Pathankot","Punjab/Patiala","Punjab/Rupnagar","Punjab/S.A.S. Nagar","Punjab/Sangrur","Punjab/Shahid Bhagat Singh Nagar","Punjab/Sri Muktsar Sahib","Punjab/Tarn Taran","Punjab/hoshiarpur"
"2020-03-19","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-20","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-21","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-24","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-25","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-30","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","","","","","","","","","","","3","","","","",""
"2020-04-29","","","","","","","","","","","","","0","","","","0","","0","","","","",""
