"date","Maharashtra/Ahmednagar","Maharashtra/Akola","Maharashtra/Amravati","Maharashtra/Aurangabad","Maharashtra/Beed","Maharashtra/Bhandara","Maharashtra/Buldhana","Maharashtra/Chandrapur","Maharashtra/Dhule","Maharashtra/Gadchiroli","Maharashtra/Gondia","Maharashtra/Hingoli","Maharashtra/Jalgaon","Maharashtra/Jalna","Maharashtra/Kolhapur","Maharashtra/Latur","Maharashtra/Mumbai","Maharashtra/Nagpur","Maharashtra/Nanded","Maharashtra/Nandurbar","Maharashtra/Nashik","Maharashtra/Osmanabad","Maharashtra/Other State","Maharashtra/Other State ","Maharashtra/Palghar","Maharashtra/Parbhani","Maharashtra/Pune","Maharashtra/Raigad","Maharashtra/Ratnagiri","Maharashtra/Sangli","Maharashtra/Satara","Maharashtra/Sindhudurg","Maharashtra/Solapur","Maharashtra/Thane","Maharashtra/Unknown","Maharashtra/Wardha","Maharashtra/Washim","Maharashtra/Yavatmal"
"2020-03-29","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","","","","   .00 %","","","",""
"2020-03-30","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","","","","","","","",""
"2020-03-31","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","   .00 %","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","",""
"2020-04-02","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","   .00 %","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""," 60.00 %","","","","","","","   .00 %","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","",""," 70.00 %","","","","","","","   .00 %","","","",""
"2020-04-05","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","",""," 73.33 %","","","","","","","   .00 %","","","",""
"2020-04-06","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""," 73.33 %","","","","","","","","","","",""
"2020-04-07","   .00 %","","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","","","","","","","   .00 %",""," 73.33 %","","","   .00 %","","","","","","","",""
"2020-04-08","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","",""," 13.33 %","","","","","","","   .00 %","","","",""
"2020-04-09","","","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","  3.33 %","","","","   .00 %","","","   .00 %","","","",""
"2020-04-10","","","","","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","","","",""
"2020-04-11","   .00 %","","","   .00 %","","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","","",""
"2020-04-13","   .00 %","","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","",""
"2020-04-15","","   .00 %","","","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","","","","","","","   .00 %","","  2.86 %","","","","","","","   .00 %","","","",""
"2020-04-16","   .00 %","","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","  2.86 %","   .00 %","","","","","","   .00 %","","","","   .00 %"
"2020-04-17","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","  2.86 %","   .00 %","","","","","","   .00 %","","","",""
"2020-04-18","   .00 %","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","   .00 %","","  2.86 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","",""
"2020-04-19","   .00 %","   .00 %","","   .00 %","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","  2.86 %","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-20","","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-21","","","","   .00 %","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-22","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-23","   .00 %","   .00 %","","   .00 %","","","","","","","","","   .00 %","","","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-24","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-25","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-26","   .00 %","   .00 %","   .00 %","","","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-27","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","   .00 %",""," ##.## %","   .00 %","","","   .00 %","","","","   .00 %",""," 10.00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-28","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","",""," 80.00 %","","   .00 %",""," ##.## %","   .00 %","","","   .00 %","","","","   .00 %",""," 13.33 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-29","","   .00 %",""," 20.00 %","","","","","","","","","","","",""," ##.## %","   .00 %","","","","","","","   .00 %",""," 17.62 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %"
"2020-04-30","","",""," 20.00 %","","","","","","","","","","   .00 %","   .00 %",""," ##.## %","   .00 %","","","   .00 %","","","","   .00 %",""," 21.15 %"," 20.00 %","","","   .00 %","","   .00 %","   .00 %","","","",""
"2020-05-01","","",""," 30.00 %","","","   .00 %","","   .00 %","","","   .00 %"," 92.00 %","   .00 %","   .00 %",""," ##.## %","","","","   .00 %","","","","   .00 %",""," 32.15 %"," 20.00 %","","   .00 %","","","   .00 %"," 10.00 %","","","",""
"2020-05-02","   .00 %","   .00 %"," 10.00 %"," 36.67 %","","","","","   .00 %","","","   .00 %"," 92.00 %","   .00 %","   .00 %",""," 54.57 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %",""," 24.08 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 16.67 %","","","",""
"2020-05-03","   .00 %","   .00 %"," 10.00 %"," 36.67 %","","","","","   .00 %","","","   .00 %","","","",""," 28.66 %","   .00 %","","","   .00 %","","","","   .00 %",""," 23.10 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %"," 26.67 %","","","",""
"2020-05-04","   .00 %","   .00 %"," 10.00 %"," 21.67 %","","","   .00 %","","   .00 %","","","   .00 %"," 92.00 %","","   .00 %","   .00 %"," 18.83 %","   .00 %"," 20.00 %","   .00 %","   .00 %",""," 30.00 %","","   .00 %","   .00 %"," 22.50 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 30.00 %","","","","   .00 %"
"2020-05-05","   .00 %","   .00 %"," 10.00 %"," 25.67 %","","","","","","","","   .00 %"," 92.00 %","","   .00 %",""," 16.22 %","   .00 %","","   .00 %","   .00 %",""," 30.00 %","","   .00 %",""," 21.64 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %"," 30.00 %","","","","   .00 %"
"2020-05-06","   .00 %"," 12.00 %"," 10.00 %"," 15.67 %","","","   .00 %","","   .00 %","","","   .00 %"," 14.50 %","","   .00 %",""," 17.56 %","   .00 %","","   .00 %","   .00 %",""," 36.67 %","","   .00 %",""," 11.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %"," 20.00 %","","","",""
"2020-05-07",""," 14.50 %",""," 12.33 %","","","","","   .00 %","","","","  2.50 %","","   .00 %","   .00 %"," 14.41 %","   .00 %"," 20.00 %","","   .00 %",""," 26.67 %",""," ##.## %",""," 12.47 %","   .00 %","","","   .00 %","-20.00 %"," 43.33 %"," 13.33 %","","","","   .00 %"
"2020-05-08",""," 14.50 %","  2.22 %"," 12.33 %","","","   .00 %","","   .00 %","","","","  4.72 %","   .00 %","",""," 13.03 %","   .00 %","","","   .00 %","","",""," ##.## %",""," 13.40 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 43.33 %","  3.33 %","","","   .00 %","   .00 %"
"2020-05-09","   .00 %"," 16.72 %","  4.22 %","  7.33 %","","","","","   .00 %","","","","  4.72 %","","   .00 %",""," 12.56 %","   .00 %"," 30.00 %",""," ##.## %",""," 26.67 %",""," ##.## %",""," 12.53 %","   .00 %","   .00 %","","   .00 %",""," 23.33 %","   .00 %","","","",""
"2020-05-10","   .00 %"," 16.72 %","  4.22 %","  6.19 %","","","   .00 %","","   .00 %","","","   .00 %"," 14.72 %","","","   .00 %"," 10.61 %","   .00 %"," 30.00 %","   .00 %"," ##.## %",""," 20.00 %",""," ##.## %",""," 11.35 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 27.33 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-11","","  4.72 %","  6.04 %","  8.69 %","","","   .00 %","","   .00 %","","","   .00 %"," 12.22 %","   .00 %","","   .00 %","  9.22 %","   .00 %"," 36.67 %",""," ##.## %",""," 22.86 %",""," ##.## %",""," 10.86 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 34.00 %","  5.71 %","","","","   .00 %"
"2020-05-12","   .00 %","  4.22 %","  6.04 %","  7.58 %","","","","","   .00 %","","","   .00 %"," 18.89 %","   .00 %","","   .00 %","  8.55 %","   .00 %"," 16.67 %",""," ##.## %","","","","  2.86 %","","  9.60 %"," 70.00 %","   .00 %","   .00 %","   .00 %",""," 26.12 %"," 10.16 %","","","   .00 %","   .00 %"
"2020-05-13","   .00 %","  4.22 %","  3.82 %"," 11.58 %","","","","","   .00 %","","","   .00 %"," 18.67 %","","   .00 %","   .00 %","  8.69 %","   .00 %"," 16.67 %",""," ##.## %","","","","  5.36 %","","  7.57 %"," 70.00 %"," 20.00 %","   .00 %","   .00 %","-20.00 %"," 28.98 %"," 10.16 %","","","   .00 %","   .00 %"
"2020-05-14","   .00 %","  2.00 %","  1.82 %"," 14.91 %","","","   .00 %","","","","","   .00 %"," 18.67 %","   .00 %","   .00 %","   .00 %","  7.88 %","   .00 %","  6.67 %","   .00 %"," 31.11 %","","","","  5.36 %","","  5.73 %"," 72.22 %"," 20.00 %","   .00 %","",""," 28.98 %"," 30.16 %","","","",""
"2020-05-15","   .00 %","  5.64 %","  1.82 %"," 13.48 %","","","   .00 %",""," 13.33 %","","","   .00 %","  9.58 %","   .00 %","","","  8.18 %","   .00 %","  6.67 %","","   .00 %","","","","  2.50 %","   .00 %","  5.37 %"," 74.22 %"," 20.00 %","   .00 %","   .00 %",""," 24.98 %"," 31.98 %","","","",""
"2020-05-16","   .00 %","  5.64 %","   .00 %"," 17.65 %","","","   .00 %",""," 13.33 %","","","   .00 %"," 12.18 %","   .00 %","   .00 %","   .00 %","  8.68 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","","","  2.50 %","","  5.92 %"," 74.22 %"," 20.00 %","   .00 %","   .00 %","-20.00 %","  9.56 %"," 33.76 %","","","",""
"2020-05-17","   .00 %","  3.64 %","  1.67 %"," 21.43 %","","","   .00 %",""," 13.33 %","","","   .00 %","  5.52 %","   .00 %","   .00 %","   .00 %","  8.50 %","   .00 %","   .00 %","   .00 %","   .87 %","","","","  2.50 %","","  6.09 %"," 11.49 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  7.64 %"," 29.92 %","","","","   .00 %"
"2020-05-18"," 40.00 %","  3.64 %","  1.67 %"," 18.97 %","","","",""," 13.33 %","","","   .00 %","  5.83 %","   .00 %","   .00 %","   .00 %","  7.11 %"," 40.00 %","   .00 %","   .00 %","   .87 %","   .00 %"," 18.69 %","","  2.22 %","   .00 %","  6.08 %"," 11.49 %","   .00 %","   .00 %","   .00 %","","  4.78 %"," 35.22 %","","","","   .00 %"
"2020-05-19"," 40.00 %","  8.25 %","  1.67 %"," 16.35 %","","","   .00 %",""," 17.33 %","","","   .00 %","  5.83 %","   .00 %","   .00 %","","  7.39 %"," 53.33 %","   .00 %","","  1.70 %","","  8.69 %","","  2.22 %","   .00 %","  5.98 %","  9.27 %","   .00 %","   .00 %","   .00 %","","  4.78 %"," 23.13 %","","","","   .00 %"
"2020-05-20"," 40.00 %","  4.62 %","  1.67 %"," 16.30 %","","","   .00 %","   .00 %","  4.00 %","","","","  4.92 %","","   .00 %","   .00 %","  7.13 %"," 53.33 %","   .00 %","","  1.70 %","   .00 %","  8.69 %","","  2.22 %","   .00 %","  6.95 %","  7.27 %","   .00 %","   .00 %","   .00 %","","  6.78 %"," 22.97 %","","","   .00 %","   .00 %"
"2020-05-21"," 40.00 %","  4.62 %","  1.67 %"," 11.57 %","","   .00 %","   .00 %","   .00 %","  4.00 %","","","   .00 %","  2.31 %","   .00 %","   .00 %","   .00 %","  6.61 %"," 53.33 %","   .00 %","   .00 %","  8.03 %","   .00 %","","","  2.22 %","   .00 %","  6.73 %","  7.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.44 %"," 16.09 %","","","","   .00 %"
"2020-05-22"," 40.00 %","  4.62 %","   .00 %","  7.33 %","   .00 %","","   .00 %","","  4.00 %","","","   .00 %","  7.82 %","   .00 %","   .00 %","   .00 %","  5.86 %"," 57.33 %","   .00 %","   .00 %","  8.62 %","   .00 %","","","  8.22 %","   .00 %","  6.31 %","  1.33 %","   .00 %","   .00 %","   .00 %","","  7.26 %"," 16.38 %","","","","   .00 %"
"2020-05-23","   .00 %","  4.62 %","   .00 %","  5.79 %","","","   .00 %","   .00 %","  4.00 %","   .00 %","","   .00 %","  5.52 %","   .00 %","   .00 %","   .00 %","  6.13 %"," 17.33 %","  5.00 %","","  8.62 %","   .00 %","","","  7.54 %","","  6.67 %","  1.33 %","   .00 %","   .00 %"," 10.00 %","","  8.69 %"," 11.37 %","","","",""
"2020-05-24","   .00 %","   .00 %","   .00 %","  7.24 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","  5.52 %","   .00 %","   .00 %"," 20.00 %","  5.62 %","  4.00 %","","","  7.79 %","   .00 %","  5.36 %","","  7.54 %","","  6.43 %","  1.33 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 12.69 %","  4.03 %","","","","   .00 %"
"2020-05-25","   .00 %","   .00 %","   .00 %","  6.84 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.52 %","   .00 %","   .00 %"," 20.00 %","  5.22 %","  4.00 %","","","  7.79 %","   .00 %","  4.72 %","","  7.54 %","   .00 %","  5.46 %","  1.33 %"," 10.00 %","   .00 %"," 10.00 %",""," 11.24 %","  4.00 %","","   .00 %","",""
"2020-05-26","   .00 %","   .00 %","   .00 %","  7.23 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.52 %","   .00 %","   .00 %"," 20.00 %","  4.88 %","  7.33 %","  5.00 %","","  2.30 %","   .00 %","  2.22 %","","  7.54 %","   .00 %","  5.22 %","  1.33 %"," 16.67 %","   .00 %"," 10.00 %","   .00 %"," 14.12 %"," 11.74 %","","   .00 %","",""
"2020-05-27","  6.67 %","  7.50 %","   .00 %","  7.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  5.41 %","   .00 %","   .00 %"," 20.00 %","  4.83 %","  6.19 %","  5.00 %"," 20.00 %","  3.29 %","   .00 %","  4.22 %","","  2.97 %","","  4.98 %"," 10.00 %"," 16.67 %","   .00 %"," 23.33 %",""," 11.13 %"," 14.95 %","","   .00 %","   .00 %","   .00 %"
"2020-05-28","  6.67 %"," 12.05 %","   .00 %","  8.28 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.83 %","   .00 %","   .00 %"," 20.00 %","  4.55 %","  6.19 %","  9.00 %","","  3.29 %","   .00 %","  4.22 %","","  6.76 %","   .00 %","  4.28 %"," 10.83 %"," 16.67 %","   .00 %"," 49.33 %",""," 12.68 %"," 15.56 %","","   .00 %","","   .00 %"
"2020-05-29","  6.67 %"," 12.05 %","  3.08 %","  7.94 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %"," 12.91 %","   .00 %"," 60.00 %","   .00 %","  4.32 %","  6.19 %","  9.00 %"," 20.00 %","  7.20 %","   .00 %","  4.22 %","","  6.76 %","   .00 %","  4.76 %"," 13.23 %"," 16.67 %","   .00 %"," 49.33 %","   .00 %","  9.79 %"," 17.41 %","","","   .00 %","   .00 %"
"2020-05-30","  6.67 %"," 12.05 %","  3.08 %","  6.96 %","","   .00 %","   .00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %"," 13.84 %","   .00 %"," 60.00 %","   .00 %","  4.46 %","  8.69 %","  4.00 %"," 20.00 %","  7.20 %","   .00 %","  5.64 %",""," 14.13 %","   .00 %","  4.12 %"," 20.38 %","  6.67 %","   .00 %"," 49.33 %","   .00 %"," 11.34 %"," 17.03 %","","","","   .00 %"
"2020-05-31","  6.67 %"," 12.05 %","  3.08 %","  4.64 %","   .00 %","   .00 %","   .00 %",""," 23.33 %","   .00 %","   .00 %","   .00 %"," 13.84 %","   .00 %"," 60.00 %","   .00 %","  4.53 %","  5.36 %","  4.00 %"," 20.00 %","  7.93 %","   .00 %","",""," 14.13 %","   .00 %","  4.06 %"," 20.38 %","   .00 %","   .00 %"," 49.33 %","   .00 %","  8.19 %"," 10.82 %","","   .00 %","","   .00 %"
"2020-06-01","","  4.55 %","  3.08 %","  3.97 %","   .00 %","","   .00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %","  8.43 %","   .00 %"," 60.00 %","","  4.53 %","  4.72 %","  4.00 %"," 20.00 %","  6.72 %","   .00 %","  5.64 %",""," 15.01 %","","  3.90 %"," 11.43 %","   .00 %","   .00 %"," 36.00 %","","  6.83 %","  8.32 %","","   .00 %","",""
"2020-06-02","  5.00 %","  2.22 %","  3.08 %","  2.82 %","","","   .00 %","   .00 %"," 23.33 %","   .00 %","   .00 %","   .00 %","  8.01 %","   .00 %"," 60.00 %","   .00 %","  4.56 %","  4.72 %","   .00 %","   .00 %","  7.07 %","   .00 %","  3.64 %","","  9.68 %","   .00 %","  3.75 %"," 15.60 %","   .00 %","   .00 %","  8.57 %","   .00 %","  5.39 %","  8.93 %","","","","   .00 %"
"2020-06-03","  9.00 %","  3.56 %","   .00 %","  6.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.15 %","   .00 %","   .00 %","   .00 %","  1.51 %"," 20.00 %"," 10.00 %","","  4.59 %","  4.72 %","   .00 %"," 10.00 %","  3.17 %"," 20.00 %","  8.25 %",""," 10.37 %","   .00 %","  3.99 %"," 13.20 %","   .00 %","   .00 %","  8.57 %","   .00 %","  7.14 %","  7.44 %","","   .00 %","","   .00 %"
"2020-06-04","  9.00 %","  3.56 %","   .00 %","  7.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","  6.59 %"," 30.00 %"," 10.00 %"," 10.00 %","  4.27 %","  2.22 %","  3.33 %"," 10.00 %","  4.22 %"," 30.00 %","  8.25 %","","  4.33 %"," 40.00 %","  4.10 %","  7.65 %","   .00 %","   .00 %","  8.57 %","   .00 %","  6.78 %","  7.41 %","","   .00 %","   .00 %"," 20.00 %"
"2020-06-05","  9.00 %","  3.56 %","   .00 %","  7.58 %","   .00 %","","   .00 %","   .00 %","  7.33 %","   .00 %","","   .00 %","  9.67 %"," 30.00 %"," 10.00 %"," 10.00 %","  4.11 %","  2.22 %","  3.33 %"," 10.00 %","  5.11 %"," 30.00 %","  4.62 %","","  4.96 %"," 40.00 %","  4.30 %","  7.65 %"," 25.00 %","   .00 %","  8.57 %","   .00 %","  6.61 %","  8.44 %","","   .00 %",""," 20.00 %"
"2020-06-06","  9.00 %","  4.81 %","  2.67 %","  7.05 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","","   .00 %","   .00 %","  9.67 %"," 30.00 %"," 10.00 %"," 10.00 %","  4.24 %","   .00 %","  3.33 %","","  6.74 %"," 30.00 %","","","  3.86 %"," 40.00 %","  4.23 %","  6.60 %"," 25.00 %","   .00 %"," 13.57 %","   .00 %","  7.05 %","  8.98 %","","   .00 %","",""
"2020-06-07","  4.00 %","  3.17 %","  2.67 %","  7.05 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","  9.67 %"," 36.67 %"," 16.67 %"," 10.00 %","  4.25 %","   .00 %","  3.33 %","","  6.65 %"," 30.00 %","  5.87 %","","  4.43 %","","  3.85 %","  1.60 %"," 25.00 %","   .00 %","  5.00 %","   .00 %","  7.27 %","  8.07 %","","   .00 %","   .00 %"," 20.00 %"
"2020-06-08","  3.33 %","  1.84 %","  2.67 %","  3.81 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.62 %","   .00 %","   .00 %","   .00 %"," 10.22 %"," 21.67 %","  6.67 %"," 10.00 %","  4.30 %","   .00 %","  6.19 %","","  7.16 %"," 10.00 %","  5.87 %","","  4.30 %","","  2.91 %","  1.60 %"," 31.67 %","   .00 %","  5.00 %","   .00 %","  5.63 %","  7.46 %","","",""," 20.00 %"
"2020-06-09","  3.33 %","  2.98 %","  3.84 %","  4.65 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","  4.22 %"," 11.67 %","  6.67 %","   .00 %","  4.29 %","  2.00 %","  2.86 %","","  7.11 %","   .00 %","  2.43 %","","  4.05 %"," 40.00 %","  3.23 %","  1.11 %"," 33.33 %","   .00 %","  5.00 %","   .00 %","  4.26 %","  7.40 %","","","   .00 %"," 20.00 %"
"2020-06-10","  3.33 %","  4.06 %","  4.95 %","  5.75 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","","   .00 %","  2.04 %"," 11.67 %","  6.67 %","   .00 %","  4.68 %","  2.00 %","  2.86 %"," 10.00 %","  3.77 %","   .00 %","  2.43 %","","  4.45 %"," 40.00 %","  2.88 %","  1.11 %","  8.33 %","   .00 %","  5.00 %","   .00 %","  3.80 %","  5.59 %","","   .00 %","   .00 %","   .00 %"
"2020-06-11","  3.33 %","  2.81 %","  2.29 %","  6.35 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","  2.04 %"," 15.67 %","  6.67 %"," 13.33 %","  4.97 %","  2.00 %","  5.36 %"," 10.00 %","  2.96 %","   .00 %","","","  4.21 %","   .00 %","  2.69 %","  1.11 %","  9.87 %","   .00 %","   .00 %","   .00 %","  4.85 %","  4.53 %","","","   .00 %","   .00 %"
"2020-06-12","  3.33 %","  2.22 %","  3.34 %","  6.69 %"," 20.00 %","   .00 %","   .00 %","","  5.35 %","   .00 %","","   .00 %","  2.04 %","  9.00 %","   .00 %"," 13.33 %","  5.11 %","  2.00 %","  5.36 %","   .00 %","  3.15 %","   .00 %","","","  4.10 %","   .00 %","  2.96 %","  1.11 %","  9.87 %"," 20.00 %","   .00 %","   .00 %","  3.09 %","  4.72 %","","","   .00 %","   .00 %"
