"date","Nebraska/Adams","Nebraska/Antelope","Nebraska/Arthur","Nebraska/Banner","Nebraska/Blaine","Nebraska/Boone","Nebraska/Box Butte","Nebraska/Boyd","Nebraska/Brown","Nebraska/Buffalo","Nebraska/Burt","Nebraska/Butler","Nebraska/Cass","Nebraska/Cedar","Nebraska/Chase","Nebraska/Cherry","Nebraska/Cheyenne","Nebraska/Clay","Nebraska/Colfax","Nebraska/Cuming","Nebraska/Custer","Nebraska/Dakota","Nebraska/Dawes","Nebraska/Dawson","Nebraska/Deuel","Nebraska/Dixon","Nebraska/Dodge","Nebraska/Douglas","Nebraska/Dundy","Nebraska/Fillmore","Nebraska/Franklin","Nebraska/Frontier","Nebraska/Furnas","Nebraska/Gage","Nebraska/Garden","Nebraska/Garfield","Nebraska/Gosper","Nebraska/Grant","Nebraska/Greeley","Nebraska/Hall","Nebraska/Hamilton","Nebraska/Harlan","Nebraska/Hayes","Nebraska/Hitchcock","Nebraska/Holt","Nebraska/Hooker","Nebraska/Howard","Nebraska/Jefferson","Nebraska/Johnson","Nebraska/Kearney","Nebraska/Keith","Nebraska/Keya Paha","Nebraska/Kimball","Nebraska/Knox","Nebraska/Lancaster","Nebraska/Lincoln","Nebraska/Logan","Nebraska/Loup","Nebraska/Madison","Nebraska/McPherson","Nebraska/Merrick","Nebraska/Morrill","Nebraska/Nance","Nebraska/Nemaha","Nebraska/Nuckolls","Nebraska/Otoe","Nebraska/Pawnee","Nebraska/Perkins","Nebraska/Phelps","Nebraska/Pierce","Nebraska/Platte","Nebraska/Polk","Nebraska/Red Willow","Nebraska/Richardson","Nebraska/Rock","Nebraska/Saline","Nebraska/Sarpy","Nebraska/Saunders","Nebraska/Scotts Bluff","Nebraska/Seward","Nebraska/Sheridan","Nebraska/Sherman","Nebraska/Sioux","Nebraska/Stanton","Nebraska/Thayer","Nebraska/Thomas","Nebraska/Thurston","Nebraska/Unassigned","Nebraska/Valley","Nebraska/Washington","Nebraska/Wayne","Nebraska/Webster","Nebraska/Wheeler","Nebraska/York"
"2020-04-01"," 36.67 %","   .00 %","","","","","","",""," 12.33 %","","","   .00 %","","","","","","","   .00 %","","","","   .00 %","",""," 16.67 %"," 18.28 %","","","","","","","","","   .00 %","",""," 44.17 %","","","","","","","","","","   .00 %","","","   .00 %","   .00 %"," 29.17 %"," 29.33 %","",""," 30.00 %","","","","","   .00 %","","","","","",""," 20.00 %","","","","",""," 11.50 %","   .00 %"," 40.00 %","","","","","","","",""," 20.00 %",""," 38.22 %","","","","   .00 %"
"2020-04-02"," 26.67 %","   .00 %","","","","","","",""," 15.19 %","","","   .00 %","","","","","","","   .00 %","","","","   .00 %","",""," 16.67 %"," 18.07 %","","","","","","-20.00 %","","","   .00 %","",""," 46.83 %","   .00 %","","","","","","","","","   .00 %","",""," 40.00 %","   .00 %"," 29.17 %"," 33.78 %","",""," 36.67 %","","","","","   .00 %","","   .00 %","","","",""," 30.00 %","","","","",""," 13.03 %"," 10.00 %"," 40.00 %","","","","","","","",""," 13.33 %",""," 38.22 %","","","","   .00 %"
"2020-04-03"," 26.67 %","   .00 %","","","","","","",""," 12.69 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","","   .00 %","",""," 21.67 %"," 17.10 %","","","","","","   .00 %","","","   .00 %","",""," 57.42 %"," 10.00 %","","","","","","","","","   .00 %","",""," 53.33 %","   .00 %"," 32.50 %"," 39.23 %","",""," 41.67 %","","","","","   .00 %","","   .00 %","","","",""," 30.00 %","","","","",""," 17.03 %"," 10.00 %"," 40.00 %","","","","","","","","","-16.67 %",""," 38.22 %","","","","   .00 %"
"2020-04-04"," 23.33 %","   .00 %","","","","","","",""," 19.80 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","",""," 15.67 %"," 11.91 %","","","","","","   .00 %","","","   .00 %","",""," 48.19 %"," 16.67 %","","","","","","","","","   .00 %","",""," 53.33 %","   .00 %"," 18.21 %"," 27.33 %","",""," 21.67 %","","   .00 %","","","   .00 %","","   .00 %","","","",""," 36.67 %","","","","",""," 15.06 %"," 16.67 %"," 40.00 %","","","","","","","",""," -6.67 %",""," 22.22 %","","","","   .00 %"
"2020-04-05"," 30.83 %","   .00 %","","","","","","",""," 24.09 %","","","   .00 %","","","   .00 %","",""," 20.00 %"," 20.00 %","","","","   .00 %","",""," 19.00 %"," 11.23 %","","","","",""," 70.00 %","","","   .00 %","",""," 43.52 %"," 26.67 %","","","","","","","","   .00 %"," 20.00 %","",""," 53.33 %","   .00 %"," 18.21 %"," 27.33 %","",""," 21.67 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %",""," 41.67 %","","","","",""," 11.98 %"," 16.67 %"," 40.00 %","   .00 %","","","","","","","","-16.67 %","","  1.05 %","","","","   .00 %"
"2020-04-06"," 27.80 %","   .00 %","","","","","","",""," 21.93 %","","","   .00 %","","","   .00 %","   .00 %",""," 20.00 %"," 20.00 %","   .00 %","","","   .00 %","",""," 12.33 %","  9.55 %","","","","",""," 90.00 %","","","   .00 %","",""," 31.02 %"," 26.67 %","","","","","","","",""," 20.00 %","",""," 69.33 %","   .00 %"," 31.27 %"," 12.66 %","   .00 %",""," 11.67 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %",""," 21.67 %","","","","",""," 10.73 %"," 16.67 %"," 20.00 %","   .00 %","","","","   .00 %","","","","-16.67 %","","   .05 %","","","","   .00 %"
"2020-04-07"," 20.88 %","   .00 %","","","","","","",""," 24.63 %","","","   .00 %","","","   .00 %","   .00 %",""," 30.00 %"," 20.00 %","   .00 %","","","   .00 %","",""," 12.33 %","  6.58 %","","","","",""," ##.## %","","","   .00 %","",""," 29.45 %"," 30.00 %","","","","","","","",""," 20.00 %","",""," 29.33 %","   .00 %"," 25.85 %","  8.22 %","   .00 %","","  5.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %",""," 11.67 %","","","","","","  7.92 %","  6.67 %"," 20.00 %","   .00 %","","","","   .00 %","","","","-10.00 %","","  1.11 %","","","","   .00 %"
"2020-04-08"," 36.88 %","   .00 %","","","","","","",""," 26.48 %","",""," 10.00 %","","","   .00 %","   .00 %",""," 30.00 %"," 20.00 %"," 40.00 %","","","   .00 %","","","  7.33 %","  7.96 %","","","","",""," ##.## %","","","   .00 %","",""," 22.65 %"," 20.00 %","","","","","","","","   .00 %"," 30.00 %","",""," 16.00 %","   .00 %"," 25.46 %","  4.01 %","-20.00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %",""," 11.67 %","","","","","","  9.44 %","  6.67 %"," 33.33 %","   .00 %","","","","   .00 %","","","","-20.00 %","","  1.11 %","","",""," 20.00 %"
"2020-04-09"," 30.95 %","   .00 %","","","","","","",""," 17.51 %","   .00 %",""," 10.00 %","","","   .00 %","   .00 %",""," 30.00 %"," 20.00 %"," 40.00 %","",""," 20.00 %","","","  3.33 %","  8.71 %","","","","",""," ##.## %","","","   .00 %","",""," 16.23 %"," 16.19 %","","","","","","","","   .00 %"," 30.00 %","",""," 18.22 %","   .00 %"," 22.31 %","  2.58 %","-20.00 %","","  4.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","  5.00 %","   .00 %","","","","","  8.31 %","   .00 %"," 33.33 %","   .00 %","","","","   .00 %","","","","-20.00 %","","  1.11 %","","",""," 20.00 %"
"2020-04-10"," 30.60 %","   .00 %","","","","","","",""," 13.22 %","   .00 %",""," 10.00 %","","","   .00 %","   .00 %",""," 10.00 %","   .00 %"," 40.00 %","",""," 30.00 %","","","   .00 %","  8.35 %","","","","",""," 31.98 %","","","   .00 %","",""," 21.85 %","  8.69 %","","","","","","","","   .00 %"," 10.00 %","",""," 16.22 %","   .00 %"," 24.58 %","  2.58 %","-20.00 %","","  4.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","","","  7.30 %","   .00 %"," 33.33 %","   .00 %","","","","   .00 %","","","","-20.00 %","","   .05 %","","   .00 %",""," 30.00 %"
"2020-04-11"," 30.64 %","   .00 %","","","","","   .00 %","",""," 13.34 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %"," 16.67 %","   .00 %"," ##.## %","",""," 30.00 %","","","   .00 %","  7.57 %","","","   .00 %","",""," 32.81 %","","","   .00 %","",""," 19.09 %"," 10.91 %","","","","","","","","   .00 %"," 10.00 %","","","   .22 %","   .00 %","  9.44 %","  1.25 %","-20.00 %","","  4.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","  4.00 %","   .00 %","","","","","  8.32 %","  5.00 %"," 17.33 %","   .00 %","","","","   .00 %","","","","-20.00 %","","  1.05 %","   .00 %","   .00 %",""," 30.00 %"
"2020-04-12"," 31.57 %","   .00 %","","","","","   .00 %","","","  8.99 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %"," 30.00 %","   .00 %","  6.67 %","   .00 %"," ##.## %","   .00 %",""," 90.00 %","","","  5.71 %","  8.54 %","","","   .00 %","","","  1.70 %","","","   .00 %","",""," 22.65 %","  9.58 %","","","","","","","","   .00 %"," 10.00 %","","","   .22 %","   .00 %","  8.99 %","  1.25 %","-20.00 %","","  4.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","  4.00 %","   .00 %","","","","","  7.61 %","  5.00 %"," 20.67 %","   .00 %","","","","   .00 %","","","","-20.00 %","","   .00 %","   .00 %","   .00 %",""," 30.00 %"
"2020-04-13"," 15.57 %","   .00 %","","","","","   .00 %","","","  5.22 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 30.00 %","   .00 %","  6.67 %","   .00 %"," 75.90 %","   .00 %",""," 91.67 %","","","  7.94 %","  6.02 %","",""," 10.00 %","","","  2.50 %","","","   .00 %","",""," 19.11 %","  9.58 %","","","","","","","","   .00 %","   .00 %","","","   .22 %","   .00 %","  6.81 %","   .00 %","   .00 %","","  4.00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","  4.00 %"," 20.00 %","","","","","  2.09 %","  9.00 %","  7.33 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 16.67 %"
"2020-04-14"," 17.79 %","   .00 %","","","","","   .00 %","","","  4.18 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 23.33 %","   .00 %","  6.67 %","   .00 %"," 75.90 %","   .00 %",""," 79.36 %","",""," 11.94 %","  4.88 %","",""," 10.00 %","","","  1.63 %","","","   .00 %","",""," 21.35 %"," 10.36 %","","","","","","","","   .00 %","   .00 %","",""," -2.00 %","   .00 %","  5.36 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","  4.00 %"," 20.00 %","","","","","  3.99 %","  9.00 %","  7.33 %","   .00 %","","","","   .00 %","","",""," -4.35 %","","   .00 %","   .00 %","   .00 %",""," 16.67 %"
"2020-04-15"," 10.65 %","   .00 %","","","","","   .00 %","","","  4.18 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 23.33 %","   .00 %","  6.67 %","   .00 %"," 75.90 %","   .00 %",""," 69.36 %","",""," 11.94 %","  3.27 %","",""," 10.00 %","","","  1.63 %","","","   .00 %","",""," 13.73 %","  7.86 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.09 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","  4.00 %"," 20.00 %","","","","   .00 %","  3.46 %","  9.00 %","  7.33 %","   .00 %","","","","   .00 %","","",""," -3.24 %","","  2.00 %","   .00 %","   .00 %","","  6.67 %"
"2020-04-16","  7.93 %","   .00 %","","","","","   .00 %","","","  5.00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","  9.23 %"," 10.00 %",""," 72.69 %","",""," 11.94 %","  2.60 %","",""," 10.00 %","","","   .80 %","","","   .00 %","",""," 13.08 %","  7.17 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.38 %","   .00 %","   .00 %","","  3.33 %",""," 30.00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 30.00 %","","","","   .00 %","  2.44 %","  4.00 %","  6.19 %","   .00 %","","","","   .00 %","","","","   .97 %","","   .18 %","   .00 %","   .00 %",""," 11.67 %"
"2020-04-17","  3.62 %","   .00 %","","","","","   .00 %","","","  4.74 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","  9.23 %"," 50.00 %",""," 15.55 %","","","  6.22 %","  2.17 %","",""," 10.00 %","","","   .80 %","","","   .00 %","","","  9.81 %","  5.17 %","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.60 %","   .00 %","   .00 %","","  3.33 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 36.67 %","","",""," 40.00 %","  2.87 %","  4.00 %","  4.11 %","   .00 %","","","","   .00 %","","",""," 60.97 %","","   .18 %","   .00 %","   .00 %",""," 15.67 %"
"2020-04-18"," 10.19 %","   .00 %","","","","","   .00 %","","","  5.53 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %"," 10.00 %","   .00 %","   .00 %"," -1.05 %"," 78.89 %",""," 18.88 %","","","  4.00 %","  1.92 %","","","   .00 %","","","   .77 %","",""," 40.00 %","",""," 22.19 %","  8.03 %","","","","","","   .00 %",""," 20.00 %","   .00 %","","","   .00 %","   .00 %","  3.15 %","  1.18 %","   .00 %","","  3.33 %",""," 34.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %","",""," 46.67 %","  3.30 %","   .00 %","  5.28 %","   .00 %","","","","   .00 %","","",""," 54.02 %","","   .18 %","   .00 %","   .00 %","","  9.00 %"
"2020-04-19"," 10.28 %","   .00 %","","","","","   .00 %","","","  6.55 %","   .00 %","   .00 %"," 13.33 %","   .00 %","","   .00 %"," 16.67 %"," 16.67 %","   .00 %","   .00 %","  1.17 %"," 85.25 %",""," 73.86 %","","","  6.67 %","  2.23 %","","","   .00 %","","   .00 %","  1.51 %","",""," 53.33 %","",""," 18.29 %","  8.15 %","","","","",""," 10.00 %",""," 20.00 %","  6.67 %","","","   .00 %","   .00 %","  7.76 %","  1.18 %","   .00 %","","  9.05 %",""," 37.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","  3.33 %"," 21.67 %","   .00 %","",""," 61.67 %","  2.94 %","   .00 %","  9.73 %"," 20.00 %","","",""," 20.00 %","","","   .00 %"," 51.70 %","","   .18 %","   .00 %"," 20.00 %",""," 12.33 %"
"2020-04-20"," 10.69 %","   .00 %","","","","","   .00 %","","","  7.70 %","   .00 %","   .00 %","  9.33 %","   .00 %","","   .00 %"," 16.67 %"," 16.67 %","  5.00 %","   .00 %","  1.17 %"," ##.## %",""," 81.60 %","","   .00 %","  9.17 %","  3.02 %","","","   .00 %","","   .00 %","  1.51 %","",""," 57.33 %","",""," 21.52 %","  9.20 %","","","","",""," 10.00 %",""," 20.00 %","  6.67 %","","","   .00 %","   .00 %","  8.74 %","  1.18 %","   .00 %",""," 13.49 %",""," 43.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","  3.33 %"," 25.67 %","   .00 %","",""," 64.52 %","  3.70 %","   .00 %","  9.73 %"," 20.00 %","","",""," 20.00 %","","","-20.00 %"," 49.09 %","","  -.82 %","   .00 %"," 20.00 %",""," 12.33 %"
"2020-04-21","  9.92 %","   .00 %","","","","","   .00 %","","","  5.60 %","   .00 %","   .00 %","  9.33 %","   .00 %","","   .00 %","  6.67 %"," 21.67 %","  5.00 %","   .00 %","  1.17 %"," 99.05 %",""," 78.61 %","","   .00 %","  9.17 %","  2.72 %","","","   .00 %","","   .00 %","  1.51 %","",""," 57.33 %","",""," 20.80 %","  9.66 %","","","","",""," 16.67 %",""," 20.00 %","  6.67 %","","","   .00 %","   .00 %","  9.69 %","  1.18 %","   .00 %",""," 15.61 %",""," 13.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","  6.19 %"," 15.67 %","   .00 %","",""," 72.02 %","  3.70 %","   .00 %","  6.87 %"," 40.00 %","","",""," 20.00 %","","","-20.00 %"," 24.88 %","","  1.00 %","   .00 %"," 20.00 %","","  7.33 %"
"2020-04-22"," 10.63 %","   .00 %","","","","","   .00 %","","","  6.83 %","   .00 %","   .00 %","  4.33 %","   .00 %","","   .00 %"," 11.67 %"," 21.67 %","  5.00 %","   .00 %","  1.17 %"," 62.61 %",""," 78.27 %","","   .00 %","  9.17 %","  3.13 %","","   .00 %","   .00 %","","   .00 %","  1.51 %","",""," 60.67 %","",""," 20.64 %"," 14.21 %","","","","",""," 21.67 %",""," 20.00 %","  6.67 %","","","   .00 %","   .00 %","  9.76 %","  1.18 %","   .00 %",""," 18.47 %",""," 13.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"," 13.69 %","  9.00 %","   .00 %","",""," 41.11 %","  3.99 %","   .00 %","  5.62 %"," 40.00 %","","",""," 20.00 %","","","-20.00 %","-35.12 %","","  1.00 %","   .00 %"," 20.00 %","","  3.33 %"
"2020-04-23","  5.62 %","   .00 %","","","","","   .00 %","","","  8.41 %","   .00 %","   .00 %"," 11.00 %","   .00 %","","   .00 %","  5.00 %","  7.67 %","  9.00 %"," 10.00 %","  2.22 %"," 70.93 %",""," 79.26 %","","   .00 %"," 34.72 %","  4.22 %","","   .00 %","   .00 %","","   .00 %","   .74 %","",""," 23.52 %","","   .00 %"," 10.02 %"," 12.09 %","","","","",""," 37.67 %","","   .00 %","  6.67 %","","","   .00 %","   .00 %"," 11.29 %","   .00 %","   .00 %",""," 53.47 %","","  9.05 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"," 13.69 %","  4.00 %","   .00 %","",""," 39.45 %","  4.97 %","  6.67 %","  5.35 %"," 45.00 %","","   .00 %",""," 20.00 %","","","-20.00 %","-36.50 %","","  1.00 %","   .00 %"," 20.00 %","","  3.33 %"
