"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","1","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","1","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","","1","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","1","","","","1","","","","1","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","1","","1","","1","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","1","","1","","","","","","","","","","","1","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","1","","1","","1","","","","","","","","","","","1","","","","","","","3","","","","","","","","","","","","","","","","","1",""
"2020-04-19","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","1","","","","","","","3","","","","","","","","","","","","","","","","","1",""
"2020-04-21","","","","","1","","","","","","","","","","1","","","","","","","","","","3","","","","","","","","","","","","","","","","","1",""
"2020-04-22","","","","","","","1","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","1","","","","","","","","1","","","","","","","","","","3","","","","","","","","","","","","","","","","","1",""
"2020-04-24","","","1","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1",""
"2020-04-25","","","","","1","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","1","","","","","","","","","","3","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","1","","","","1","","","","","","","","1","","","","","","","","","","4","","","","","","","","","","","","","","","","","1",""
"2020-04-28","","","1","","","","1","","","","","","","","","","","1","","","","","","","4","","","","","","","","","","","","","","","","","",""
"2020-04-29","","","","","1","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","2","","","","","",""
"2020-04-30","","","","","1","","1","","","","","","","","2","","","","","","","","","","4","","","","","","","","","","","","2","","","","","1",""
"2020-05-01","","","","","1","","1","","","","1","","","","2","","","1","","","","","","","4","","","","","","","","","","","","","","","","","1",""
"2020-05-02","","","1","","1","","2","","1","","1","","","","","1","","","","","","","","","4","","","","","","","","","","","","2","","","","","1",""
"2020-05-03","","","1","","","","2","","","","1","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","1",""
"2020-05-04","","","","","1","","2","","1","","1","","","","","2","","","","","","","","","5","","","","","","","","","","","","","","","","","1",""
"2020-05-05","","","1","","","","2","","","","","","","","2","3","","","","","","","","","5","","","","","","","","","","","","","","","","","2",""
"2020-05-06","","","1","","1","","2","","","","","","","","2","","","","","","","","","","5","","","","","","","","","","","","","","","","","2",""
"2020-05-07","","","1","","1","","2","","1","","","","","","","4","","","","","","","","","5","","","","","","","","","","","","","","","","","2",""
"2020-05-08","","","","","1","","2","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-09","","","","","","","2","","1","","1","","","","2","4","","","","","","","","","5","","","","","","","","","","","","2","","","","","2",""
"2020-05-10","","","1","","1","","3","","","","1","","","","","4","","1","","","","","","","5","","","","","","","","","","","","","","","","","2",""
"2020-05-11","","","1","","1","","3","","1","","","","","","","4","","","","","","","","","5","","","","","","","","","","","","","","","","","2",""
"2020-05-12","","","1","","","","3","","1","","1","","","","2","4","","1","","","","","","","5","","","","","","","","","","","","","","","","","2",""
"2020-05-13","","","","","1","","3","","1","","","","","","3","4","","","","","","","","","6","","","","","","","","","","","","","","","","","2",""
"2020-05-14","","","1","","1","","3","","1","","","","","","4","4","","1","","","","","","","6","","","","","","","1","","","","","","","","","","2",""
"2020-05-15","","","1","","1","","3","","2","","","","","","4","","","","","","","","","","6","","","","","","","","","","","","","","","","","",""
"2020-05-16","","","1","","","","3","","","","","","","","","4","","","","","","","","","6","","","","","","","","","","","","","","","","","2",""
"2020-05-17","","","","","","","3","","","","1","","","","4","","","","","","","","","","6","","","","","","","","","","","","2","","","1","","2",""
"2020-05-18","","","1","","1","","3","","2","","1","","","","4","4","","1","","","","","","","6","","","","","","","1","","","","","2","","","1","","2",""
"2020-05-19","","","1","1","1","","4","","2","","","","","","","4","","1","","","","","","","6","","","","","","","","","","","","","","","1","","3",""
"2020-05-20","","","","","","","5","","2","","","","","","4","4","","","","","","","","","6","","","","","","","","","","","","2","","","1","","",""
"2020-05-21","","","1","1","1","","5","","","","1","","","","4","4","","1","","","","","","","","","","","","","","","","","","","2","","","1","","3",""
"2020-05-22","","","1","","1","","5","","2","","1","","","","4","4","","","","","","","","","6","","","","","","","","","","","","2","","","1","","3",""
"2020-05-23","","","","1","1","","6","","2","","1","","","","4","4","","1","","","","","","","6","","","","","","","","","","","","","","","1","","",""
"2020-05-24","","","1","","","","6","","2","","1","","","","4","4","","","","","","","","","6","","","","","","","","","","","","2","","","1","","3",""
"2020-05-25","","","1","1","1","1","6","","2","","","","","","4","4","","","","","","","","","6","","","","","","","","","","","","2","","","1","","3",""
"2020-05-26","","","1","1","1","","6","","2","","1","","","","4","4","","1","","","","","","","6","","","","","","","1","","","","","","","","1","","3",""
"2020-05-27","","","","1","1","1","6","","3","","1","","","","4","4","","","","","","","","","6","","","","","","","","","","","","2","","","1","","4","1"
"2020-05-28","","","1","","1","","6","","3","","","","","","4","4","","1","","","","","","","6","","","","","","","","","","","","","","","1","","4","1"
"2020-05-29","","","","1","","1","6","","","","1","","","","","4","","","","","","","","","6","","","","","","","","","","","","2","","","1","","4","1"
"2020-05-30","","","1","","1","1","6","","4","","1","","","","4","4","","1","","","","","","","6","","","","","","","","","","","","2","","","1","","4","1"
"2020-05-31","","","","1","1","1","6","","5","","1","","","","4","4","","1","","","","","","","6","","","","","","","","","1","","","2","","","1","","4","1"
"2020-06-01","","","1","1","1","1","7","","5","","1","","","","4","4","","","","","","","","","6","","","","","","","1","","1","","","2","","","1","","4","1"
"2020-06-02","","","1","1","1","1","7","","5","","1","","","","","4","","","","","","","","","6","","","","","","","","","1","","","2","","","1","","4","1"
"2020-06-03","","","1","1","1","1","7","","","","1","","","","4","5","","1","","","","","","","6","","","","","","","","","1","","","","","","1","","4","1"
"2020-06-04","","","","1","1","","9","","","","1","","","","4","6","","2","","","","","","","","","","","","","","","","1","","","2","","","1","","4",""
"2020-06-05","","","1","1","1","1","9","","5","","1","","","","4","6","","2","","","","","","","6","","","","","","","","","","","","","","","1","","4","1"
"2020-06-06","","","1","1","1","","9","","6","","1","","","","4","6","","2","","","","","","","6","","","","","","","","","1","","","2","","","1","","5","1"
"2020-06-07","","","1","1","1","1","11","","6","","1","","","","4","6","","2","","","","","","","6","","","","","","","1","","1","","","","","","1","","5","1"
"2020-06-08","","","1","1","","","14","","6","","1","","","","4","","","2","","","","","","","6","","","","","","","","","1","","","2","","","1","","5","1"
"2020-06-09","","","1","","","","15","","6","","1","","","","4","6","","","","","","","","","7","","","","","","","","","","","","2","","","","","5","1"
"2020-06-10","","","1","1","1","","17","","6","","","","","","4","6","1","2","","","","","","","7","","","","","","","","","","","","","","","1","","5","1"
"2020-06-11","","","1","","","1","19","","6","","1","","","","4","6","1","2","","","","","","","7","","","","","","","","","2","","","","","","1","","5","1"
"2020-06-12","","","1","1","1","","23","","6","","1","","","","4","6","1","2","","","1","","","","9","","","","","","","","","2","","","2","","","1","","5","1"
"2020-06-13","","","1","1","","","25","","6","","","","","","4","6","2","2","","","1","","","","9","","","","","","","","","2","","","","","","1","","5","1"
"2020-06-14","","","1","1","1","1","28","","6","","","","","","5","6","2","","","","1","","","","9","","","","","","","2","","2","","","","","","1","","5","1"
"2020-06-15","","","1","1","1","1","29","","6","","1","","","","5","6","3","","","","1","","","","9","","","","","","","","","2","","","","","","1","","5","1"
"2020-06-16","","","1","1","1","1","34","","7","","1","","","","5","6","3","2","","","1","","","","9","","","","","","","","","2","1","","2","","","1","","5","1"
"2020-06-17","","","1","2","","1","39","","8","","1","","","","5","6","3","","","","1","","","","9","","","","","","","","","2","","1","","","","1","","5","1"
"2020-06-18","","","1","2","","","47","","9","","1","","","","5","6","3","2","","","1","","","","10","","","1","","","","2","","2","1","1","","","","1","","6","1"
"2020-06-19","","","1","2","1","1","54","","11","","1","","","","5","6","3","","","","1","","","","10","","","1","","","","2","","2","1","1","2","","","1","","6","1"
"2020-06-20","","","1","2","1","1","57","","13","","1","1","","","5","7","3","2","","","1","","","","10","","","","","","","3","","2","1","1","2","","","2","","6","1"
"2020-06-21","","","1","2","1","","60","","15","","1","1","","","5","7","3","2","","","1","","","","10","","","1","","","","","","2","1","1","2","","","2","","6","1"
"2020-06-22","","","1","3","","1","63","","15","","1","1","","","5","7","3","2","","","1","","","","10","","","1","","","","","","","2","","2","","","2","","6","1"
"2020-06-23","","","","4","1","","69","","15","","1","","","","6","7","3","2","","","1","","","","10","","","1","","","","","","2","","1","2","","","2","","6","1"
"2020-06-24","","","","8","1","1","74","","15","","1","1","","","6","7","3","2","","","1","","","","12","","","1","","","","","","2","4","1","3","","","2","","6","1"
"2020-06-25","","","1","8","1","4","74","","15","","1","1","","","7","7","3","2","","","1","","","","13","","","1","","","1","","","2","4","1","3","","","2","","6","1"
"2020-06-26","","","2","9","1","4","77","","16","","1","1","","","7","7","4","2","","","1","","","","14","","1","1","","","1","","","2","4","2","3","","","2","","6","1"
"2020-06-27","","","2","10","1","4","80","","19","","1","1","","","7","7","5","3","","","1","","","","16","","1","1","","","1","","","2","4","2","3","","","2","","","1"
"2020-06-28","","","4","11","1","4","84","","19","","1","1","","","10","7","6","3","","","2","","","","17","","1","1","","","2","","","2","","2","5","","","2","","6","1"
"2020-06-29","","","5","23","","4","87","","19","","1","1","","","11","7","6","3","","","3","","","","17","","1","","","","2","","","2","5","2","5","","","2","","6","1"
"2020-06-30","","","5","29","2","4","91","","19","","1","1","","","11","8","8","3","","","3","2","","","17","","2","1","","","3","","","2","5","2","5","","","2","","8","1"
"2020-07-01","","","5","29","3","4","93","","21","","1","1","","","12","8","8","3","","","4","","","","17","","2","1","","","3","","","2","5","2","5","","","2","","8","1"
"2020-07-02","","","5","33","4","4","96","","21","","1","1","","","15","8","8","4","","","5","2","","","18","","2","2","","","4","","","2","5","2","6","","","3","1","8","1"
"2020-07-03","","","5","34","4","5","101","","22","","4","","","","15","9","8","4","","","6","2","","","21","","2","2","","","4","","","3","5","4","6","","","3","1","10","1"
"2020-07-04","","","","34","4","6","125","","28","","4","1","","","19","9","11","4","","","7","2","","","24","","2","2","","","4","","","3","5","4","6","","","3","1","10","1"
"2020-07-05","","","5","35","6","","141","","37","","5","1","","","19","11","12","4","","","8","2","","","26","","2","2","","","5","","","3","5","4","7","","","3","1","10","1"
"2020-07-06","","","6","36","","6","151","","45","","6","1","","","21","12","12","4","","","9","2","","","26","1","2","2","","","8","","","3","5","4","8","","","3","1","10","1"
"2020-07-07","","","7","36","7","","151","","49","","6","1","","","21","13","13","4","","","10","2","","","28","1","2","2","","","12","","","3","5","4","8","","","3","1","10","1"
"2020-07-08","","","7","40","7","7","173","","50","","8","2","","","22","13","20","4","","","13","2","","","29","1","2","2","","","14","","","6","7","4","10","","","3","1","12","1"
"2020-07-09","","","7","40","7","7","173","","50","","8","2","","","22","14","27","4","1","","14","2","","","31","1","2","2","","","16","","","7","7","4","11","","","3","2","12","1"
"2020-07-10","","","7","41","7","7","202","","53","","10","3","","","30","14","29","6","","","14","3","","","33","1","2","2","","","20","","","8","7","4","11","","","3","3","12","1"
"2020-07-11","","","9","42","9","7","225","","54","","12","3","","","35","17","32","9","","","16","4","","","35","1","2","4","","","28","","","9","8","7","13","","","3","4","14","1"
"2020-07-12","","","11","42","12","7","270","","54","1","12","3","","","40","20","33","9","","","19","6","","","35","1","2","5","","","31","","","9","8","7","14","","","3","4","15","1"
"2020-07-13","","","13","42","14","7","317","","54","1","12","3","","","40","21","38","10","","","20","7","","","35","3","2","5","","","37","","","9","","10","15","","","3","5","15","1"
"2020-07-14","","","17","47","14","7","373","","51","3","12","6","","","44","22","39","9","","","21","7","","","36","3","2","5","","","41","","","10","8","10","15","","","3","5","18","1"
"2020-07-15","","","20","47","14","7","433","","51","3","14","7","1","","44","22","44","9","","","21","7","","","36","3","2","5","","1","47","","","12","9","11","16","","","3","8","18","1"
"2020-07-16","","","25","51","17","7","503","","53","3","14","7","1","","51","22","44","9","","","23","7","","","37","3","8","5","","2","50","","","12","9","11","16","","","3","8","18","1"
"2020-07-17","","","26","54","21","7","578","","53","3","15","7","1","","52","24","52","10","","","23","7","","","37","4","9","5","","4","57","","","13","9","11","17","","","6","10","19","1"
"2020-07-18","","","29","57","24","7","627","","54","3","16","7","1","","59","27","58","10","","","23","9","","","42","5","9","5","","5","59","","","13","9","12","20","","","8","10","19","1"
"2020-07-19","","","31","60","26","7","663","","57","3","16","8","1","","60","29","62","14","","","25","11","","","45","5","14","9","","7","70","","","13","9","12","22","","","9","10","20","1"
"2020-07-20","","","34","62","26","7","694","","61","3","16","9","3","","67","30","68","14","","","26","12","","","47","5","14","11","","7","75","","","13","9","13","23","","","10","10","21","1"
"2020-07-21","","","34","62","30","7","716","","63","4","17","10","3","","72","30","73","15","","","29","15","","","47","5","18","11","","7","80","","","13","9","13","26","","","10","10","22","1"
"2020-07-22","","","36","62","30","7","731","","66","5","19","12","3","","75","30","78","15","","","32","19","","","48","5","19","11","","7","85","","","15","9","13","28","","","11","13","22","1"
"2020-07-23","","","36","67","34","7","779","","69","5","22","14","3","","82","30","80","17","","","34","20","","","48","5","19","11","","9","93","","","17","10","15","30","","","11","13","23","1"
"2020-07-24","","","36","69","35","9","829","","69","6","25","17","6","","88","32","85","19","","","36","21","","","53","5","20","13","","9","99","","","18","10","18","35","","","14","14","23","1"
"2020-07-25","","","36","69","40","9","858","","69","6","27","17","6","","96","33","89","20","","2","38","21","","","57","5","20","15","","9","107","","","18","10","20","36","","","14","14","23","2"
"2020-07-26","","","38","69","46","9","887","","69","6","29","18","6","","103","36","95","22","","","41","21","","","63","5","20","15","","10","112","","","18","10","21","41","","","14","16","24","2"
"2020-07-27","","","40","72","52","10","913","","70","6","29","19","6","","112","37","103","23","","","42","22","","","65","5","22","16","","10","115","","","20","10","22","41","","","14","17","26","2"
"2020-07-28","","","42","72","58","10","953","","72","6","32","20","6","","115","41","109","25","","","47","22","","","71","6","23","17","","10","123","","","21","10","22","42","","","21","18","27","2"
"2020-07-29","","","44","74","61","10","983","","71","6","33","20","6","","122","45","116","28","","","51","22","","","81","6","23","18","","10","128","","","23","10","22","45","","","25","20","28","2"
"2020-07-30","","","46","74","65","10","1005","","73","6","33","21","6","","129","46","124","29","","","57","23","","","88","6","25","19","","10","137","","","23","10","23","46","","","29","22","28","3"
"2020-07-31","","","47","74","70","10","1025","","75","7","33","21","6","","139","48","131","32","","","58","23","","","94","9","25","19","","10","142","3","","25","11","27","50","","","29","23","33","4"
"2020-08-01","","","47","75","74","10","1052","","79","7","34","21","9","","147","52","139","34","","","60","23","","","99","9","25","21","","11","151","","","25","11","31","52","","","35","24","34","7"
"2020-08-02","","","49","77","75","10","1073","","79","9","35","22","9","","157","55","147","37","","","62","23","","","105","9","25","23","","14","161","","","27","11","35","52","","","35","24","35","7"
"2020-08-03","","","49","79","85","10","1100","","82","10","37","22","9","","164","57","155","39","","","67","25","","","110","9","25","23","","14","174","","","28","11","35","55","","","36","25","37","8"
"2020-08-04","","","50","84","86","10","1130","","85","13","39","24","12","","177","62","163","40","","","69","26","","","112","9","25","24","","16","183","","","30","11","39","56","","","42","25","38","10"
"2020-08-05","","","50","84","90","10","1159","","87","13","39","25","12","","187","68","164","41","","","71","28","","","116","10","29","27","","19","194","","","32","11","45","60","","","44","25","38","12"
"2020-08-06","","","51","88","91","10","1174","","90","14","40","25","12","","198","76","172","43","","","75","29","","","121","10","33","27","","20","198","","","34","11","48","65","","","50","26","39","13"
"2020-08-07","","","51","93","93","10","1194","2","91","15","41","27","12","","205","78","181","45","","","84","30","","","128","10","36","30","","20","213","","","36","11","49","65","","","55","26","39","14"
"2020-08-08","","","51","102","94","10","1212","","93","18","41","29","12","","211","80","187","46","","","90","32","","","135","11","36","31","","21","223","","","38","13","50","67","","","60","26","40","16"
"2020-08-09","","","51","111","94","10","1234","","97","20","41","31","14","","217","89","193","47","","","97","33","","","139","11","44","33","","22","235","","","40","13","52","71","","","60","26","40","17"
"2020-08-10","","","52","117","97","10","1270","","98","21","42","31","14","","225","100","197","49","","","103","36","","","140","11","44","39","","24","240","","","40","15","55","76","","","66","26","40","17"
"2020-08-11","","","53","121","101","10","1287","","100","22","44","34","14","","234","104","206","51","","","106","39","","","141","11","44","42","","26","251","","","42","15","55","77","","","66","26","42","17"
"2020-08-12","","","53","130","107","10","1310","","103","25","46","36","14","","241","110","208","52","","","112","40","","","144","11","46","44","","29","262","","","46","15","59","83","","","69","26","44","19"
"2020-08-13","1","","53","139","113","10","1332","","103","26","47","38","14","6","241","113","214","52","3","5","112","40","9","5","144","11","46","44","2","29","274","","3","46","17","59","86","1","2","69","26","46","19"
"2020-08-14","","","53","148","113","15","1354","","104","28","47","39","14","","247","120","222","53","","","114","42","","","149","11","46","49","","30","284","","","48","17","62","88","","","76","27","48","19"
"2020-08-15","","","53","154","118","17","1389","","107","29","48","43","14","","253","125","229","55","","","118","44","","","151","11","46","51","","31","294","","","51","17","67","90","","","78","28","50","20"
"2020-08-16","","","53","163","121","17","1438","","108","21","49","47","14","","260","128","234","57","","","120","46","","","153","11","46","54","","34","304","","","54","17","69","95","","","78","30","53","23"
"2020-08-17","","","54","169","130","17","1477","","108","21","49","49","14","","268","128","239","57","","","129","50","","","160","12","46","58","","35","309","","","57","17","73","97","","","79","31","56","23"
"2020-08-18","","","55","178","137","20","1526","","116","22","49","49","14","","277","129","249","59","","","136","53","","","162","12","46","59","","37","315","","","61","17","76","101","","","79","32","59","26"
"2020-08-19","","","55","187","140","21","1582","","119","22","49","50","14","","281","136","258","61","","","136","56","","","165","12","46","67","","37","320","","","63","17","78","106","","","79","33","61","26"
"2020-08-20","","","55","195","144","21","1607","","119","24","52","53","14","","287","141","258","62","","","143","60","","","169","14","47","74","","37","320","","","65","17","82","107","","","81","36","65","30"
"2020-08-21","","","55","204","151","21","1629","","123","24","52","55","14","","292","148","261","63","","","145","64","","","176","16","49","79","","38","","","","68","17","82","110","","","81","36","69","30"
"2020-08-22","","","56","211","154","21","1657","","127","26","52","56","14","","296","153","268","65","","","146","64","","","178","16","49","85","","40","","","","71","17","86","116","","","81","37","72","31"
"2020-08-23","","","57","218","156","21","1662","","127","27","54","56","17","","301","155","271","65","","","149","68","","","180","16","51","90","","42","320","","","73","17","90","121","","","83","38","76","32"
"2020-08-24","","","60","224","161","21","1688","","128","26","56","59","17","","307","162","273","66","","","155","74","","","182","16","51","97","","43","345","","","75","20","90","125","","","87","39","80","33"
"2020-08-25","","","60","230","163","22","1749","","128","28","56","60","20","","310","167","281","67","","","157","79","","","185","16","53","103","","45","361","","","75","21","95","129","","","89","42","84","33"
"2020-08-26","","","65","237","168","24","1780","","130","30","58","61","20","","321","172","289","69","","","161","81","","","185","16","56","109","","47","381","","","77","21","96","132","","","90","43","87","35"
"2020-08-27","","","68","243","173","27","1839","","133","33","58","61","20","","328","172","289","71","","","164","86","","","188","17","56","114","","49","399","","","78","23","96","135","","","91","46","90","35"
"2020-08-28","","","71","248","177","27","1880","","133","33","59","65","20","","334","178","298","74","","","165","86","","","190","18","59","117","","51","416","","","79","24","103","139","","","93","49","94","38"
"2020-08-29","","","72","252","180","27","1905","","133","33","59","68","20","","341","181","307","75","","","171","95","","","194","19","62","120","","54","427","","","81","25","108","144","","","93","50","98","39"
"2020-08-30","","","72","255","184","29","1932","","134","34","61","70","22","","347","185","316","78","","","172","98","","","196","21","62","123","","56","438","","","83","27","113","146","","","93","50","102","40"
"2020-08-31","","","73","260","189","30","1959","","135","36","62","72","22","","359","191","325","79","","","174","103","","","200","21","63","124","","60","444","","","85","29","117","149","","","95","51","105","40"
"2020-09-01","","","75","264","196","32","1999","","135","37","64","74","22","","366","195","327","81","","","185","105","","","204","21","64","128","","61","456","","","88","30","127","152","","","97","52","109","41"
"2020-09-02","","","75","269","197","32","2031","","136","38","64","78","25","","372","196","337","84","","","189","107","","","209","21","64","130","","63","467","","","91","31","134","155","","","100","52","112","41"
"2020-09-03","","","76","273","197","39","2060","","136","38","64","79","25","","375","196","346","87","","","194","111","","","210","21","64","138","","63","475","","","94","31","142","158","","","104","53","114","41"
"2020-09-04","","","77","281","203","43","2085","","139","39","65","81","25","","382","206","356","89","","","196","111","","","212","21","65","139","","64","486","","","97","31","148","162","","","106","54","116","41"
"2020-09-05","","","79","286","203","46","2119","","139","42","66","85","25","","391","213","364","92","","","202","111","","","213","21","66","142","","68","498","","","100","34","156","164","","","110","54","118","41"
"2020-09-06","","","79","294","211","46","2157","","140","42","67","87","25","","392","213","370","94","","","204","111","","","215","22","66","146","","69","503","","","102","34","159","167","","","110","55","120","43"
"2020-09-07","","","80","301","219","47","2205","","140","43","68","89","25","","400","216","380","96","","","208","111","","","219","23","66","156","","70","512","","","104","35","167","169","","","112","58","122","43"
"2020-09-08","","","80","307","219","48","2260","","141","45","68","91","25","","403","218","388","98","","","213","115","","","221","23","68","162","","74","523","","","106","36","173","175","","","119","62","124","45"
"2020-09-09","","","82","315","224","50","2301","","143","46","68","93","27","","409","220","389","100","","","217","117","","","223","24","69","168","","77","536","","","109","37","179","180","","","120","64","126","45"
"2020-09-10","","","83","322","226","50","2334","","143","46","69","95","27","","418","223","397","102","","","226","118","","","225","25","71","172","","80","549","","","112","37","184","182","","","124","72","129","46"
"2020-09-11","","","84","330","235","54","2364","","143","50","69","97","29","","425","224","406","104","","","227","120","","","229","26","71","177","","84","562","","","114","38","192","184","","","126","76","131","46"
"2020-09-12","","","84","338","237","56","2385","","143","52","69","98","33","","430","225","415","105","","","228","121","","","232","26","73","181","","84","576","","","116","38","197","185","","","128","78","132","46"
"2020-09-13","","","84","346","237","56","2430","","143","52","70","98","33","","433","226","422","107","","","232","122","","","232","26","75","184","","84","591","","","118","38","202","188","","","128","79","133","46"
"2020-09-14","","","87","353","241","57","2467","","145","54","72","101","33","","438","226","431","109","","","233","124","","","235","27","75","187","","85","603","","","121","39","207","194","","","128","81","135","46"
