"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-03-30","","","","","","20","","","","","18","","","","","1","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","4","24","","","","","","","","","5","","","","5","","18","","","","","","","","","","","","","","","","1","","23","","","1","","3","","",""
"2020-04-01","","","","","11","25","29","","","17","20","","","1","","2","","","14","","","","","","","","","","","5","","","","20","","1","3","","29","7","","2","","","","",""
"2020-04-02","","","","","18","45","","","","","26","","","","","17","","","","","","","","","","","2","5","","","","","","","1","6","5","","30","10","","","","","10","",""
"2020-04-03","","","","","","80","","","","43","","","","2","","20","","","","5","21","","","","","","","","4","","","","","21","","11","9","","36","","","","","13","11","",""
"2020-04-04","","","","","","87","","3","","","","","2","","","22","","","16","","24","","","1","","","","23","5","","","","","23","11","","","17","37","","3","","3","14","","",""
"2020-04-05","","","","","21","94","58","10","","45","","","","3","6","","","","18","11","25","4","","","","","","25","8","","","","5","24","12","","11","","38","","","4","5","19","","",""
"2020-04-06","","","1","","23","109","59","13","","","","","","5","","","","","","","28","","","","","","","","","","","","8","","","","","30","","11","7","5","","20","","",""
"2020-04-07","","","","","","148","60","","","","","","","","","","","","23","","","","","","","","","27","","","","","11","","","","17","","","","20","","","","","",""
"2020-04-08","","","","","","155","","","","46","","","","","","","","","","","33","","","","","","","","9","","","","","40","13","","","36","42","","22","","6","24","","",""
"2020-04-09","","","","","27","162","","","","","52","","3","","14","","","","24","12","41","","","","","","","","10","6","","1","","41","","12","22","","58","16","26","","11","","","",""
"2020-04-10","","","","","39","171","86","14","","54","54","","","","15","","","","","","","7","","","","","","36","","","","","","","","","24","","","","","6","","27","","",""
"2020-04-11","","","","","40","181","97","15","","55","","","","","","","","","","24","","9","","","","","","","","","","","","","29","","","39","","","","7","","","","",""
"2020-04-12","","","","","42","199","119","19","","56","58","","","","","25","","","","","45","","","","","","","38","14","","","2","","","30","","","43","","","61","","12","","","",""
"2020-04-13","","","","","44","208","126","","","","","","","","","40","","","38","29","","","","","","","5","","","10","","","","","34","15","26","","","17","79","8","16","","17","",""
"2020-04-14","","","","","","213","","20","","65","","","","","16","","","","40","31","","","","","","","7","","15","11","","5","15","","","","","","","","","","","","","",""
"2020-04-15","","","","","47","218","","","","","64","","","","","","","","","38","","","","","","","","","18","","","6","16","42","41","17","","","59","","","","17","","","",""
"2020-04-16","","","","","","221","127","","","","","","","","","","","","43","","50","","","","","","10","","20","","","","17","","42","","","","60","","80","","20","28","","",""
"2020-04-17","","","","","","232","","","","66","","","","","","41","","","","40","","","","","","","","","","","","11","34","44","47","21","","46","","","","","23","30","","",""
"2020-04-18","","","","","","239","128","","","69","","","","","","","","","","","","","","4","","","","","","","","15","35","","","","","","62","","108","","","","","",""
"2020-04-19","","","","","50","289","133","26","","74","","","","6","","","","","45","43","","","","","","","","","","","","19","45","","","26","","","64","","","","","37","19","",""
"2020-04-20","","","3","","","307","","","","76","","","","","","","","","","44","","","","5","1","","11","","","12","","23","","","49","27","27","50","","","109","","","40","","",""
"2020-04-21","","","","","53","362","134","","","","","","5","7","","","","","","","51","","","","","","","","","","","28","48","","","28","","","","","","","","44","","",""
"2020-04-22","","","5","","","377","","","","","","","","8","","","","","49","","","","","","","","","","","","","","54","","51","","","51","","","","9","","45","","",""
"2020-04-23","","","","","54","404","","","1","79","","","","","","","","","51","","55","","","","","","12","","25","","","29","55","","","29","","","65","18","110","","","46","22","",""
"2020-04-24","","","","","","456","141","","","","","","","9","","","","","55","","","","","","","","14","","26","","","30","","","53","","","","","","","10","","","23","",""
"2020-04-25","","","","","55","499","","","","","","","","16","","","","","59","","","","","7","","","","","","","","35","","","","","","","","","","11","","47","25","",""
"2020-04-26","","","","","","527","","","","","","","6","","","","","","74","","59","","","","","","15","","27","","","","","","54","","","","","","112","","","51","32","",""
"2020-04-27","","","","","","574","141","","","","","","","","","","","","78","","","","","","","","","","","12","","","","44","","29","27","","","","","","","52","","",""
"2020-04-28","","","","","67","677","","","","","","","9","17","","","","","78","","61","","","","","","","","27","","","","55","","54","","","","","","","","","","","",""
"2020-04-29","","","5","","71","771","141","","","79","64","","","20","16","","","","78","44","61","","","","","","15","38","27","","","35","55","","55","29","","51","","","112","","23","54","","",""
"2020-04-30","","","6","","76","909","141","27","","79","","","","23","","","","","83","44","","","","9","","","18","39","28","","","","55","44","56","29","","","65","","112","","","","32","",""
"2020-05-01","","","7","","84","1085","141","28","","80","","","","25","","42","","","86","45","","","","","","","","","28","","","35","57","","62","29","27","","65","","112","","","55","","",""
"2020-05-02","","","25","","89","1259","142","30","","80","","","","38","","","","","87","","61","","","11","","","20","39","29","12","","35","57","44","70","","","51","","","114","","23","57","","",""
"2020-05-03","","","27","","90","1462","146","39","","","","","15","","17","","","","89","","","","","","","","","","","","","37","57","","72","29","","","","","","12","","90","","",""
"2020-05-04","","","33","","94","1728","","161","","90","","","","","","43","","","90","45","","","","36","","","21","42","","","","46","58","","81","31","","55","65","19","114","23","","139","34","",""
"2020-05-05","","","","","130","2006","146","229","2","97","","","53","39","17","","2","","91","","76","14","","37","","","","","30","12","","47","58","49","101","31","","56","66","","114","","","164","35","",""
"2020-05-06","","","221","","139","2330","","324","","106","","","53","84","","44","4","","111","","76","","","40","3","","21","42","31","","","48","59","51","135","32","29","57","67","20","","40","29","169","35","",""
"2020-05-07","","","245","","152","2646","","356","","","","","54","86","","46","8","","111","","","","","73","5","","23","49","","","","48","61","54","198","32","30","62","70","22","","57","30","214","35","",""
"2020-05-08","","","","","178","3045","","390","4","106","","","","94","25","","10","","113","","76","","","73","","","24","","31","","","49","61","55","273","","","63","74","23","","68","30","235","38","",""
"2020-05-09","","","261","","218","3324","","393","","107","","","55","111","","","","","113","","77","15","","104","","","26","59","","","","","62","57","299","32","","","83","27","","83","","302","38","",""
"2020-05-10","","","265","","261","3833","","394","","","","","55","119","","47","20","","117","","77","","","113","6","","27","65","31","","","49","62","60","346","32","","","93","28","","83","33","308","40","",""
"2020-05-11","","","298","","351","4371","","394","6","108","","","","127","26","","","","121","","","","","114","","","31","66","","","","","65","","443","","33","","","","","93","34","308","41","",""
"2020-05-12","4","","334","","386","4881","","395","","110","","","57","151","27","51","","","","","77","","","141","","","31","75","31","","","50","","67","470","32","35","65","96","","114","106","35","309","45","",""
"2020-05-13","9","","338","","411","5261","146","412","","","","","","155","","53","","","123","47","","","","142","","","","75","","","","50","66","72","495","","36","65","101","","","129","35","316","","",""
"2020-05-14","","","348","","430","5636","","413","5","111","","","61","162","31","56","","","131","","","14","","137","","","31","76","","13","","54","71","72","495","31","38","67","114","","","136","34","306","44","",""
"2020-05-15","","","348","","450","5946","","416","","113","","","61","173","35","56","","","142","","77","","","139","7","","","78","31","","","56","72","78","516","","48","","136","","","140","","306","46","",""
"2020-05-16","13","","348","","463","6278","145","416","","120","","","78","177","37","56","20","","146","49","","","1","","","","","81","","22","","61","73","79","526","","56","","180","28","","147","35","308","47","",""
"2020-05-17","","","353","","491","6760","","417","5","120","","","95","182","","72","20","","159","50","","","","139","","2","","81","40","26","","64","73","","544","","69","67","195","28","","150","35","308","51","",""
"2020-05-18","18","","355","","534","7124","","418","5","122","","","100","199","44","73","","","162","","","","","","","","37","83","45","","","70","","88","563","","84","67","207","29","","154","","312","54","",""
"2020-05-19","54","","355","","556","7676","","420","","125","","","111","204","49","79","20","","","51","","","","139","","","39","84","","","","72","76","89","571","31","90","68","227","29","","","35","312","55","",""
"2020-05-20","","","","","617","8233","","420","","126","","","112","218","49","79","21","","171","","","14","","","13","3","","84","","26","2","73","77","92","594","","112","68","243","","","165","","319","61","",""
"2020-05-21","61","","355","","651","8800","","421","","131","","","120","231","49","80","","","190","","","","","139","16","5","","88","","28","","81","81","96","636","31","134","","254","30","","170","36","323","69","",""
"2020-05-22","62","","","","691","9369","","421","5","132","65","","121","244","49","","22","","223","51","","","","139","19","","52","89","","","","81","","101","675","34","143","72","272","","","172","39","323","95","",""
"2020-05-23","74","","","","730","9994","","423","","","","","","257","49","","22","","225","51","","14","","139","20","","55","90","48","28","","83","81","102","697","","148","","283","","","183","39","327","97","",""
"2020-05-24","76","","356","","776","10581","145","427","5","132","65","","136","278","51","80","22","","231","51","77","14","","139","21","6","58","92","48","28","","83","84","106","731","36","159","75","283","30","114","187","39","327","110","",""
"2020-05-25","81","","","","830","11130","","427","6","","","","146","297","54","80","23","","231","","","","","","","22","63","96","54","","","","85","108","768","37","176","76","298","","","228","","","127","",""
"2020-05-26","86","","357","14","852","11623","","435","8","133","","","154","310","58","80","25","","233","51","","","3","","","23","64","97","64","28","","83","","108","793","","186","","298","31","","242","42","327","128","","2"
"2020-05-27","86","","362","17","887","12182","145","439","","","","","220","327","59","","25","","240","52","","","","","21","67","65","96","","31","","83","86","108","825","41","194","79","301","32","","264","40","339","116","",""
"2020-05-28","86","4","","","932","12740","","443","","137","","","223","347","","80","26","","248","54","","14","","139","22","83","65","97","103","31","","83","87","108","863","","198","79","330","","","304","42","342","119","","3"
"2020-05-29","92","","365","","993","13358","","448","","137","66","","242","359","60","80","","","","","","","","","22","155","65","97","103","","","83","87","108","872","","199","80","345","","","352","","343","120","",""
"2020-05-30","","","","","1087","13973","","454","","","","1","249","380","68","","27","","267","59","","","","140","22","155","78","97","142","32","","84","89","109","900","45","216","87","357","33","","361","","366","121","","4"
"2020-05-31","100","","","","1170","14777","","462","","138","66","","251","396","71","","28","9","268","60","78","","","141","26","181","84","98","191","33","","84","90","","947","46","226","90","357","","","416","43","367","123","2",""
"2020-06-01","101","","370","","1218","15744","150","463","","143","","","251","405","73","","","","268","","82","15","","142","27","202","86","103","207","34","","86","94","109","980","46","227","","360","34","","426","47","375","124","",""
"2020-06-02","103","","370","","1300","16553","","464","","145","68","","255","420","80","","","","269","63","","","","143","28","205","87","","216","35","","88","97","114","1023","48","278","97","372","38","","440","","376","127","",""
"2020-06-03","122","","","","1361","17565","159","470","9","","","","259","439","81","81","","","276","64","83","","","","","205","92","108","219","35","","92","103","115","1081","50","295","97","384","42","","461","51","377","128","",""
"2020-06-04","137","","372","","1535","18671","153","472","11","147","66","","252","463","76","","29","","273","72","85","14","0","142","29","245","93","108","205","34","","94","104","119","1124","","301","100","381","36","","470","52","356","136","",""
"2020-06-05","151","","374","","1621","19787","","475","","150","","","264","478","77","82","","","282","75","","","","143","34","257","97","122","212","35","","96","105","121","1188","54","312","112","383","37","","483","55","363","143","",""
"2020-06-06","163","","379","","1717","20971","158","475","11","155","67","","264","498","87","86","37","","288","76","","","","","31","260","97","120","209","35","","98","107","121","1274","57","315","112","384","36","","486","55","369","144","",""
"2020-06-07","176","","380","","1852","22127","161","481","13","166","","","272","514","87","","","","302","","","","","143","33","260","106","130","212","","","101","114","124","1329","58","329","116","386","42","","492","64","380","149","",""
"2020-06-08","189","","381","","1986","23276","161","491","18","175","69","","292","532","94","","","","307","81","","","","143","36","266","112","138","217","42","","104","118","126","1386","61","355","116","390","","","503","95","384","153","",""
"2020-06-09","201","","384","","2144","24523","166","491","19","181","67","","295","565","95","86","","","323","88","","","","144","40","294","118","139","207","","","","126","125","1476","68","365","120","400","","","522","111","385","154","",""
"2020-06-10","208","","","","2326","25915","167","498","23","184","68","","299","598","105","","38","","333","92","89","","","","45","294","126","164","209","44","","","128","134","1581","82","389","132","407","","","548","122","392","159","",""
"2020-06-11","225","","387","","2442","27376","170","517","","195","","","303","621","108","","","","353","105","90","","","145","45","294","133","185","218","50","","109","134","137","1656","98","379","142","410","43","","565","131","399","154","",""
"2020-06-12","244","","391","","2567","28902","173","521","24","197","66","","319","648","109","87","","","384","106","92","","","143","51","309","135","189","213","62","","113","141","138","1752","104","397","148","425","43","115","586","129","408","161","",""
"2020-06-13","260","","392","","2703","30422","173","533","26","206","","","330","670","120","92","","","399","106","92","","","145","51","309","135","191","218","75","","116","151","138","1797","119","427","154","443","45","","636","142","421","163","",""
"2020-06-14","281","","392","","2880","31874","176","","27","217","67","","344","707","122","93","39","","416","113","","","","146","","","158","197","225","90","","132","156","146","1865","127","398","163","464","47","116","671","152","437","170","",""
"2020-06-15","299","","393","","3003","33222","180","560","20","219","","","337","749","127","93","41","","432","123","92","17","","","62","317","158","234","222","57","","142","168","157","1922","137","436","171","489","48","117","701","173","440","179","",""
"2020-06-16","310","","397","","3106","34223","183","568","","233","","","338","801","123","94","41","","454","166","90","","","148","","327","156","311","227","55","","155","172","161","1945","147","437","171","507","43","117","768","179","458","188","",""
"2020-06-17","335","","397","","3269","35534","187","645","30","248","67","","354","862","130","102","44","","483","179","92","22","","148","71","338","194","381","252","65","","160","184","164","2037","162","487","179","522","43","116","816","194","478","168","",""
"2020-06-18","351","","400","","3283","37048","211","646","25","249","70","","357","943","149","105","","","485","181","","26","","146","58","350","222","404","267","72","","194","205","170","2155","173","514","189","552","47","120","843","248","505","181","",""
"2020-06-19","367","","407","","3430","38305","244","647","28","271","73","","364","999","151","108","57","","540","191","92","30","","147","62","381","245","409","276","80","","208","214","185","2291","185","529","207","584","55","119","853","354","528","179","",""
"2020-06-20","388","","414","","3618","39619","255","663","30","277","72","","366","1093","162","109","63","","626","195","","","","150","69","400","269","468","319","95","","216","224","193","2414","187","575","230","612","66","119","983","389","551","190","",""
"2020-06-21","396","","420","","3743","41150","268","765","35","304","79","","387","1157","168","114","","","695","202","94","29","","","70","401","299","470","331","75","","239","273","200","2534","217","577","266","640","68","123","1060","477","581","203","",""
"2020-06-22","412","","432","","3870","42730","280","823","32","311","77","","395","1213","178","118","72","","839","219","89","31","","151","86","","317","525","348","103","","259","309","236","2645","230","639","310","644","83","122","1199","491","606","208","",""
"2020-06-23","426","","432","","4028","44183","292","850","43","356","81","","437","1284","180","119","67","","978","165","89","48","","163","88","401","339","551","343","","","270","320","284","2826","240","678","352","648","75","120","1313","526","617","234","",""
"2020-06-24","480","","440","","4200","45792","314","892","45","366","83","","448","1373","200","128","71","","1063","228","90","","","168","101","402","338","545","400","110","","275","336","365","2907","271","732","434","680","87","121","1372","580","654","275","",""
"2020-06-25","541","","450","","4405","47628","347","912","47","376","90","","470","1486","255","132","73","","1269","234","","50","","167","102","402","474","567","490","135","","284","358","437","3085","276","756","461","689","101","128","1428","750","695","283","",""
"2020-06-26","604","","454","","4649","49668","393","929","53","343","94","","527","1578","275","134","87","","1467","209","97","56","","165","112","402","546","620","595","130","","292","383","477","3277","294","789","493","710","100","141","1498","901","712","314","",""
"2020-06-27","621","","458","","4909","51677","428","940","61","368","106","","552","1681","304","135","115","","1693","249","95","66","","161","131","403","648","719","600","157","","301","397","513","3420","340","832","503","723","115","147","1624","1011","765","313","",""
"2020-06-28","663","","461","","5049","53740","460","982","69","369","118","","707","1789","328","","110","","1985","250","97","71","","162","167","403","742","730","706","168","","330","421","575","3524","427","866","546","744","138","150","1767","1095","814","363","",""
"2020-06-29","696","","462","","5240","55947","528","1007","70","437","130","","764","1874","349","136","134","","2292","252","94","84","","158","194","406","803","730","749","189","","333","425","626","3656","442","903","636","751","153","160","1808","1241","867","444","",""
"2020-06-30","713","","462","","5417","58305","538","1073","81","471","151","","850","1975","368","139","140","","2547","254","99","89","","158","174","406","839","754","776","241","","345","449","702","3830","454","943","682","796","172","180","1824","1308","915","493","",""
"2020-07-01","733","","463","","5646","60511","561","1081","86","506","170","","878","2065","401","144","146","","2848","263","","107","","","204","410","952","762","942","268","","366","456","736","3978","467","958","701","830","186","188","1859","1384","944","538","",""
"2020-07-02","746","","","","5805","62576","608","1124","93","600","185","","1017","2149","436","148","156","","3123","260","97","117","","164","234","412","1069","891","1030","331","","385","466","801","4167","495","1028","755","879","184","194","2029","1521","986","614","",""
"2020-07-03","761","","","","6137","64667","645","1143","107","617","200","","1102","2270","489","152","170","","3413","273","101","119","","","252","413","1143","978","1123","376","","389","479","927","4343","512","1055","803","921","216","197","2181","1667","1020","679","",""
"2020-07-04","768","","466","","6353","66516","712","1218","112","632","216","","1123","2402","552","155","175","","3766","279","105","123","","167","294","415","1292","1083","1193","425","","406","482","985","4596","523","1120","886","982","261","198","2355","1752","1077","782","",""
"2020-07-05","794","","468","","6631","68232","741","1257","121","703","242","","1205","2545","560","165","185","","4075","285","109","124","","168","350","416","1385","1148","1243","512","","446","497","1009","4806","538","1162","972","1030","259","204","2497","1932","1186","895","",""
"2020-07-06","807","","475","","6851","69995","802","1277","128","724","282","","1246","2727","638","169","200","","4328","310","113","150","","170","375","421","1454","1193","1284","564","","466","500","1128","4983","552","1271","1004","1114","282","220","2534","1980","1232","975","",""
"2020-07-07","820","","475","","6940","71208","839","1342","124","729","280","","1274","2834","757","173","203","","4664","314","118","","","","418","","1479","1312","1336","576","","528","534","1222","5205","575","1416","1059","1295","322","237","2633","2097","1233","1228","",""
"2020-07-08","851","","487","","7213","72478","927","1413","156","738","290","","1285","2968","872","181","217","","5047","325","130","160","","173","449","","1544","1325","1405","611","","556","545","1297","5507","613","1558","1077","1300","332","262","2688","2258","1339","1298","",""
"2020-07-09","909","","492","","7384","73706","1026","1480","209","741","307","","1539","3036","965","184","223","","5289","350","147","172","","171","495","422","1606","1404","1498","675","","587","577","1387","5877","653","1754","1170","1409","351","265","2758","2344","1370","1595","",""
"2020-07-10","932","","497","","7633","74947","1071","1493","224","749","321","","1621","3097","1070","189","225","","5472","347","150","181","","172","534","422","1691","1415","1626","720","","596","626","1495","6075","680","1949","1273","1551","379","288","2861","2486","1411","1738","",""
"2020-07-11","963","","509","","7870","76136","1142","1510","238","755","363","","1723","3216","1203","195","241","","5747","353","162","179","","174","570","422","1774","1463","1763","786","","663","653","1614","6421","693","2124","1401","1629","388","294","2925","2622","1455","1833","",""
"2020-07-12","977","","513","","8118","77316","1261","1526","241","786","383","","1791","3604","1306","200","253","","6068","347","174","183","","175","615","","1849","1509","1863","862","","681","688","1729","6655","707","2261","1504","1758","414","297","3076","2772","1459","2073","",""
"2020-07-13","999","","","","8281","78551","1291","1551","258","788","416","","1847","3977","1491","201","263","","6529","374","189","222","","177","673","","1892","1635","1963","891","","719","710","1863","6930","766","2385","1598","1875","431","308","3162","2902","1602","2099","",""
"2020-07-14","1024","","542","","8551","79640","1480","1565","260","945","445","","1904","4089","1613","206","274","","6980","383","203","258","","178","729","","1956","1645","2022","1003","","822","739","1916","7292","785","2497","1715","1935","461","319","3224","3098","1723","2427","",""
"2020-07-15","1040","","585","","8739","80939","1591","1624","264","1065","454","","1979","4253","1745","209","306","","7321","388","212","277","","181","780","422","2076","1711","2049","1103","","840","810","1975","7573","794","2766","1814","2098","478","342","3349","3191","1820","2603","",""
"2020-07-16","1062","","599","","8906","82106","1644","1646","289","1192","462","","2049","4308","1891","216","328","","7587","396","231","320","","191","831","424","2167","1858","2119","1188","","857","836","2053","8107","814","2940","1902","2228","504","381","3563","3445","1926","2749","",""
"2020-07-17","1084","","609","","9033","83355","1785","1690","324","1355","458","","2107","4420","2041","230","345","","7848","396","278","371","","200","907","424","2249","1915","2182","1260","","924","953","2229","8329","829","3129","2004","2345","512","409","3709","3628","2039","2948","",""
"2020-07-18","1108","","620","","9358","84576","1905","1725","378","1462","467","","2184","4517","2187","243","379","","8034","418","305","410","","204","941","424","2316","2022","2230","1438","","1017","1132","2374","8702","858","3290","2126","2504","515","433","3781","3814","2136","3127","",""
"2020-07-19","1129","","634","","9656","85837","2043","1770","446","1601","471","","2299","4737","2318","257","387","","8241","433","316","486","","214","1016","","2442","2087","2291","1531","","1094","1162","2494","9110","894","3441","2265","2607","564","473","3916","3948","2212","3393","",""
"2020-07-20","1144","","647","","10025","87213","2183","1863","482","1679","503","","2388","5093","2409","268","413","","8347","428","341","513","","222","1087","","2525","2196","2370","1612","","1198","1246","2601","9424","940","3643","2343","2783","564","507","4070","4068","2299","3563","",""
"2020-07-21","1171","","684","","10287","88355","2359","1921","488","1724","506","","2435","5360","2568","292","451","","8507","466","353","516","","233","1127","424","2603","2370","2455","1687","","1257","1317","2732","9774","1013","3914","2470","2851","599","541","4233","4226","2396","3924","",""
"2020-07-22","1199","","710","","10493","89539","2539","1991","486","1825","512","","2517","5695","2721","295","520","","8695","480","395","528","","248","1186","","2692","2784","2556","1760","","1342","1423","2899","10210","1058","4241","2686","2972","659","567","4444","4359","2501","4287","",""
"2020-07-23","1215","","759","","10886","90878","2777","2070","505","1929","533","","2651","6008","2858","322","551","","8974","484","432","587","","255","1299","424","2792","3001","2605","1824","","1410","1543","3087","10627","1060","4656","2872","3219","728","600","4637","4472","2613","4767","",""
"2020-07-24","1242","","796","","11306","92184","2966","2162","541","2011","558","","2833","6359","3124","327","633","","9292","523","459","621","","271","1394","","2865","3223","2728","1906","","1504","1731","3321","11008","1155","4971","3089","3387","778","617","4781","4646","2766","5193","",""
"2020-07-25","1258","","800","","11762","93515","3237","2250","570","2114","580","","2938","6794","3393","351","664","","9585","533","510","661","","296","1504","","2951","3467","2841","1991","","1605","1893","3556","11395","1255","5291","3289","3595","864","668","4933","4854","2923","5573","",""
"2020-07-26","1289","","827","","12264","94673","3459","2415","700","2317","612","","3065","7159","3610","363","716","","9795","565","520","692","","322","1617","425","3040","3834","2997","2079","","1680","2046","3773","11876","1348","5542","3420","3773","907","700","5109","5050","3131","5959","",""
"2020-07-27","1300","","876","","12715","95835","3775","2525","732","2450","639","","3303","7525","3849","370","776","","10047","587","556","731","","343","1715","425","3094","4107","3181","2123","","1792","2161","4053","12320","1415","5896","3604","3963","958","737","5376","5236","3270","6302","",""
"2020-07-28","1341","","893","","13346","96416","4052","2668","740","2565","650","","3498","8015","4073","387","817","","10382","601","576","726","","368","1844","","3132","4306","3305","2182","","1842","2367","4337","12806","1547","6278","3755","4350","1013","757","5644","5385","3361","6884","",""
"2020-07-29","1350","","897","","13839","97553","4344","2788","750","2621","674","","3633","8420","4275","430","924","","10608","657","604","735","","395","1926","","3169","4491","3424","2226","","1909","2555","4468","13184","1660","6591","3889","4729","1052","795","5823","5492","3499","7256","",""
"2020-07-30","1378","","914","","14195","98745","4647","2929","765","2759","684","","3726","8602","4523","468","950","","10828","685","652","768","","422","2054","","3215","4769","3494","2301","","1966","2652","4729","13481","1664","6812","4011","5002","1099","827","6010","5677","3594","7502","",""
"2020-07-31","1385","","918","","14532","99772","4821","3088","761","2811","718","","3745","9092","4693","495","968","","10999","735","694","766","","477","2167","425","3255","5130","3618","2365","","2030","2749","5028","13836","1692","7107","4146","5212","1146","873","6052","5875","3764","7865","",""
"2020-08-01","1420","","950","","14864","100855","5059","3271","770","2892","726","","3807","9382","4891","531","1042","","11165","772","728","802","","497","2258","","3293","5300","3666","2426","","2208","2916","5355","14128","1737","7350","4282","5393","1167","909","6304","6069","3923","8151","",""
"2020-08-02","1446","","1023","","15310","101929","5230","3415","787","2989","748","","3840","9783","5092","559","1102","","11342","789","757","812","","524","2383","","3338","5469","3800","2471","","2313","3009","5664","14430","1780","7628","4416","5572","1234","949","6446","6242","4022","8491","",""
"2020-08-03","1461","","1045","","15655","102963","5458","3582","789","3065","761","","3906","10093","5307","578","1170","","11445","817","801","849","","543","2471","","3400","5852","3864","2534","","2395","3155","5969","14750","1798","7846","4517","5641","1278","994","6660","6376","4112","8843","",""
"2020-08-04","1473","","1094","","15915","104005","5688","3846","791","3130","783","","4055","10301","5435","601","1196","","11477","873","835","863","","547","2514","426","3449","5930","3927","2677","","2441","3244","6261","15096","1829","8035","4603","5797","1344","1000","6793","6526","4162","9269","",""
