"date","Bihar/ARWAL","Bihar/AURANGABAD","Bihar/Araria","Bihar/Arwal","Bihar/Aurangabad","Bihar/BEGUSARAI","Bihar/BHAGALPUR","Bihar/BHOJPUR","Bihar/Banka","Bihar/Begusarai","Bihar/Bhagalpur","Bihar/Bhojpur","Bihar/Buxar","Bihar/Darbhanga","Bihar/EAST CHAMPARAN","Bihar/East Champaran","Bihar/GAYA","Bihar/GOPALGANJ","Bihar/Gaya","Bihar/Gopalganj","Bihar/Jamui","Bihar/Jehanabad","Bihar/KAIMUR","Bihar/KHAGARIA","Bihar/Kaimur","Bihar/Katihar","Bihar/Khagaria","Bihar/Kishanganj","Bihar/Lakhisarai","Bihar/MUZAFFARPUR","Bihar/Madhepura","Bihar/Madhubani","Bihar/Munger","Bihar/Muzaffarpur","Bihar/NALANDA","Bihar/NAWADA","Bihar/Nalanda","Bihar/Nawada","Bihar/Other State","Bihar/PATNA","Bihar/Patna","Bihar/Purnia","Bihar/Rajmahal","Bihar/Rohtas","Bihar/SARAN","Bihar/SIWAN","Bihar/SUPAUL","Bihar/Saharsa","Bihar/Samastipur","Bihar/Saran","Bihar/Sheikhpura","Bihar/Sheohar","Bihar/Sitamarhi","Bihar/Siwan","Bihar/Supaul","Bihar/VAISHALI","Bihar/Vaishali","Bihar/West Champaran","Bihar/bhagalpur","Bihar/gaya"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-29","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","",""
"2020-05-01","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","1","","","","13","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-02","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","3","","","","4","","","","6","","","","","","","","","","","","","","","","","","",""
"2020-05-03","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","0","","","","","",""
"2020-05-04","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-05","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","6","","","","1","1","","","","","","16","","","","","","","","","","0","","","","","",""
"2020-05-06","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"2020-05-07","","","","","","","","","","3","1","","1","","","","","","","","","","","","","","","","","","1","","8","","","","","","","","5","","","5","","","","","","1","","","","","","","1","","",""
