"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2020-11-11","  4.72 %","  1.05 %","   .00 %","  1.60 %","  5.36 %","  3.95 %"," 20.00 %","  1.31 %","  2.81 %","  1.11 %","  1.51 %","  1.33 %"
"2020-11-12","  4.72 %","  1.05 %","  1.25 %","  1.60 %","  5.36 %","  3.95 %","   .00 %","  1.70 %","  3.45 %","  1.11 %","   .49 %","   .00 %"
"2020-11-13","  6.72 %","  2.05 %","  2.43 %","  1.58 %","  5.36 %","  3.74 %","  5.00 %","  2.10 %","  3.34 %","  1.11 %","   .49 %","   .00 %"
"2020-11-14","  4.22 %","  2.05 %","  2.43 %","  2.06 %","  2.50 %","  2.59 %","  5.00 %","  2.50 %","  3.94 %","   .00 %","   .00 %","  1.25 %"
"2020-11-15","  2.00 %","  3.01 %","  2.43 %","  2.27 %","   .00 %","  2.94 %","  5.00 %","  2.88 %","  2.68 %","   .00 %","   .48 %","  2.43 %"
"2020-11-16","  3.82 %","  2.86 %","","  1.72 %","   .00 %","  2.43 %","  5.00 %","  2.39 %","  2.82 %","  1.05 %","   .48 %","  2.43 %"
"2020-11-17","  3.82 %","  3.73 %","  2.43 %","  1.95 %","   .00 %","  3.76 %","  5.00 %","  3.04 %","  2.73 %","  1.05 %","   .48 %","  2.43 %"
"2020-11-18","  3.48 %","  3.56 %","  1.18 %","  2.39 %","  2.22 %","  4.01 %","   .00 %","  3.33 %","  2.48 %","  1.05 %","   .48 %","  2.43 %"
"2020-11-19","  5.02 %","  3.56 %","   .00 %","  2.31 %","  2.22 %","  5.19 %","   .00 %","  3.60 %","  2.23 %","  1.05 %","   .48 %","  2.29 %"
"2020-11-20","  5.02 %","  3.41 %","  1.11 %","  2.25 %","  2.22 %","  4.13 %","   .00 %","  3.54 %","  2.19 %","  2.05 %","   .47 %","  2.16 %"
"2020-11-21","  3.21 %","  4.81 %","  1.11 %","  2.44 %","  2.22 %","  5.22 %","  4.00 %","  3.16 %","  2.99 %","  1.00 %","   .47 %","  3.16 %"
"2020-11-22","  3.21 %","  4.63 %","  1.11 %","  3.03 %","  4.22 %","  4.23 %"," 14.00 %","  3.58 %","  2.59 %","  1.00 %","  1.37 %","  3.16 %"
"2020-11-23","  4.40 %","  3.80 %","  1.11 %","  2.94 %","  2.00 %","  3.32 %"," 14.00 %","  3.76 %","  4.13 %","  1.00 %","  1.81 %","  3.16 %"
"2020-11-24","  2.86 %","  3.80 %","  4.27 %","  3.23 %","  2.00 %","  2.48 %"," 14.00 %","  3.10 %","  4.21 %","  1.00 %","  1.81 %","  2.05 %"
"2020-11-25","  2.86 %","  3.00 %","  4.98 %","  3.35 %","  2.00 %","  2.44 %"," 11.78 %","  3.33 %","  4.58 %","   .00 %","  1.77 %","  1.00 %"
"2020-11-26","  2.86 %","   .69 %","  4.98 %","  3.65 %","  2.00 %","  1.67 %","  7.78 %","  4.14 %","  3.76 %","   .00 %","  2.19 %","   .95 %"
"2020-11-27","  2.86 %","   .00 %","  5.81 %","  3.17 %","  1.82 %","  1.32 %","   .28 %","  2.24 %","  4.53 %","   .00 %","  1.69 %","   .95 %"
"2020-11-28","   .00 %","   .67 %","  5.81 %","  3.08 %","  1.82 %","   .98 %","   .28 %","  1.37 %","  3.26 %","   .00 %","  1.65 %","  1.86 %"
"2020-11-29","   .00 %","  1.31 %","  3.45 %","  2.45 %","  1.82 %","  1.60 %","   .28 %","  2.15 %","  3.07 %","   .00 %","  1.65 %","  1.86 %"
"2020-11-30","   .00 %","  1.31 %","  1.63 %","  2.55 %","  3.48 %","  2.18 %","  2.50 %","  1.59 %","  2.49 %","   .00 %","  1.22 %","  2.73 %"
"2020-12-01","   .00 %","  1.94 %","  2.40 %","  2.78 %","  3.48 %","  2.73 %","  2.50 %","  1.78 %","  2.30 %","   .00 %","  1.59 %","  2.61 %"
"2020-12-26","  1.25 %","  1.94 %","  2.31 %","  2.43 %","  1.67 %","  2.73 %","  2.22 %","  1.78 %","  1.85 %","   .00 %","  2.32 %","  3.41 %"
"2020-12-27","  2.43 %","  1.27 %","  2.31 %","  2.08 %","  1.67 %","  2.73 %","  2.22 %","  1.78 %","  1.44 %","   .95 %","  1.92 %","  3.27 %"
"2020-12-28","  1.32 %","   .62 %","  2.22 %","  1.89 %","  1.67 %","  1.78 %","  2.22 %","  1.00 %","  1.31 %","   .95 %","  1.92 %","  3.27 %"
"2020-12-29","  1.32 %","   .62 %","  2.22 %","  1.39 %","   .00 %","   .87 %","  2.22 %","  1.24 %","  1.30 %","  1.86 %","  1.92 %","  2.40 %"
"2020-12-30","  1.32 %","   .00 %","  1.46 %","   .74 %","   .00 %","   .00 %","  2.22 %","   .71 %","  1.17 %","  1.86 %","  1.13 %","  1.57 %"
"2020-12-31","   .07 %","   .00 %","   .71 %","   .89 %","   .00 %","   .00 %","   .00 %","   .71 %","   .80 %","  1.86 %","   .00 %","  1.51 %"
"2021-01-01"," -1.11 %","   .00 %","  1.40 %","   .74 %","   .00 %","   .00 %","   .00 %","   .71 %","   .68 %","   .91 %","   .00 %","   .74 %"
"2021-01-02","   .00 %","   .00 %","   .69 %","   .73 %","   .00 %","   .00 %","   .00 %","   .71 %","   .68 %","   .91 %","   .00 %","   .74 %"
"2021-01-03","   .00 %","   .00 %","  1.36 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .70 %","   .56 %","   .00 %","   .00 %","  1.46 %"
"2021-01-04","   .00 %","   .00 %","  1.36 %","   .86 %","   .00 %","   .00 %","   .00 %","   .23 %","   .45 %","   .00 %","   .00 %","  1.46 %"
"2021-01-05","   .00 %","   .61 %","  1.36 %","   .71 %","   .00 %","   .00 %","   .00 %","   .46 %","   .55 %","   .00 %","   .00 %","   .71 %"
"2021-01-06","   .00 %","   .61 %","  1.31 %","   .85 %","   .00 %","   .00 %","   .00 %","   .46 %","   .44 %","   .00 %","   .00 %","   .71 %"
"2021-01-07","   .00 %","   .61 %","  1.31 %","   .71 %","   .00 %","   .00 %","   .00 %","   .46 %","   .33 %","   .00 %","   .00 %","  1.40 %"
"2021-01-08","   .00 %","   .61 %","   .65 %","   .42 %","   .00 %","   .28 %","   .00 %","   .23 %","   .33 %","   .00 %","   .00 %","   .69 %"
"2021-01-09","   .00 %","   .61 %","   .65 %","   .41 %","   .00 %","   .28 %","   .00 %","   .23 %","   .44 %","   .00 %","   .00 %","   .69 %"
"2021-01-10","   .00 %","   .00 %","   .65 %","   .55 %","   .00 %","   .28 %","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","   .69 %"
"2021-01-11","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .28 %","   .00 %","   .00 %","   .22 %","   .00 %","   .36 %","  1.36 %"
"2021-01-12","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .28 %","   .00 %","   .00 %","   .22 %","   .00 %","   .36 %","   .67 %"
"2021-01-13","   .00 %","   .00 %","   .00 %","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","   .36 %","   .67 %"
"2021-01-14","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .67 %"
"2021-01-15","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .67 %"
"2021-01-16","   .00 %","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-17","   .00 %","   .59 %","   .00 %","   .40 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-18","   .00 %","   .59 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-19","   .00 %","   .59 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-20","   .00 %","   .59 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-21","   .00 %","   .59 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .67 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2021-01-22","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2021-01-23","   .00 %","   .00 %","   .62 %","   .13 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2021-01-24","   .00 %","   .00 %","   .62 %","   .26 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2021-01-25","   .00 %","   .00 %","   .62 %","   .26 %","   .00 %","   .00 %","   .00 %","   .44 %","   .00 %","   .00 %","   .35 %","   .00 %"
"2021-01-26","   .00 %","   .00 %","   .62 %","   .13 %","","","","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-27","   .00 %","   .00 %","   .62 %","   .26 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-28","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-29","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-01-30","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %"
"2021-01-31","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .34 %","  1.27 %"
"2021-02-01","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .34 %","  1.27 %"
"2021-02-02","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .34 %","  1.27 %"
"2021-02-03","   .00 %","   .00 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .34 %","  1.27 %"
"2021-02-04","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .87 %","   .34 %","   .62 %"
"2021-02-05","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %"
"2021-02-06","   .00 %","   .00 %","   .00 %","   .38 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %"
"2021-02-07","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .00 %","   .00 %"
"2021-02-08","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.70 %","   .00 %","   .00 %"
"2021-02-09","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .22 %","   .11 %","   .83 %","   .34 %","   .00 %"
"2021-02-10","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .22 %","   .21 %","   .83 %","   .34 %","   .00 %"
"2021-02-11","   .00 %","   .57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .22 %","   .21 %","   .83 %","   .34 %","   .00 %"
"2021-02-12","   .00 %","   .57 %","   .00 %","   .13 %","","   .00 %","","   .22 %","   .21 %","","   .34 %","   .00 %"
"2021-02-13","   .00 %","   .57 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .22 %","   .21 %","   .00 %","   .34 %","   .61 %"
"2021-02-14","   .00 %","   .57 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .21 %","   .00 %","   .00 %","  1.19 %"
"2021-02-15","","   .57 %","   .00 %","   .13 %","   .00 %","   .00 %","","   .00 %","   .11 %","   .00 %","   .00 %","  1.19 %"
"2021-02-16","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .00 %","  1.19 %"
"2021-02-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .00 %","  1.19 %"
"2021-02-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .00 %","   .59 %"
"2021-02-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-21","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-22","   .00 %","","","   .13 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %"
"2021-02-23","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-24","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-25","   .00 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-26","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-01","   .00 %","   .00 %","   .00 %","   .00 %","","   .27 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-03","   .00 %","   .00 %","","   .00 %","","   .27 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-05","","","   .00 %","   .12 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-06","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-07","   .00 %","   .00 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-03-08","  1.18 %","","   .00 %","   .25 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .57 %"
"2021-03-09","  1.18 %","   .00 %","   .00 %","   .37 %","","   .00 %","","   .00 %","   .11 %","   .00 %","   .00 %","   .57 %"
"2021-03-10","  1.18 %","","   .00 %","   .37 %","","   .00 %","","   .00 %","   .11 %","   .00 %","   .00 %","   .57 %"
"2021-03-11","  1.18 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .00 %","   .57 %"
"2021-03-12","  1.18 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .00 %","   .57 %"
"2021-03-13","   .00 %","   .00 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","   .00 %","   .00 %"
"2021-03-14","   .00 %","","   .00 %","   .37 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .56 %"
"2021-03-15","   .00 %","   .00 %","   .00 %","   .24 %","","   .00 %","","   .43 %","   .00 %","   .80 %","   .00 %","  1.10 %"
"2021-03-16","   .00 %","   .00 %","","   .24 %","","   .00 %","","   .63 %","   .00 %","   .80 %","   .00 %","  1.10 %"
"2021-03-17","   .00 %","","   .00 %","   .24 %","   .00 %","   .00 %","","   .63 %","   .00 %","   .80 %","   .00 %","  1.10 %"
"2021-03-18","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","","   .63 %","   .00 %","   .80 %","   .00 %","  1.10 %"
"2021-03-19","   .00 %","","   .00 %","   .24 %","","   .00 %","","   .63 %","   .21 %","  1.57 %","   .00 %","   .54 %"
"2021-03-20","   .00 %","","   .00 %","   .36 %","   .00 %","   .00 %","","   .21 %","   .21 %","   .77 %","   .00 %","   .00 %"
"2021-03-21","   .00 %","   .00 %","   .00 %","   .48 %","","   .00 %","","   .00 %","   .21 %","   .77 %","   .00 %","   .00 %"
"2021-03-22","   .00 %","","   .00 %","   .60 %","   .00 %","","","   .21 %","   .21 %","   .77 %","   .00 %","   .53 %"
"2021-03-23","   .00 %","   .00 %","   .00 %","   .59 %","","   .00 %","","   .21 %","   .21 %","   .77 %","   .00 %","  1.55 %"
"2021-03-24","   .00 %","   .00 %","   .00 %","   .59 %","","","   .00 %","   .21 %","   .10 %","   .00 %","   .00 %","  2.04 %"
"2021-03-25","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %","","   .21 %","   .10 %","   .00 %","   .00 %","  2.52 %"
"2021-03-26","   .00 %","   .00 %","   .00 %","   .47 %","","   .00 %","","   .21 %","   .10 %","   .74 %","   .00 %","  2.52 %"
"2021-03-27","   .00 %","   .00 %","   .61 %","   .35 %","   .00 %","   .27 %","","   .00 %","   .10 %","   .74 %","   .00 %","  2.45 %"
"2021-03-28","  1.11 %","   .00 %","   .61 %","   .23 %","   .00 %","   .54 %","","   .00 %","   .10 %","   .74 %","   .00 %","  1.43 %"
"2021-03-29","  1.11 %","   .00 %","   .61 %","   .23 %","","   .54 %","","   .20 %","   .10 %","   .74 %","   .00 %","  1.40 %"
"2021-03-30","  1.11 %","   .00 %","  1.19 %","   .23 %","   .00 %","   .54 %","","   .20 %","   .10 %","   .74 %","   .33 %","  2.25 %"
"2021-03-31","  1.11 %","   .00 %","  1.19 %","   .46 %","","   .54 %","","   .20 %","   .10 %","   .00 %","   .33 %","  2.67 %"
"2021-04-01","  1.11 %","   .00 %","   .59 %","   .46 %","","   .27 %","   .00 %","   .41 %","   .10 %","   .71 %","   .33 %","  3.02 %"
"2021-04-02","   .00 %","   .00 %","  1.73 %","   .45 %","   .00 %","   .00 %","","   .41 %","   .21 %","   .71 %","   .33 %","  3.02 %"
