"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-03-31","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-29","","","","","","2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-30","","","","","","0","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-01","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-05-02","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-03","","","","","","0","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-04","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-05","","","","","","2","0","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-06","","","","","","2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-05-07","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-05-08","","","","","","2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"2020-05-09","","","","","","3","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","0","","","","","","","",""
"2020-05-10","","","","","","1","","","","","","","","","","","","","0","","","","","","","","0","","","","","","","","1","","","","0","","","","","","","",""
"2020-05-11","","","","","0","4","","","","","","","","","","","","","0","","","","","","","","0","","","","","","","","0","","0","","","","","","","","","",""
"2020-05-12","","","","","0","7","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","","","1","","0","","0","","","","","","","",""
"2020-05-13","","","","","0","3","0","0","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","0","","0","","","","","","","",""
"2020-05-14","","","","","0","2","","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","","0","","0","","0","","","","","","","",""
"2020-05-15","","","","","0","4","","0","","","","","","","0","","","","0","","","","","","","","","","","","","","","","0","","1","","0","","","","","","","",""
"2020-05-16","","","","","0","3","0","0","","","","","","","0","","","","0","","","","","","","","","","","","","","","","0","","0","","0","","","","","","","",""
"2020-05-17","","","","","0","2","","0","","","","","","","","","","","0","","","","","","","","","","","","","","","","2","","0","","0","","","","","","","",""
"2020-05-18","","","","","0","3","","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","","0","","0","","0","","","","","","","",""
"2020-05-19","","","","","0","2","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","","","1","","0","","0","","","","","","","",""
"2020-05-20","","","","","0","2","","0","","","","","","","0","","","","0","","","","","","","","","","","","","","","","1","","0","","0","","","","","","","",""
"2020-05-21","","","","","0","7","","0","","","","","","","0","","","","0","","","","","","","","","","","","","","","","0","","0","","0","","","","","","","",""
"2020-05-22","","","","","1","2","","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","","0","","0","","0","","","","","","","",""
"2020-05-23","","","","","0","5","","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","0","0","","0","","0","","","","","","","",""
"2020-05-24","","","","","1","6","0","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","0","1","","0","","0","","","","","","","",""
"2020-05-25","","","","","1","6","","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","0","0","","0","","0","","","","","","","",""
"2020-05-26","","","","","1","7","","0","","","","","","","0","","","","0","","","","2","","","","0","","","","","","","0","0","","0","","0","","","","","","","",""
"2020-05-27","","","","","1","4","0","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","0","1","","0","","0","","","0","","","","",""
"2020-05-28","","","","","0","11","","0","","","","","","","","","","","0","","","","","","","","0","","","","","","","0","0","","0","","0","","","1","","","","",""
"2020-05-29","","","","","1","7","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","","0","1","","0","","0","","","0","","","","",""
"2020-05-30","","","","","0","6","","0","","","","","","","0","","","","0","","","","","","","","0","","","","","","","0","0","","0","","0","","","0","","","","",""
"2020-05-31","","","","","0","10","","0","","","","","","","0","","","","1","","","","","","","","0","","","","","","","","0","","0","","0","","","0","","","","",""
"2020-06-01","","","","","0","9","0","0","","","","","","0","0","","","","0","","0","","","","","","0","","","","","","","0","0","","0","","0","","","0","","","","",""
"2020-06-02","","","","","1","12","","0","","0","","","","0","0","","","","0","","","","","","0","","0","","","","","","","0","0","","0","","0","","","0","","","","",""
"2020-06-03","","","","","0","0","0","0","","","","","","0","0","","","","0","","0","","","","","","0","","","","","","","0","0","","0","","0","","","0","","","","",""
"2020-06-04","","","","","4","14","0","0","","0","","","","1","0","","","","0","","0","","0","","0","","0","","","","","","","0","1","","0","","0","","","0","","","","",""
"2020-06-05","0","","","","0","12","","0","","0","","","","0","0","","","","0","","","","","","0","","0","","","","","","","0","0","","0","0","0","","","0","0","","","",""
"2020-06-06","0","","","","0","19","0","0","","0","","","","0","0","","","","0","","","","","","0","","0","","","","","","","0","0","","0","0","0","","","0","0","","","",""
"2020-06-07","0","","","","1","15","0","0","","0","","","","0","0","","","","0","","","","","","0","","0","","","","","","","0","1","","0","0","0","","","0","1","","","",""
"2020-06-08","0","","","","0","12","0","0","","0","","","","1","0","","","","0","","","","","","0","","0","","","","","","","0","2","","0","0","0","","","0","0","","","",""
"2020-06-09","0","","","","0","16","0","0","","0","","","","1","0","","","","0","","","","","","0","","0","0","","","","","","0","1","","0","0","0","","","0","0","0","","",""
"2020-06-10","0","","","","3","16","0","0","","0","","","","0","0","","","","0","","0","","","","0","","0","0","","","","","","0","0","","0","0","0","","","0","0","0","","",""
"2020-06-11","0","","","","2","19","0","0","","0","","","","1","0","","","","0","","0","","","","0","","0","0","","","","","","0","1","","0","0","0","","","0","0","0","","",""
"2020-06-12","0","","","","2","15","0","0","","0","","","","0","0","","","","0","","0","","","","0","","0","0","","","","","","0","1","","0","0","0","","","0","0","0","","",""
"2020-06-13","0","","","","1","23","-1","0","","0","","","","0","0","","","","0","","0","","","","0","","0","0","","","","","","0","4","","0","0","0","","","1","0","1","","",""
"2020-06-14","0","","","","1","30","1","","","0","","","","1","0","","","","1","","","","","","","","0","0","","","","","0","0","1","","0","0","0","","","1","0","1","","",""
"2020-06-15","0","","","","3","35","0","0","","0","","","","0","0","","","","0","","0","","","","0","","0","0","","","","","0","0","5","","0","0","0","","","0","0","0","0","",""
"2020-06-16","0","","","","3","40","0","0","","0","","","","1","0","","0","","1","","0","","","","","","0","1","","","","","0","0","3","","0","0","0","","","0","0","0","0","",""
"2020-06-17","0","","","","3","39","0","0","","1","","","","2","0","","0","","1","","0","","","","0","","0","0","","","","","0","0","1","","0","0","0","","","0","0","1","0","",""
"2020-06-18","0","","","","5","40","0","1","","0","","","","0","0","","","","0","","","","","","0","","0","0","","","","","0","0","1","","0","0","0","","","1","0","1","0","",""
"2020-06-19","0","","","","3","28","0","1","","1","","","","0","0","","1","","1","","0","","","","0","","1","0","","","","","0","0","1","","1","0","2","","","0","0","0","0","",""
"2020-06-20","0","","","","4","30","0","0","","0","","","","0","0","","0","","1","","","","","","0","","0","0","","0","","","0","0","1","","0","0","0","","","1","0","1","0","",""
"2020-06-21","0","","","","4","42","0","0","","0","","","","0","0","","","","0","","0","","","","0","","0","0","","0","","","0","0","3","","0","0","1","","","1","0","2","0","",""
"2020-06-22","0","","","","4","22","0","0","","0","","","","2","0","","0","","0","","0","","","","0","","0","0","","0","","","0","0","5","","1","0","0","","","0","0","2","0","",""
"2020-06-23","0","","","","4","22","0","2","","0","","","0","2","0","","0","","1","","0","","","","1","","1","0","","","","","0","0","2","","0","2","1","","","0","0","0","0","",""
"2020-06-24","0","","","","3","23","0","0","","0","","","0","3","0","","0","","0","","0","","","","0","","1","0","1","0","","","0","0","1","","0","0","0","","","0","0","0","0","",""
"2020-06-25","0","","","","5","26","0","0","","0","0","","0","0","0","","0","","2","","","","","","0","","0","0","0","0","","","0","0","6","","0","1","0","","","3","0","0","2","",""
"2020-06-26","0","","","","3","36","0","0","","0","0","","0","1","0","","0","","2","","0","","","","0","","0","0","0","0","","","0","0","4","","0","0","0","","","-1","0","0","1","",""
"2020-06-27","0","","","","7","46","0","0","","1","1","","0","0","0","","0","","7","","0","","","","0","","0","0","0","1","","","0","0","3","","0","0","0","","","0","0","1","1","",""
"2020-06-28","0","","","","5","33","0","0","","1","0","","0","1","0","","0","","5","","0","","","","0","","2","1","0","0","","","0","0","3","","0","0","1","","","0","1","1","0","",""
"2020-06-29","0","","","","7","37","0","0","","0","1","","1","1","0","","0","","4","","0","","","","1","","2","0","0","0","","","0","0","5","","0","0","1","","","1","0","0","1","",""
"2020-06-30","0","","","","5","42","0","0","","0","0","","0","1","0","","0","","3","","0","","","","0","","2","0","1","0","","","0","0","3","","0","0","0","","","1","0","1","0","",""
"2020-07-01","0","","","","2","41","0","0","","0","0","","0","2","0","1","0","","7","","","","","","1","","2","0","0","0","","","0","1","5","","0","0","0","","","0","0","0","1","",""
"2020-07-02","0","","","","2","35","0","0","","0","0","","0","2","0","0","0","","4","","0","","","","0","","2","0","0","2","","","1","1","5","","0","0","1","","","0","0","1","0","",""
"2020-07-03","0","","","","10","32","0","0","","1","1","","1","1","0","0","0","","8","","0","","","","0","","3","0","1","0","","0","0","1","3","","0","0","0","","","1","0","1","0","",""
"2020-07-04","0","","","","5","37","0","0","","0","0","","0","4","1","0","0","","6","","0","","","","1","","2","1","1","0","","0","0","0","2","","0","0","1","","","2","2","0","0","",""
"2020-07-05","0","","","","8","21","0","0","","0","0","","1","3","1","1","0","","5","","0","","","","1","","1","1","0","3","","0","0","2","10","","0","0","0","","","1","0","0","1","",""
"2020-07-06","0","","","","9","28","0","0","","0","0","","0","3","0","0","0","","7","","0","","","","0","","1","0","0","0","","0","0","0","6","","1","1","0","","","3","0","1","1","",""
"2020-07-07","0","","","","8","38","1","0","","0","0","","0","0","1","0","0","","8","","0","","","","0","","1","0","0","0","","0","0","0","5","","1","0","0","","","0","0","0","1","",""
"2020-07-08","0","","","","2","26","1","0","0","1","0","","0","2","0","0","1","","9","","0","","","","1","","1","5","1","2","","0","1","4","6","","0","1","0","","","0","0","0","0","",""
"2020-07-09","0","","","","7","23","0","0","0","0","0","","0","2","0","0","0","","9","","0","","","","1","","5","0","1","0","","0","2","0","6","","0","6","0","","","2","0","0","0","",""
"2020-07-10","0","","","","7","27","3","0","0","0","1","","0","2","0","0","1","","6","","0","","","0","0","","4","0","0","2","","0","0","3","1","","2","0","0","","","0","0","1","1","",""
"2020-07-11","0","","","","2","25","2","1","0","0","0","","1","4","1","1","0","","10","0","0","","","0","0","","0","3","0","0","","0","0","2","4","","3","3","1","","0","1","0","0","1","",""
"2020-07-12","0","","0","","4","32","1","0","0","0","1","","1","3","1","0","0","","5","0","0","0","","0","0","","2","0","0","0","","0","1","2","5","0","3","1","1","0","0","1","0","0","4","",""
"2020-07-13","0","","","","7","24","0","0","0","0","0","","0","3","0","1","1","","4","0","0","0","","0","0","","4","0","2","3","","1","3","1","2","0","2","5","0","0","1","1","0","0","1","",""
"2020-07-14","0","","0","","4","18","1","0","0","4","0","","0","1","4","0","2","","4","0","0","0","","0","1","","0","0","0","4","","1","2","1","4","0","1","6","0","0","1","1","4","1","2","",""
"2020-07-15","0","","0","","3","23","1","0","0","5","1","","4","2","4","0","0","","5","0","0","0","","0","0","","1","0","0","3","","0","1","2","1","0","2","0","0","0","0","1","4","2","3","",""
"2020-07-16","0","","0","","4","23","1","0","0","0","0","","0","3","1","1","1","","5","0","0","0","","0","1","","0","0","2","1","","0","1","3","7","0","2","3","0","0","0","1","4","3","2","",""
"2020-07-17","0","","0","","8","35","5","0","0","0","0","","0","1","0","0","0","","4","0","0","0","","0","0","","4","1","0","1","","0","0","1","6","0","1","3","0","1","0","4","3","1","0","",""
"2020-07-18","0","","0","","2","31","1","0","0","2","0","","0","5","1","1","0","","9","0","0","1","","0","1","","4","0","3","1","","0","3","4","7","0","1","1","0","1","0","2","4","1","2","",""
"2020-07-19","0","","0","","8","27","2","2","0","3","0","","1","2","3","0","2","","8","0","0","0","","0","0","","1","0","4","1","","0","0","2","5","0","1","1","0","1","0","0","2","1","1","",""
"2020-07-20","0","","0","","7","22","2","1","1","0","0","","1","3","1","0","0","","5","0","0","0","","1","3","","2","1","1","0","","0","0","0","9","0","1","4","0","1","1","0","1","1","1","",""
"2020-07-21","0","","2","","6","19","0","1","0","0","0","","2","2","0","1","0","","7","0","1","0","","0","1","","2","3","0","3","","0","0","4","7","0","1","5","1","1","0","3","3","0","0","",""
"2020-07-22","0","","0","","3","464","0","8","0","0","0","","2","3","0","1","2","","7","0","0","0","","0","2","","1","2","0","2","","0","0","2","5","0","0","0","0","0","0","4","4","0","6","",""
"2020-07-23","0","","0","","4","8","6","3","0","6","0","","0","6","2","0","1","","9","0","1","0","","1","0","","0","1","1","1","","4","1","3","8","0","0","6","3","0","1","3","4","2","3","",""
"2020-07-24","0","","1","","4","22","4","0","0","3","0","","0","4","5","0","1","","10","1","1","0","","0","1","","0","3","1","1","","2","0","2","5","0","1","1","4","1","1","2","1","0","6","",""
"2020-07-25","0","","0","","4","20","6","0","0","3","0","","3","2","2","0","0","","9","0","0","0","","0","2","","2","0","1","1","","1","0","3","6","0","1","6","2","1","0","4","0","1","9","",""
"2020-07-26","0","","0","","5","22","1","0","1","1","0","","0","3","3","0","0","","8","1","1","0","","0","1","","2","4","1","0","","2","1","2","9","0","1","1","4","1","-1","3","3","0","5","",""
"2020-07-27","0","","0","","6","21","3","0","0","1","0","","2","5","0","0","0","","6","1","0","0","","0","0","","2","1","2","2","","3","0","1","6","0","0","1","0","1","1","0","6","0","6","",""
"2020-07-28","0","","0","","6","24","2","1","0","1","0","","1","6","1","0","0","","6","0","0","0","","0","0","","0","0","2","3","","0","2","2","8","4","7","1","0","1","1","2","0","1","6","",""
"2020-07-29","0","","1","","3","20","2","3","0","6","1","","0","6","0","0","0","","9","3","0","0","","0","1","","1","0","0","3","","1","0","2","4","1","2","0","2","0","0","2","4","0","5","",""
"2020-07-30","0","","1","","4","19","4","4","0","3","0","","0","4","0","0","0","","2","1","0","0","","0","3","","2","1","3","2","","3","6","4","3","3","5","0","8","0","2","2","4","2","5","",""
"2020-07-31","0","","1","","2","18","4","2","1","4","0","","1","1","6","0","0","","4","0","1","0","","0","0","","2","2","1","0","","0","2","5","10","0","4","0","3","5","0","5","4","0","6","",""
"2020-08-01","0","","0","","5","27","10","3","0","3","0","","2","1","6","0","0","","10","0","0","0","","0","0","","2","1","2","0","","4","0","1","7","0","1","0","6","0","1","0","2","0","5","",""
"2020-08-02","0","","0","","4","17","7","0","2","2","0","","1","5","4","0","0","","6","0","1","0","","1","0","","0","3","0","3","","4","1","0","8","0","6","0","6","3","2","3","2","1","6","",""
"2020-08-03","0","","0","","5","19","7","0","0","1","1","","0","5","3","1","0","","4","1","0","0","","2","4","","2","5","3","5","","5","2","5","4","0","4","0","5","1","1","4","0","1","9","",""
"2020-08-04","0","","0","","10","26","7","3","1","1","0","","0","6","9","0","2","","4","1","1","0","","0","1","","2","-1","3","1","","4","1","4","-1","0","0","2","6","2","2","4","2","1","4","",""
"2020-08-05","0","","2","","7","25","5","9","0","2","0","","1","6","0","0","0","","6","1","0","0","","0","2","","0","4","2","3","","0","2","7","6","2","1","2","3","2","1","3","7","1","0","",""
"2020-08-06","0","","1","","5","21","6","3","0","4","3","","3","3","2","0","0","","9","0","2","1","","3","1","","1","0","2","0","","3","2","3","5","1","2","3","1","1","1","5","7","1","5","",""
"2020-08-07","0","","1","","8","24","5","3","0","0","1","","2","5","5","1","4","","2","0","0","1","","0","3","","1","1","6","1","","4","3","4","6","0","6","0","4","1","2","6","5","2","2","",""
"2020-08-08","0","","1","","10","18","11","3","1","4","2","","3","4","1","1","1","","4","0","2","-1","","0","0","","1","3","3","5","","1","3","5","6","0","2","2","6","4","1","2","2","2","5","",""
"2020-08-09","0","","1","","5","12","13","2","1","4","1","","0","5","4","0","0","","6","0","2","0","","0","0","","2","4","0","4","","1","3","3","6","0","6","2","4","3","2","5","5","0","13","",""
"2020-08-10","0","","0","","5","25","7","1","0","4","0","","1","3","7","1","0","","5","3","1","0","","0","4","","3","0","4","3","","5","4","3","4","1","5","2","3","0","0","0","5","0","5","",""
"2020-08-11","0","","0","","4","23","8","1","0","2","0","","1","0","13","0","2","","4","2","1","0","","0","1","","0","4","2","2","","4","6","2","8","3","0","4","8","0","4","6","2","1","0","",""
"2020-08-12","0","","1","","6","20","9","1","0","5","2","","4","5","4","1","0","","6","0","0","0","","2","2","","1","5","3","1","","3","0","0","11","1","2","2","9","0","7","1","1","1","3","",""
"2020-08-13","0","","1","","7","14","7","5","0","2","0","","2","7","6","2","0","","5","0","2","0","","0","4","","5","2","5","1","","4","4","5","6","1","0","2","7","1","3","5","1","1","2","",""
"2020-08-14","0","","1","","6","24","8","5","0","3","1","","1","2","5","2","1","","1","0","0","0","","0","1","","1","3","3","3","","4","2","8","9","0","1","-1","4","2","3","8","4","0","2","",""
"2020-08-15","0","","1","","4","26","7","1","1","4","0","","3","5","3","0","1","","6","0","3","0","","0","6","","1","5","1","3","","2","7","3","3","1","3","5","5","-1","4","4","4","0","6","",""
"2020-08-16","0","","0","","3","20","14","2","1","0","4","","2","3","3","1","1","","6","0","0","0","","0","6","","1","2","5","5","","2","5","0","10","1","3","1","7","1","3","4","1","3","5","",""
"2020-08-17","0","","0","","7","24","11","1","0","3","1","","1","3","5","2","0","","3","0","2","1","","1","2","","2","6","2","3","","3","2","1","4","1","0","7","6","5","1","4","5","0","1","",""
"2020-08-18","0","","2","","7","23","5","4","0","1","2","","3","7","7","1","0","","3","2","2","0","","1","5","","2","4","8","1","","2","5","1","5","5","1","1","2","1","0","1","5","1","1","",""
"2020-08-19","0","","1","","4","16","16","5","0","6","1","","0","3","4","1","0","","2","2","0","0","","0","1","","3","13","0","3","","4","2","4","9","2","3","0","3","2","1","2","-1","1","3","",""
"2020-08-20","0","","1","","3","20","11","5","0","4","1","","3","4","6","0","0","","1","3","0","0","","1","1","","0","1","7","2","","5","2","3","7","2","1","2","3","5","2","4","5","1","0","",""
"2020-08-21","0","","2","","3","20","3","4","0","3","1","","1","7","3","0","0","","1","3","3","1","","0","2","","0","3","6","3","","3","2","2","4","2","1","2","3","1","1","3","4","1","3","",""
"2020-08-22","0","","1","","6","7","4","5","0","0","0","","0","1","4","0","1","","1","2","1","0","","0","1","","3","4","4","3","","2","2","1","2","0","2","4","5","1","1","3","3","4","2","",""
"2020-08-23","0","","0","","4","17","2","2","0","3","2","","1","3","1","1","0","","3","1","0","3","","1","0","","0","2","8","3","","3","3","7","6","3","1","3","3","1","0","0","6","1","3","",""
"2020-08-24","0","","0","","2","22","7","4","0","3","0","","1","8","5","0","1","","3","0","1","0","","0","3","","0","2","2","1","","3","4","0","2","0","5","0","4","2","0","4","1","3","4","",""
"2020-08-25","0","","0","","1","20","8","2","0","1","1","","3","4","3","0","0","","2","1","3","1","","1","4","","1","1","3","1","","2","6","2","5","1","2","6","7","1","1","4","3","1","5","",""
"2020-08-26","0","","3","","7","15","10","2","0","2","5","","0","9","5","1","0","","1","0","0","1","","0","4","","3","2","8","1","","3","5","2","2","3","2","0","6","0","3","3","5","1","4","",""
"2020-08-27","0","","1","","10","28","12","0","2","1","-1","","2","3","2","0","1","","4","4","1","0","","1","2","","0","3","3","0","","1","1","1","15","2","0","2","2","1","2","1","1","0","1","",""
"2020-08-28","0","","2","","8","24","6","8","0","3","1","","2","1","5","0","0","","5","2","2","0","","0","3","","2","1","3","2","","1","2","1","5","0","3","0","1","1","3","3","0","0","2","",""
"2020-08-29","0","","1","","7","22","9","1","0","2","1","","3","6","6","0","0","","4","1","0","0","","0","2","","0","2","5","0","","1","2","1","-9","1","1","2","3","1","2","2","6","1","1","",""
"2020-08-30","0","","0","","8","17","5","5","0","2","1","","4","6","3","0","1","","3","3","1","0","","0","3","","1","1","9","1","","0","3","0","2","0","0","4","2","3","1","1","3","0","1","",""
