"date","Odisha/Angul","Odisha/Balangir","Odisha/Balasore","Odisha/Bargarh","Odisha/Bhadrak","Odisha/Boudh","Odisha/Cuttack","Odisha/Deogarh","Odisha/Dhenkanal","Odisha/Gajapati","Odisha/Ganjam","Odisha/Jagatsinghpur","Odisha/Jajpur","Odisha/Jharsuguda","Odisha/Kalahandi","Odisha/Kandhamal","Odisha/Kendrapara","Odisha/Kendujhar","Odisha/Khordha","Odisha/Koraput","Odisha/Malkangiri","Odisha/Mayurbhanj","Odisha/Nabarangapur","Odisha/Nayagarh","Odisha/Nuapada","Odisha/Others","Odisha/Puri","Odisha/Rayagada","Odisha/Sambalpur","Odisha/State","Odisha/State Pool","Odisha/Subarnapur","Odisha/Sundargarh"
"2020-03-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-29","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-01","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-05-02","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2020-05-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-05","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-07","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-09","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-10","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-11","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-12","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-14","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-15","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-16","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-17","","","","","","","","","","","2","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-18","","","","","","","","","","","2","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-19","","","","","","","1","","","","2","","","","","","","","2","","","","","","","","","","","","","",""
"2020-05-20","","","","","","","1","","","","2","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-21","","","","","","","1","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-22","","","","","","","1","","","","3","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-23","","","","","","","1","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-24","","","","","","","1","","","","3","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-25","","","","","","","","","","","3","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-26","","","","","","","1","","","","3","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-27","","","","","","","1","","","","3","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-28","","","","","","","1","","","","3","","","","","","","","3","","","","","","","","","","","","","",""
"2020-05-29","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-05-30","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-05-31","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-06-01","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-06-02","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-06-03","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-06-04","","","1","","","","1","","","","3","","","","","","","","4","","","","","","","","","","","","","",""
"2020-06-05","","","1","","","","1","","","","3","","","","","","","","5","","","","","","","","","","","","","",""
