"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-03-28","","","","","","  7.14 %","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","   .00 %","",""
"2020-03-29","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-30","","","","",""," 33.33 %","","","",""," ##.## %","","","","","   .00 %","",""," 50.00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","",""," 33.33 %"," 20.00 %","","","","","","","","","   .00 %","","",""," 66.67 %","","   .00 %","","","","","","","","","","","","","","","","   .00 %",""," ##.## %","","","   .00 %","","   .00 %","","",""
"2020-04-01","","","",""," ##.## %","  4.17 %"," ##.## %","","","   .00 %"," 11.11 %","","","   .00 %",""," ##.## %","",""," ##.## %","","","","","","","","","","","   .00 %","","","","   .00 %","","   .00 %"," ##.## %",""," 26.09 %","   .00 %",""," ##.## %","","","","",""
"2020-04-02","","","",""," 63.64 %"," 80.00 %","","","",""," 30.00 %","","","",""," ##.## %","","","","","","","","","","","   .00 %"," ##.## %","","","","","","","   .00 %"," ##.## %"," 66.67 %","","  3.45 %"," 42.86 %","","","",""," ##.## %","",""
"2020-04-03","","","","",""," 77.78 %","","",""," ##.## %","","",""," ##.## %",""," 17.65 %","","","","   .00 %"," 16.67 %","","","","","","",""," ##.## %","","","","","  5.00 %",""," 83.33 %"," 80.00 %",""," 20.00 %","","","",""," ##.## %"," 10.00 %","",""
"2020-04-04","","","","","","  8.75 %","","   .00 %","","","","","   .00 %","",""," 10.00 %","",""," 14.29 %",""," 14.29 %","","","   .00 %","","",""," ##.## %"," 25.00 %","","","","","  9.52 %"," ##.## %","","","   .00 %","  2.78 %",""," ##.## %",""," ##.## %","  7.69 %","","",""
"2020-04-05","","","",""," 16.67 %","  8.05 %"," ##.## %"," ##.## %","","  4.65 %","","",""," 50.00 %"," 20.00 %","","",""," 12.50 %"," ##.## %","  4.17 %","   .00 %","","","","","","  8.70 %"," 60.00 %","","",""," ##.## %","  4.35 %","  9.09 %",""," 22.22 %","","  2.70 %","",""," ##.## %"," 66.67 %"," 35.71 %","","",""
"2020-04-06","","","   .00 %","","  9.52 %"," 15.96 %","  1.72 %"," 30.00 %","","","","",""," 66.67 %","","","","","",""," 12.00 %","","","","","","","","","","",""," 60.00 %","","","",""," 76.47 %",""," 10.00 %"," ##.## %"," 25.00 %","","  5.26 %","","",""
"2020-04-07","","","","",""," 35.78 %","  1.69 %","","","","","","","","","","",""," 27.78 %","","","","","","","","","  8.00 %","","","",""," 37.50 %","","",""," 54.55 %","","",""," ##.## %","","","","","",""
"2020-04-08","","","","","","  4.73 %","","","","  2.22 %","","","","","","","","","",""," 17.86 %","","","","","","",""," 12.50 %","","","",""," 66.67 %","  8.33 %","",""," 20.00 %"," 10.53 %",""," 10.00 %",""," 20.00 %"," 20.00 %","","",""
"2020-04-09","","","",""," 17.39 %","  4.52 %","","","",""," ##.## %",""," 50.00 %",""," ##.## %","","","","  4.35 %","  9.09 %"," 24.24 %","","","","","","",""," 11.11 %"," 20.00 %","","   .00 %","","  2.50 %","","  9.09 %"," 29.41 %",""," 38.10 %"," 45.45 %"," 18.18 %",""," 83.33 %","","","",""
"2020-04-10","","","",""," 44.44 %","  5.56 %"," 43.33 %","  7.69 %",""," 17.39 %","  3.85 %","","","","  7.14 %","","","","","",""," 75.00 %","","","","",""," 33.33 %","","","","","","","","","  9.09 %","","","",""," 20.00 %",""," 12.50 %","","",""
"2020-04-11","","","","","  2.56 %","  5.85 %"," 12.79 %","  7.14 %","","  1.85 %","","","","","","","","",""," ##.## %",""," 28.57 %","","","","","","","","","","","",""," ##.## %","","","  8.33 %","","",""," 16.67 %","","","","",""
"2020-04-12","","","","","  5.00 %","  9.94 %"," 22.68 %"," 26.67 %","","  1.82 %","  7.41 %","","","",""," 13.64 %","","","","","  9.76 %","","","","","","","  5.56 %"," 40.00 %","",""," ##.## %","","","  3.45 %","",""," 10.26 %","",""," ##.## %","","  9.09 %","","","",""
"2020-04-13","","","","","  4.76 %","  4.52 %","  5.88 %","","","","","","","",""," 60.00 %","",""," 58.33 %"," 20.83 %","","","","","",""," ##.## %","",""," 66.67 %","","","",""," 13.33 %"," 25.00 %","  8.33 %","","","  6.25 %"," 29.51 %"," 14.29 %"," 33.33 %",""," 54.55 %","",""
"2020-04-14","","","","","","  2.40 %","","  5.26 %",""," 16.07 %","","","","","  6.67 %","","","","  5.26 %","  6.90 %","","","","","",""," 40.00 %","","  7.14 %"," 10.00 %",""," ##.## %"," 36.36 %","","","","","","","","","","","","","",""
"2020-04-15","","","","","  6.82 %","  2.35 %","","","",""," 10.34 %","","","","","","","",""," 22.58 %","","","","","","","",""," 20.00 %","",""," 20.00 %","  6.67 %","  2.44 %"," 20.59 %"," 13.33 %","","","  1.72 %","","","","  6.25 %","","","",""
"2020-04-16","","","","","","  1.38 %","   .79 %","","","","","","","","","","","","  7.50 %",""," 11.11 %","","","","",""," 42.86 %",""," 11.11 %","","","","  6.25 %","","  2.44 %","","","","  1.69 %","","  1.27 %",""," 17.65 %","  3.70 %","","",""
"2020-04-17","","","","","","  4.98 %","","","","  1.54 %","","","","","","  2.50 %","","","","  5.26 %","","","","","","","","","","",""," 83.33 %"," ##.## %","  4.76 %"," 11.90 %"," 23.53 %","","  6.98 %","","","",""," 15.00 %","  7.14 %","","",""
"2020-04-18","","","","","","  3.02 %","   .79 %","","","  4.55 %","","","","","","","","","","","","",""," ##.## %","","","","","","",""," 36.36 %","  2.94 %","","","","","","  3.33 %",""," 35.00 %","","","","","",""
"2020-04-19","","","","","  6.38 %"," 20.92 %","  3.91 %"," 30.00 %","","  7.25 %","","",""," 20.00 %","","","","","  4.65 %","  7.50 %","","","","","","","","","","",""," 26.67 %"," 28.57 %","",""," 23.81 %","","","  3.23 %","","","",""," 23.33 %"," 11.76 %","",""
"2020-04-20","",""," ##.## %","","","  6.23 %","","","","  2.70 %","","","","","","","","","","  2.33 %","","",""," 25.00 %","   .00 %",""," 10.00 %","","","  9.09 %",""," 21.05 %","","","  4.26 %","  3.85 %","  3.85 %","  8.70 %","","","   .93 %","","","  8.11 %","","",""
"2020-04-21","","","","","  6.00 %"," 17.92 %","   .75 %","","","","",""," 66.67 %"," 16.67 %","","","","","","","  2.00 %","","","","","","","","","",""," 21.74 %","  6.67 %","","","  3.70 %","","","","","","",""," 10.00 %","","",""
"2020-04-22","",""," 66.67 %","","","  4.14 %","","","","","","",""," 14.29 %","","","","","  8.89 %","","","","","","","","","","","","",""," 12.50 %","","  4.08 %","","","  2.00 %","","",""," 12.50 %","","  2.27 %","","",""
"2020-04-23","","","","","  1.89 %","  7.16 %","","","   .00 %","  3.95 %","","","","","","","","","  4.08 %","","  7.84 %","","","","","","  9.09 %",""," 25.00 %","","","  3.57 %","  1.85 %","","","  3.57 %","","","  1.56 %","  5.88 %","   .92 %","","","  2.22 %"," 15.79 %","",""
"2020-04-24","","","","",""," 12.87 %","  5.22 %","","","","","",""," 12.50 %","","","","","  7.84 %","","","","","","",""," 16.67 %","","  4.00 %","","","  3.45 %","","","  3.92 %","","","","","",""," 11.11 %","","","  4.55 %","",""
"2020-04-25","","","","","  1.85 %","  9.43 %","","","","","","",""," 77.78 %","","","","","  7.27 %","","","",""," 40.00 %","","","","","","",""," 16.67 %","","","","","","","","",""," 10.00 %","","  2.17 %","  8.70 %","",""
"2020-04-26","","","","","","  5.61 %","","","","","",""," 20.00 %","","","","",""," 25.42 %","","  7.27 %","","","","","","  7.14 %","","  3.85 %","","","","","","  1.89 %","","","","","","  1.82 %","","","  8.51 %"," 28.00 %","",""
"2020-04-27","","","","","","  8.92 %","   .00 %","","","","","","","","","","","","  5.41 %","","","","","","","","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","","","","  1.96 %","","",""
"2020-04-28","","","",""," 21.82 %"," 17.94 %","","","","","",""," 50.00 %","  6.25 %","","","","","   .00 %","","  3.39 %","","","","","","","","   .00 %","","","","   .00 %","","   .00 %","","","","","","","","","","","",""
"2020-04-29","","","   .00 %","","  5.97 %"," 13.88 %","   .00 %","","","   .00 %","   .00 %","",""," 17.65 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","  1.85 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","  3.85 %","","",""
"2020-04-30","",""," 20.00 %","","  7.04 %"," 17.90 %","   .00 %","  3.85 %","","   .00 %","","",""," 15.00 %","","","","","  6.41 %","   .00 %","","",""," 28.57 %","",""," 20.00 %","  2.63 %","  3.70 %","","","","   .00 %","   .00 %","  1.82 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","",""
"2020-05-01","",""," 16.67 %",""," 10.53 %"," 19.36 %","   .00 %","  3.70 %","","  1.27 %","","","","  8.70 %","","  2.44 %","","","  3.61 %","  2.27 %","","","","","","","","","   .00 %","","","   .00 %","  3.64 %",""," 10.71 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","  1.85 %","","",""
"2020-05-02","",""," ##.## %","","  5.95 %"," 16.04 %","   .71 %","  7.14 %","","   .00 %","","",""," 52.00 %","","","","","  1.16 %","","   .00 %","",""," 22.22 %","",""," 11.11 %","   .00 %","  3.57 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 12.90 %","","","   .00 %","","","  1.79 %","","   .00 %","  3.64 %","","",""
"2020-05-03","","","  8.00 %","","  1.12 %"," 16.12 %","  2.82 %"," 30.00 %","","","",""," 66.67 %","","  6.25 %","","","","  2.30 %","","","","","","","","","","","","","  5.71 %","   .00 %","","  2.86 %","   .00 %","","","","","","  9.09 %",""," 57.89 %","","",""
"2020-05-04","",""," 22.22 %","","  4.44 %"," 18.19 %",""," ##.## %",""," 12.50 %","","","","","","  2.38 %","","","  1.12 %","   .00 %","","",""," ##.## %","","","  5.00 %","  7.69 %","","",""," 24.32 %","  1.75 %",""," 12.50 %","  6.90 %","","  7.84 %","   .00 %","  5.56 %","   .00 %"," 91.67 %",""," 54.44 %","  6.25 %","",""
"2020-05-05","","","",""," 38.30 %"," 16.09 %","   .00 %"," 42.24 %"," ##.## %","  7.78 %","",""," ##.## %","  2.63 %","   .00 %","","   .00 %","","  1.11 %",""," 24.59 %"," 55.56 %","","  2.78 %","","","","","  3.45 %","   .00 %","","  2.17 %","   .00 %"," 11.36 %"," 24.69 %","   .00 %","","  1.82 %","  1.54 %","","   .00 %","",""," 17.99 %","  2.94 %","",""
"2020-05-06","",""," ##.## %","","  6.92 %"," 16.15 %",""," 41.48 %","","  9.28 %","","","   .00 %"," ##.## %","","  2.33 %"," ##.## %",""," 21.98 %","","   .00 %","","","  8.11 %"," ##.## %","","   .00 %","   .00 %","  3.33 %","","","  2.13 %","  1.72 %","  4.08 %"," 33.66 %","  3.23 %","  7.41 %","  1.79 %","  1.52 %","  5.26 %",""," 73.91 %"," 26.09 %","  3.05 %","   .00 %","",""
"2020-05-07","",""," 10.86 %","","  9.35 %"," 13.56 %","","  9.88 %","","","","","  1.89 %","  2.38 %","","  4.55 %"," ##.## %","","   .00 %","","","",""," 82.50 %"," 66.67 %","","  9.52 %"," 16.67 %","","","","   .00 %","  3.39 %","  5.88 %"," 46.67 %","   .00 %","  3.45 %","  8.77 %","  4.48 %"," 10.00 %",""," 42.50 %","  3.45 %"," 26.63 %","   .00 %","",""
"2020-05-08","","","",""," 17.11 %"," 15.08 %","","  9.55 %"," ##.## %","   .00 %","","","","  9.30 %"," 47.06 %",""," 25.00 %","","  1.80 %","","   .00 %","","","   .00 %","","","  4.35 %","","   .00 %","","","  2.08 %","   .00 %","  1.85 %"," 37.88 %","","","  1.61 %","  5.71 %","  4.55 %",""," 19.30 %","   .00 %","  9.81 %","  8.57 %","",""
"2020-05-09","","","  6.53 %",""," 22.47 %","  9.16 %","","   .77 %","","   .94 %","","","  1.85 %"," 18.09 %","","","","","   .00 %","","  1.32 %","  7.14 %",""," 42.47 %","","","  8.33 %"," 20.41 %","","","","","  1.64 %","  3.64 %","  9.52 %","   .00 %","",""," 12.16 %"," 17.39 %",""," 22.06 %",""," 28.51 %","   .00 %","",""
"2020-05-10","","","  1.53 %",""," 19.72 %"," 15.31 %","","   .25 %","","","","","   .00 %","  7.21 %","","  2.17 %"," ##.## %","","  3.54 %","","   .00 %","","","  8.65 %"," 20.00 %","","  3.85 %"," 10.17 %","   .00 %","","","   .00 %","   .00 %","  5.26 %"," 15.72 %","   .00 %","",""," 12.05 %","  3.70 %","","   .00 %"," 10.00 %","  1.99 %","  5.26 %","",""
"2020-05-11","",""," 12.45 %",""," 34.48 %"," 14.04 %","","   .00 %"," 50.00 %","   .93 %","","","","  6.72 %","  4.00 %","","","","  3.42 %","","","","","   .88 %","",""," 14.81 %","  1.54 %","","","","","  4.84 %",""," 28.03 %",""," 10.00 %","","","",""," 12.05 %","  3.03 %","   .00 %","  2.50 %","",""
"2020-05-12","   .00 %",""," 12.08 %","","  9.97 %"," 11.67 %","","   .25 %","","  1.85 %","","","  3.64 %"," 18.90 %","  3.85 %","  8.51 %","","","","","   .00 %","",""," 23.68 %","","","   .00 %"," 13.64 %","   .00 %","","","  2.04 %",""," 11.67 %","  6.09 %","   .00 %","  6.06 %","  3.17 %","  3.23 %","","   .00 %"," 13.98 %","  2.94 %","   .32 %","  9.76 %","",""
"2020-05-13"," ##.## %","","  1.20 %","","  6.48 %","  7.79 %","   .00 %","  4.30 %","","","","","","  2.65 %","","  3.92 %","","","  1.65 %","  4.44 %","","","","   .71 %","","","","   .00 %","","","","   .00 %","  1.54 %","  7.46 %","  5.32 %","","  2.86 %","   .00 %","  5.21 %","",""," 21.70 %","   .00 %","  2.27 %","","",""
"2020-05-14","","","  2.96 %","","  4.62 %","  7.13 %","","   .24 %","-16.67 %","   .91 %","","","  7.02 %","  4.52 %"," 14.81 %","  5.66 %","","","  6.50 %","",""," -6.67 %",""," -3.52 %","","","   .00 %","  1.33 %","","  8.33 %","","  8.00 %","  7.58 %","   .00 %","   .00 %"," -3.12 %","  5.56 %","  3.08 %"," 12.87 %","","","  5.43 %"," -2.86 %"," -3.16 %"," -2.22 %","",""
"2020-05-15","","","   .00 %","","  4.65 %","  5.50 %","","   .73 %","","  1.80 %","","","   .00 %","  6.79 %"," 12.90 %","   .00 %","","","  8.40 %","","   .00 %","","","  1.46 %"," 16.67 %","","","  2.63 %","   .00 %","","","  3.70 %","  1.41 %","  8.33 %","  4.24 %",""," 26.32 %",""," 19.30 %","","","  2.94 %","","   .00 %","  4.55 %","",""
"2020-05-16"," 44.44 %","","   .00 %","","  2.89 %","  5.58 %","  -.68 %","   .00 %","","  6.19 %","",""," 27.87 %","  2.31 %","  5.71 %","   .00 %","   .00 %","","  2.82 %","  4.26 %","","","   .00 %","","","","","  3.85 %",""," 69.23 %","","  8.93 %","  1.39 %","  1.28 %","  1.94 %",""," 16.67 %",""," 32.35 %","   .00 %","","  5.00 %","  2.94 %","   .65 %","  2.17 %","",""
"2020-05-17","","","  1.44 %","","  6.05 %","  7.68 %","","   .24 %","   .00 %","   .00 %","",""," 21.79 %","  2.82 %",""," 28.57 %","   .00 %","","  8.90 %","  2.04 %","","","","   .00 %","","   .00 %","","   .00 %"," 29.03 %"," 18.18 %","","  4.92 %","   .00 %","","  3.42 %",""," 23.21 %","   .00 %","  8.33 %","   .00 %","","  2.04 %","   .00 %","   .00 %","  8.51 %","",""
"2020-05-18"," 38.46 %","","   .57 %","","  8.76 %","  5.38 %","","   .24 %","   .00 %","  1.67 %","","","  5.26 %","  9.34 %"," 18.92 %","  1.39 %","","","  1.89 %","","","","","","",""," 19.35 %","  2.47 %"," 12.50 %","","","  9.38 %",""," 11.39 %","  3.49 %",""," 21.74 %","   .00 %","  6.15 %","  3.57 %","","  2.67 %","","  1.30 %","  5.88 %","",""
"2020-05-19"," ##.## %","","   .00 %","","  4.12 %","  7.75 %","","   .48 %","","  2.46 %","",""," 11.00 %","  2.51 %"," 11.36 %","  8.22 %","   .00 %","","","  2.00 %","","","","   .00 %","","","  5.41 %","  1.20 %","","","","  2.86 %","  4.11 %","  1.14 %","  1.42 %","   .00 %","  7.14 %","  1.49 %","  9.66 %","   .00 %","","","   .00 %","   .00 %","  1.85 %","",""
"2020-05-20","","","",""," 10.97 %","  7.26 %","","   .00 %","","   .80 %","","","   .90 %","  6.86 %","   .00 %","   .00 %","  5.00 %","","  5.56 %","","","   .00 %","",""," 85.71 %"," 50.00 %","","   .00 %","","   .00 %","   .00 %","  1.39 %","  1.32 %","  3.37 %","  4.03 %",""," 24.44 %","   .00 %","  7.05 %","","","  7.14 %","","  2.24 %"," 10.91 %","",""
"2020-05-21"," 12.96 %","","   .00 %","","  5.51 %","  6.89 %","","   .24 %","","  3.97 %","","","  7.14 %","  5.96 %","   .00 %","  1.27 %","",""," 11.11 %","","","","","   .00 %"," 23.08 %"," 66.67 %","","  4.76 %","","  7.69 %",""," 10.96 %","  5.19 %","  4.35 %","  7.07 %","   .00 %"," 19.64 %","","  4.53 %","  3.45 %","","  3.03 %","  2.86 %","  1.25 %"," 13.11 %","",""
"2020-05-22","  1.64 %","","","","  6.14 %","  6.47 %","","   .00 %","   .00 %","   .76 %","  1.56 %","","   .83 %","  5.63 %","   .00 %","","  4.76 %",""," 17.37 %","   .00 %","","","","   .00 %"," 18.75 %",""," 33.33 %","  1.14 %","","","","   .00 %","","  5.21 %","  6.13 %","  9.68 %","  6.72 %","  5.88 %","  7.09 %","","","  1.18 %","  8.33 %","   .00 %"," 37.68 %","",""
"2020-05-23"," 19.35 %","","","","  5.64 %","  6.67 %","","   .48 %","","","","","","  5.33 %","   .00 %","","   .00 %","","   .90 %","   .00 %","","   .00 %","","   .00 %","  5.26 %","","  5.77 %","  1.12 %","  6.67 %","   .00 %","","  2.47 %","   .00 %","   .99 %","  3.26 %","","  3.50 %","","  4.04 %","","","  6.40 %","   .00 %","  1.24 %","  2.11 %","",""
"2020-05-24","  2.70 %","","   .28 %","","  6.30 %","  5.87 %","   .00 %","   .95 %","   .00 %","   .00 %","   .00 %",""," 12.40 %","  8.17 %","  4.08 %","   .00 %","   .00 %","","  2.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.00 %"," 20.00 %","  5.45 %","  2.22 %","   .00 %","   .00 %","","   .00 %","  3.70 %","  3.92 %","  4.88 %","  5.88 %","  7.43 %","  4.17 %","   .00 %","   .00 %","   .00 %","  2.19 %","   .00 %","   .00 %"," 13.40 %","",""
"2020-05-25","  6.58 %","","","","  6.96 %","  5.19 %","","   .00 %"," 20.00 %","","","","  7.35 %","  6.83 %","  5.88 %","   .00 %","  4.55 %","","   .00 %","","","","","",""," ##.## %","  8.62 %","  4.35 %"," 12.50 %","","","","  1.19 %","  1.89 %","  5.06 %","  2.78 %"," 10.69 %","  1.33 %","  5.30 %","",""," 21.93 %","",""," 15.45 %","",""
"2020-05-26","  6.17 %","","   .28 %","   .00 %","  2.65 %","  4.43 %","","  1.87 %"," 33.33 %","   .76 %","","","  5.48 %","  4.38 %","  7.41 %","   .00 %","  8.70 %","","   .87 %","   .00 %","",""," ##.## %","","","  4.55 %","  1.59 %","  1.04 %"," 18.52 %","   .00 %","","   .00 %","","   .00 %","  3.26 %","","  5.68 %","","   .00 %","  3.33 %","","  6.14 %","  7.69 %","   .00 %","   .79 %","","   .00 %"
"2020-05-27","   .00 %","","  1.40 %"," 21.43 %","  4.11 %","  4.81 %","   .00 %","   .92 %","","","",""," 42.86 %","  5.48 %","  1.72 %","","   .00 %","","  3.00 %","  1.96 %","","","","","   .00 %"," ##.## %","  1.56 %"," -1.03 %",""," 10.71 %","","   .00 %","  1.18 %","   .00 %","  4.04 %"," 10.81 %","  4.30 %","  3.95 %","  1.01 %","  3.23 %","","  9.09 %"," -4.76 %","  3.67 %"," -9.38 %","",""
"2020-05-28","   .00 %","   .00 %","","","  5.07 %","  4.58 %","","   .91 %","","  3.01 %","","","  1.36 %","  6.12 %","","   .00 %","  4.00 %","","  3.33 %","  3.85 %","","   .00 %","","   .00 %","  4.76 %"," 23.88 %","   .00 %","  1.04 %"," 60.94 %","   .00 %","","   .00 %","  1.16 %","   .00 %","  4.61 %","","  2.06 %","   .00 %","  9.63 %","",""," 15.15 %","  5.00 %","   .88 %","  2.59 %",""," 50.00 %"
"2020-05-29","  6.98 %","","   .83 %","","  6.55 %","  4.85 %","","  1.13 %","","   .00 %","  1.54 %","","  8.52 %","  3.46 %","  1.69 %","   .00 %","","","","","","","","","   .00 %"," 86.75 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  1.04 %","","   .51 %","  1.27 %","  4.55 %","",""," 15.79 %","","   .29 %","   .84 %","",""
"2020-05-30","","","","","  9.47 %","  4.60 %","","  1.34 %","","","","   .00 %","  2.89 %","  5.85 %"," 13.33 %","","  3.85 %","","  7.66 %","  9.26 %","","","","   .72 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 37.86 %","  3.23 %","","  1.20 %","  2.30 %","   .93 %","  3.21 %","  9.76 %","  8.54 %","  8.75 %","  3.48 %","  3.12 %","","  2.56 %","","  6.71 %","   .83 %",""," 33.33 %"
"2020-05-31","  8.70 %","","","","  7.64 %","  5.75 %","","  1.76 %","","   .73 %","   .00 %","","   .80 %","  4.21 %","  4.41 %","","  3.70 %","   .00 %","   .37 %","  1.69 %","  1.30 %","","","   .71 %"," 18.18 %"," 16.77 %","  7.69 %","  1.03 %"," 34.51 %","  3.12 %","","   .00 %","  1.12 %","","  5.22 %","  2.22 %","  4.63 %","  3.45 %","   .00 %","",""," 15.24 %","  2.38 %","   .27 %","  1.65 %","   .00 %",""
"2020-06-01","  1.00 %","","  1.37 %","","  4.10 %","  6.54 %","  3.45 %","   .22 %","","  3.62 %","","","   .00 %","  2.27 %","  2.82 %","","","","   .00 %","","  5.13 %","  7.14 %","","   .71 %","  3.85 %"," 11.60 %","  2.38 %","  5.10 %","  8.38 %","  3.03 %","","  2.38 %","  4.44 %","   .00 %","  3.48 %","   .00 %","   .44 %","","   .84 %","  3.03 %","","  2.40 %","  9.30 %","  2.18 %","   .81 %","",""
"2020-06-02","  1.98 %","","   .00 %","","  6.73 %","  5.14 %","","   .22 %","","  1.40 %","  3.03 %","","  1.59 %","  3.70 %","  9.59 %","","","","   .37 %","  5.00 %","","","","   .70 %","  3.70 %","  1.49 %","  1.16 %","","  4.35 %","  2.94 %","","  2.33 %","  3.19 %","  4.59 %","  4.39 %","  4.35 %"," 22.47 %","  7.78 %","  3.33 %"," 11.76 %","","  3.29 %","","   .27 %","  2.42 %","",""
"2020-06-03"," 18.45 %","","","","  4.69 %","  6.11 %","  6.00 %","  1.29 %"," 12.50 %","","","","  1.57 %","  4.52 %","  1.25 %","  1.25 %","","","  2.60 %","  1.59 %","  1.22 %","","","","","   .00 %","  5.75 %","  4.85 %","  1.39 %","   .00 %","","  4.55 %","  6.19 %","   .88 %","  5.67 %","  4.17 %","  6.12 %","   .00 %","  3.23 %"," 10.53 %","","  4.77 %","  8.51 %","   .27 %","   .79 %","",""
