"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/KarimganJ","Assam/Karimganj","Assam/Kishanganj","Assam/KokraJhar","Assam/Kokrajhar","Assam/LakhImpur","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Tinsukla","Assam/Udalguri","Assam/West Karbi Anglong","Assam/cachar"
"2020-05-06","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-08","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-09","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-11","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-14","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","",""
"2020-05-15","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-16","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-17","","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-18","","","","","","","","   .00 %","","","","","","","","","","","","",""," 20.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-19","","","","","","","","","","","","","","","","","","","","   .00 %",""," 30.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-20","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %",""," 30.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-21","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","",""," 30.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-22","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-23","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %",""," 30.00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","",""
"2020-05-24","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %"," 10.00 %","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-05-25","","","","","","","","   .00 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","","",""
"2020-05-26","","","","","","","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-05-27","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","","","",""
"2020-05-28","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-05-29","","","","","","","","   .00 %","","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","","","","","","   .00 %","","","",""
"2020-05-30","","","","","","","","   .00 %","","","","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","",""
"2020-05-31","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","",""
"2020-06-01","","","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","",""
"2020-06-02","","","","","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","","","","","","   .00 %",""
"2020-06-03","","","","","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","","","","   .00 %","   .00 %",""
"2020-06-04","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","",""
"2020-06-05","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","",""
"2020-06-06","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %",""
"2020-06-07","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","","   .00 %","",""
"2020-06-08","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %","","   .00 %","","","",""
"2020-06-09","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","   .00 %","","   .00 %","",""
"2020-06-10","","","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","","","","","",""
"2020-06-11","","","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","","   .00 %","","","","","","","","","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","","","","","   .00 %",""
"2020-06-13","","","","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","   .00 %",""
"2020-06-14","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","","","","   .00 %","",""
"2020-06-15","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","","","",""
"2020-06-16","","","","","","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","",""
"2020-06-17","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  6.67 %","   .00 %","","","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","",""
"2020-06-18","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","  6.67 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","",""
"2020-06-21","","","","","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","  6.67 %","","","","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","   .00 %","",""
"2020-06-25","","","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","",""
"2020-06-26","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-28","","","","","","","","","","","","","","","","","","","","","","  5.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-29","","","","","","","","","","","","","","","","","","","","","","  5.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-30","","","","   .00 %","   .00 %","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","  9.00 %","   .00 %","","","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","","","","","",""
"2020-07-01","","","","","","","","","","","","","","","","","","","","","","  9.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-02","","","","","","","","","","","","","","","","","","","","","","  9.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-03","","","","","","","","","","","","","","","","","","","","","","  4.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-04","","","","","","","","","","","","","","","","","","","","","","  4.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-05","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-06","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-07","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-07-08","","","","","   .00 %","","","","","","","","","","","","","","","",""," 10.00 %","","","","","","","","","","","","","","","","   .00 %","","","","","   .00 %","",""
"2020-07-09","","","","","","","","","","","","","","","","","","","","",""," 12.22 %"," 10.00 %","","","","","","","","","","","","","","","","","","","","   .00 %","",""
"2020-07-10","","","","","","","","","","","","","","","","","","","","",""," 12.22 %","","","","","","","","","","","","","","","","","","","","","   .00 %","",""
"2020-07-11","","","","","","","","","","","","","","","","","","","","",""," 12.22 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-12","","","","","","","","","","","","","","","","","","","","   .00 %",""," 16.22 %","","","","","","","","","",""," 20.00 %","","","","","","","","","","   .00 %","",""
"2020-07-13","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 26.22 %"," 10.00 %","","   .00 %","","","","","   .00 %","","   .00 %"," 20.00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","",""
"2020-07-14","","","","","","","","","","","","","","","","","","","","",""," 24.00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-15","","","","","","","","","","","","","","","","","","","","",""," 24.83 %","","","","","","","","","","","","","","","","","",""," 20.00 %","","","",""
"2020-07-16","","",""," 20.00 %","","","","","","","","","","","","","","","","",""," 25.63 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-17","","","","","","","","","","","","","","","","","","","","",""," 22.40 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-18","","","","","","","","","","","","","","","","","","",""," 20.00 %","","  3.14 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-19","","",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %"," 30.00 %","  6.00 %"," 10.00 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","","","   .00 %","   .00 %",""," 30.00 %","","   .00 %","",""
"2020-07-20","","","","","","","","","","","","","","","","","","","","","","  5.17 %","","","","","","   .00 %","","","","","","","","","","","","","","","","",""
"2020-07-21","","","","","","","","","",""," 10.00 %","","","-20.00 %","","","","","",""," 43.33 %","  5.62 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-22","","","","","","","","","","","","","","","","","","",""," 36.67 %","","  5.44 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-23","","","","","","","","","","","","","","","","","","","","","","  5.27 %","","","   .00 %","",""," 20.00 %","","","","","","","","","","","","","","","","",""
"2020-07-24","","","","","","","","   .00 %","","","","","","","","","","","","","","  4.08 %","",""," 40.00 %","","","","","","","","","   .00 %","","","","","","","","","","",""
"2020-07-25","","","","","","","","","","","","","","","","","   .00 %","","","","","  4.08 %","","","","","","","","","",""," 30.00 %","","","","","","","","","","","",""
"2020-07-26","","",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 36.67 %"," 43.33 %","  3.34 %"," 10.00 %",""," 40.00 %","",""," 20.00 %","","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %"," 36.67 %","","   .00 %","   .00 %",""
"2020-07-27","","","","","","","","","","","","",""," 10.00 %","","","","",""," 41.67 %","","  3.25 %"," 16.67 %","","","","","","","","","","","","","","","","",""," 51.67 %","","","",""
"2020-07-28","","","","","","","","","","","","","","","","","","","",""," 43.33 %","  3.66 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-29","","","","","","",""," 20.00 %","","","","","","","","","","",""," 29.67 %"," 23.33 %","  1.99 %","","","","","","","","","","","","","","","","","",""," 54.52 %","","","",""
"2020-07-30","","","","","","","","","",""," 16.67 %","","","","","","","","",""," 13.33 %","  2.45 %","","","","","","","","","",""," 10.00 %","","","","","","   .00 %","","","","","",""
"2020-07-31","","","","","","",""," 20.00 %","","","","",""," 16.67 %","","","","","   .00 %"," 22.52 %","   .00 %","  2.40 %","","","","","","","","","",""," 10.00 %","","","","","","   .00 %","","","","","",""
"2020-08-01","","","","","","",""," 40.00 %","","","","",""," 36.67 %","",""," 20.00 %","","","","","  1.90 %","","","","","","","","","","","","","","","","","   .00 %","","","","","",""
"2020-08-02","","","","","","","","","","","","","","","","","","",""," 18.36 %","","  1.36 %","",""," 46.67 %","","","","","","","","","","","","","","",""," 37.02 %","","","",""
"2020-08-03","","","","","","","","","","","","",""," 41.67 %","","","","","","","   .00 %","  1.80 %","","","","","","","","","",""," 20.00 %","","","",""," 20.00 %","",""," 29.25 %","","","",""
"2020-08-04","","",""," 10.00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 29.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 20.58 %","   .00 %","  1.33 %","  6.67 %",""," 46.67 %","",""," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","",""," 20.00 %"," 20.00 %","   .00 %"," 26.58 %","","   .00 %","   .00 %",""
"2020-08-05","","","","","","",""," 45.00 %","",""," 21.67 %","",""," 22.52 %","","","","","","","   .00 %","  1.73 %","","","","","","","","","","","   .00 %","","","","","","",""," 13.25 %","","","",""
"2020-08-06","","","","","","",""," 25.00 %","","","","",""," 18.36 %","","","","",""," 15.58 %","","  2.14 %","",""," 56.67 %","","","","","","","","   .00 %","","","","","","",""," 11.93 %","","","",""
"2020-08-07","","","","","","",""," 29.00 %","","","","","   .00 %"," 20.58 %","","","","","","","   .00 %","  2.09 %","","","","",""," 30.00 %","","","",""," 10.00 %","","","","","","","","","","","",""
"2020-08-08","","","","","","","","  9.00 %","","","","",""," 17.58 %","","","","","","","","  1.66 %","","","","",""," 43.33 %","","","",""," 16.67 %"," 40.00 %","","","","","",""," 12.28 %","","","",""
"2020-08-09","","","","","","","","","","","","",""," 11.40 %","","","","","","  7.58 %","  8.00 %","  1.66 %","","","","","","","","","","   .00 %","","","","","","","",""," 11.31 %","","","",""
"2020-08-10","","","","","","","","","","","","",""," 10.21 %","","","","","","","  8.00 %","  1.98 %","","","","","","","","","",""," 16.67 %","","","","",""," 30.00 %","","","","","",""
"2020-08-11","","","","","","",""," 19.00 %","","","","","","  9.25 %","","","","","","","","  1.58 %","  6.67 %","","","","","","","","","","","","","","","","","","  7.31 %","","","",""
"2020-08-12","","",""," 10.00 %","   .00 %","   .00 %","   .00 %"," 16.22 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %"," 11.31 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  4.72 %"," 10.86 %","   .81 %","  6.67 %",""," 23.33 %","",""," 19.33 %","","   .00 %","   .00 %"," 20.00 %"," 16.67 %"," 40.00 %","","",""," 20.00 %"," 30.00 %","   .00 %","  5.65 %","","   .00 %","   .00 %",""
"2020-08-13","","","","","","","   .00 %"," 20.22 %","","","","",""," 12.84 %","","","","","",""," 10.86 %","   .81 %","",""," 25.83 %","","","","","   .00 %","","","","","","","","","","","","","","",""
"2020-08-14","","","","","","","","","","","","",""," 11.02 %","","   .00 %",""," 20.00 %","",""," 15.86 %","  1.18 %"," 11.67 %","","","","","","","","",""," 16.67 %","","","","","","","","","","","",""
"2020-08-15","","","","","",""," 20.00 %","","",""," 15.67 %","",""," 11.35 %","","",""," 30.00 %","","","","   .01 %","",""," 21.39 %","","","","","","",""," 11.67 %","","","","","","","","","","","",""
"2020-08-16","","",""," 10.00 %","","",""," 17.89 %","",""," 12.33 %","",""," 11.63 %","","","","","","","","   .01 %","","","","",""," 24.33 %","","","","","","","","",""," 30.00 %","","","","","","",""
"2020-08-17","","","","","","",""," 20.97 %","",""," 15.19 %","","","  8.18 %","",""," 30.00 %","","","","  9.86 %","   .38 %","","","","","","","","","","","","","","","","","","","  5.28 %",""," 20.00 %","",""
"2020-08-18","","","","","","",""," 13.63 %","","","","","","  4.65 %","","","","","",""," 13.49 %","   .75 %","",""," 23.39 %","","","","","","","","","","","","","","","","","","","",""
"2020-08-19","","","","","","",""," 13.76 %","","","","","","  5.45 %","",""," 36.67 %"," 36.67 %","","  2.22 %","","  1.10 %","",""," 17.03 %","","","","","","","","  9.00 %","","","","","","","","","","","",""
"2020-08-20","","","",""," 20.00 %","","","","","","",""," 20.00 %","  4.99 %","","","","","",""," 13.71 %","","  9.00 %",""," 11.90 %","","","","","","","","","","","","","","","","","","","",""
"2020-08-21","","","",""," 30.00 %","",""," 10.82 %","","","",""," 30.00 %","  3.89 %","","",""," 41.67 %","",""," 15.05 %","  1.10 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-22","","","","","","",""," 10.15 %","","","","","","  4.43 %","","","","","","  2.00 %"," 11.30 %","  1.45 %","","","","","","","","","","","","","","","",""," 36.67 %","","","","","",""
"2020-08-23","","",""," 30.00 %","","","","  7.07 %","","","","","","  5.72 %","","","",""," 20.00 %",""," 11.65 %","  1.45 %","",""," 10.83 %","","","","","","","",""," 46.67 %","","","","","","","","","","",""
"2020-08-24","","","","","","","","  7.26 %"," 20.00 %","","","","","  5.53 %","","","","","","  3.82 %","","  1.08 %"," 12.33 %","","  9.94 %","",""," 28.33 %","","","",""," 12.33 %","","","","","","","","","","","",""
"2020-08-25","","",""," 36.67 %","","","","  4.91 %","","","","","","  3.99 %","",""," 21.67 %","","","  3.82 %","  8.01 %","  1.39 %"," 15.19 %","","","","","","","","   .00 %","",""," 51.67 %","","","","","","","","","","",""
"2020-08-26","","","","","","","","  5.52 %","","","",""," 36.67 %","  3.28 %","",""," 25.67 %",""," 30.00 %","  3.82 %","  4.94 %","  1.71 %","",""," 10.44 %","","","",""," 20.00 %","",""," 15.19 %"," 59.67 %","","",""," 36.67 %","","","  3.54 %","","","",""
"2020-08-27","","",""," 41.67 %","","","","","",""," 12.69 %","","","  2.48 %","","",""," 41.67 %","","  3.82 %","","  1.68 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-28","","","","","","","","  4.52 %","","","","","","  2.34 %","",""," 32.33 %"," 21.67 %","","  1.82 %","  4.66 %","  2.00 %","","","","","","","","","","","","","","",""," 21.67 %","","","  3.34 %","","","",""
"2020-08-29","","","","","","","","  4.52 %","","","","","","  2.27 %","","","","","","   .00 %","","  2.00 %","","","","","","","","","","","","","","","","","","","  4.34 %","","","   .00 %",""
"2020-08-30","","","","","","","","  2.44 %","","   .00 %","","","","","",""," 27.33 %","","","   .00 %","","  1.59 %","","","","","","","","","",""," 15.19 %","","","","","","","","","","","",""
"2020-08-31","","","","","","","","  2.44 %","","","","","","  4.90 %","",""," 20.67 %","","","   .00 %","","  2.17 %","","","","","","","","","","","","","","",""," 25.67 %","","","  5.29 %","","","",""
"2020-09-01","","","","","","","","   .77 %","","",""," 20.00 %","","  5.37 %","","","",""," 50.00 %","  3.33 %","","  1.85 %","","","  7.91 %","","","","","","","",""," 22.52 %","","","","","","","","","","",""
"2020-09-02","","",""," 41.67 %","","","","","",""," 14.91 %","","","  6.14 %","","","","","","","","  2.11 %","","","  8.48 %","","","","","","",""," 10.19 %","","","","","","","","","","","",""
"2020-09-03","","","",""," 36.67 %","","","   .77 %","","","","","","  5.85 %","","","",""," 50.00 %","","","  2.68 %","","","","","","","","","","",""," 25.02 %","","",""," 29.00 %","","","","","","",""
"2020-09-04","","","","","","","","","","","","","","  6.13 %","","","",""," 53.33 %","  4.76 %","  3.41 %","  2.33 %","","","  8.95 %","",""," 25.00 %","","","",""," 11.19 %","","","",""," 24.71 %","","","  5.03 %",""," 30.00 %","",""
"2020-09-05","","","","","",""," 20.00 %",""," 30.00 %",""," 14.91 %","","","","","",""," 15.67 %","","  6.10 %","  1.05 %","  1.69 %","","","","","","",""," 20.00 %","","","","","","",""," 20.27 %","","","","","","",""
"2020-09-06","","","","","","","","","","","","","","  3.50 %","","","",""," 33.33 %","","","  1.69 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-07","","","","","","","","","","","","","","  3.03 %","","","","","","  6.10 %","","  1.11 %","","","","","","",""," 20.00 %","","","","","","","","","","","","","","",""
"2020-09-08","","","","","",""," 30.00 %","  1.51 %","","",""," 20.00 %","","  2.45 %","","","",""," 26.19 %","  7.35 %","","   .81 %","","","","","","","","","","","","","","","","","","","",""," 36.67 %","",""
"2020-09-09","","","","","","","","","","","","","","  1.60 %","","","","","","  4.01 %","","   .54 %","","","","","","",""," 20.00 %","","","","","","","","","","","","","","",""
"2020-09-10","","","","","","","","","","","","","","   .78 %","","","","","","  2.58 %","","   .27 %","","","","","","",""," 20.00 %","","","","","","","","","","","","","","",""
"2020-09-11","","","","","","","","","","",""," 20.00 %","","   .78 %","","","","","","  1.25 %","","   .27 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-12","","","","","","","","","","","","","","   .78 %","","","","","","  1.25 %","","   .27 %","","","","","","","","   .00 %","","","","","","","","","","","","","","",""
"2020-09-13","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","",""
"2020-09-14","","","","","","","","","","","","","","   .00 %","",""," 15.67 %","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","",""
"2020-09-15","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","",""
"2020-09-16","","","","","","","","","","","","","","   .00 %","",""," 11.67 %","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-17","","","","","","","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-19","","","","","","","","","","","","","","","","","  5.00 %","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","",""
