"date","South Carolina/Abbeville","South Carolina/Aiken","South Carolina/Allendale","South Carolina/Anderson","South Carolina/Bamberg","South Carolina/Barnwell","South Carolina/Beaufort","South Carolina/Berkeley","South Carolina/Calhoun","South Carolina/Charleston","South Carolina/Cherokee","South Carolina/Chester","South Carolina/Chesterfield","South Carolina/Clarendon","South Carolina/Colleton","South Carolina/Darlington","South Carolina/Dillon","South Carolina/Dorchester","South Carolina/Edgefield","South Carolina/Fairfield","South Carolina/Florence","South Carolina/Georgetown","South Carolina/Greenville","South Carolina/Greenwood","South Carolina/Hampton","South Carolina/Horry","South Carolina/Jasper","South Carolina/Kershaw","South Carolina/Lancaster","South Carolina/Laurens","South Carolina/Lee","South Carolina/Lexington","South Carolina/Marion","South Carolina/Marlboro","South Carolina/McCormick","South Carolina/Newberry","South Carolina/Oconee","South Carolina/Orangeburg","South Carolina/Pickens","South Carolina/Richland","South Carolina/Saluda","South Carolina/Spartanburg","South Carolina/Sumter","South Carolina/Unassigned","South Carolina/Union","South Carolina/Williamsburg","South Carolina/York"
"2020-04-04","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 27.33 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-04-05","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %"," 36.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 27.33 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-04-06","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 15.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.67 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-04-07","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 53.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-04-08","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 53.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %"
"2020-04-09","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 12.33 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 30.00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.90 %","   .00 %"," 60.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-10","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","  7.33 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 10.00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.90 %","   .00 %"," 60.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-11","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  3.33 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 10.00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.57 %","   .00 %"," 60.00 %","  6.67 %","","   .00 %","   .00 %"," 10.00 %"
"2020-04-12","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %"," 26.19 %","   .00 %","   .00 %","  3.33 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 10.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.57 %","   .00 %"," 60.00 %","  6.67 %","","   .00 %","   .00 %"," 10.00 %"
"2020-04-13","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  9.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %"," 26.19 %","   .00 %","   .00 %","  3.33 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 10.00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.57 %","   .00 %"," 60.00 %","  6.67 %","","   .00 %","   .00 %"," 10.00 %"
"2020-04-14","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %"," 40.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %"," 31.19 %","   .00 %","   .00 %","  2.86 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","   .00 %"," 10.00 %"
"2020-04-15","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.33 %"," 40.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %"," 20.00 %"," 13.19 %","   .00 %","   .00 %","  2.86 %","   .00 %"," 19.67 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","   .00 %","  5.00 %"," 11.67 %","","   .00 %","   .00 %"," 10.00 %"
"2020-04-16","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %"," 40.00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  9.86 %","   .00 %","   .00 %","  5.36 %","   .00 %"," 15.86 %"," 20.00 %","   .00 %","  6.67 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.48 %","   .00 %","  5.00 %","  5.00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-17","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %"," 40.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 20.00 %","  7.00 %","   .00 %","   .00 %","  7.58 %","   .00 %"," 15.86 %"," 20.00 %","   .00 %"," 11.67 %","  9.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.02 %","   .00 %","  5.00 %","  9.00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-18","   .00 %"," 46.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .48 %"," 40.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 20.00 %","  7.00 %","   .00 %","   .00 %"," 11.58 %","   .00 %"," 15.86 %"," 20.00 %","   .00 %"," 11.67 %","  9.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.02 %","   .00 %","  5.00 %","  9.00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-19","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.86 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 20.00 %","  2.00 %","   .00 %","   .00 %","  8.72 %","   .00 %"," 10.86 %"," 20.00 %","   .00 %"," 11.67 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.02 %","   .00 %","  5.00 %","  9.00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-20","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.86 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.72 %","   .00 %","  5.36 %"," 10.00 %","   .00 %"," 11.67 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %","   .00 %","  4.00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-21","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.22 %","   .00 %","  2.50 %"," 10.00 %","   .00 %","  5.00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","  4.00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-22","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","  9.05 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","  4.00 %","   .00 %","  2.50 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","  8.00 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-23","   .00 %","  5.00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","  9.05 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %"," 10.00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %","   .00 %"," 10.86 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-24","   .00 %","  9.00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 12.22 %"," 20.00 %","   .00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","  9.05 %"," 20.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," -2.50 %","   .00 %","  6.71 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.72 %"," 10.00 %","   .00 %","   .00 %","  6.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %","   .00 %"," 10.86 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-25","   .00 %","  9.00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 12.22 %"," 26.67 %","   .00 %"," 17.33 %","   .00 %","   .00 %","   .00 %","  5.71 %"," 30.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  3.21 %","   .00 %","  8.05 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","  4.00 %","  6.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.27 %","   .00 %"," 10.86 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-26","   .00 %","  9.00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 12.22 %"," 26.67 %","   .00 %"," 17.33 %","   .00 %","   .00 %","   .00 %"," 10.16 %"," 36.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  3.21 %","   .00 %"," 11.80 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","  4.00 %","  6.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.38 %","   .00 %"," 10.86 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-04-27","   .00 %","  9.00 %","   .00 %","  4.00 %","   .00 %","   .00 %","  2.22 %","  6.67 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  6.26 %"," 16.67 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.44 %","   .00 %","  9.21 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","  4.00 %","  6.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.95 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","  9.17 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","  9.60 %"," 16.67 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.44 %","   .00 %"," 11.21 %","   .00 %","   .00 %","  5.00 %","   .00 %","  2.22 %","  6.67 %","   .00 %","  7.33 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.39 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %"," 11.39 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %"," 13.88 %"," 16.67 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 13.94 %"," 10.00 %"," 19.05 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  7.33 %","  3.33 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.96 %","   .00 %","  2.50 %"," 14.76 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-30","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  2.00 %","  4.72 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %"," 15.06 %","  6.67 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  9.76 %"," 10.00 %"," 19.48 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  3.33 %","  4.76 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.79 %","   .00 %","  2.50 %"," 14.76 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-01","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  2.00 %","  4.72 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %"," 13.95 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 11.19 %"," 10.00 %"," 16.27 %","   .00 %","   .00 %","  6.33 %","   .00 %","   .00 %","  6.67 %","   .00 %","  3.33 %","  4.76 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 13.28 %","   .00 %","  6.94 %"," 14.76 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  2.00 %","  4.72 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %"," 12.13 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %"," 20.00 %","   .00 %"," 10.30 %"," 10.00 %"," 15.74 %","   .00 %","   .00 %","  6.33 %","   .00 %","   .00 %","  6.67 %"," 20.00 %","  6.19 %","  6.10 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 15.64 %","   .00 %","  6.94 %"," 16.58 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-03","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  2.00 %","  4.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.75 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 20.00 %","   .00 %"," 10.30 %"," 10.00 %"," 14.25 %","   .00 %","   .00 %","  2.58 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.86 %","  7.35 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 14.58 %","   .00 %","  8.76 %"," 13.25 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-04","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.28 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  4.30 %","   .00 %","  4.34 %","   .00 %","   .00 %","  3.76 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.86 %","  4.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  7.01 %","   .00 %","  6.26 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","  7.45 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","  6.10 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  4.01 %","   .00 %","  2.58 %","   .00 %","   .00 %","  3.76 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  2.86 %","  2.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  7.39 %","   .00 %","  6.26 %","  1.82 %","   .00 %","   .00 %"," 10.00 %","  6.67 %"
