"date","Uttar Pradesh/Agra","Uttar Pradesh/Aligarh","Uttar Pradesh/Ambedkar Nagar","Uttar Pradesh/Amethi","Uttar Pradesh/Amroha","Uttar Pradesh/Auraiya","Uttar Pradesh/Ayodhya","Uttar Pradesh/Azamgarh","Uttar Pradesh/Baghpat","Uttar Pradesh/Bahraich","Uttar Pradesh/Ballia","Uttar Pradesh/Balrampur","Uttar Pradesh/Banda","Uttar Pradesh/Barabanki","Uttar Pradesh/Bareilly","Uttar Pradesh/Basti","Uttar Pradesh/Bhadohi","Uttar Pradesh/Bijnor","Uttar Pradesh/Budaun","Uttar Pradesh/Bulandshahr","Uttar Pradesh/Chandauli","Uttar Pradesh/Chitrakoot","Uttar Pradesh/Deoria","Uttar Pradesh/Etah","Uttar Pradesh/Etawah","Uttar Pradesh/Farrukhabad","Uttar Pradesh/Fatehpur","Uttar Pradesh/Firozabad","Uttar Pradesh/Gautam Buddha Nagar","Uttar Pradesh/Ghaziabad","Uttar Pradesh/Ghazipur","Uttar Pradesh/Gonda","Uttar Pradesh/Gorakhpur","Uttar Pradesh/Hamirpur","Uttar Pradesh/Hapur","Uttar Pradesh/Hardoi","Uttar Pradesh/Hathras","Uttar Pradesh/Jalaun","Uttar Pradesh/Jaunpur","Uttar Pradesh/Jhansi","Uttar Pradesh/Kannauj","Uttar Pradesh/Kanpur Dehat","Uttar Pradesh/Kanpur Nagar","Uttar Pradesh/Kasganj","Uttar Pradesh/Kaushambi","Uttar Pradesh/Kushinagar","Uttar Pradesh/Lakhimpur Kheri","Uttar Pradesh/Lalitpur","Uttar Pradesh/Lucknow","Uttar Pradesh/Maharajganj","Uttar Pradesh/Mahoba","Uttar Pradesh/Mainpuri","Uttar Pradesh/Mathura","Uttar Pradesh/Mau","Uttar Pradesh/Meerut","Uttar Pradesh/Mirzapur","Uttar Pradesh/Moradabad","Uttar Pradesh/Muzaffarnagar","Uttar Pradesh/Pilibhit","Uttar Pradesh/Pratapgarh","Uttar Pradesh/Prayagraj","Uttar Pradesh/Rae Bareli","Uttar Pradesh/Rampur","Uttar Pradesh/Saharanpur","Uttar Pradesh/Sambhal","Uttar Pradesh/Sant Kabir Nagar","Uttar Pradesh/Shahjahanpur","Uttar Pradesh/Shamli","Uttar Pradesh/Shrawasti","Uttar Pradesh/Siddharthnagar","Uttar Pradesh/Sitapur","Uttar Pradesh/Sonbhadra","Uttar Pradesh/Sultanpur","Uttar Pradesh/Unnao","Uttar Pradesh/Varanasi","Uttar Pradesh/mathura"
"2020-03-25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","",""," 50.00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %"," ##.## %","","","","","","","","","","","","","","","","","","","-87.50 %","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","",""
"2020-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","-50.00 %",""
"2020-03-29","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","-60.00 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-30","-50.00 %","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","",""," 75.00 %","","","","","","","","","","","","","","","","","","","","   .00 %","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","-71.43 %","-50.00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","   .00 %","","","","","","","","","","","","","","","   .00 %","","",""," ##.## %","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02"," ##.## %","","","","","","","","","","","","","",""," ##.## %","","","","","","","","","","","","","","   .00 %","","","","","","","",""," ##.## %","","","","","","","","","","","","","","","","-92.86 %","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","-40.00 %","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %","-75.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","","",""," ##.## %","","","","","","","","","","",""," ##.## %","","","","","   .00 %","","","","   .00 %","","","   .00 %"," ##.## %","","","","","","","",""
"2020-04-04"," ##.## %","","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","",""," ##.## %"," ##.## %"," ##.## %","","","","","","   .00 %","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","-50.00 %","","","","-91.67 %","","",""," 50.00 %","","","","","",""," ##.## %",""
"2020-04-05","-87.50 %","","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","",""," ##.## %","   .00 %","","",""," ##.## %","","","","","","","","","","",""," 50.00 %",""," ##.## %","","","","",""," 60.00 %","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","-66.67 %",""
"2020-04-06","-33.33 %","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","-83.33 %","","   .00 %","","","","-28.57 %","","","","   .00 %","","","","","","","","   .00 %","","","","","",""," 66.67 %","","","   .00 %","","","","",""
"2020-04-07"," ##.## %","","","","","","","-66.67 %","","","","","","",""," 50.00 %","","","","   .00 %","","","","","","","","-25.00 %","","","","","","","","","","","","","","","","","","","","","-60.00 %","","","","","","","","","","","","","","","","","","","-40.00 %","","","","","","","",""
"2020-04-08","-84.62 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","","","","","",""," 50.00 %","","","","","","","","","","","","","","","","","","","-50.00 %","","","","","","   .00 %","","",""," ##.## %","","","","","","-75.00 %","","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","-75.00 %","","",""," ##.## %",""
"2020-04-09"," ##.## %","","","","   .00 %","","",""," ##.## %","","","","","","","","","","","","","","","","","",""," 33.33 %","-62.50 %","-77.78 %","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","",""," 50.00 %","",""," ##.## %",""," ##.## %","","",""," ##.## %","","","","","","","","","","","",""
"2020-04-10","-73.68 %","","",""," ##.## %","   .00 %","","","","","","","","","","-66.67 %","","","","","","","","","","","","","-66.67 %","","","","",""," 50.00 %","","","","","","","","","","","","","","","","","","",""," ##.## %","","","","","","","","-80.00 %","","","","","","","","","","","","",""
"2020-04-11","-20.00 %","","","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","-40.00 %","","","","","","-33.33 %","","","","","","","","","-83.33 %","","","","","","","","","","","",""
"2020-04-12"," ##.## %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","-50.00 %","","-25.00 %","","-50.00 %","-75.00 %","","","","",""," ##.## %","","","","","","","","","","","",""
"2020-04-13"," ##.## %","","","","","",""," ##.## %","","","","","","",""," ##.## %","","","","","","","","","   .00 %","","","   .00 %"," ##.## %","","","","","","","","","","","","","","","   .00 %","","","",""," 33.33 %","","","","   .00 %",""," 66.67 %","","","","","","","",""," 57.14 %","","","","","","","","","","","",""
"2020-04-14","-88.57 %","","","","-60.00 %"," ##.## %","",""," ##.## %","","","","   .00 %","","","",""," ##.## %","","","","","","","","","",""," ##.## %","","","","","","   .00 %","","","","","","","","   .00 %","","","","",""," ##.## %","","","","","","   .00 %",""," ##.## %","","","","","",""," 27.27 %","   .00 %","",""," 66.67 %","",""," 50.00 %","","","","",""
"2020-04-15"," ##.## %","","","","","","","","","","","","","","","-60.00 %","","","","-66.67 %","","","","","","",""," 50.00 %","","","","","",""," ##.## %","","","","","","",""," ##.## %","","","","",""," ##.## %","","","","","","-20.00 %","","-88.24 %","","","","","","","","","","","","","","","","","","",""
"2020-04-16","-40.00 %","","","","-50.00 %","","","","-85.71 %","","","","-##.## %","","","","","-50.00 %"," ##.## %","","","","","","","","","-66.67 %","-37.50 %","-50.00 %","","","","","","","","","   .00 %","","   .00 %","","-50.00 %","","","","","","-29.03 %","","","   .00 %","","","   .00 %","","","","","","","","","","","   .00 %","","","","","-66.67 %","","","   .00 %","",""
"2020-04-17","-44.44 %","","","","","-50.00 %","","","","","","","","","","","","","-50.00 %"," ##.## %","","","","","   .00 %","","","","","","","   .00 %","","","-83.33 %","","","","","","",""," 75.00 %","","","","","","-68.18 %","","","   .00 %","","","","-50.00 %"," ##.## %","","","","","","","","-83.33 %","","","","","","","","","","   .00 %",""
"2020-04-18"," ##.## %","","","","","","","","","","","","","","","",""," ##.## %","","-50.00 %","","","","","","",""," ##.## %","-70.00 %"," ##.## %","","","","","","","","","","","","","-85.71 %","","","","",""," ##.## %","","","","","","-75.00 %","   .00 %","-50.00 %","","","","","","","","","","","-80.00 %","",""," ##.## %","","",""," 50.00 %",""
"2020-04-19"," 51.85 %","","","","","","","-50.00 %","","","","","","",""," 50.00 %","",""," ##.## %","","","","","","   .00 %","",""," -9.09 %",""," ##.## %","","","","","","","","","","","-75.00 %","","","","","","","","-96.61 %","","","","   .00 %","   .00 %"," ##.## %","-##.## %"," ##.## %","","","","",""," ##.## %"," 35.71 %","","",""," ##.## %","","","","","","","",""
"2020-04-20","-97.56 %","","",""," ##.## %","   .00 %","","","","","","","","","","","","-55.56 %"," 66.67 %"," ##.## %","","","","   .00 %","","","","   .00 %"," 66.67 %","-54.55 %","-50.00 %","","","","   .00 %","","","","","","   .00 %",""," ##.## %","","","","","","   .00 %","","","","   .00 %","","-75.00 %","","-94.44 %","","","","","","-87.50 %","","","","","","","","","","   .00 %","","",""
"2020-04-21"," ##.## %","   .00 %","","","-85.71 %"," ##.## %","","","","","","","   .00 %","","","-66.67 %","","-50.00 %","","   .00 %","","","","","-##.## %","","","-90.00 %","-60.00 %","","","","","","","","","","","","","","-50.00 %","","","","","","   .00 %","","","","",""," ##.## %",""," ##.## %","","","",""," ##.## %","   .00 %","","","","","","","","","","","","-33.33 %",""
"2020-04-22","-72.31 %"," 50.00 %","",""," ##.## %","","","","","","","","","","","","","","","-66.67 %","","","","","","",""," ##.## %","-50.00 %","-60.00 %","","","","","   .00 %","","","","","","","","-60.00 %","","","","","","-50.00 %","","","","   .00 %","","-83.33 %",""," 40.00 %"," ##.## %","","","","-75.76 %",""," 36.84 %","","","","","","","","","   .00 %",""," 50.00 %",""
"2020-04-23","-33.33 %","   .00 %","","","","-50.00 %","","","","   .00 %","","   .00 %","","","","","","-50.00 %","","","","","","","","","","-83.33 %",""," ##.## %","","","","","","","","","","","",""," ##.## %","","","","",""," ##.## %","","","","",""," ##.## %","","-85.71 %","","","","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","",""
"2020-04-24","-16.67 %","","","","","","   .00 %","   .00 %","","","","","","",""," ##.## %","","",""," ##.## %","","","","","","",""," ##.## %"," ##.## %","","","","","","","","","","","","   .00 %",""," 93.33 %","","","","","","","","","-50.00 %","   .00 %","","-66.67 %",""," ##.## %","","","","","",""," -3.85 %","","","","-66.67 %","","","","","",""," ##.## %",""
"2020-04-25"," ##.## %","   .00 %","","","-60.00 %","","","","","","","","","","","","","",""," ##.## %","","","","","","","","-11.11 %","-88.89 %","-75.00 %","-##.## %","","","","","","","","","","","","-17.24 %","","","","",""," ##.## %","","","","   .00 %",""," ##.## %","","","   .00 %","",""," ##.## %",""," ##.## %"," 48.00 %"," ##.## %"," ##.## %","","","-66.67 %","","   .00 %","","   .00 %","","",""
"2020-04-26","-96.00 %","-33.33 %","","","","","","","","-87.50 %","","","","","","","","","-80.00 %","","","","","","","","",""," ##.## %"," ##.## %","","","",""," ##.## %","","","   .00 %","","","","","-12.50 %","","","","","","-94.74 %","","","","   .00 %","","","","-##.## %","-80.00 %","","","","","","-43.24 %","-75.00 %","","","","   .00 %","","","","",""," 57.14 %",""
"2020-04-27"," ##.## %"," ##.## %","","","","","","","","","","","","","-80.00 %","","","   .00 %"," ##.## %","  9.09 %","","","","","","",""," ##.## %"," ##.## %","","","","   .00 %","","-85.71 %","","","   .00 %","","   .00 %","",""," 28.57 %","","","","",""," ##.## %","","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","-66.67 %","","","-75.00 %","","","","","","","","","","","","",""
"2020-04-28"," 41.67 %","-90.00 %","","","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","","","","-93.75 %","   .00 %","","   .00 %","","","","","","   .00 %"," ##.## %","","","","-70.37 %","","","","",""," ##.## %","","",""," ##.## %","","-33.33 %",""," 66.67 %","","","","","-87.50 %","","","   .00 %","-89.47 %","","","","","","","",""," 18.18 %",""
"2020-04-29"," 70.59 %"," ##.## %","","","","","","","   .00 %","","","","","","   .00 %","","","   .00 %","","","","","","","","","","-41.18 %"," ##.## %","-50.00 %","","","","","","","","",""," ##.## %","","","-75.00 %","","","","","","-20.00 %","","","","-50.00 %",""," 50.00 %","   .00 %","","   .00 %","","","",""," ##.## %","   .00 %"," ##.## %","","","","","","","","","","-76.92 %",""
"2020-04-30"," 31.03 %","-62.50 %","","","   .00 %","","","","","","","","","","","","","","","-91.67 %","","","","-66.67 %","","","","-90.00 %"," 33.33 %","   .00 %","","","   .00 %","","","","","","","-50.00 %","","   .00 %"," 50.00 %","","","","","","-75.00 %","-83.33 %","","","",""," 66.67 %","","-80.00 %","","","","","",""," ##.## %","","","","   .00 %","","","   .00 %","","",""," ##.## %",""
"2020-05-01","-23.68 %","","","","","","","","   .00 %","","",""," ##.## %","","","   .00 %","   .00 %","","","","","","   .00 %"," ##.## %","","",""," ##.## %"," ##.## %"," ##.## %","","","","","   .00 %","","-75.00 %","","","","",""," ##.## %","","","","",""," ##.## %","","","","","","-40.00 %","","","",""," ##.## %","-66.67 %","","","   .00 %","-75.00 %"," 50.00 %","","","","   .00 %","","","","   .00 %","",""
"2020-05-02"," 34.48 %"," ##.## %","","","   .00 %","","","","   .00 %"," ##.## %","","","",""," ##.## %"," ##.## %","","   .00 %","","   .00 %","","","   .00 %","-60.00 %","","","","   .00 %","-61.54 %","   .00 %","","   .00 %","   .00 %","","-71.43 %","","   .00 %","   .00 %",""," ##.## %","   .00 %","","-58.33 %","","","","","","   .00 %","","   .00 %"," ##.## %","   .00 %",""," ##.## %","","   .00 %","","",""," ##.## %","","-66.67 %"," ##.## %","","-66.67 %","","   .00 %","   .00 %","","","","","   .00 %","",""
"2020-05-03"," 53.85 %","-83.33 %","","","","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","-66.67 %","","","","","","","","-23.08 %"," 80.00 %"," ##.## %","","","",""," ##.## %","","   .00 %","   .00 %","","","",""," ##.## %","","","","","","-50.00 %","","","","-44.44 %","","-87.50 %","","-33.33 %","-80.00 %","","-50.00 %","-75.00 %","","",""," ##.## %","-##.## %","","","","   .00 %","","","","","-62.50 %",""
"2020-05-04","-46.67 %","","","","   .00 %","","","","","-80.00 %","","","","","","","","","","","","","","","   .00 %","",""," 10.00 %"," 33.33 %","-14.29 %","","","","","","","","","","","","   .00 %","-65.52 %","","","","","","","","","","-20.00 %",""," ##.## %","","-50.00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","   .00 %"
"2020-05-05","-62.50 %","   .00 %","","   .00 %","","-50.00 %","","","   .00 %","","","","","","","","","","","   .00 %","","","","","-##.## %","","","-36.36 %","  8.33 %","-16.67 %","","   .00 %","","","   .00 %","","","",""," 20.00 %","","","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","-75.00 %",""," -4.00 %","","","   .00 %","","","","   .00 %","","","   .00 %","","","   .00 %",""," ##.## %","","","","","   .00 %",""
"2020-05-06"," 25.00 %"," ##.## %","","","","","","   .00 %","","","",""," ##.## %","","","-42.86 %","","","","   .00 %","","   .00 %","","-50.00 %","","",""," 71.43 %","","-40.00 %","","","","","   .00 %","",""," ##.## %","","","   .00 %",""," 60.00 %","","","   .00 %","","","","","","   .00 %"," ##.## %","","-54.17 %","","   .00 %","   .00 %","","   .00 %"," ##.## %","","   .00 %","",""," ##.## %","","","   .00 %","-70.00 %","","","",""," ##.## %",""
"2020-05-07","   .00 %","-57.14 %",""," ##.## %","","   .00 %","","","","","","   .00 %","-57.14 %","","-50.00 %","","","   .00 %","","","","","","","","","","-91.67 %","","   .00 %","   .00 %","-60.00 %","",""," ##.## %",""," ##.## %","","","","","","","","","","","","   .00 %","",""," ##.## %","-50.00 %",""," -9.09 %","","   .00 %","","","","","-50.00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","",""
"2020-05-08"," ##.## %","","","   .00 %","   .00 %","","","   .00 %"," ##.## %"," ##.## %","","","-66.67 %","","","-##.## %","","-##.## %","   .00 %"," ##.## %","","","   .00 %","-##.## %","   .00 %","","   .00 %"," ##.## %","   .00 %"," 66.67 %","","-50.00 %","","","","","","-33.33 %","   .00 %","-16.67 %","","","   .00 %","   .00 %","","","",""," 66.67 %","","",""," ##.## %",""," 20.00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","-40.00 %","","-50.00 %","   .00 %"," ##.## %","","","","   .00 %","-##.## %","   .00 %","","","","   .00 %",""
"2020-05-09","  2.78 %","   .00 %","","","-##.## %","","","",""," ##.## %","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %",""," 16.67 %","-16.67 %","-40.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","",""," ##.## %","-##.## %","","   .00 %","   .00 %","","-##.## %","","   .00 %","","   .00 %","-70.00 %","","","-50.00 %","-44.44 %",""," ##.## %",""," ##.## %","","","-##.## %","","","","","","","","   .00 %","","","","","","   .00 %"," ##.## %",""
"2020-05-10","-64.86 %","","","-50.00 %","","","   .00 %","","","-60.00 %","",""," ##.## %","","","-50.00 %","","-88.89 %","","   .00 %","","","","   .00 %","-##.## %","   .00 %","-50.00 %","-71.43 %","-##.## %"," 50.00 %","","   .00 %","","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","-##.## %","","","-##.## %","","","","-60.00 %",""," -8.33 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","-80.00 %","","",""," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","-75.00 %",""
"2020-05-11","  7.69 %","   .00 %","   .00 %","","   .00 %","   .00 %","-##.## %","","-66.67 %","-50.00 %","   .00 %","",""," ##.## %",""," ##.## %","","","","-37.50 %","","","","","","","   .00 %","","   .00 %","-55.56 %","   .00 %"," ##.## %","","","",""," ##.## %","-95.00 %","   .00 %","-80.00 %","   .00 %","   .00 %","-85.71 %","","","","-66.67 %","","   .00 %","","","   .00 %","   .00 %","","-40.91 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %",""," ##.## %","-75.00 %","","","","   .00 %","   .00 %","","",""," ##.## %",""
"2020-05-12"," 71.43 %"," 50.00 %",""," ##.## %","","","",""," ##.## %","   .00 %","","","-50.00 %","","   .00 %","","","   .00 %","","-80.00 %","","-33.33 %","","",""," ##.## %","   .00 %","   .00 %","-16.67 %","-50.00 %","","-50.00 %","","","   .00 %"," ##.## %",""," ##.## %","",""," 66.67 %",""," ##.## %","","","","","","   .00 %","   .00 %","","","",""," -7.69 %","","-66.67 %","",""," ##.## %","","","","-##.## %","","","","-50.00 %","","   .00 %","-##.## %","","","","-66.67 %",""
"2020-05-13","-##.## %","   .00 %","","","","-33.33 %","","","","","","","","","   .00 %","-##.## %","","","   .00 %","","   .00 %","","","","","","   .00 %",""," ##.## %"," 50.00 %"," ##.## %",""," ##.## %","","   .00 %","","","","-66.67 %"," ##.## %","   .00 %","","-80.00 %","-66.67 %"," ##.## %","","",""," ##.## %","   .00 %","   .00 %","","","","-41.67 %",""," ##.## %","","   .00 %","-50.00 %"," ##.## %","   .00 %","","","","   .00 %","","",""," 20.00 %","",""," ##.## %","   .00 %"," ##.## %",""
"2020-05-14","   .00 %","   .00 %","","-60.00 %","   .00 %","","","   .00 %","-##.## %","   .00 %",""," ##.## %","","-40.00 %","","   .00 %",""," ##.## %","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","-##.## %"," ##.## %"," ##.## %",""," ##.## %","","-50.00 %","   .00 %","","-##.## %","   .00 %","","-60.00 %",""," ##.## %","","-66.67 %",""," ##.## %","","-53.33 %"," ##.## %","","-##.## %","","   .00 %"," 71.43 %",""," ##.## %","","","-##.## %"," ##.## %","","","   .00 %","-##.## %"," ##.## %","   .00 %","   .00 %","-33.33 %","-33.33 %","",""," 25.00 %","","-33.33 %",""
"2020-05-15","   .00 %","","   .00 %"," 50.00 %","   .00 %","","   .00 %","","","-77.78 %"," ##.## %"," ##.## %",""," ##.## %","   .00 %","","   .00 %","",""," ##.## %"," ##.## %","","","   .00 %","","","","   .00 %","   .00 %","-84.21 %"," ##.## %","   .00 %","-75.00 %","   .00 %"," ##.## %","","   .00 %","   .00 %"," ##.## %","","-50.00 %"," ##.## %","-##.## %","","","","","","-28.57 %"," 50.00 %","","   .00 %","","   .00 %","-25.00 %","","","","","   .00 %"," 40.00 %","   .00 %","   .00 %","-93.75 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","",""," 50.00 %",""
"2020-05-16"," 33.33 %","","   .00 %","","","","-50.00 %"," ##.## %","","","","","","-41.67 %","-50.00 %","-60.00 %"," ##.## %","","",""," ##.## %",""," ##.## %","","   .00 %","-16.67 %","   .00 %"," 50.00 %"," 50.00 %"," ##.## %","",""," ##.## %","",""," ##.## %","","   .00 %"," ##.## %","","","","   .00 %",""," ##.## %","   .00 %","-11.11 %",""," ##.## %","-33.33 %",""," ##.## %","   .00 %",""," ##.## %"," ##.## %","   .00 %","   .00 %","","   .00 %","-57.14 %","   .00 %"," ##.## %"," ##.## %"," 83.33 %","-50.00 %","","","","-50.00 %","",""," 20.00 %","","-66.67 %",""
