"date","Montana/Beaverhead","Montana/Big Horn","Montana/Blaine","Montana/Broadwater","Montana/Carbon","Montana/Carter","Montana/Cascade","Montana/Chouteau","Montana/Custer","Montana/Daniels","Montana/Dawson","Montana/Deer Lodge","Montana/Fallon","Montana/Fergus","Montana/Flathead","Montana/Gallatin","Montana/Garfield","Montana/Glacier","Montana/Golden Valley","Montana/Granite","Montana/Hill","Montana/Jefferson","Montana/Judith Basin","Montana/Lake","Montana/Lewis and Clark","Montana/Liberty","Montana/Lincoln","Montana/Madison","Montana/McCone","Montana/Meagher","Montana/Mineral","Montana/Missoula","Montana/Musselshell","Montana/Park","Montana/Petroleum","Montana/Phillips","Montana/Pondera","Montana/Powder River","Montana/Powell","Montana/Prairie","Montana/Ravalli","Montana/Richland","Montana/Roosevelt","Montana/Rosebud","Montana/Sanders","Montana/Sheridan","Montana/Silver Bow","Montana/Stillwater","Montana/Sweet Grass","Montana/Teton","Montana/Toole","Montana/Treasure","Montana/Unassigned","Montana/Valley","Montana/Wheatland","Montana/Wibaux","Montana/Yellowstone"
"2020-04-03","","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","-50.00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-04","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-05","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-06","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-07","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-08","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-09","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-10","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-11","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-12","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-13","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-14","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-15","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-16","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-17","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","",""," 33.33 %","","   .00 %","","","","   .00 %"
"2020-04-18","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-19","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-20","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-21","   .00 %","   .00 %","","   .00 %","   .00 %",""," ##.## %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","",""," 25.00 %","","   .00 %","","","","   .00 %"
"2020-04-22","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","",""," ##.## %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","",""," 20.00 %","","   .00 %","","","","   .00 %"
"2020-04-23","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-04-24","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-04-25","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-04-26","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-04-27","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-04-28","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-04-29","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %",""," ##.## %"
"2020-04-30","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-01","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-02","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-03","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-04","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-05","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-06","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-07","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-08","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-09","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-10","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-11","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-12","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-13","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-05-14","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
