"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2020-09-15","","","","","","","","","","","","","","  2.43 %","","","","","","  2.83 %","","  1.68 %","","","","","  5.15 %","","","","","","","","","","","",""
"2020-09-16","","","","","","","","","","","","","","  2.17 %","","","  5.79 %","","","  2.58 %","","  1.45 %","","","","","","","","","","","","","","","","",""
"2020-09-17","","","","","","","","","","","","","","","","","","","","  1.92 %","","   .97 %","","","","","","","","","","","","","","","","",""
"2020-09-19","","","","","","","","","","","","","","","","","  5.99 %","","","  3.14 %","","  1.41 %","","","","","  8.13 %","","","","","","","","","","","",""
"2020-09-20","","","","   .00 %","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","   .00 %","  1.69 %","","   .82 %","","","","","","","   .00 %","","","","","","","","   .00 %","",""
"2020-09-21","","","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .00 %","  6.47 %","","   .00 %","  3.51 %","","  1.43 %","","","","","  7.78 %","","","","","","","   .00 %","","","","",""
"2020-09-22","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","  1.94 %","","","  3.84 %","","","  2.34 %","","   .85 %","","","","","","","","","","","","","","","","",""
"2020-09-23","","","","","","","","   .00 %","","   .00 %","","","","  1.81 %","","","","","","  2.37 %","   .00 %","  1.23 %","","","","","  5.33 %","","","","   .00 %","","","   .00 %","","","   .00 %","",""
"2020-09-24","","","","","","","","","","","","","","  1.51 %","","","  3.75 %","","","  2.57 %","","  1.09 %","","","","","","","","","","","","","","","","",""
"2020-09-25","","","","","","","","  1.72 %","","","   .00 %","","","  1.33 %","","   .00 %","   .00 %","","","  2.22 %","","   .92 %","","","","","   .00 %","","","","","","","   .00 %","","","","",""
"2020-09-26","","","","","","","","","","","","   .00 %","","  1.41 %","","","   .00 %","","   .00 %","  1.86 %","","   .94 %","","   .00 %","","","","","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %",""
"2020-09-27","","","","","","","","","","","","","","","","","","","","  2.01 %","","   .50 %","","","","","","","","","","","","","","","","",""
"2020-09-28","","","","","","","","","","","","","","","","","  8.09 %","","","  2.93 %","","  1.31 %","","","","","","","","","","","","","  8.38 %","","","",""
"2020-09-29","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","",""
"2020-09-30","","","","","","","","   .00 %","","","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","",""
"2020-10-02","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","","","","",""
"2020-10-03","","","","","","","","   .00 %","","","","","","  1.26 %","","","","","","  1.68 %","   .00 %","   .89 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","","",""
"2020-10-04","","","","","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .48 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","",""
"2020-10-05","","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","","","   .00 %","","","","",""
"2020-10-06","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","  1.22 %","","   .61 %","","","","","","","","   .00 %","","","","   .00 %","   .00 %","","","",""
"2020-10-07","","","","","","","","","","","","","","","","","","","","","","   .71 %","","","","","","","","","","","","","","","","",""
"2020-10-08","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","","  1.30 %","","   .52 %","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","",""
"2020-10-09","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","  1.15 %","","   .56 %","","","","","","","","   .00 %","","","","   .00 %","   .00 %","","","",""
"2020-10-10","","","","","","","","","   .00 %","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .51 %","","","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","",""
"2020-10-11","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","   .00 %","","   .25 %","","","","","","","","","","","","","","","","",""
"2020-10-12","","","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","   .00 %","","","","","","","","","   .00 %","   .00 %","",""
"2020-10-13","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","","","","","   .00 %","","","","",""
"2020-10-15","","","","","","","","","","","","","","","","","","","","","","   .44 %","","","","","","","","","","","","","","","","",""
"2020-10-17","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","   .33 %","   .00 %","","","","","","","","","","","   .00 %","","","","",""
"2020-10-18","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","","","","","","","",""
"2020-10-19","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .49 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-20","","","","","","   .00 %","","","","","","","","","","","   .00 %","","","","","   .38 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-21","","","","","","","","","","","","","","","","","   .00 %","","","","","   .32 %","","","","","","   .00 %","","   .00 %","","","","","","","","",""
"2020-10-22","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","","   .22 %","","","","","   .00 %","","","","","","","","   .00 %","","   .00 %","",""
"2020-10-23","","","","","","","","","","","","","","","","","","","","","","   .48 %","","","","","","","   .00 %","","","","","","   .00 %","","","",""
"2020-10-24","","","","","","","","","","","","","","","","","","","","","","   .14 %","","","","","","","","","","","","","","","","",""
"2020-10-25","","","","","","   .00 %","","","","","","","","","","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-10-26","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","","","","","","","","","","",""
"2020-10-27","","","","","","   .00 %","","","","","","","","   .00 %","","","   .00 %","","","","   .00 %","   .19 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-10-28","","","","","","","","","","","","","","","","","   .00 %","","","","","   .25 %","","","","","","","","","","","","","","","","",""
"2020-10-29","","","","","","   .00 %","","","","","","","","","","","","","","","","   .23 %","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","","","",""
"2020-10-30","","","","","   .00 %","","","","","","","","","","","","   .00 %","","","","","   .21 %","","","","","","","","   .00 %","","","","","","","","",""
"2020-11-01","","","","","","","","","","","","","","","","","","","","","   .00 %","   .17 %","","","","","","","","","","","","","","","","",""
"2020-11-02","","","","","","","","","","","","","","","","","","","   .00 %","","","   .24 %","","","","","","","","","","","","","","","","",""
"2020-11-03","","","","","","   .00 %","","","","","","","","","","","","","","","","   .24 %","","","","","","","","","","","","","","","","",""
"2020-11-04","","","","","","","","","","","","","","","","","","","","","","   .21 %","","","","","","","","","","","","","","","","",""
"2020-11-05","","","","","","","","","","","","","","","","","","","","","","   .20 %","","","","","","","","","","","","","","","","",""
"2020-11-06","","","","","","","","","","","","","","   .00 %","","","","","","","","   .20 %","","","","","","","","","","","","   .00 %","","","","",""
"2020-11-07","","","","","","","","","","","","","","","","","","","","","","   .16 %","","","","","   .00 %","","","","","","","","","","   .00 %","",""
"2020-11-08","","","","","","","","","","","","","","","","","","","","","","   .14 %","","","","","","","","","","","","","","","","",""
"2020-11-09","","","","","   .00 %","","","","","","","","","","","   .00 %","","","","","","   .19 %","","","","","","","","   .00 %","","","","","","","","",""
"2020-11-10","","","","","","","","","","","","","","   .00 %","","","","","","","","   .12 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-11","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","",""
"2020-11-12","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-13","","","","","","","","","","","","","","","","","","","","","","   .13 %","","","","","","","","","","","","","","","","",""
"2020-11-14","","","","","","","","","","","","","","   .00 %","","","","","","","","   .06 %","","","","","","","","","","","","","","","","",""
"2020-11-15","","","","","","","","","","","","","","","","","","","","","","   .09 %","","","","","","","","","","","","","","","","",""
"2020-11-16","","","","","","","","","","","","","","","   .00 %","","","","","","","   .08 %","","","","","","","","","","","","","","","","",""
"2020-11-17","","","","","","","","","","","","","","","","   .00 %","","","","","","   .14 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-18","","","","","","","","","","","","","","","","","","","","","   .00 %","   .09 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-19","","","","","","","","","","","","","","","","","","","","","","   .10 %","","","","","","","","","","","","","","","","",""
"2020-11-20","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","   .00 %","","   .00 %","","","","","","","",""
"2020-11-21","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","","   .14 %","","","","","","","","","","","","","","","","",""
"2020-11-22","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","",""
"2020-11-23","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-11-24","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-11-25","","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","   .13 %","","","","","","","","","","","","","","","","",""
"2020-11-27","","","","","","","","","","","","","","   .00 %","","   .00 %","","","","","","   .09 %","","","","","","","","","","","","","","","","",""
"2020-11-28","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","","","","","","","","","","",""
"2020-11-29","","","","","","","","","","","","","","","","","","","","","","   .12 %","","","","","","","","","","","","","","","","   .00 %",""
"2020-11-30","","","","","","","","","","","","","","","","","","","","","","   .11 %","","","","","","","","","","","","","","","","",""
"2020-12-01","","","","","","","","","","","","","","","","","","","","","","   .17 %","","","","","","","","","","","","","","","","",""
"2020-12-26","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","   .07 %","","","","","","","","","","","","","","","","",""
"2020-12-27","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .00 %","",""
"2020-12-28","","","","","","","","","","","","","","","","","","","","","","   .06 %","","","","","","","","","","","","","","","","",""
"2020-12-29","","","","","","","","","","","","","   .00 %","","","","","","","","","   .06 %","","","","","","","","","","","","   .00 %","","","","",""
"2020-12-30","","","","","","","","   .00 %","","","","","","","","","","","","","","   .06 %","","","","","","","","","   .00 %","","","","","","","",""
"2020-12-31","","","","","","","","   .00 %","","","","","","","","","","","","","","   .06 %","","","","","","","","","","","","","","","","",""
"2021-01-02","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-03","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-01-04","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","",""
"2021-01-05","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-06","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-07","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","",""
"2021-01-08","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-09","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-11","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","",""
"2021-01-12","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-13","","","","","","","","","","","","","","","","","","","","","","   .04 %","","","","","","","","","","","","","","","","",""
"2021-01-15","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-01-16","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-01-17","","","","","","","","   .16 %","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .12 %","",""
"2021-01-18","","","","","","","","   .05 %","","","","","","   .04 %","","","","","","","   .07 %","   .03 %","","","","","","","","","","","","","","","","",""
"2021-01-19","","","","","","","","","","","","","","   .06 %","","","","","","","","   .01 %","","","","","","","","   .07 %","","","","","","","","",""
"2021-01-20","","","","","","","","   .06 %","","","","","","   .05 %","","","","","","","","   .02 %","","   .33 %","","","","","","   .11 %","","","","","","","","",""
"2021-01-21","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","  3.92 %","   .15 %","",""
"2021-01-22","","","","","","","","","","","","","","   .08 %","","","","","","","","   .00 %","","   .17 %","","","","","","","","","","","","","","",""
"2021-01-23","","","","","","","","","  2.65 %","","","","","","   .84 %","  1.06 %","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-24","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","   .07 %","","","","","   .16 %","","","",""
"2021-01-25","","","","","","","","   .05 %","","","","","","   .08 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","","",""
"2021-01-26","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","   .49 %","","","","   .07 %","","","","","","","","",""
"2021-01-27","","","","","","","","   .05 %","","","","","","   .08 %","","","","","","","","   .00 %","","","","","","","","   .04 %","","","","","","","","",""
"2021-01-28","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","","",""
"2021-01-29","","","","","","","","","","","","","","   .02 %","","","   .16 %","   .12 %","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-01-30","","","","","","","","","","","","","","   .04 %","","","","","","","","   .04 %","","","","","","","","","","","","","","","","",""
"2021-01-31","","","","","","","","   .05 %","","","","","","   .02 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","","",""
"2021-02-01","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .06 %","",""
"2021-02-02","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-03","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-04","","","","","","","","","","","","","","","   .84 %","","","","","   .03 %","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-02-05","","","","","","   .21 %","","","","","","","","   .02 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","",""
"2021-02-07","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-08","","","","","","","","","","","","","","   .10 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-02-09","","","","","","","","","","","","","","   .16 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .12 %","",""
"2021-02-10","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","   .98 %","","","","","","","","","","","","",""
"2021-02-12","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","   .02 %","","","","","","","","",""
"2021-02-15","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","   .08 %","","","",""
"2021-02-16","","","","","","   .21 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","",""
"2021-02-17","","","","","","  1.07 %","","","","","","","","","","","","","","   .03 %","","   .02 %","","","","","","","","","","","","","","","","",""
"2021-02-18","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","   .21 %","","","","","","   .06 %","",""
"2021-02-19","","","","","","","","","","","","","","   .02 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","   .18 %","",""
"2021-02-20","","","","","","","","","","","","","","   .03 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .09 %","",""
"2021-02-21","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","","","","","","","","","","","","   .03 %","",""
"2021-02-22","","","","","","","","","","","","","","   .03 %","","","","","","   .02 %","","   .02 %","","","","","","","","","","","","","","","","",""
"2021-02-23","","","","","","","","","","","","","","   .04 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","   .06 %","",""
"2021-02-24","","","","","","","","","","","","","","","","","","","","","","   .03 %","","","","  1.21 %","","","","","","","","","","","   .12 %","",""
"2021-02-25","","","","","","","","","","","","","","   .04 %","","","","","","","","   .03 %","","","","","","","","","","","","","","","   .18 %","",""
"2021-02-26","","","","","","","","","","","","","","   .03 %","","","","","","   .03 %","","   .03 %","","","","","","","","","","","","","","","   .29 %","",""
"2021-02-27","","","","","","","","","","","","","","   .02 %","","","","","","","","   .01 %","","","","","","","","","","","","","","","","",""
"2021-02-28","","","","","","","","","","","","","","   .01 %","","","","","","","","   .01 %","","","","","","","","   .04 %","","","","","","","   .03 %","",""
"2021-03-01","","","","","","","","","","","","","","   .03 %","","","","","","","","   .05 %","","","","","","","","","","","","","","","   .20 %","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","","","   .02 %","","","","   .48 %","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .09 %","",""
"2021-03-04","","","","","","","","   .02 %","","","","","","   .01 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","   .15 %","   .13 %",""
"2021-03-05","","","","","","","","","","","","","","   .06 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","   .23 %","",""
"2021-03-06","","","","","","","","   .03 %","","","","","","","","","","","","","","   .01 %","","","","","","","","","","","","","","","   .06 %","",""
"2021-03-07","","","","","","","","","","","","   .13 %","","   .01 %","","","","","","","","   .03 %","","","","","","","   .47 %","","","","","","","","   .03 %","",""
"2021-03-08","","","","","","","","","","","","","","   .02 %","","","","","","","","   .02 %","","","","","","","","","","","","","","","   .09 %","",""
