"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-04-01","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-07","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","   .00 %","",""
"2020-04-09","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-13","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","",""
"2020-04-15","","","   .00 %","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-16","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-17","","","","   .00 %","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-04-18","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-04-19","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-22","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-23","","","","","","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","","","","","",""
"2020-04-24","","","   .00 %","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","",""
"2020-04-25","","","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-04-28","","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","",""
"2020-04-29","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-04-30","","","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %",""
"2020-05-01","","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2020-05-02","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %",""
"2020-05-03","","","   .00 %","   .00 %","","","","","","","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %","","","","","","","","","","","   .00 %",""
"2020-05-04","","","","","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %",""
"2020-05-05","","","   .00 %","   .00 %","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2020-05-06","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","",""
"2020-05-07","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","","   .00 %","","","","","","","","","","","",""
"2020-05-08","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","","","","   .00 %","",""
"2020-05-09","","","","","","","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","",""
"2020-05-10","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","","   .00 %","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","",""
"2020-05-11","","","   .00 %","","   .00 %","","","","","","","","","","","","","","","","","","","","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","",""
"2020-05-12","","","   .00 %","   .00 %","","","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","","","","","   .00 %",""
"2020-05-13","","","","   .00 %","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","","   .00 %","","","","","","","","","","","   .00 %","   .00 %",""
"2020-05-14","","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","   .00 %",""
"2020-05-15","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","","","","","","","","","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","",""
"2020-05-16","","","   .00 %","   .00 %","","","   .00 %","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","","","","   .00 %","","","","","","","","","","","","   .00 %",""
"2020-05-17","","","","","","","   .00 %","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","","","","","","","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","   .00 %",""
"2020-05-18","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","   .00 %",""
"2020-05-19","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %",""
"2020-05-20","","","","","","","   .00 %","","","","","","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","","","","","   .00 %","","","","   .00 %","","   .00 %"
"2020-05-21","","","   .00 %","","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","",""
"2020-05-22","","","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %"
"2020-05-23","","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %"
"2020-05-24","","","   .00 %","","","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-05-25","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %","","   .00 %"
"2020-05-26","","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","","   .00 %"
"2020-05-27","","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-28","","","   .00 %","","   .00 %","","","","","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","","",""
"2020-05-29","","","","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","",""
"2020-05-30","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","",""
"2020-05-31","","","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","",""
"2020-06-01","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","",""
"2020-06-02","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-03","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-04","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %",""
"2020-06-05","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","   .00 %","","","","","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-06","","","   .00 %","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-07","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2020-06-08","","","   .00 %","   .00 %","","","","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","   .00 %"
"2020-06-09","","","   .00 %","","","","","","","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %"
"2020-06-10","","","   .00 %","   .00 %","   .00 %",""," 16.67 %","","","","","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %"
"2020-06-11","","","   .00 %","","","   .00 %"," 16.67 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2020-06-12","","","   .00 %","   .00 %","   .00 %",""," 36.67 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-13","","","   .00 %","   .00 %","",""," 16.67 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-14","","","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15","","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","","   .00 %","","   .00 %","","","","","   .00 %","","","","","","   .00 %","","","","","","   .00 %","","","","","","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %"
"2020-06-16","","","   .00 %","   .00 %","   .00 %","   .00 %"," 86.67 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-17","","","   .00 %","   .00 %","","   .00 %"," 66.67 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","","","","","","","","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-18","","","   .00 %","","",""," 88.67 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","   .00 %","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-19","","","   .00 %","","   .00 %","   .00 %"," 76.17 %",""," 20.00 %","","   .00 %","   .00 %","","","","   .00 %","","","","","   .00 %","","","","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","-20.00 %","   .00 %"
"2020-06-20","","","   .00 %","","   .00 %","   .00 %"," 78.07 %",""," 20.00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","   .00 %","   .00 %","-20.00 %","   .00 %"
"2020-06-21","","","   .00 %","","   .00 %",""," -1.93 %",""," 20.00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","-20.00 %","   .00 %"
"2020-06-22","","","   .00 %","","","   .00 %"," -1.93 %","","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","   .00 %","","","","   .00 %","","","","","","   .00 %","","","","   .00 %","-20.00 %","   .00 %"
"2020-06-23","","","","   .00 %","   .00 %","","  6.07 %","","","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","","","   .00 %","-20.00 %","   .00 %"
"2020-06-24","","",""," 60.00 %","   .00 %","   .00 %","  5.24 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %"," 20.00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %"
"2020-06-25","","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","-10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %"
"2020-06-26","","","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","-10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-27","","","","","   .00 %","","",""," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","",""," 10.00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %"
"2020-06-28","","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-29","","","","","","","","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","   .00 %","","","","   .00 %","","","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-30","","",""," ##.## %","   .00 %","","  8.33 %","","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-01","","","","","   .00 %","   .00 %"," -1.67 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %"
"2020-07-02","","","","","   .00 %","   .00 %","  8.33 %","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","","   .00 %","","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2020-07-03","","","","","","   .00 %"," 15.00 %","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","","","","   .00 %","","","","   .00 %","","","","   .00 %","","   .00 %","","","","","","","   .00 %"
"2020-07-04","","","","","","   .00 %"," 96.00 %","","","   .00 %","","   .00 %","   .00 %","","","","","","","","","","",""," 40.00 %","","","","","   .00 %","","","","","","","","","","","","","   .00 %"
"2020-07-05","","","","","",""," 82.67 %","","","   .00 %","","   .00 %","   .00 %","","","","","","","","   .00 %","","",""," 33.33 %","","","","","   .00 %","","","","","   .00 %","","","","","","","","   .00 %"
"2020-07-06","","","   .00 %","","",""," 85.17 %","","","   .00 %","","   .00 %","   .00 %","","","","","","","","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","","","   .00 %"
"2020-07-07","","","   .00 %","","","","",""," 97.78 %","   .00 %","","   .00 %","   .00 %","","","","","","","","   .00 %","   .00 %","","","","","   .00 %","","","   .00 %","","","","","   .00 %","","","","","","","","   .00 %"
"2020-07-08","","","","","","","",""," 82.78 %","   .00 %","","   .00 %","   .00 %","","","","","   .00 %","",""," 40.00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %"," 36.67 %","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %"
"2020-07-09","","","","","","","","","","   .00 %","","","   .00 %","","","","","   .00 %","",""," 26.67 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %"," 36.67 %","","","-13.33 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2020-07-10","","","","","","","","","","   .00 %","","","   .00 %","","","","","   .00 %","","","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %"," 56.67 %","","","-13.33 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2020-07-11","","","","","","","","","","   .00 %","","","   .00 %","","",""," ##.## %"," 10.00 %","","","","   .00 %","",""," 10.00 %","","   .00 %","   .00 %","","   .00 %"," 36.67 %","","","-13.33 %","","   .00 %","","","","   .00 %","   .00 %","","   .00 %"
"2020-07-12","","","","","","","","","","   .00 %","","","   .00 %","","",""," ##.## %","","","",""," 20.00 %","","","","   .00 %","   .00 %","-10.00 %","","   .00 %"," 17.50 %","","","","","","","","","   .00 %","","","   .00 %"
"2020-07-13","","","   .00 %","","  3.33 %","","","","","","","","   .00 %","","",""," 62.38 %","","","",""," 10.00 %","","","","   .00 %","   .00 %","","","   .00 %"," 47.50 %","","","","","","","","","   .00 %","","","   .00 %"
"2020-07-14","",""," 20.00 %","","","   .00 %"," 19.71 %","","","","","","   .00 %","","",""," 46.38 %","","","","","","","","","","   .00 %","","","   .00 %"," 40.83 %","","","","","","","","","   .00 %","","","   .00 %"
"2020-07-15","",""," 15.00 %","","","   .00 %"," 21.14 %","","","","","","   .00 %","","",""," ##.## %","","","","","","","","","","   .00 %","","","   .00 %"," 30.83 %","","","","","","","","","   .00 %","","","   .00 %"
"2020-07-16","",""," 28.33 %","","","   .00 %"," 28.61 %","","","","","","","","","","","","","","","","","","","","   .00 %","","","   .00 %","   .83 %","","","","","","","","","   .00 %","","","   .00 %"
"2020-07-17","",""," 12.33 %","","","   .00 %"," 10.91 %","","","","","","","","","","","-40.00 %","","","","","","","","","-16.67 %","",""," 20.00 %"," 40.00 %","","","","","","","","","   .00 %","","","   .00 %"
"2020-07-18","",""," 52.33 %","","","   .00 %","  3.09 %","","","","","","","","","","","","","","","","","","","","","   .00 %",""," 10.00 %","  5.71 %","","","","","","","",""," -6.67 %","","","   .00 %"
"2020-07-19","",""," 25.67 %",""," -5.00 %","   .00 %"," -6.05 %","","","","","","","","","","","","","","","   .00 %","","","","","","   .00 %",""," 30.00 %"," ##.## %","","","","","","","","","-16.67 %","","","   .00 %"
"2020-07-20","",""," 40.67 %","-11.67 %","","   .00 %","-10.26 %","","","   .00 %","","","",""," ##.## %"," -6.67 %","","","","","","-10.00 %","","","","","","-10.00 %","",""," 81.47 %","","","","","","","","","-16.67 %","","","   .00 %"
