"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-08-16","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.66 %","   .00 %","","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.23 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.29 %","   .00 %","","  9.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","","   .00 %","  9.74 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.29 %","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","","   .00 %","  8.71 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.96 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  8.00 %","  5.55 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.61 %","   .00 %","","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %",""," 10.86 %","  5.57 %","  2.86 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.61 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 11.67 %","   .00 %","   .00 %","   .00 %"," 10.86 %","  5.23 %","  2.86 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-22","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.51 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  8.36 %","  5.26 %","  2.86 %","   .00 %","   .00 %"," 20.00 %","","   .00 %"
"2020-08-23","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","  5.28 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.21 %","  4.08 %","  2.86 %","   .00 %","   .00 %"," 20.00 %",""," 20.00 %"
"2020-08-24","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","  5.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","  4.71 %","  2.86 %","   .00 %","   .00 %"," 20.00 %",""," 30.00 %"
"2020-08-25","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","  4.12 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.86 %","  4.88 %","  5.00 %","   .00 %","   .00 %"," 20.00 %",""," 30.00 %"
"2020-08-26","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %"," 20.00 %","  2.50 %","   .00 %","   .00 %","  5.55 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.86 %","  4.66 %","  5.00 %","   .00 %","   .00 %"," 20.00 %",""," 30.00 %"
"2020-08-27","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","  4.72 %","   .00 %","   .00 %","  2.94 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  6.67 %","  4.00 %","   .00 %","   .00 %","  4.00 %"," 12.18 %","  5.47 %","  5.00 %","   .00 %","   .00 %","   .00 %",""," 30.00 %"
"2020-08-28","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","  2.22 %","   .00 %","   .00 %","  2.84 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  6.67 %","  7.33 %","   .00 %","   .00 %","  4.00 %","  9.32 %","  5.48 %","  5.00 %","   .00 %","   .00 %","   .00 %",""," 10.00 %"
"2020-08-29","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","  4.22 %","   .00 %","   .00 %","  3.48 %"," 30.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  6.67 %"," 10.19 %","   .00 %","   .00 %","  7.33 %"," 12.65 %","  4.44 %","  7.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-30","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %"," 20.00 %","  6.04 %","   .00 %","   .00 %","  3.37 %"," 10.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.19 %","   .00 %","   .00 %","  7.33 %","  5.15 %","  4.09 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-08-31","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.04 %","   .00 %","   .00 %","  2.54 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %"," 10.19 %","   .00 %","   .00 %","  7.33 %","  6.58 %","  3.66 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-09-01","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.15 %","   .00 %","   .00 %","  3.13 %"," 10.00 %","   .00 %","  3.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %","  6.19 %","   .00 %","   .00 %","  3.33 %","  4.76 %","  2.44 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-09-02","   .00 %"," 11.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.15 %","   .00 %","   .00 %","  3.04 %"," 10.00 %","   .00 %","  3.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %","  2.86 %","   .00 %","   .00 %","  9.05 %","  7.43 %","  2.50 %","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-09-03","   .00 %"," 11.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  5.15 %","   .00 %","   .00 %","  4.61 %"," 10.00 %","","  6.19 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  5.71 %","  4.10 %","  3.37 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-09-04","   .00 %"," 11.67 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.62 %","   .00 %","   .00 %","  4.49 %","   .00 %","","  6.19 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  5.71 %","  5.27 %","  4.24 %","  3.48 %","   .00 %"," 40.00 %","  5.00 %","","   .00 %"
"2020-09-05","   .00 %"," 13.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  8.80 %","   .00 %"," 20.00 %","  4.37 %","   .00 %","   .00 %","  8.69 %"," 20.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","  3.84 %","  4.95 %","  3.48 %"," 20.00 %"," 40.00 %","  5.00 %","","   .00 %"
"2020-09-06","   .00 %"," 13.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","  8.80 %","   .00 %"," 20.00 %","  5.69 %","   .00 %","","  5.36 %"," 20.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.94 %","  6.07 %","  5.93 %","  3.48 %"," 20.00 %"," 40.00 %","  5.00 %","","  6.67 %"
"2020-09-07","   .00 %","  8.00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","  9.75 %"," 10.00 %"," 20.00 %","  5.11 %","   .00 %","   .00 %","  7.58 %"," 20.00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","  4.40 %","  5.97 %","  6.56 %"," 20.00 %"," 40.00 %","  5.00 %",""," 11.67 %"
"2020-09-08","   .00 %"," 10.86 %","   .00 %","   .00 %"," 11.67 %","   .00 %"," 10.66 %"," 10.00 %"," 20.00 %","  3.76 %","   .00 %","   .00 %","  4.72 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.22 %","  4.40 %","  5.29 %","  4.74 %"," 20.00 %"," 40.00 %","  5.00 %",""," 11.67 %"
"2020-09-09","   .00 %"," 13.36 %","   .00 %"," 13.33 %"," 11.67 %"," 40.00 %"," 30.72 %"," 10.00 %"," 20.00 %","  3.26 %"," 13.33 %","   .00 %","  4.72 %","   .00 %"," 16.67 %","   .00 %","   .00 %","  8.00 %"," 17.50 %","   .00 %","   .00 %","  4.22 %","  3.22 %","  4.27 %"," 24.41 %"," 20.00 %","  6.67 %","  4.00 %",""," 11.67 %"
"2020-09-10","   .00 %","  7.58 %","   .00 %"," 13.33 %","  5.00 %"," 40.00 %"," 30.72 %"," 10.00 %","   .00 %","  3.19 %"," 17.33 %","   .00 %","  4.22 %","   .00 %","  6.67 %","   .00 %","   .00 %","  8.00 %"," 17.50 %","   .00 %","   .00 %","  4.22 %","  4.17 %","  3.60 %"," 25.06 %","   .00 %","  6.67 %"," 10.67 %",""," 11.67 %"
"2020-09-11","   .00 %","  9.58 %","   .00 %"," 13.33 %","  5.00 %"," 40.00 %"," 28.13 %"," 10.00 %","   .00 %","  1.69 %"," 17.33 %","   .00 %","  7.86 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  8.00 %"," 17.50 %","   .00 %","   .00 %","  2.00 %","  3.77 %","  3.64 %"," 25.06 %","   .00 %","  6.67 %"," 10.67 %","","  5.00 %"
"2020-09-12","   .00 %"," 11.40 %","   .00 %"," 13.33 %","   .00 %"," 40.00 %"," 28.25 %","   .00 %","   .00 %","  2.89 %"," 17.33 %","   .00 %","  5.64 %","   .00 %","  6.67 %","   .00 %","  5.00 %","  8.00 %"," 17.50 %","   .00 %","   .00 %","  3.82 %"," 11.94 %","  3.03 %"," 21.98 %","   .00 %","  6.67 %"," 10.67 %","","  4.00 %"
"2020-09-13","   .00 %","  8.54 %","   .00 %"," 13.33 %","   .00 %"," 40.00 %"," 27.34 %","   .00 %","   .00 %","  2.78 %"," 17.33 %","   .00 %","  8.71 %","   .00 %","   .00 %","   .00 %","  5.00 %","  8.00 %"," 17.50 %","   .00 %","   .00 %","  1.82 %","  6.79 %","  4.29 %"," 21.98 %","   .00 %","  6.67 %"," 10.67 %","","  4.00 %"
"2020-09-14","   .00 %","  6.04 %","   .00 %","  4.00 %","   .00 %","   .00 %","  4.34 %","   .00 %","   .00 %","  3.14 %","  4.00 %","   .00 %","  8.71 %","   .00 %","  5.00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","  9.87 %","  4.26 %","   .65 %","   .00 %","   .00 %","  6.67 %","","  4.00 %"
"2020-09-15","   .00 %","  3.82 %","   .00 %","  7.33 %","   .00 %","   .00 %","  3.17 %","   .00 %","   .00 %","  3.44 %","   .00 %","","  6.71 %","   .00 %","  5.00 %","   .00 %","  5.00 %","   .00 %","  1.33 %","   .00 %","   .00 %","  1.82 %","  9.59 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","","  4.00 %"
"2020-09-16","   .00 %","  1.82 %","   .00 %"," 10.19 %","   .00 %","","  2.74 %","","   .00 %","  3.38 %","  3.33 %","   .00 %","  3.08 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.86 %","  1.33 %","   .00 %","   .00 %","  3.48 %","  9.70 %","  3.84 %","   .62 %"," 10.00 %","   .00 %","  5.00 %","","  4.00 %"
"2020-09-17","   .00 %","  1.67 %","   .00 %"," 10.19 %","   .00 %","   .00 %","  2.61 %","   .00 %"," 10.00 %","  2.86 %","  6.19 %","   .00 %","  3.08 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.86 %","  2.58 %","   .00 %","   .00 %","  1.67 %","   .54 %","  4.31 %","   .62 %"," 10.00 %","   .00 %","  5.00 %","","   .00 %"
"2020-09-18","   .00 %","  1.67 %","   .00 %"," 10.19 %","  4.00 %","   .00 %","  2.91 %","   .00 %"," 10.00 %","  2.10 %"," 11.19 %","   .00 %","  1.33 %","   .00 %","  5.00 %","   .00 %","   .00 %","  7.86 %","  2.58 %","   .00 %","   .00 %","  3.21 %","  6.86 %","  2.90 %","   .62 %"," 10.00 %","   .00 %","  5.00 %","","  3.33 %"
"2020-09-19","   .00 %","  3.21 %"," 40.00 %","  6.19 %","  4.00 %","   .00 %","  1.85 %","   .00 %"," 10.00 %","  2.72 %"," 11.19 %","","  1.33 %","-20.00 %","   .00 %","   .00 %","   .00 %","  7.86 %","  2.58 %","   .00 %","   .00 %","  4.63 %","  3.78 %","  2.96 %","   .62 %"," 10.00 %","   .00 %"," 11.00 %","","  6.19 %"
"2020-09-20","   .00 %","  4.63 %"," 26.67 %","  2.86 %","  4.00 %","   .00 %","  2.72 %","   .00 %"," 10.00 %","  2.01 %"," 11.19 %","","  1.33 %","-20.00 %","   .00 %","   .00 %","   .00 %","  7.86 %","  1.25 %","   .00 %","   .00 %","","  3.11 %","  2.79 %","   .62 %"," 10.00 %","   .00 %"," 11.00 %","","  6.19 %"
"2020-09-21"," 20.00 %","  4.63 %"," 26.67 %","   .00 %","  4.00 %","   .00 %","  3.23 %","   .00 %"," 10.00 %","  2.60 %","  7.86 %","   .00 %","  1.33 %","-20.00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  1.25 %","   .00 %","   .00 %","  4.63 %","  1.18 %","  2.45 %","   .00 %","   .00 %","   .00 %","  6.00 %","","  6.19 %"
"2020-09-22"," 20.00 %","  2.97 %"," 26.67 %","   .00 %","  4.00 %","   .00 %","  2.30 %","   .00 %"," 33.33 %","  2.52 %"," 11.00 %","   .00 %","  1.33 %","-20.00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.35 %","   .00 %","   .00 %","  2.97 %","  1.18 %","  2.75 %","   .61 %","   .00 %","   .00 %","  6.00 %","","  6.19 %"
"2020-09-23"," 20.00 %","  2.97 %"," 26.67 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %"," 20.83 %","  2.81 %","  6.00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 20.00 %","   .00 %","  2.00 %","  2.35 %","   .00 %","   .00 %","  4.30 %","   .00 %","  2.89 %","   .61 %","   .00 %","   .00 %"," 10.62 %","","  2.86 %"
"2020-09-24"," 20.00 %","  1.43 %","-13.33 %"," 12.50 %","   .00 %","   .00 %","  1.70 %","   .00 %"," 20.83 %","  2.11 %","  6.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.00 %","  2.35 %","   .00 %","   .00 %","  2.76 %","   .00 %","  3.10 %","  1.19 %","  6.67 %","  5.00 %","  5.87 %","","   .00 %"
"2020-09-25"," 20.00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","  1.63 %"," 13.33 %"," 27.50 %","  3.80 %","  6.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.00 %","  2.35 %","   .00 %","   .00 %","  1.33 %","   .00 %","  3.18 %","  1.19 %","  6.67 %","  9.00 %","  5.87 %","","   .00 %"
"2020-09-26","   .00 %","   .00 %","   .00 %"," 12.50 %","  6.67 %","   .00 %","   .80 %"," 17.33 %"," 37.50 %","  5.72 %","  7.54 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  8.00 %","  2.00 %","  2.35 %"," 20.00 %","   .00 %","  2.58 %","   .00 %","  3.56 %","  2.91 %","  6.67 %","  9.00 %","  8.22 %","","   .00 %"
"2020-09-27"," 10.00 %","  1.33 %","   .00 %"," 12.50 %"," 29.17 %","   .00 %","  1.31 %"," 20.67 %","  4.17 %","  6.49 %","  1.54 %","   .00 %","  1.25 %","   .00 %","   .00 %"," 20.00 %","  8.00 %","  2.00 %","  1.05 %"," 20.00 %","   .00 %","  2.58 %","   .00 %","  3.00 %","  2.30 %","  6.67 %"," 12.33 %","  9.27 %","","  2.50 %"
"2020-09-28"," 10.00 %","  2.58 %"," 20.00 %"," 12.50 %"," 29.17 %","   .00 %","  1.31 %"," 20.67 %"," 26.67 %","  6.62 %","  1.54 %","   .00 %","  2.43 %","   .00 %","  4.00 %","   .00 %","  8.00 %","   .00 %","  1.05 %"," 30.00 %","   .00 %","  3.60 %","   .00 %","  3.30 %","  2.30 %","  6.67 %"," 12.33 %","  4.66 %","","  6.94 %"
"2020-09-29"," 10.00 %","  3.76 %"," 30.00 %","  3.08 %"," 30.34 %","   .00 %","  1.31 %"," 23.52 %"," 31.11 %","  7.38 %","  1.54 %","   .00 %","  3.54 %"," 10.00 %","  7.33 %","   .00 %","  8.00 %","   .00 %","  2.05 %"," 30.00 %","   .00 %","  4.66 %","  3.33 %","  3.08 %","  2.77 %","   .00 %"," 10.19 %","  3.41 %","","  6.94 %"
"2020-09-30"," 10.00 %","  4.87 %"," 30.00 %","  4.41 %"," 31.45 %","   .00 %","   .76 %"," 10.19 %"," 24.44 %","  6.48 %","  4.40 %","","  3.54 %"," 10.00 %","  7.33 %"," 20.00 %","  8.00 %","   .00 %","  3.96 %"," 30.00 %","   .00 %",""," 10.95 %","  2.79 %","  2.77 %","   .00 %","  8.69 %","  5.41 %","","  6.94 %"
"2020-10-01"," 16.67 %","  5.92 %"," 30.00 %","  6.91 %"," 24.79 %","   .00 %","   .76 %","  6.19 %"," 14.44 %","  4.77 %","  2.86 %","","  9.85 %"," 10.00 %","  7.33 %"," 45.00 %","   .00 %","   .00 %","  4.83 %"," 10.00 %","   .00 %","  4.66 %"," 10.95 %","  2.32 %","  1.05 %","   .00 %"," 10.91 %","  3.05 %","","  6.94 %"
"2020-10-02","  6.67 %","  5.59 %"," 30.00 %","  6.91 %","  2.29 %","   .00 %","   .25 %","  2.86 %"," 14.44 %","  4.30 %","  2.86 %","   .00 %","  9.40 %"," 10.00 %","  7.33 %"," 45.00 %","   .00 %","   .00 %","  3.77 %"," 16.67 %","   .00 %","  3.41 %"," 10.95 %","  2.15 %","  1.55 %","   .00 %","  7.58 %","  3.82 %","","  6.26 %"
"2020-10-03","  6.67 %","  4.34 %"," 10.00 %","  6.91 %","  2.29 %","   .00 %","   .25 %","  2.86 %","  4.44 %","  5.26 %","  4.11 %","   .00 %","  9.77 %"," 10.00 %","  3.33 %"," 45.00 %","   .00 %","   .00 %","  3.77 %","  6.67 %","   .00 %","  3.41 %"," 13.71 %","  1.80 %","  1.55 %","   .00 %","  7.58 %","  3.82 %","","  3.48 %"
"2020-10-04"," 11.67 %","  3.16 %","   .00 %","  3.83 %","  1.11 %","   .00 %","   .25 %","   .00 %","   .00 %","  5.02 %","  4.11 %","   .00 %","  8.65 %","   .00 %","  2.86 %"," 45.00 %","   .00 %","   .00 %","  2.77 %","  6.67 %","   .00 %","  1.05 %"," 10.98 %","  1.39 %","   .50 %","   .00 %","  6.72 %","  3.82 %","","  3.48 %"
"2020-10-05"," 11.67 %","  3.01 %","  6.67 %","  2.50 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","  6.40 %","  1.25 %","   .00 %"," 10.80 %","   .00 %"," 10.36 %"," 25.00 %","   .00 %","   .00 %","  3.37 %","  6.67 %","   .00 %","   .00 %","  3.36 %","  1.23 %","   .50 %","   .00 %","  6.04 %","  2.65 %","","  8.10 %"
"2020-10-06","  9.00 %","  1.95 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","  5.40 %","  1.25 %","   .00 %","  8.35 %","  6.67 %"," 10.36 %","  2.22 %","   .00 %","   .00 %","  2.50 %","  6.67 %","   .00 %","   .00 %","  4.25 %","  1.39 %","   .50 %","   .00 %","  3.82 %","  2.65 %","","  8.10 %"
"2020-10-07"," 15.67 %","   .95 %","  6.67 %","  2.22 %","  3.16 %","   .00 %","   .00 %","  2.50 %","   .00 %","  5.05 %","  1.25 %","   .00 %","  7.55 %","  6.67 %"," 15.81 %","  2.22 %","   .00 %","   .00 %","  6.20 %","   .00 %","   .00 %","  3.00 %","  5.09 %","  1.38 %","   .49 %","   .00 %","  3.82 %","  1.63 %","","  6.28 %"
"2020-10-08"," 18.17 %","  2.77 %","  6.67 %","  2.22 %","  3.16 %","   .00 %","   .00 %","  2.50 %","   .00 %","  3.81 %","   .00 %","   .00 %","  7.09 %","  6.67 %"," 17.24 %","  2.22 %","   .00 %","   .00 %","  6.20 %"," 10.00 %","   .00 %","  3.00 %","  3.14 %","  1.18 %","  2.39 %","  5.00 %","  3.82 %","  2.40 %","","  5.87 %"
"2020-10-09"," 13.17 %","  2.77 %","  6.67 %","  2.22 %","  3.16 %","   .00 %","   .00 %","  2.50 %"," 25.45 %","  3.14 %","   .00 %","   .00 %","  8.12 %","  6.67 %"," 14.38 %","  4.22 %","   .00 %","   .00 %","  6.20 %"," 10.00 %","   .00 %","  4.74 %","  4.10 %","  1.43 %","  3.26 %","  5.00 %","  1.82 %","  2.40 %","","  5.87 %"
"2020-10-10"," 13.17 %","  3.48 %","   .00 %","  2.22 %","  3.16 %","   .00 %","   .00 %","   .00 %"," 30.25 %","  1.23 %","   .00 %","   .00 %"," 14.76 %"," 11.67 %","  6.88 %","  4.22 %","   .00 %","   .00 %","  3.70 %"," 10.00 %","   .00 %","  6.34 %","  4.58 %","  1.41 %","  3.26 %","  5.00 %","   .00 %","  2.31 %","","  1.25 %"
"2020-10-11","  9.17 %","  5.79 %","   .00 %","  2.22 %","  3.16 %","   .00 %","   .00 %","   .00 %"," 30.90 %","  1.75 %","   .00 %","   .00 %"," 10.89 %","  9.00 %","  6.88 %","  2.00 %","  2.86 %","   .00 %","  3.70 %"," 10.00 %","   .00 %","  7.08 %","  3.70 %","  1.10 %","  3.68 %","  5.00 %","   .00 %","  3.02 %","","  2.43 %"
"2020-10-12","  2.50 %","  7.86 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .74 %","   .00 %"," 39.02 %","  1.58 %","   .00 %","   .00 %"," 10.89 %","  9.00 %","  2.76 %","  2.00 %","  5.36 %","  1.82 %","   .00 %"," 10.00 %","   .00 %","  4.08 %","  2.85 %","  1.17 %","  3.60 %","  5.00 %","   .00 %","  2.22 %","","  3.54 %"
"2020-10-13","   .00 %","  7.29 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .74 %","   .00 %"," 39.02 %","  1.69 %","   .00 %","   .00 %"," 10.48 %","  9.00 %","  1.33 %","  2.00 %","  5.36 %","  1.82 %","   .00 %","   .00 %","   .00 %","  4.08 %","  3.45 %","  1.08 %","  2.49 %","   .00 %","  5.00 %","  1.46 %","","  2.29 %"
"2020-10-14","   .00 %","  7.29 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .98 %","   .00 %"," 14.01 %","  2.05 %","   .00 %","   .00 %"," 11.75 %","  9.00 %","  1.33 %","   .00 %","  5.36 %","  1.82 %","  1.88 %","   .00 %","   .00 %","  3.06 %","  2.55 %","   .90 %","  2.39 %","   .00 %","  5.00 %","  2.14 %","","  6.50 %"
"2020-10-15","  2.22 %"," 17.98 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .98 %","   .00 %","  9.21 %","  2.15 %","   .00 %","   .00 %","  3.56 %","  7.33 %","  7.58 %","   .00 %","  5.36 %","  1.82 %","  3.02 %","   .00 %","   .00 %","  2.83 %","  3.13 %","   .81 %","  2.39 %","   .00 %","  5.00 %","  1.40 %","","  7.37 %"
"2020-10-16","  2.22 %"," 20.76 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .98 %","   .00 %","  8.57 %","  1.61 %","   .00 %","   .00 %","  4.42 %","  3.33 %","  7.58 %","  1.82 %","  2.50 %","  1.82 %","  3.02 %","   .00 %","   .00 %","","  5.76 %","   .80 %","  2.72 %","   .00 %","  5.00 %","   .69 %","","  8.69 %"
"2020-10-17","  2.22 %"," 18.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .88 %","  1.69 %","   .00 %","   .00 %","  4.69 %","  3.33 %","  6.25 %","  1.82 %","   .00 %","   .00 %","  3.56 %","   .00 %","   .00 %","  2.09 %","  6.12 %","   .68 %","  2.67 %","   .00 %","  5.00 %","   .69 %","","  7.58 %"
"2020-10-18","  2.22 %"," 18.31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","  1.30 %","  4.55 %","   .00 %","   .00 %","  4.28 %","  3.33 %","  6.25 %","  1.82 %","   .00 %","   .00 %","  3.56 %","   .00 %","   .00 %","  2.09 %","  5.06 %","   .75 %","  1.87 %","   .00 %","   .00 %","   .69 %","","  7.58 %"
"2020-10-19","  6.22 %"," 18.87 %","   .00 %","   .95 %","   .00 %","   .00 %","   .47 %","   .00 %","  1.28 %","  7.24 %","   .00 %","   .00 %","  3.06 %","  3.33 %","  7.20 %","  1.82 %","   .00 %","   .00 %","  1.68 %","   .00 %","   .00 %","  2.09 %","  4.92 %","   .70 %","  2.15 %","   .00 %","   .00 %","   .00 %","","  4.85 %"
"2020-10-20","  4.00 %","  6.52 %","  5.00 %","  1.86 %","   .00 %","   .00 %","   .47 %","   .00 %","  2.09 %","  9.54 %","   .00 %","   .00 %","  2.47 %","   .00 %","   .95 %","  1.82 %","   .00 %","   .00 %","  1.07 %","  3.33 %","   .00 %","  1.38 %","  4.02 %","   .78 %","  2.82 %","   .00 %","  4.00 %","   .67 %","","  4.67 %"
"2020-10-21","  4.00 %","  1.43 %","  5.00 %","  1.86 %","   .00 %","   .00 %","   .93 %","   .00 %","  2.09 %"," 12.07 %","  2.35 %"," 40.00 %","  1.61 %","   .00 %","   .95 %","   .00 %","   .00 %","   .00 %","  1.07 %","  3.33 %","   .00 %","   .65 %","  1.39 %","   .81 %","  4.01 %","   .00 %","  4.00 %","   .67 %","","  2.17 %"
