"date","Gujarat/Ahmedabad","Gujarat/Amreli","Gujarat/Anand","Gujarat/Aravalli","Gujarat/Banaskantha","Gujarat/Bharuch","Gujarat/Bhavnagar","Gujarat/Botad","Gujarat/Chhota Udaipur","Gujarat/Dahod","Gujarat/Dang","Gujarat/Devbhumi Dwarka","Gujarat/Gandhinagar","Gujarat/Gir Somnath","Gujarat/Jamnagar","Gujarat/Junagadh","Gujarat/Kheda","Gujarat/Kutch","Gujarat/Mahisagar","Gujarat/Mehsana","Gujarat/Morbi","Gujarat/Narmada","Gujarat/Navsari","Gujarat/Other State","Gujarat/Other state","Gujarat/Panchmahal","Gujarat/Patan","Gujarat/Porbandar","Gujarat/Rajkot","Gujarat/Sabarkantha","Gujarat/Surat","Gujarat/Surendranagar","Gujarat/Tapi","Gujarat/Udalguri","Gujarat/Vadodara","Gujarat/Valsad","Gujarat/dahod","Gujarat/kutch","Gujarat/other state","Gujarat/porbandar","Gujarat/surat","Gujarat/surendranagar","Gujarat/tapi","Gujarat/vadodara"
"2020-04-08","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-09","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-10","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-11","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-12","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-14","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-16","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-17","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-18","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-19","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-21","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-22","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-23","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-24","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-25","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-26","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"2020-04-27","6","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","5","","","","1","","","","","","","","",""
"2020-04-28","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","5","","","","1","","","","","","","","",""
"2020-04-29","34","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","8","","","","4","","","","","","","","",""
"2020-04-30","46","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","","11","","","","5","","","","","","","","",""
"2020-05-01","62","","1","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","12","","","","9","","","","","","","","",""
"2020-05-02","82","","2","","1","","1","","","","","","","","","","","","","","","","","","","1","","","","","14","","","","12","","","","","","","","",""
"2020-05-03","105","","3","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","16","","","","13","","","","","","","","",""
"2020-05-04","131","","3","","1","","1","","","","","","1","","1","","","","","","","","","","","1","","","1","","17","","","","15","","","","","","","","",""
"2020-05-05","170","","","1","1","","1","","","","","","2","","","","1","","1","","","","","","","1","","","1","1","19","","","","18","","","","","","","","",""
"2020-05-06","195","","3","","1","","1","","","","","","3","","1","","1","","1","","","","","","","1","","","","2","19","","","","19","","","","","","","","",""
"2020-05-07","218","","3","1","2","","1","","","","","","3","","1","","1","","","1","","","","","","","","","1","","23","","","","19","","","","","","","","",""
"2020-05-08","240","","3","1","2","","2","","","","","","3","","1","","1","","1","","","","","","","1","","","","2","24","","","","19","","","","","","","","",""
"2020-05-09","260","","","1","3","","2","","","","","","3","","2","","1","","1","","","","","","","2","","","1","","24","","","","19","","","","","","","","",""
"2020-05-10","278","","4","1","3","","3","","","","","","3","","2","","1","","1","1","","","","","","2","","","1","2","25","","","","19","","","","","","","","",""
"2020-05-11","297","","4","1","","","3","","","","","","3","","2","","","","1","2","","","","","","2","","","1","2","25","","","","19","","","","","","","","",""
"2020-05-12","318","","","1","3","","3","","","","","","3","","2","","1","","1","2","","","","","","","","","2","2","26","","","","20","","","","","","","","",""
"2020-05-13","343","","","1","3","","3","","","","","","3","","2","","1","","1","2","","","","","","2","1","","2","","29","","","","20","","","","","","","","",""
"2020-05-14","362","","4","","3","","3","","","","","","3","","","","1","","","2","","","","","","2","1","","","2","30","","","","20","","","","","","","","",""
"2020-05-15","376","","5","1","3","","3","","","","","","3","","2","","1","","1","3","","","","","","3","1","","2","2","33","","","","20","","","","","","","","",""
"2020-05-16","390","","5","1","4","","4","","","","","","4","","2","","1","","","3","","","","","","3","1","","2","2","35","","","","20","","","","","","","","",""
"2020-05-17","421","","5","1","4","","4","","","","","","4","","2","","1","","1","","","","","","","4","1","","2","2","37","","","","20","","","","","","","","",""
"2020-05-18","452","","","1","4","1","4","","","","","","4","","2","","1","","1","3","","","","","","4","2","","2","2","39","","","","20","","","","","","","","",""
"2020-05-19","473","","","2","4","1","4","","","","","","5","","2","","1","","1","3","","","","","","4","2","","2","2","41","","","","20","","","","","","","","",""
"2020-05-20","499","","5","2","4","1","4","","","","","","6","","2","","1","","1","","","","","","","4","3","","","3","42","","","","20","","","","","","","","",""
"2020-05-21","516","","6","2","4","","","","","","","","6","","2","","2","","1","4","","","","","","4","3","","2","3","43","","","","23","","","","","","","","",""
"2020-05-22","542","","6","2","","1","4","","","","","","8","","2","","3","","1","4","","","","","","4","3","","2","3","43","","","","23","","","","","","","","",""
"2020-05-23","566","","6","2","","","4","","","","","","8","","2","","3","","1","4","","","","","","4","3","","2","","46","","","","23","","","","","","","","",""
"2020-05-24","594","","6","2","","","4","","","","","","8","","2","","3","","1","4","","","","","","4","3","","2","3","47","","","","23","","","","","","","","",""
"2020-05-25","619","","7","","","","4","","","","","","11","","","","3","","1","4","","","","","","4","3","","2","3","48","","","","23","","","","","","","","",""
"2020-05-26","642","","","2","4","1","4","","","","","","11","","2","","4","","1","4","","","","","","5","4","","2","3","49","","","","23","","","","","","","","",""
"2020-05-27","661","","7","2","","","4","","","","","","11","","","","4","","2","4","","","","","","5","4","","2","","51","","","","24","","","","","","","","",""
"2020-05-28","677","","7","2","4","","4","","","","","","11","","2","","4","1","2","4","","","","","","5","5","","2","3","51","1","","","27","","","","","","","","",""
"2020-05-29","695","","7","2","4","1","","","","","","","11","","","","4","1","2","4","","","","","","5","5","","2","3","53","1","","","27","","","","","","","","",""
"2020-05-30","719","","7","2","5","","4","","","","","","12","","2","","4","1","2","5","","","","","","5","5","","2","3","53","1","","","27","","","","","","","","",""
"2020-05-31","739","1","","3","5","1","","","","","","","12","","3","","4","1","","5","","","","","","8","5","2","3","3","55","1","","","27","","","","","","","","",""
"2020-06-01","761","","7","4","5","","4","","","","","","12","","","","4","","2","5","","","","","","8","5","2","3","3","57","1","","","27","","","","","","","","",""
"2020-06-02","785","","7","6","5","1","4","","","","","","12","","","1","4","1","","6","","","","","","8","5","","3","3","58","1","","","27","","","","","","","","",""
"2020-06-03","807","","7","6","5","1","5","","","","","","12","","3","1","4","2","","6","","","1","","","8","5","2","3","3","60","1","","","30","","","","","","","","",""
"2020-06-04","835","","7","6","5","1","5","1","","","","","13","","3","","4","3","2","6","","","","","","8","6","","3","3","60","1","","","30","1","","","","","","","",""
"2020-06-05","865","1","8","6","5","1","6","1","","","","","13","","3","1","4","","2","6","","","1","","","8","6","","3","3","62","2","","","30","1","","","","","","","",""
"2020-06-06","891","1","8","6","5","1","6","","","","","","13","","3","","4","","2","6","","","1","","","8","6","","3","3","64","","","","31","1","","","","","","","",""
"2020-06-07","912","1","8","6","6","2","6","","","","","","14","","","","4","","","7","","","1","","","9","6","","4","","66","","","","","1","","1","","","","","",""
"2020-06-08","936","1","8","6","6","2","6","","","","","","16","","3","1","4","3","","7","","","1","","","10","","","5","4","68","2","","","31","1","","","","","","","",""
"2020-06-09","963","2","8","7","6","2","6","","","","","","16","","","1","4","3","","8","","","1","","","11","6","","5","4","70","2","","","31","1","","","","","","","",""
"2020-06-10","989","2","8","9","7","2","7","","","","","","17","","3","1","4","3","","8","","","1","","","11","6","2","5","5","72","2","","","31","","","","","","","","",""
"2020-06-11","1014","","9","10","8","2","8","","","","","","17","","3","1","5","3","","8","1","","1","","","11","7","","5","5","76","3","","","31","2","","","","","","","",""
"2020-06-12","1036","2","9","11","8","3","8","1","","","","","19","","3","","5","3","","8","","","1","1","","11","8","","5","5","79","3","","","31","","","","","","","","",""
"2020-06-13","1062","4","9","11","8","3","9","1","","","","","19","","3","1","5","3","2","9","","","1","1","","11","8","","5","","82","3","","","31","","","","","","","","",""
"2020-06-14","1084","4","9","12","8","3","9","1","","","","","19","","3","","5","","2","10","","","","1","","12","8","","5","5","86","3","","","31","","","","","","","","",""
"2020-06-15","1107","4","9","13","8","3","","1","","","","","19","","3","1","5","3","","10","","","1","1","","12","8","","5","5","90","3","","","31","2","","","","","","","",""
"2020-06-16","1128","4","9","13","8","3","9","1","","","","","19","","3","1","5","3","","10","1","","","1","","13","8","","5","7","92","3","","","33","2","","","","","","","",""
"2020-06-17","1150","4","10","13","8","4","9","1","","","","","20","","3","1","5","3","2","10","1","","1","1","","13","8","","5","7","92","3","","","35","2","","","","","","","",""
"2020-06-18","1172","4","10","13","8","4","9","1","1","","","","21","","3","1","5","","","","1","","1","1","","13","9","2","5","7","98","3","","","35","2","","","","","","","",""
"2020-06-19","1193","","10","13","8","4","9","","1","","","","21","","3","1","5","3","2","11","1","","1","","","13","9","","5","7","102","4","","","35","2","","","","","","","",""
"2020-06-20","1209","4","10","13","8","4","9","1","","","","","21","","3","1","5","3","2","11","1","","1","","","13","9","","5","7","106","4","","","35","2","","","","","","","",""
"2020-06-21","1229","4","10","14","8","4","9","1","2","","","","21","","3","1","5","","","11","","","1","","","13","9","","5","7","109","4","","","35","2","","","","","","","",""
"2020-06-22","1245","4","10","14","8","4","9","1","","","","","21","","3","1","5","3","2","11","","","1","","","13","9","","5","7","114","4","","","35","2","","","","","","","",""
"2020-06-23","1260","5","10","14","8","4","9","1","2","","","1","23","","3","1","5","3","2","11","","","1","1","","13","10","","5","7","120","4","","","35","2","","","","","","","",""
"2020-06-24","1275","5","10","14","8","4","9","1","2","","","1","23","1","4","1","5","3","2","11","","","1","","","13","12","","5","8","125","4","","","35","2","","","","","","","",""
"2020-06-25","1287","5","10","14","8","4","9","1","","","","","25","1","4","1","5","3","","11","1","","1","","","13","12","","5","8","128","5","","","35","2","","","","","","","",""
"2020-06-26","1295","5","10","16","9","6","9","1","2","","","","25","","4","1","5","3","2","12","1","","1","1","","13","13","","5","8","131","5","","","35","","","","","","","","",""
"2020-06-27","1307","5","10","16","11","4","9","2","2","","","","26","1","4","2","5","3","2","12","1","","1","1","","13","13","","6","8","133","5","","","35","2","","","","","","","",""
"2020-06-28","1320","5","10","17","11","5","9","2","","","","","27","1","4","2","5","3","","12","1","","1","1","","13","13","2","6","8","136","5","","","35","2","","","","","","","",""
"2020-06-29","1329","6","10","17","10","7","9","2","","","","1","27","1","4","2","6","3","2","12","1","","1","1","","12","14","","7","8","140","7","","","35","2","","","","","","","",""
"2020-06-30","1338","7","10","17","11","7","9","2","","","","1","27","1","4","2","7","3","2","12","1","","1","1","","12","14","2","8","8","144","9","","","35","2","","","","","","","",""
"2020-07-01","1346","8","10","18","12","8","9","2","2","1","","2","27","1","4","2","8","3","2","12","1","","1","","","12","14","","9","8","149","9","","","35","2","","","","","","","",""
"2020-07-02","1353","8","10","18","12","8","9","2","2","1","","2","27","1","4","3","9","3","2","13","1","","1","","","12","15","2","9","8","153","10","","","37","3","","","","","","","",""
"2020-07-03","1363","","10","18","12","8","9","2","2","1","","2","27","1","4","3","11","3","2","13","1","","1","","","13","15","2","9","8","158","10","","","37","3","","","","","","","",""
"2020-07-04","1372","8","10","19","12","8","9","2","","1","","2","27","1","4","3","11","4","2","14","1","","1","","","13","15","","13","8","162","10","","","37","4","","","","","","","",""
"2020-07-05","1381","8","","19","12","8","9","2","2","1","","2","28","1","5","3","12","4","2","14","1","","1","","","13","15","","13","8","168","10","","","37","4","","","","","","","",""
"2020-07-06","1388","8","10","21","13","8","9","2","2","1","","","28","1","5","3","13","4","2","14","1","","1","","","13","15","","13","8","174","10","","","37","4","","","","","","","",""
"2020-07-07","1393","8","10","21","14","8","9","2","2","1","","3","29","1","7","3","14","4","2","14","2","","1","1","","13","16","2","14","8","177","10","","","37","4","","","","","","","",""
"2020-07-08","1398","9","10","21","14","8","9","2","2","1","","","29","1","8","3","14","4","2","14","3","","1","","","13","16","2","17","8","182","10","","","37","4","","","","","","","",""
"2020-07-09","1403","9","10","22","15","9","9","2","2","1","","3","29","1","8","3","14","4","","14","3","","1","","","13","17","2","17","8","188","10","","","37","4","","","","","","","",""
"2020-07-10","1408","9","10","23","15","9","9","2","2","1","","","30","1","9","4","14","4","","15","3","","1","1","","13","17","2","17","8","192","10","","","37","4","","","","","","","",""
"2020-07-11","1412","9","10","23","15","9","9","2","2","2","","3","30","1","9","4","14","5","2","15","3","","1","","","13","18","2","17","8","195","10","","","37","4","","","","","","","",""
"2020-07-12","1416","9","10","23","15","9","9","2","2","2","","3","30","1","9","6","15","5","2","15","3","","1","","","13","18","2","18","8","200","10","","","37","4","","","","","","","",""
"2020-07-13","1419","9","10","23","15","9","9","2","2","2","","","31","","9","6","15","5","2","15","4","","1","","","13","18","2","18","8","205","10","","","37","4","","","","","","","",""
"2020-07-14","1422","9","10","23","16","9","10","2","2","2","","3","32","1","9","6","15","5","2","15","4","","1","1","","13","18","2","18","8","210","10","","","40","4","","","","","","","",""
"2020-07-15","1424","9","10","23","16","9","11","2","","2","","","33","1","9","6","15","5","2","15","4","","2","1","","13","18","2","18","8","215","10","","","40","4","","","","","","","",""
"2020-07-16","1429","9","10","23","16","9","11","2","2","2","","","33","1","9","6","15","5","2","15","4","","2","1","","13","18","","18","8","220","10","","","40","4","","","","","","","",""
"2020-07-17","1434","9","10","23","16","9","13","2","2","2","","3","34","1","9","6","15","5","2","15","4","","2","","","13","19","","20","8","225","10","","","41","4","","","","","","","",""
"2020-07-18","1438","9","10","23","17","9","13","2","2","2","","3","34","1","9","6","15","7","2","15","4","","3","","","13","19","","21","8","235","10","","","41","4","","","","","","","",""
"2020-07-19","1444","9","10","23","17","9","14","2","2","4","","","34","2","10","6","15","7","2","15","4","","3","","","13","19","","21","8","244","10","","","41","4","","","","","","","",""
"2020-07-20","1448","9","10","23","17","9","14","2","2","4","","3","34","3","10","6","15","7","2","15","4","","5","","","13","19","2","21","8","255","10","","","43","4","","","","","","","",""
"2020-07-21","1454","9","10","23","17","9","15","2","","4","","3","34","4","11","6","15","8","2","15","4","","5","","","13","20","2","21","8","276","10","","","45","4","","","","","","","",""
"2020-07-22","1457","9","10","23","17","9","15","3","2","5","","","34","4","11","8","15","8","2","16","4","","5","","","13","20","","21","8","295","10","","","46","4","","","","","","","",""
"2020-07-23","1462","9","10","23","17","9","16","4","2","5","","3","34","4","11","8","15","10","2","16","5","","5","","","13","22","2","21","8","309","10","","","48","4","","","","","","","",""
"2020-07-24","1465","9","10","23","17","9","16","4","2","5","","3","35","4","12","8","15","13","2","17","5","","5","1","","13","22","2","22","8","321","10","1","","51","4","","","","","","","",""
"2020-07-25","1469","9","10","23","17","9","17","4","2","5","","3","36","4","12","9","15","14","2","17","5","","5","","","13","22","2","23","8","332","10","1","","53","4","","","","","","","",""
"2020-07-26","1472","9","10","23","17","9","17","4","2","5","","3","37","4","13","9","15","14","2","17","6","","5","","","13","22","2","24","8","344","10","1","","55","4","","","","","","","",""
"2020-07-27","1476","9","10","23","17","9","18","4","2","5","","3","37","4","13","10","15","14","2","18","6","","5","1","","14","24","2","24","8","353","10","1","","58","4","","","","","","","",""
"2020-07-28","1480","9","10","23","17","9","20","4","2","5","","3","38","4","15","10","15","14","2","18","6","","5","","","14","24","2","26","8","365","10","1","","59","4","","","","","","","",""
"2020-07-29","1485","9","10","23","17","9","20","4","2","5","","3","38","4","15","10","15","14","2","19","6","","5","1","","14","26","2","28","8","376","10","1","","62","4","","","","","","","",""
"2020-07-30","1490","9","10","23","17","9","20","4","2","5","","3","40","4","15","10","15","15","2","19","6","","5","","","14","28","2","28","8","386","10","1","","64","4","","","","","","","",""
"2020-07-31","1494","9","10","23","17","9","20","4","2","5","","3","40","4","15","10","16","15","2","20","6","","5","1","","14","28","2","30","8","397","10","1","","67","4","","","","","","","",""
"2020-08-01","1498","9","10","23","17","9","20","4","2","5","","3","40","4","15","11","16","15","2","22","6","","6","1","","14","29","3","30","8","409","10","1","","69","4","","","","","","","",""
"2020-08-02","1500","9","10","23","17","9","22","4","2","5","","4","41","4","15","11","16","15","2","22","6","","6","1","","14","30","3","31","8","421","10","1","","71","4","","","","","","","",""
"2020-08-03","1506","9","10","23","17","9","23","4","","5","","4","41","4","15","12","16","16","2","22","6","","6","1","","14","30","3","32","8","432","10","1","","72","4","","","","","","","",""
"2020-08-04","1509","9","10","23","17","9","24","4","2","5","","4","41","4","18","16","16","16","2","22","6","","6","","","14","30","3","33","8","443","10","1","","74","4","","","","","","","",""
"2020-08-05","1514","9","10","23","17","9","24","4","2","5","","4","42","4","19","18","16","16","2","22","6","","6","","","14","31","3","38","8","449","10","1","","76","4","","","","","","","",""
"2020-08-06","1519","9","10","23","17","9","24","4","2","5","","4","42","4","20","18","16","18","2","23","6","","6","","","14","31","3","43","8","458","10","1","","79","5","","","","","","","",""
"2020-08-07","1522","10","11","23","17","9","24","4","2","5","","4","42","4","21","18","16","18","2","23","8","","6","1","","14","31","3","44","8","468","10","1","","81","6","","","","","","","",""
"2020-08-08","1527","11","11","23","17","9","24","4","2","5","","4","43","4","21","20","16","20","2","23","8","","6","","","14","31","3","44","8","478","10","1","","83","6","","","","","","","",""
"2020-08-09","1530","11","11","23","17","9","24","4","2","5","","4","43","4","21","21","16","22","2","24","8","","6","2","","14","31","3","49","8","487","10","1","","86","6","","","","","","","",""
"2020-08-10","1534","12","11","23","17","9","25","4","2","5","","4","43","4","21","21","16","22","2","25","8","","6","","","14","31","4","50","8","495","10","2","","88","6","","","","","","","",""
"2020-08-11","1537","12","11","23","17","9","26","4","2","5","","4","43","4","21","21","16","22","2","25","8","","6","","","14","33","4","54","8","505","10","2","","90","7","","","","","","","",""
"2020-08-12","1541","12","11","23","17","9","26","4","2","5","","4","43","4","21","21","16","22","2","25","8","","6","","","14","33","4","60","8","510","10","3","","92","7","","","","","","","",""
"2020-08-13","1545","12","11","23","17","9","27","4","2","5","","4","44","5","22","21","16","23","2","25","8","","6","2","","14","33","","63","8","515","10","","","93","7","","","","","","","",""
"2020-08-14","1549","12","11","23","17","9","27","4","2","5","","4","45","5","24","21","16","23","2","25","8","","6","","","14","33","4","65","8","520","10","3","","93","8","","","","","","","",""
"2020-08-15","1552","12","11","23","17","9","27","4","2","5","","4","46","5","24","22","16","23","2","26","9","","6","2","","14","33","4","66","8","529","10","3","","95","8","","","","","","","",""
"2020-08-16","1556","12","11","23","17","9","29","4","2","5","","4","46","6","24","22","16","24","2","26","11","","6","2","","14","34","4","66","8","537","10","3","","96","8","","","","","","","",""
"2020-08-17","1559","12","11","23","17","9","31","4","2","5","","4","46","7","24","22","16","24","2","26","13","","6","2","","14","34","4","68","8","540","10","3","","98","8","","","","","","","",""
"2020-08-18","1563","14","11","23","17","9","33","4","2","5","","4","46","8","24","22","16","26","2","26","13","","6","2","","14","34","4","69","8","547","10","3","","99","8","","","","","","","",""
"2020-08-19","1567","14","11","23","17","9","34","4","2","5","","4","47","8","24","22","16","26","2","26","13","","6","2","","14","35","4","72","8","554","10","3","","99","8","","","","","","","",""
"2020-08-20","1571","14","11","23","17","9","34","4","2","5","","4","48","8","24","22","16","26","2","27","13","","6","2","","14","35","4","74","8","561","10","3","","100","8","","","","","","","",""
"2020-08-21","1574","14","12","23","17","9","35","4","2","5","","4","48","8","24","22","16","26","2","27","13","","6","2","","15","35","4","75","8","566","10","3","","102","8","","","","","","","",""
"2020-08-22","1577","14","12","23","17","9","35","4","2","5","","4","48","8","24","24","16","27","2","27","13","","6","2","","15","36","4","75","8","572","10","3","","103","8","","","","","","","",""
"2020-08-23","1582","14","12","23","17","9","35","4","2","5","","4","48","8","24","26","16","27","2","27","13","","6","2","","15","36","4","76","8","577","10","3","","104","8","","","","","","","",""
"2020-08-24","1585","14","12","23","17","9","36","4","2","5","","4","48","8","24","26","16","27","2","27","13","","6","2","","15","36","4","78","8","582","10","3","","106","8","","","","","","","",""
"2020-08-25","1589","16","12","23","17","9","37","4","2","5","","4","48","9","24","28","16","27","2","27","13","","6","2","","15","36","4","79","8","589","10","4","","107","8","","","","","","","",""
"2020-08-26","1594","16","12","23","17","9","37","4","2","6","","4","48","10","24","28","16","27","2","27","13","","6","2","","15","36","4","83","8","593","10","4","","109","8","","","","","","","",""
"2020-08-27","1597","17","13","23","17","9","37","4","2","6","","4","48","10","24","28","16","28","2","27","13","","6","","","15","37","4","86","8","598","10","4","","110","9","","","","","","","",""
"2020-08-28","1602","18","13","23","17","9","37","4","2","6","","4","48","11","24","28","16","28","2","27","13","","6","","","15","37","4","88","8","601","10","4","","112","9","","","","","","","",""
"2020-08-29","1605","19","13","23","17","9","37","4","2","6","","4","48","12","25","28","16","28","2","28","14","","6","","","15","37","4","90","8","603","10","4","","113","9","","","","","","","",""
"2020-08-30","1609","20","13","23","18","9","39","4","2","6","","4","48","12","26","28","16","28","2","28","14","","6","","","15","37","4","90","9","608","10","4","","115","9","","","","","","","",""
"2020-08-31","1612","20","13","23","18","9","41","4","2","6","","4","49","12","27","28","16","28","2","28","14","","6","","","15","37","4","93","9","611","10","4","","116","9","","","","","","","",""
"2020-09-01","1616","20","13","23","18","9","41","4","2","6","","4","49","13","28","28","16","28","2","28","14","","6","","","15","37","4","93","9","617","10","4","","118","9","","","","","","","",""
"2020-09-02","1619","20","13","23","18","9","41","4","2","6","","4","51","13","28","28","16","28","2","28","14","","6","","","15","37","4","93","9","623","10","4","","119","9","","","","","","","",""
"2020-09-03","1622","20","13","23","18","10","42","4","2","6","","4","52","13","28","28","16","28","2","28","14","","6","","","15","37","4","96","9","628","10","4","","121","9","","","","","","","",""
"2020-09-04","1626","20","13","23","18","10","42","4","2","6","","4","53","14","28","29","16","28","2","28","14","","6","","","15","38","","98","9","631","10","4","","122","9","","","","","","","",""
"2020-09-05","1628","20","13","23","18","10","42","4","2","6","","4","54","14","28","29","16","28","2","29","14","","6","3","","15","38","4","101","9","637","10","4","","124","9","","","","","","","",""
"2020-09-06","1631","20","13","23","18","10","42","4","2","6","","4","55","15","28","29","16","29","2","29","15","","6","","","15","38","4","102","9","642","10","4","","125","9","","","","","","","",""
"2020-09-07","1634","21","13","23","19","10","43","4","2","6","","4","55","15","28","29","16","29","2","29","15","","6","","","15","38","4","103","9","648","10","4","","127","9","","","","","","","",""
"2020-09-08","1637","21","13","","19","10","43","4","2","6","","4","56","15","28","29","16","29","2","29","15","","6","","","15","38","4","105","9","654","10","4","","128","9","","","","","","","",""
"2020-09-09","1641","21","13","23","19","10","43","4","2","6","","4","58","15","28","29","16","29","3","29","15","","6","","","15","38","4","107","9","658","11","4","","130","9","","","","","","","",""
"2020-09-10","1645","23","13","23","19","10","43","4","2","6","","4","59","15","29","29","16","29","3","29","15","","6","","","15","38","4","108","10","662","11","4","","131","9","","","","","","","",""
"2020-09-11","1648","23","13","23","20","12","43","4","2","6","","4","60","15","29","29","16","29","3","29","15","","6","","","15","38","4","110","10","667","11","4","","133","9","","","","","","","",""
