"date","Texas/Anderson","Texas/Andrews","Texas/Angelina","Texas/Aransas","Texas/Archer","Texas/Armstrong","Texas/Atascosa","Texas/Austin","Texas/Bailey","Texas/Bandera","Texas/Bastrop","Texas/Baylor","Texas/Bee","Texas/Bell","Texas/Bexar","Texas/Blanco","Texas/Borden","Texas/Bosque","Texas/Bowie","Texas/Brazoria","Texas/Brazos","Texas/Brewster","Texas/Briscoe","Texas/Brooks","Texas/Brown","Texas/Burleson","Texas/Burnet","Texas/Caldwell","Texas/Calhoun","Texas/Callahan","Texas/Cameron","Texas/Camp","Texas/Carson","Texas/Cass","Texas/Castro","Texas/Chambers","Texas/Cherokee","Texas/Childress","Texas/Clay","Texas/Cochran","Texas/Coke","Texas/Coleman","Texas/Collin","Texas/Collingsworth","Texas/Colorado","Texas/Comal","Texas/Comanche","Texas/Concho","Texas/Cooke","Texas/Coryell","Texas/Cottle","Texas/Crane","Texas/Crockett","Texas/Crosby","Texas/Culberson","Texas/Dallam","Texas/Dallas","Texas/Dawson","Texas/DeWitt","Texas/Deaf Smith","Texas/Delta","Texas/Denton","Texas/Dickens","Texas/Dimmit","Texas/Donley","Texas/Duval","Texas/Eastland","Texas/Ector","Texas/Edwards","Texas/El Paso","Texas/Ellis","Texas/Erath","Texas/Falls","Texas/Fannin","Texas/Fayette","Texas/Fisher","Texas/Floyd","Texas/Foard","Texas/Fort Bend","Texas/Franklin","Texas/Freestone","Texas/Frio","Texas/Gaines","Texas/Galveston","Texas/Garza","Texas/Gillespie","Texas/Glasscock","Texas/Goliad","Texas/Gonzales","Texas/Gray","Texas/Grayson","Texas/Gregg","Texas/Grimes","Texas/Guadalupe","Texas/Hale","Texas/Hall","Texas/Hamilton","Texas/Hansford","Texas/Hardeman","Texas/Hardin","Texas/Harris","Texas/Harrison","Texas/Hartley","Texas/Haskell","Texas/Hays","Texas/Hemphill","Texas/Henderson","Texas/Hidalgo","Texas/Hill","Texas/Hockley","Texas/Hood","Texas/Hopkins","Texas/Houston","Texas/Howard","Texas/Hudspeth","Texas/Hunt","Texas/Hutchinson","Texas/Irion","Texas/Jack","Texas/Jackson","Texas/Jasper","Texas/Jeff Davis","Texas/Jefferson","Texas/Jim Hogg","Texas/Jim Wells","Texas/Johnson","Texas/Jones","Texas/Karnes","Texas/Kaufman","Texas/Kendall","Texas/Kenedy","Texas/Kent","Texas/Kerr","Texas/Kimble","Texas/King","Texas/Kinney","Texas/Kleberg","Texas/Knox","Texas/La Salle","Texas/Lamar","Texas/Lamb","Texas/Lampasas","Texas/Lavaca","Texas/Lee","Texas/Leon","Texas/Liberty","Texas/Limestone","Texas/Lipscomb","Texas/Live Oak","Texas/Llano","Texas/Loving","Texas/Lubbock","Texas/Lynn","Texas/Madison","Texas/Marion","Texas/Martin","Texas/Mason","Texas/Matagorda","Texas/Maverick","Texas/McCulloch","Texas/McLennan","Texas/McMullen","Texas/Medina","Texas/Menard","Texas/Midland","Texas/Milam","Texas/Mills","Texas/Mitchell","Texas/Montague","Texas/Montgomery","Texas/Moore","Texas/Morris","Texas/Motley","Texas/Nacogdoches","Texas/Navarro","Texas/Newton","Texas/Nolan","Texas/Nueces","Texas/Ochiltree","Texas/Oldham","Texas/Orange","Texas/Palo Pinto","Texas/Panola","Texas/Parker","Texas/Parmer","Texas/Pecos","Texas/Polk","Texas/Potter","Texas/Presidio","Texas/Rains","Texas/Randall","Texas/Reagan","Texas/Real","Texas/Red River","Texas/Reeves","Texas/Refugio","Texas/Roberts","Texas/Robertson","Texas/Rockwall","Texas/Runnels","Texas/Rusk","Texas/Sabine","Texas/San Augustine","Texas/San Jacinto","Texas/San Patricio","Texas/San Saba","Texas/Schleicher","Texas/Scurry","Texas/Shackelford","Texas/Shelby","Texas/Sherman","Texas/Smith","Texas/Somervell","Texas/Starr","Texas/Stephens","Texas/Sterling","Texas/Stonewall","Texas/Sutton","Texas/Swisher","Texas/Tarrant","Texas/Taylor","Texas/Terrell","Texas/Terry","Texas/Throckmorton","Texas/Titus","Texas/Tom Green","Texas/Travis","Texas/Trinity","Texas/Tyler","Texas/Unassigned","Texas/Upshur","Texas/Upton","Texas/Uvalde","Texas/Val Verde","Texas/Van Zandt","Texas/Victoria","Texas/Walker","Texas/Waller","Texas/Ward","Texas/Washington","Texas/Webb","Texas/Wharton","Texas/Wheeler","Texas/Wichita","Texas/Wilbarger","Texas/Willacy","Texas/Williamson","Texas/Wilson","Texas/Winkler","Texas/Wise","Texas/Wood","Texas/Yoakum","Texas/Young","Texas/Zapata","Texas/Zavala"
"2020-04-01","0","0","0","0","","","0","0","","","2","","","2","39","0","","","0","0","10","","","","0","0","0","0","0","","0","1","","1","0","1","3","","1","","","","24","","0","1","0","","","0","","0","","","","","100","0","0","0","","0","","","0","","0","1","","4","0","2","0","0","2","","","","0","0","","","0","14","","0","","","1","","1","3","0","2","0","","","","","1","167","2","","","4","","0","8","1","0","0","1","","","","0","","","","0","0","","9","","","4","","0","1","0","","","0","","","","0","","","0","0","","0","","1","1","0","","0","0","","23","0","","","0","","6","0","","5","","0","","0","0","","","0","17","0","0","","2","1","0","","0","","0","2","","2","0","","","0","8","","","7","","","","","","","0","4","","2","","0","0","0","","","","","2","","1","","2","","","","","0","15","0","","0","","","0","0","","0","","0","","2","0","0","1","2","0","","8","0","1","","8","","0","8","0","","0","0","","2","",""
"2020-04-02","0","0","0","0","","","0","2","","","2","","","5","22","0","","","0","14","5","","","","0","0","1","0","1","","11","0","","1","0","0","0","","0","","","","23","","0","3","-1","","","0","","0","","","","","100","0","-2","0","","48","","","0","","-1","1","","18","6","1","0","0","0","","","","31","0","","","0","12","","0","","1","0","1","3","0","0","3","5","","","","","1","108","2","","","0","","0","16","1","0","0","0","","","","0","","","","1","1","","4","","1","5","","0","1","1","","","0","","","","1","","","0","0","","0","1","0","0","1","","2","0","","8","1","","","0","","5","2","","4","","0","","0","0","","","0","9","5","0","","1","0","0","","6","","0","0","1","0","0","","","0","0","","","0","","","","","","","0","1","","1","","0","0","0","","","","","0","","5","","1","","","","","0","37","4","","0","","","1","107","","-1","","1","","0","0","1","4","2","2","","0","18","2","","5","","1","13","2","","2","0","","0","",""
"2020-04-03","0","1","3","","","","0","0","","","0","","","0","25","0","","","1","14","4","","","","1","0","0","1","0","","18","0","","0","1","2","1","","0","","","","20","","2","3","0","","","1","","0","","","","","90","2","2","1","","19","","","4","","0","10","","10","1","1","0","1","6","","","","27","0","","","0","12","","0","","0","0","1","1","5","0","3","0","","","","","1","151","0","","","5","1","0","17","0","0","2","0","","","","4","","","","1","1","","9","","0","1","","0","4","0","","","1","","","","-1","","","0","0","1","0","1","0","2","0","","0","0","","9","0","","","0","","3","1","","1","","0","","6","0","","","0","11","0","0","","7","1","0","","1","","0","0","0","1","1","","","3","5","","","4","","","","1","","","0","0","","1","","3","0","1","","","","","6","","11","","0","","","","","0","58","5","","0","","1","7","0","1","2","","0","","0","0","0","7","-2","2","","0","2","0","","1","","0","8","1","","0","0","","0","",""
"2020-04-04","0","0","2","","","","0","0","","","0","","","7","88","1","","","7","21","3","","","","0","1","0","1","0","","7","0","","0","2","0","0","","0","","","","29","","-2","3","1","","","2","","0","","","","","184","0","0","0","","0","","","0","","0","0","","18","2","0","0","0","0","","","","34","0","","","0","6","","1","","0","0","3","0","3","0","3","0","","","","","0","178","0","","","3","0","0","7","2","0","1","0","","","","0","2","","","0","0","","0","","1","3","","0","1","1","","","0","","","","1","","","2","0","0","1","0","0","0","0","","0","0","","21","0","","","0","1","1","0","","1","","0","","0","0","","","0","12","0","0","","3","0","0","","6","","0","0","0","0","1","","","0","3","","","3","","","","0","","","0","1","","4","","0","0","1","","","","","1","","4","","0","","","","","0","21","4","","0","","0","3","79","1","0","","0","","0","0","1","5","3","1","","0","18","0","","2","","2","0","0","","0","0","","0","",""
"2020-04-05","0","5","0","1","","","0","1","","","0","","","0","42","0","","","0","0","19","","","","2","0","0","0","3","","15","0","","0","0","0","0","","2","","","","31","","0","0","0","","","1","","0","","","","","7","2","1","2","","31","","","2","","0","4","","10","3","0","0","0","1","","","","13","0","","","0","104","","0","","0","0","0","0","0","0","2","1","","","","","11","111","1","","","4","0","1","0","0","3","0","1","","","","0","0","","","0","0","","18","","0","2","","0","0","1","","","0","","","","0","","","0","0","0","0","0","0","1","0","","0","0","","16","0","","","0","0","5","0","","1","","1","","2","1","","","0","7","0","0","","1","1","0","","6","","0","15","0","0","0","","","0","16","","","10","","","","0","","","0","0","","1","","0","0","1","","","","","1","","0","","1","","","","","0","14","4","","0","","0","1","54","0","0","","0","","0","0","0","0","2","0","","0","15","0","","0","","0","6","0","","0","1","","0","",""
"2020-04-06","0","0","4","0","","","1","0","","","1","","","10","26","0","","","-3","23","0","","","","0","0","0","1","1","","10","0","","-1","0","0","0","","-2","","","","19","","0","1","0","","","0","","0","","1","","1","43","0","0","2","","33","","","0","","0","0","","19","-3","1","0","0","-2","","","","50","0","","","0","16","","1","","2","0","4","1","0","0","0","0","","","1","","0","414","2","","","5","0","0","13","0","0","0","0","","","","-7","0","","","0","0","","1","","0","-2","","0","-1","-1","","","0","","","","0","","","1","0","1","0","0","0","0","0","","0","-1","","26","0","","","1","0","0","1","","2","","0","","0","0","","","0","12","0","0","","2","-2","0","","6","","0","0","0","0","0","","1","1","0","","","2","","","","0","","","0","-1","","0","","0","0","-3","","","","","0","","5","","1","","","","","0","34","0","","0","","0","3","18","0","0","","0","","1","0","1","3","0","1","","2","24","4","","1","","0","0","0","","0","1","","0","1",""
"2020-04-07","1","4","0","1","","","1","1","","","4","","","3","46","2","","","3","6","3","","","","0","3","1","1","0","1","14","1","","1","0","6","0","","0","","","","0","","1","5","1","","","6","","0","","0","","0","106","0","0","0","","29","","","0","","0","4","","0","6","1","0","0","0","","1","","0","0","","","0","0","","-2","","0","0","0","1","7","1","11","0","","1","0","","2","337","3","","","2","0","4","14","0","0","1","0","","","","0","0","","","1","0","","19","","0","3","","0","5","0","","","0","","","","0","1","","0","0","0","0","0","0","6","3","","0","1","","0","1","","","0","0","1","0","1","3","","2","","3","0","","1","0","36","2","0","","3","0","0","","6","","1","4","1","0","0","","0","0","1","","","0","","","","0","","","0","1","","1","","0","0","0","","","","","1","","13","","0","","","","","1","65","7","","2","","1","0","0","0","0","","2","","0","1","2","15","5","2","","2","0","4","","1","","0","4","1","","0","1","","0","0",""
"2020-04-08","0","0","0","0","","","1","1","","1","2","","","3","47","0","","","3","0","11","","","","0","0","0","0","0","0","7","0","","0","0","2","0","","0","","","","37","","3","2","0","","","1","","0","","0","","0","63","0","0","0","","0","1","","6","","0","0","","21","6","0","0","2","0","","0","","99","0","","1","0","16","","0","","0","0","2","1","9","2","6","0","","1","0","","13","195","0","","","14","0","-2","15","1","0","0","0","","","","13","0","","","0","0","","0","","0","1","1","0","2","0","","","0","","","","0","0","","0","0","0","1","0","0","3","0","","0","0","","11","0","","","0","0","0","2","-1","6","","1","","3","4","","0","0","13","1","0","","4","0","0","","0","","0","3","1","0","0","","0","0","6","","","4","","","","0","","","0","3","","1","","0","2","5","","","","","4","","4","","0","","","","","0","71","0","","0","","0","1","52","0","0","","1","","0","1","0","9","0","0","","3","13","1","","0","","2","6","1","","0","0","","0","0",""
"2020-04-09","0","0","1","0","","","0","0","","0","1","","1","10","51","0","","","3","11","0","","","","2","0","0","0","1","0","10","1","","0","0","3","0","","0","","","","35","","0","5","0","","","5","","0","","0","","0","108","0","1","0","1","60","0","","1","","0","9","","39","9","2","0","0","-1","","0","","20","0","","0","0","15","","0","","0","1","1","0","3","-1","1","2","","0","0","","0","706","1","","","2","0","2","11","0","2","1","0","","1","","1","0","","1","0","0","","9","","0","0","1","0","3","0","","","0","","","","0","0","","2","0","0","1","0","0","0","1","","0","0","","23","0","1","","0","0","2","0","1","0","","2","","1","0","","0","0","21","6","1","","0","6","0","","4","","0","1","1","3","3","","0","0","11","","1","12","","","","0","","","0","0","","0","","3","0","0","","","","","6","","3","","0","","","","","0","49","13","","0","","2","7","43","1","2","","0","","1","0","0","7","0","1","","4","20","0","","2","","-2","10","1","","0","0","","0","2",""
"2020-04-10","1","1","1","0","","","2","1","","1","5","","1","0","61","0","","","6","15","8","","","","0","1","1","1","1","0","29","0","","0","0","2","0","","0","","","","28","","0","0","0","1","1","1","","0","","0","","0","105","0","0","0","0","0","0","","7","","0","0","","33","8","0","0","1","1","","0","","48","0","","0","0","21","","0","","1","0","0","2","2","1","1","0","","0","0","","0","214","0","","","2","0","2","7","2","0","1","0","","0","","0","0","","0","0","3","","7","","0","2","0","0","5","1","","","0","","","","0","0","","0","0","1","0","0","1","1","2","","0","0","","20","1","0","","0","0","1","1","1","4","","1","","0","0","","0","0","0","6","1","","6","1","0","","3","","0","0","0","3","2","","0","0","1","","0","4","","","","0","","","0","2","","0","","2","0","0","","","0","","8","","6","","0","1","","","","1","68","4","","1","","2","1","45","0","0","","0","","1","1","3","7","0","1","","6","11","6","","3","","0","6","1","1","1","1","","0","0",""
