"date","Ohio/Adams","Ohio/Allen","Ohio/Ashland","Ohio/Ashtabula","Ohio/Athens","Ohio/Auglaize","Ohio/Belmont","Ohio/Brown","Ohio/Butler","Ohio/Carroll","Ohio/Champaign","Ohio/Clark","Ohio/Clermont","Ohio/Clinton","Ohio/Columbiana","Ohio/Coshocton","Ohio/Crawford","Ohio/Cuyahoga","Ohio/Darke","Ohio/Defiance","Ohio/Delaware","Ohio/Erie","Ohio/Fairfield","Ohio/Fayette","Ohio/Franklin","Ohio/Fulton","Ohio/Gallia","Ohio/Geauga","Ohio/Greene","Ohio/Guernsey","Ohio/Hamilton","Ohio/Hancock","Ohio/Hardin","Ohio/Harrison","Ohio/Henry","Ohio/Highland","Ohio/Hocking","Ohio/Holmes","Ohio/Huron","Ohio/Jackson","Ohio/Jefferson","Ohio/Knox","Ohio/Lake","Ohio/Lawrence","Ohio/Licking","Ohio/Logan","Ohio/Lorain","Ohio/Lucas","Ohio/Madison","Ohio/Mahoning","Ohio/Marion","Ohio/Medina","Ohio/Meigs","Ohio/Mercer","Ohio/Miami","Ohio/Monroe","Ohio/Montgomery","Ohio/Morgan","Ohio/Morrow","Ohio/Muskingum","Ohio/Noble","Ohio/Ottawa","Ohio/Paulding","Ohio/Perry","Ohio/Pickaway","Ohio/Pike","Ohio/Portage","Ohio/Preble","Ohio/Putnam","Ohio/Richland","Ohio/Ross","Ohio/Sandusky","Ohio/Scioto","Ohio/Seneca","Ohio/Shelby","Ohio/Stark","Ohio/Summit","Ohio/Trumbull","Ohio/Tuscarawas","Ohio/Unassigned","Ohio/Union","Ohio/Van Wert","Ohio/Vinton","Ohio/Warren","Ohio/Washington","Ohio/Wayne","Ohio/Williams","Ohio/Wood","Ohio/Wyandot"
"2020-03-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"2020-03-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","0","0","0","0","0","0","0","0","0"
"2020-03-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","0","0","0","0","0","0","0","0","0"
"2020-03-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","","0","0","0","0","0","0","0","0","0"
"2020-03-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","","0","0","0","0","0","0","0","0","0"
"2020-03-27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","","0","0","0","0","0","0","0","0","0"
"2020-03-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","2","0","","0","0","0","0","0","0","0","0","0"
"2020-03-29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","2","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","2","0","","0","0","0","0","0","0","0","0","0"
"2020-03-30","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","1","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","3","0","4","0","1","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","5","2","0","","0","0","0","0","0","0","0","0","0"
"2020-03-31","","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","6","1","0","1","1","0","0","3","0","1","0","1","","0","0","","","","0","","0","1","","0","0","2","0","0","0","2","3","0","9","0","1","","0","6","","1","","","0","","0","","0","0","0","1","0","","0","0","0","","1","0","3","5","2","0","","0","0","","0","0","0","","0","0"
"2020-04-01","","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","9","1","0","1","1","0","0","4","0","1","0","1","","0","0","","","","0","","0","1","","0","0","2","0","0","0","2","3","2","10","0","1","","0","6","","1","","0","0","","0","","0","0","0","1","0","","0","0","0","","1","0","3","7","3","0","","0","0","","0","0","0","","0","0"
"2020-04-02","","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","12","1","0","1","1","0","0","5","0","1","0","1","0","2","0","0","","","0","","0","1","","0","1","3","0","0","0","2","3","2","11","0","1","","0","8","","2","","0","0","","0","","0","0","0","2","0","","0","0","0","","1","0","3","7","6","0","","0","0","","0","0","0","","0","0"
"2020-04-03","","0","0","0","1","0","0","1","1","0","0","0","1","0","3","0","0","13","1","0","1","1","0","0","5","0","1","0","1","0","2","0","0","","","0","","0","1","","0","1","3","0","1","0","2","4","2","12","0","1","","0","8","","2","","0","0","","0","","0","0","0","3","0","","0","0","0","","1","0","4","7","7","0","","0","0","","0","0","0","0","0","0"
"2020-04-04","0","0","0","0","1","0","0","1","1","0","0","0","1","0","5","0","0","13","2","0","1","1","0","0","6","0","1","0","1","0","2","0","0","","","0","","0","1","","0","1","3","0","1","0","2","7","2","13","0","2","","1","9","","2","","0","0","","0","","0","0","0","3","0","","0","0","0","","1","0","5","7","6","0","","0","0","","0","0","0","0","0","0"
"2020-04-05","0","0","0","0","1","0","0","1","2","0","0","0","1","0","5","0","0","14","4","0","1","1","0","0","8","0","1","0","1","0","3","0","0","","","0","","0","1","","0","1","3","0","2","0","3","8","2","15","0","2","","1","10","0","2","","0","0","","0","","0","0","0","4","0","","0","0","0","","1","0","5","9","7","0","0","0","0","","0","0","0","0","0","0"
"2020-04-06","0","0","0","0","1","0","1","1","2","0","0","0","1","0","5","0","0","15","6","0","1","1","0","0","9","0","1","0","1","0","9","0","0","","","0","","0","1","","0","1","3","0","2","0","3","12","2","17","0","3","","1","10","0","2","0","0","0","","0","0","0","0","0","5","0","0","0","0","0","0","1","0","7","10","8","0","0","0","0","","0","0","0","0","0","0"
"2020-04-07","0","1","0","0","1","0","1","1","2","0","0","0","1","0","5","0","0","19","6","0","1","1","0","0","12","0","1","0","1","0","12","0","0","","","0","","0","1","","0","1","4","0","3","0","3","16","2","19","0","3","0","1","12","0","2","0","0","0","","0","0","0","0","0","7","0","0","0","0","0","0","1","0","7","12","8","0","0","0","0","","0","0","0","0","0","0"
"2020-04-08","0","1","0","0","1","0","1","1","2","0","0","0","1","1","6","0","0","23","7","0","1","1","0","0","12","0","1","1","1","0","13","0","0","","0","0","","0","1","0","0","1","4","0","3","0","4","16","2","28","0","4","0","1","14","0","2","0","0","0","","0","0","0","0","0","8","0","0","0","0","1","0","1","0","7","12","8","0","0","0","0","","0","0","0","0","2","0"
"2020-04-09","0","1","0","0","1","0","1","1","2","0","0","0","1","1","6","0","0","23","7","0","2","1","0","0","14","0","1","1","1","0","14","0","0","","0","0","","0","1","0","0","1","5","0","3","0","5","16","2","28","0","5","0","1","14","0","4","0","0","0","0","0","0","0","0","0","14","1","0","1","0","1","0","1","0","8","12","8","0","0","0","0","","0","0","0","1","2","1"
"2020-04-10","0","1","0","0","1","0","1","1","2","0","0","0","1","1","6","0","0","23","7","0","2","1","0","0","14","0","1","1","1","0","14","0","0","","0","0","","0","1","0","0","1","5","0","3","0","5","16","2","28","0","5","0","1","14","0","4","0","0","0","0","0","0","0","0","0","14","1","0","1","0","1","0","1","0","8","12","8","0","18","0","0","","0","0","0","1","2","1"
"2020-04-11","0","1","0","0","1","1","2","1","2","0","1","0","1","1","6","0","0","22","8","0","2","1","0","0","14","0","1","2","1","0","17","1","0","","0","0","0","0","1","0","0","1","6","0","3","0","5","21","3","31","0","7","0","1","15","0","5","0","0","0","0","0","0","0","0","0","14","1","0","1","0","2","0","1","0","11","14","8","0","0","0","0","","0","0","5","0","3","2"
