"date","Illinois/Adams","Illinois/Alexander","Illinois/Bond","Illinois/Boone","Illinois/Brown","Illinois/Bureau","Illinois/Calhoun","Illinois/Carroll","Illinois/Cass","Illinois/Champaign","Illinois/Christian","Illinois/Clark","Illinois/Clay","Illinois/Clinton","Illinois/Coles","Illinois/Cook","Illinois/Crawford","Illinois/Cumberland","Illinois/De Witt","Illinois/DeKalb","Illinois/Douglas","Illinois/DuPage","Illinois/Edgar","Illinois/Edwards","Illinois/Effingham","Illinois/Fayette","Illinois/Ford","Illinois/Franklin","Illinois/Fulton","Illinois/Gallatin","Illinois/Greene","Illinois/Grundy","Illinois/Hamilton","Illinois/Hancock","Illinois/Hardin","Illinois/Henderson","Illinois/Henry","Illinois/Iroquois","Illinois/Jackson","Illinois/Jasper","Illinois/Jefferson","Illinois/Jersey","Illinois/Jo Daviess","Illinois/Johnson","Illinois/Kane","Illinois/Kankakee","Illinois/Kendall","Illinois/Knox","Illinois/LaSalle","Illinois/Lake","Illinois/Lawrence","Illinois/Lee","Illinois/Livingston","Illinois/Logan","Illinois/Macon","Illinois/Macoupin","Illinois/Madison","Illinois/Marion","Illinois/Marshall","Illinois/Mason","Illinois/Massac","Illinois/McDonough","Illinois/McHenry","Illinois/McLean","Illinois/Menard","Illinois/Mercer","Illinois/Monroe","Illinois/Montgomery","Illinois/Morgan","Illinois/Moultrie","Illinois/Ogle","Illinois/Out of IL","Illinois/Peoria","Illinois/Perry","Illinois/Piatt","Illinois/Pike","Illinois/Pope","Illinois/Pulaski","Illinois/Putnam","Illinois/Randolph","Illinois/Richland","Illinois/Rock Island","Illinois/Saline","Illinois/Sangamon","Illinois/Schuyler","Illinois/Scott","Illinois/Shelby","Illinois/St. Clair","Illinois/Stark","Illinois/Stephenson","Illinois/Tazewell","Illinois/Unassigned","Illinois/Union","Illinois/Vermilion","Illinois/Wabash","Illinois/Warren","Illinois/Washington","Illinois/Wayne","Illinois/White","Illinois/Whiteside","Illinois/Will","Illinois/Williamson","Illinois/Winnebago","Illinois/Woodford"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-4","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-03-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-03-27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-03-29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2020-03-31","0","","0","","","0","","0","","0","0","0","","0","","17","0","0","","0","0","2","","","","0","0","0","","","","0","","","","","0","0","0","","","","0","","1","0","0","0","0","1","","","0","","0","","0","0","0","","","","0","1","0","","0","0","1","","","","0","","","","","","","0","","0","0","0","","","","0","","0","0","0","","","","","0","","","0","3","0","0","0"
"2020-04-01","0","","0","","","0","","1","","0","0","0","","0","","34","0","0","","0","0","2","","","","0","0","0","","","","0","","","","","0","0","0","","","","0","","1","0","0","0","0","1","","","0","","0","","0","0","0","","","","0","0","0","","0","0","0","","0","","0","","","","","","","0","","0","0","1","","","","0","","0","0","0","","","","","0","","","0","1","0","1","0"
"2020-04-02","0","","0","","","0","","0","","0","1","0","","0","","12","0","0","","0","0","2","","","","0","0","0","","","","0","","","","","0","0","0","","","","0","","0","0","0","0","0","5","","","0","0","0","0","0","0","0","","0","","1","0","0","0","0","0","0","0","0","","0","","0","","","","","0","","0","0","0","","","","0","","0","0","0","","0","","","0","","","1","0","0","0","0"
"2020-04-03","0","","0","","","0","","0","","0","1","0","","0","","34","0","0","0","0","0","2","","","0","0","0","0","","","","0","","","","","0","0","0","","","0","0","","1","2","0","0","0","5","","","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","","0","","0","","","","","0","","0","0","0","","","","0","","0","0","1","","0","","","0","","","0","1","0","0","0"
"2020-04-04","0","","0","","","0","","0","","0","0","0","","0","","26","0","0","0","0","0","2","","","0","0","0","0","","","","0","","","","","0","0","1","0","","0","0","","3","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","","0","0","","","","0","","0","0","0","","","","0","","0","0","0","","0","","","0","","","0","1","0","0","0"
"2020-04-05","0","","0","0","","0","0","0","","0","0","0","","0","","19","0","0","0","0","0","4","","","0","0","0","0","","0","","0","","","","","0","0","0","0","0","0","0","","3","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","1","0","0","0","","1","","0","0","","","","0","","0","0","0","","","","0","","0","0","-1","","0","","","0","","","0","2","0","0","0"
"2020-04-06","0","","0","0","","0","0","0","","0","0","0","","0","","23","0","0","0","1","0","0","","","0","0","0","0","","0","","0","","","","","0","0","0","0","0","0","0","","0","0","0","0","0","2","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","","0","0","","","","0","","0","0","0","","","","0","","0","0","1","","0","0","","0","","","0","6","0","0","0"
"2020-04-07","0","","0","0","","0","0","0","","1","0","0","","0","","0","0","0","0","0","0","0","","","0","0","0","0","","0","","0","","","","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","","0","0","","","","0","","0","0","0","","","","0","","0","0","0","","0","0","","0","","","0","0","0","0","0"
"2020-04-08","0","","0","1","","0","0","0","","0","1","0","","0","0","101","0","0","0","0","0","8","","","0","0","1","0","","0","","0","","0","","","0","0","0","0","0","0","0","","4","1","0","0","0","8","0","0","0","0","1","0","2","0","0","0","0","","2","0","0","0","1","0","0","0","0","","0","","0","0","","","","0","0","0","0","0","","","0","1","0","0","2","0","","0","0","","0","","","0","18","0","2","0"
"2020-04-09","0","","0","0","","0","0","0","","0","0","0","","0","0","0","0","0","0","0","0","0","","","0","0","0","0","","0","","0","","0","","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","","0","0","","","","0","0","0","0","0","","","0","0","0","0","0","0","","0","0","","0","","","0","0","0","0","0"
"2020-04-10","0","","0","0","","0","0","0","","1","0","0","","0","0","89","0","0","0","0","0","11","","","1","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","","3","2","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","3","0","0","0","","0","2","0","0","0","0","","0","0","","0","","","0","15","0","0","0"
"2020-04-11","0","","0","0","","0","0","0","","0","0","0","","0","0","56","0","0","0","0","0","5","","","0","0","0","0","0","0","0","0","","0","","","0","0","1","0","0","0","0","","0","2","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","0","0","","0","2","0","0","0","-1","","0","0","0","0","","","0","5","0","1","0"
"2020-04-12","0","","0","0","","0","0","0","","0","0","0","","0","0","30","0","0","0","0","0","4","","","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","0","0","","0","1","0","0","0","1","","0","0","0","0","","","0","3","0","0","0"
"2020-04-13","0","","0","0","","0","0","0","","0","0","0","","0","0","58","0","0","0","0","0","6","","","0","1","0","0","0","0","0","0","","0","","","0","0","2","1","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","1","0","","0","0","0","0","1","0","","0","0","0","0","","","0","3","0","0","0"
"2020-04-14","0","","0","0","","0","0","0","","0","0","0","0","0","0","34","0","0","0","0","0","5","","","0","0","0","0","0","0","0","0","","0","","","0","0","-1","0","0","0","0","0","0","1","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","0","","0","0","0","0","","","1","14","0","0","0"
"2020-04-15","0","","0","0","","0","0","0","","0","0","0","0","0","0","53","0","0","0","0","0","5","","","0","0","0","0","0","0","0","0","","0","","","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","1","","0","0","0","0","","0","","0","0","1","0","1","0","","0","2","0","0","0","0","0","0","0","0","0","","","1","4","0","0","0"
"2020-04-16","0","","0","0","","0","0","0","","2","1","0","0","0","0","92","0","0","0","0","0","3","","","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","1","0","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","0","0","","0","4","0","0","0","0","0","0","0","0","0","","","0","7","0","0","0"
"2020-04-17","0","0","1","1","","0","0","0","","0","0","0","0","0","0","38","0","0","0","0","0","8","","","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","0","","0","","1","0","0","0","-1","0","","0","3","0","0","0","0","0","0","0","0","0","","","0","2","0","0","0"
"2020-04-18","0","0","0","0","","0","0","0","","0","0","0","0","0","0","100","0","0","0","0","0","5","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1","2","1","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","","1","0","0","0","","0","","0","0","0","0","0","0","","0","0","0","0","0","2","0","0","0","0","0","0","","0","4","0","0","0"
"2020-04-19","0","0","0","0","","0","0","0","","0","0","0","0","0","0","17","0","0","0","0","0","3","","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","0","","0","0","0","0","1","0","","0","1","0","0","0","0","0","0","0","0","0","0","","0","7","0","0","0"
