"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-03-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-28","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-29","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-30","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","","","","","","","","","","","0","","","","","0","","2","","","","","","","","","","",""
"2020-04-29","","","","","","","0","0","","","","","","","","","","","3","","","","","0","","0","","","","","","","","","","",""
"2020-04-30","","","","","","","","","","","","","","","","","","","2","","","","","0","","0","","","","","","","","","","",""
"2020-05-01","","","","","","","0","","","","0","","","","","","","","2","","","","","1","","0","","","","","","","","","","",""
"2020-05-02","","","","","","","0","","","","0","","","","","","","","4","","","","","1","","0","0","","","","","","","","","",""
"2020-05-03","0","","","","","","0","","","","0","","","","","","","","2","","","","","0","","0","0","","","","","","","","","",""
"2020-05-04","0","","","","","","0","","","","0","","","","","","","","4","","","","","2","","0","0","","","","","","","","","",""
"2020-05-05","0","","","","","","0","0","","","0","","","","","","","","6","","","","","3","","3","0","","","","","","","","","",""
"2020-05-06","0","","","","","","0","","","","0","","","","","","","","1","","","","","1","","0","0","","","","","","","","","",""
"2020-05-07","1","","","","","","","","","","1","","","","","","","","2","","","","","1","","1","0","","","","","","","","","",""
"2020-05-08","2","","","","","","","0","","","0","","","","","","","","1","","","","","1","0","0","0","","","","","","","","","",""
"2020-05-09","0","","","","","","","","","","0","","","","","","","","2","","","","","0","","0","0","","","","","","0","","","",""
"2020-05-10","0","","","","","","0","","","","0","","","","","","","","1","","","","","0","","0","0","","","","","","","","","",""
"2020-05-11","1","","","","","","0","","","","0","0","","","","","","","2","","","","","0","0","0","0","","","","","","","","","",""
"2020-05-12","0","","","0","","","0","0","","","0","0","","","","","","","1","","","","","0","","0","1","","","0","","","","","","",""
"2020-05-13","0","","","0","","","0","","","","","0","","","","","","","2","","0","","","0","","0","0","","","1","0","","0","","","",""
"2020-05-14","0","0","","","","","","","","","","0","","","","","","","1","","0","","","0","1","0","0","","","0","","","","","","",""
"2020-05-15","0","0","","0","","","0","","0","","0","0","","","","","","","0","","0","","","0","0","0","0","0","","0","","","","","","",""
"2020-05-16","0","","","0","","","0","0","0","","0","","","","","","","","1","","0","","","0","","0","0","0","","0","","","","","","",""
"2020-05-17","0","0","","","","","1","0","1","","0","0","","","","","","","2","","0","","","0","0","1","0","","","0","0","","0","","","",""
"2020-05-18","0","","","0","","","0","0","0","","0","","","","","","","","2","","1","","","0","0","1","1","","","1","","","","","","",""
"2020-05-19","0","0","","","","","0","0","0","","0","0","","","","","","","2","","0","","","0","","1","1","","","0","0","","","","","","0"
