"date","Manipur/Bishnupur","Manipur/CAPF Personnel","Manipur/CAPF Personnel ","Manipur/Chandel","Manipur/Churachandpur","Manipur/Imphal East","Manipur/Imphal West","Manipur/Jiribam","Manipur/Kakching","Manipur/Kamjong","Manipur/Kangpokpi","Manipur/Meitram","Manipur/Noney","Manipur/Pherzawl","Manipur/Senapati","Manipur/Tamenglong","Manipur/Tengnoupal","Manipur/Thoubal","Manipur/Ukhrul","Manipur/kasom khulem"
"2020-11-29","  4.72 %","   .00 %","","","  3.41 %","  2.97 %","  4.36 %","   .00 %","   .00 %","","  2.86 %","","   .00 %","   .00 %","   .00 %","  6.67 %","","   .59 %","   .00 %",""
"2020-11-30","  6.72 %","","","  3.33 %","  1.05 %","  4.13 %","  5.54 %","   .00 %","   .00 %","","","","","","","  6.67 %","","   .59 %","   .00 %",""
"2020-12-01","  7.86 %","   .00 %","","  3.33 %","   .00 %","  5.22 %","  5.09 %","   .00 %","   .00 %","","  5.36 %","","","","   .00 %","  6.67 %","","   .59 %"," 20.00 %",""
"2020-12-26","  7.86 %","","","","   .00 %","  3.89 %","  3.69 %","","   .00 %","","","","","","   .00 %","","","   .59 %","",""
"2020-12-27","  7.86 %","   .00 %","","","  1.00 %","  3.81 %","  3.25 %","","   .00 %","","","","   .00 %","","   .00 %","  6.67 %","   .00 %","   .00 %","",""
"2020-12-28","  5.64 %","   .00 %","","","  1.00 %","  2.59 %","  2.00 %","","   .00 %","","","","","","","","","","",""
"2020-12-29","  3.64 %","   .00 %","","","  1.95 %","  1.44 %","  1.36 %","","  4.00 %","","  5.36 %","","","","","  5.00 %","","   .00 %","",""
"2020-12-30","   .00 %","","","","  1.95 %","   .68 %","  1.08 %","   .00 %","  4.00 %","","","","","","   .00 %","  5.00 %","   .00 %","   .00 %","",""
"2020-12-31","  1.54 %","   .00 %","","","","   .68 %","  1.08 %","","","","","","","","   .00 %","  5.00 %","","   .00 %","",""
"2021-01-01","  1.54 %","","","","","   .34 %","   .79 %","   .00 %","","","","","","","","","","   .00 %"," 20.00 %",""
"2021-01-02","  1.54 %","","","","  1.95 %","   .34 %","   .79 %","","  7.33 %","","","","","","","  5.00 %","","   .00 %","",""
"2021-01-03","  1.54 %","   .00 %","","","   .95 %","   .34 %","   .52 %","","  7.33 %","","  5.36 %","","","","","  5.00 %","","   .00 %","",""
"2021-01-04","  2.97 %","","","","   .95 %","   .00 %","   .77 %","","  7.33 %","","  7.58 %","","","","   .00 %","","","   .00 %","",""
"2021-01-05","  1.43 %","   .00 %","","","","   .67 %","","","  3.33 %","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-01-06","  1.43 %","   .00 %","","","   .00 %","   .67 %","   .77 %","","","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-01-07","  1.43 %","   .00 %","","  3.33 %","   .91 %","   .67 %","   .51 %","","","","","","   .00 %","","","","",""," 20.00 %",""
"2021-01-08","","","","","","   .67 %","   .51 %","","","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","",""
"2021-01-09","  1.43 %","","","  3.33 %","   .91 %","   .67 %","   .50 %","","  3.33 %","","","","   .00 %","","","","","   .00 %","",""
"2021-01-10","   .00 %","   .00 %","","","   .91 %","   .00 %","   .25 %","","","","","","","","","","","","",""
"2021-01-11","   .00 %","   .00 %","","","","   .00 %","   .25 %","","   .00 %","","","","","","","   .00 %","","   .00 %"," 20.00 %",""
"2021-01-13","","   .00 %","","   .00 %","   .91 %","   .00 %","   .25 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","   .00 %","",""
"2021-01-14","","","","","   .91 %","   .00 %","   .25 %","","","","","","","","   .00 %","   .00 %","","","",""
"2021-01-15","","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","",""
"2021-01-16","","","","   .00 %","","   .00 %","   .25 %","","","","  4.72 %","","","","","   .00 %","","   .00 %","",""
"2021-01-17","   .00 %","   .00 %","","","   .00 %","","   .25 %","","","","","","","","","   .00 %","","   .00 %","",""
"2021-01-18","   .00 %","","","","","   .00 %","   .25 %","","","","","","","","","","","   .00 %","",""
"2021-01-19","","   .00 %","","   .00 %","   .00 %","   .00 %","   .49 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-01-20","","","","   .00 %","   .00 %","   .00 %","   .49 %","","   .00 %","","  2.22 %","","","","","","","","",""
"2021-01-21","   .00 %","","","   .00 %","   .00 %","   .00 %","   .24 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-01-22","   .00 %","","","   .00 %","   .00 %","   .00 %","   .48 %","","","","  2.22 %","","","","","","","   .00 %"," 30.00 %",""
"2021-01-23","","   .00 %","","   .00 %","   .00 %","   .00 %","   .48 %","","","","","","","","","   .00 %","","","",""
"2021-01-24","","   .00 %","","","   .00 %","   .00 %","   .24 %","","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","",""
"2021-01-25","","","","   .00 %","","   .00 %","   .24 %","","   .00 %","","","","","","","   .00 %","","","",""
"2021-01-26","   .00 %","","","   .00 %","","   .00 %","   .24 %","","","","","","","","","","","","",""
"2021-01-27","  1.33 %","","","","","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-01-28","  1.33 %","","","","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","","","",""
"2021-01-29","  1.33 %","","","   .00 %","   .87 %","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-01-30","","   .00 %","","   .00 %","   .87 %","   .00 %","   .00 %","","   .00 %","","  2.22 %","","","","","","","   .00 %","",""
"2021-01-31","  1.33 %","","","","   .87 %","","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-02-01","","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-02-02","  1.33 %","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-02-03","   .00 %","","","   .00 %","   .87 %","   .00 %","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-02-04","   .00 %","","","","   .87 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-02-05","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","","","","","","","   .00 %","","","",""
"2021-02-06","   .00 %","","","   .00 %","","","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-02-07","","   .00 %","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","","",""
"2021-02-08","","","","","","   .00 %","","","   .00 %","","","","","","   .00 %","   .00 %","","","",""
"2021-02-09","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %","",""
"2021-02-10","","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-02-11","","","","","   .00 %","","   .00 %","","","","","","","","","","","   .00 %","",""
"2021-02-12","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","   .00 %","   .00 %","","",""
"2021-02-13","","","","","   .00 %","   .00 %","   .00 %","","","","   .00 %","","","","","","","","",""
"2021-02-14","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2021-02-15","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2021-02-16","   .00 %","","","","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","","","","",""
"2021-02-17","","   .00 %","","","   .00 %","   .00 %","   .00 %","","","","","","","","","   .00 %","","   .00 %","",""
"2021-02-18","","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-02-19","","","","","   .00 %","","   .00 %","","","","","","","","","","","   .00 %"," 10.00 %",""
"2021-02-20","   .00 %","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-02-21","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2021-02-22","","","","","","","   .00 %","","   .00 %","","","","","","","","","   .00 %","",""
"2021-02-23","","","","   .00 %","","","   .00 %","","","","","","","","","","","","",""
"2021-02-24","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-02-25","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-02-26","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2021-02-27","","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-02-28","","   .00 %","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-01","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-03-02","","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","   .00 %","","","","","","","","","","",""
"2021-03-05","","","","","","   .00 %","","","","   .00 %","","","","","","","","   .00 %","",""
"2021-03-06","","","","","","   .00 %","","","","","","","   .00 %","","","","","","",""
"2021-03-07","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-08","   .00 %","","","","","   .00 %","   .00 %","   .00 %","","","","","","","","","","","",""
"2021-03-09","","","","","","   .00 %","   .00 %","","","","","","","","","","","","",""
"2021-03-10","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","","",""
"2021-03-11","","","","","   .00 %","   .00 %","","","   .00 %","","","","","","","   .00 %","","","",""
"2021-03-12","","","","","","","","","","","","","","","","","",""," 10.00 %",""
"2021-03-13","","","","","","","","","","","","","","","   .00 %","","","","",""
"2021-03-14","","","","","   .00 %","","   .00 %","","","","","","","","","","","","",""
"2021-03-16","   .00 %","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-03-17","   .00 %","   .00 %","","","","","","","","","","","   .00 %","","   .00 %","","","","",""
"2021-03-18","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-03-19","","","","","","   .00 %","","","","","","","","","","","","","",""
"2021-03-20","   .00 %","   .00 %","","","","","","","","","","","","","","","","   .00 %","",""
"2021-03-21","","","","","","   .00 %","   .00 %","","","","   .00 %","","","","","","","","",""
"2021-03-22","","   .00 %","","","","   .00 %","","","   .00 %","","","","","","","","","","",""
"2021-03-23","   .00 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","","   .00 %"," 10.00 %",""
"2021-03-24","","","","","   .83 %","   .00 %","   .00 %","","","","   .00 %","","","","","   .00 %","","","",""
"2021-03-25","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-03-26","","","","","","   .00 %","","","   .00 %","","","","","","","","   .00 %","   .00 %","",""
"2021-03-27","   .00 %","   .00 %","","","","   .00 %","","","","","","","","","   .00 %","","","","",""
"2021-03-28","   .00 %","","","","   .83 %","   .00 %","   .00 %","","","","","","","","   .00 %","","","   .00 %","",""
"2021-03-29","   .00 %","","","","","","   .00 %","","   .00 %","","","","","","","","",""," 10.00 %",""
"2021-03-30","","","","","","","","","","","   .00 %","","","","","","","","   .00 %",""
"2021-03-31","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-04-01","","","","","","","   .00 %","","","","","","","","","","","","",""
"2021-04-02","","   .00 %","","","","   .00 %","   .00 %","","","","","","","","","","   .00 %","","",""
"2021-04-03","","","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","   .00 %",""
"2021-04-04","","   .00 %","","","   .83 %","   .00 %","   .00 %","","","","","","","","","","","","   .00 %",""
"2021-04-05","","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","   .00 %","   .00 %","",""
"2021-04-06","   .00 %","","","","","   .00 %","   .00 %","","","","","","","","","   .00 %","","","",""
"2021-04-07","","   .00 %","","","   .83 %","   .00 %","   .00 %","","","","","","","","","","","   .00 %","   .00 %",""
"2021-04-08","  1.25 %","   .00 %","","","   .83 %","   .00 %","   .00 %","   .00 %","","","","","","","","","","","",""
"2021-04-09","  1.25 %","","","","","   .00 %","   .00 %","","","","","","","","   .00 %","","","","",""
"2021-04-10","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","","","","","","","","",""
"2021-04-11","","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","","","","","","","","","",""
"2021-04-12","","","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","","",""
"2021-04-13","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","","","","","","   .00 %","",""
"2021-04-14","  1.25 %","","","","   .00 %","","   .00 %","","","","","","","","","","   .00 %","   .00 %","",""
"2021-04-15","  1.25 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","","","","","","","   .00 %","",""
"2021-04-16","  1.25 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","",""
"2021-04-17","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","",""
"2021-04-18","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","","","","","   .00 %","",""
