"date","Chandigarh/Chandigarh"
"2020-03-19",""
"2020-03-20",""
"2020-03-22",""
"2020-03-23",""
"2020-03-27",""
"2020-03-30",""
"2020-03-31",""
"2020-04-01",""
"2020-04-02",""
"2020-04-10",""
"2020-04-12",""
"2020-04-18",""
"2020-04-19",""
"2020-04-21",""
"2020-04-25",""
"2020-04-26",""
"2020-04-27",""
"2020-04-28",""
"2020-04-29",""
"2020-04-30","1"
"2020-05-01","1"
"2020-05-02","2"
"2020-05-03","2"
"2020-05-04","4"
"2020-05-05","4"
"2020-05-06","4"
"2020-05-07","4"
"2020-05-08","4"
"2020-05-09","7"
"2020-05-10","7"
"2020-05-11","11"
"2020-05-12","13"
"2020-05-13","13"
"2020-05-14","20"
"2020-05-15","23"
"2020-05-16","34"
"2020-05-18","37"
"2020-05-19","40"
"2020-05-20","119"
"2020-05-21","161"
"2020-05-22","161"
"2020-05-23","162"
"2020-05-24","162"
"2020-05-25","170"
"2020-05-26","170"
"2020-05-27","170"
"2020-05-28","172"
"2020-05-30","182"
"2020-05-31","182"
"2020-06-01","197"
"2020-06-02","197"
"2020-06-04","205"
"2020-06-05","256"
"2020-06-06","256"
"2020-06-07","257"
"2020-06-08","268"
"2020-06-09","268"
"2020-06-10","272"
"2020-06-11","276"
"2020-06-12","278"
"2020-06-13","278"
"2020-06-14","278"
"2020-06-15","284"
"2020-06-16","285"
"2020-06-17","289"
"2020-06-18","289"
"2020-06-19","298"
"2020-06-20","299"
"2020-06-21","299"
"2020-06-22","305"
"2020-06-23","305"
"2020-06-24","305"
"2020-06-25","312"
"2020-06-26","318"
"2020-06-27","318"
"2020-06-28","319"
"2020-06-29","332"
"2020-06-30","347"
"2020-07-01","350"
"2020-07-02","372"
"2020-07-03","376"
"2020-07-04","378"
"2020-07-05","378"
"2020-07-06","384"
"2020-07-07","384"
"2020-07-08","385"
"2020-07-09","386"
"2020-07-10","391"
"2020-07-11","396"
"2020-07-12","400"
"2020-07-13","406"
"2020-07-14","429"
"2020-07-15","442"
"2020-07-16","459"
"2020-07-17","463"
"2020-07-18","468"
"2020-07-19","471"
"2020-07-20","501"
"2020-07-21","501"
"2020-07-22","509"
"2020-07-23","514"
"2020-07-24","518"
"2020-07-25","538"
"2020-07-26","555"
"2020-07-27","558"
"2020-07-28","582"
"2020-07-29","594"
"2020-07-30","630"
"2020-07-31","650"
"2020-08-01","666"
"2020-08-02","681"
"2020-08-03","689"
"2020-08-04","698"
"2020-08-05","698"
"2020-08-06","760"
"2020-08-07","803"
"2020-08-08","855"
"2020-08-09","887"
"2020-08-10","987"
"2020-08-11","998"
"2020-08-12","1006"
"2020-08-13","1059"
"2020-08-14","1074"
"2020-08-15","1101"
"2020-08-16","1120"
"2020-08-17","1166"
"2020-08-18","1226"
"2020-08-19","1334"
"2020-08-20","1373"
"2020-08-21","1409"
"2020-08-22","1454"
"2020-08-23","1475"
"2020-08-24","1629"
"2020-08-25","1696"
"2020-08-26","1783"
"2020-08-27","1960"
"2020-08-28","2090"
"2020-08-29","2231"
"2020-08-30","2279"
"2020-08-31","2414"
"2020-09-01","2534"
"2020-09-02","2653"
"2020-09-03","2866"
"2020-09-04","3088"
"2020-09-05","3273"
"2020-09-06","3422"
"2020-09-07","3717"
"2020-09-08","3943"
