"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-03-22","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-23","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-24","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-25","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-26","0","0","6","0","0","","0","0","0","0","0","0","0","0","0","0","4","0","0"
"2020-03-27","0","0","10","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-28","0","0","10","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-03-29","0","0","14","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2020-03-30","0","0","14","0","0","","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2020-03-31","0","","23","0","0","","","","0","","","0","","0","","","0","3","0"
"2020-04-01","0","","28","0","0","","","","0","","","0","","0","","","0","3","0"
"2020-04-02","0","","34","0","0","","","","0","","","0","","0","","","0","4","0"
"2020-04-03","0","","39","0","0","","","","0","","","0","","0","","","0","4","0"
"2020-04-04","0","","41","0","1","","","","0","","","0","","0","","","0","4","0"
"2020-04-05","0","","41","0","1","","","","0","","","0","","0","","","0","4","0"
"2020-04-06","0","","41","0","1","","","","0","","","0","","0","","","0","4","0"
"2020-04-07","0","","54","0","1","","","","0","","","0","","0","","","12","5","0"
"2020-04-08","0","","65","0","1","","","","0","","","0","","0","","","0","6","0"
"2020-04-09","0","","71","0","1","","","","0","","0","0","","0","","","1","8","0"
"2020-04-10","0","","75","0","1","","","","0","","0","0","","0","","","4","10","0"
"2020-04-11","0","","75","0","1","","","","0","","0","0","","0","","","16","10","0"
"2020-04-12","0","","100","0","1","","","","0","","0","0","","0","","","0","11","0"
"2020-04-13","0","","101","0","1","","","","0","","0","0","","0","","","0","12","0"
"2020-04-14","0","","106","0","1","","","","1","","0","0","","0","","","6","12","0"
"2020-04-15","0","","115","0","1","","","","1","","0","0","","0","","","0","14","0"
"2020-04-16","0","0","115","0","1","","","","1","","0","0","","0","","","6","14","0"
"2020-04-17","0","0","124","0","1","","","","1","","0","0","","0","","","1","15","0"
"2020-04-18","0","0","133","0","1","","","","1","","0","0","","0","","","0","16","0"
"2020-04-19","0","0","137","0","1","","","","2","","0","0","","0","","","0","18","0"
"2020-04-20","0","1","137","0","1","","","","2","","0","0","","0","","","0","18","0"
"2020-04-21","0","1","141","0","1","","","","2","","0","0","","0","","","0","18","0"
"2020-04-22","0","1","150","0","1","","","","2","0","0","0","0","0","","","0","18","0"
"2020-04-23","1","1","163","0","1","","","0","2","0","0","0","0","0","0","0","5","22","0"
"2020-04-24","1","1","168","0","1","","","0","2","0","0","0","0","0","0","0","2","22","0"
"2020-04-25","1","0","174","0","1","","","0","2","0","0","0","0","0","0","0","0","27","0"
"2020-04-26","1","0","174","0","1","","","0","2","0","0","0","0","0","0","0","1","27","0"
"2020-04-27","1","0","174","0","1","","","0","2","0","0","0","0","0","0","0","1","27","0"
"2020-04-28","1","0","186","0","1","","","0","2","0","0","0","0","0","0","0","0","29","0"
"2020-04-29","1","0","196","0","1","","","0","2","0","0","0","0","0","0","0","0","30","0"
"2020-04-30","1","0","202","0","1","","","0","2","0","0","0","0","0","0","0","7","30","0"
"2020-05-01","1","0","206","0","1","","","0","2","0","0","0","0","0","0","0","3","33","0"
"2020-05-02","1","0","215","0","1","","","0","2","0","0","0","0","0","0","0","3","33","0"
"2020-05-03","1","0","218","0","1","","","0","2","0","0","0","0","0","0","0","3","33","0"
"2020-05-04","1","0","223","0","1","","","0","3","0","0","0","0","0","0","0","3","34","0"
"2020-05-05","1","0","226","0","1","","","0","3","0","0","0","0","0","0","0","3","36","0"
"2020-05-06","1","0","238","0","1","","","0","3","0","0","0","0","0","0","0","9","37","0"
"2020-05-07","1","0","245","0","1","","","0","3","0","0","0","0","0","0","0","9","38","0"
"2020-05-08","1","0","245","0","1","","","0","3","0","0","0","0","0","0","0","5","39","0"
"2020-05-09","2","0","256","0","1","","","0","3","0","0","0","0","0","0","0","12","39","0"
"2020-05-10","2","0","260","0","1","","","0","3","0","0","0","0","0","0","0","5","39","0"
"2020-05-11","2","0","260","0","1","","","0","3","0","0","0","0","0","0","0","7","39","0"
"2020-05-12","2","0","267","0","1","","","0","3","0","0","0","0","0","0","0","8","40","0"
"2020-05-13","2","0","275","0","1","","","0","3","0","0","0","0","0","0","0","7","43","0"
"2020-05-14","2","0","275","0","1","","","0","3","0","0","0","0","0","0","0","7","45","0"
"2020-05-15","2","0","291","0","1","","","0","3","0","0","0","0","0","0","0","0","46","0"
"2020-05-16","2","0","293","0","1","","","0","3","0","0","0","0","0","0","0","2","46","0"
"2020-05-17","2","0","296","0","1","","","0","3","0","0","0","0","0","0","0","1","47","0"
"2020-05-18","3","0","296","0","1","","","0","3","0","0","0","0","1","0","1","5","48","0"
"2020-05-19","3","0","296","0","1","","","0","3","0","0","0","0","1","0","0","6","48","0"
"2020-05-20","3","0","314","0","1","","","0","4","0","0","0","0","1","0","0","6","48","0"
"2020-05-21","3","0","320","0","1","","","0","4","0","0","0","0","1","0","0","6","48","0"
"2020-05-22","4","0","322","0","1","","","0","4","0","0","0","0","1","0","0","6","48","0"
"2020-05-23","4","0","322","0","1","","","0","4","0","0","0","0","1","0","0","6","49","0"
"2020-05-24","4","0","322","0","1","","","0","4","0","0","0","0","1","0","0","0","48","0"
"2020-05-25","4","1","329","0","1","","","0","4","0","0","0","0","1","0","0","0","54","0"
"2020-05-26","4","1","329","0","1","","","0","4","0","0","0","0","1","0","0","0","54","0"
"2020-05-27","4","1","331","0","1","","","0","4","0","0","0","0","1","0","0","6","54","0"
"2020-05-28","4","1","339","0","1","","","0","4","0","0","1","0","1","0","0","0","55","0"
"2020-05-29","4","1","339","0","1","","","0","4","0","0","1","0","1","0","0","0","55","0"
"2020-05-30","4","1","343","0","1","","","0","4","0","0","1","0","2","0","0","2","59","0"
"2020-05-31","4","1","343","0","1","","","0","4","0","0","1","0","2","0","0","2","59","0"
