"date","Karnataka/BAGALKOTE","Karnataka/BIDAR","Karnataka/Bagalkote","Karnataka/Ballari","Karnataka/Belagavi","Karnataka/Bengaluru Rural","Karnataka/Bengaluru Urban","Karnataka/Bengaluru urban","Karnataka/Bidar","Karnataka/Chamarajanagara","Karnataka/Chikkaballapura","Karnataka/Chikkamagaluru","Karnataka/Chitradurga","Karnataka/DAKSHINA KANNADA","Karnataka/Dakshina Kannada","Karnataka/Davanagere","Karnataka/Dharwad","Karnataka/Gadag","Karnataka/HASSAN","Karnataka/HAVERI","Karnataka/Hassan","Karnataka/Haveri","Karnataka/KALABURAGI","Karnataka/KOPPAL","Karnataka/Kalaburagi","Karnataka/Kodagu","Karnataka/Kolar","Karnataka/Koppal","Karnataka/MANDYA","Karnataka/Mandya","Karnataka/Mysuru","Karnataka/Other State","Karnataka/RAICHUR","Karnataka/Raichur","Karnataka/Ramanagara","Karnataka/Shivamogga","Karnataka/Tumakuru","Karnataka/UDUPI","Karnataka/UTTARA KANNADA","Karnataka/Udupi","Karnataka/Uttara Kannada","Karnataka/Vijayapura","Karnataka/Yadgir"
"2020-04-01","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","8","3","","","","","","","","","","",""
"2020-04-02","","","","4","","","","","9","","","","","","","","","","","","","","","","2","","","","","","10","4","","","","","","","","","","",""
"2020-04-03","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-04","","","","5","","","24","","","","","","","","4","","","","","","","","","","","","","","","","17","5","","","","","","","","","","",""
"2020-04-05","","","","6","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","2","","","3","25","","","","","","","","","","","","","","","","","","","","","","","","24","6","","","","","","","","","","",""
"2020-04-07","","","4","","","","28","","","","","","","","","","","","","","","","","","4","","","","","3","","7","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","2","","","","","","","","","","","","","","5","","","","","4","","8","","","","","","","","","6","",""
"2020-04-09","","","7","","10","","30","","","","5","","","","","","1","","","","","","","","","","","","","5","26","","","","","","","","","","","",""
"2020-04-10","","","","","","5","32","","","","","","","","","","","","","","","","","","5","","","","","","31","","","","","","","","","","","",""
"2020-04-11","","","","","","","34","","10","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","",""
"2020-04-12","","","","","14","","37","","","","","","","","","","","","","","","","","","8","","","","","","37","","","","","","","","","","","6",""
"2020-04-13","","","8","","17","6","38","","12","","","","","","","","5","","","","","","","","","","","","","8","","","","","","","","","","","","",""
"2020-04-14","","","11","","18","","41","","","","6","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","7","7",""
"2020-04-15","","","13","","18","","42","","","","","","","","","","","","","","","","","","12","","","","","","47","9","","","","","","","","","","10",""
"2020-04-16","","","","","33","","46","","","","","","","","","","","1","","","","","","","15","","","","","","50","12","","","","","","","","","","17",""
"2020-04-17","","","","13","38","","56","","13","","9","","","","5","","","","","","","","","","","","","","","11","62","","","","","","","","","","","19",""
"2020-04-18","","","20","","39","","59","","","","","","","","","","6","2","","","","","","","17","","","","","12","69","","","","","","","","","","","20",""
"2020-04-19","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","73","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","14","","","","","","","","","3","","","","","","","22","","","","","","","","","","","","","","","","","31",""
"2020-04-21","","","","","40","","","","","","","","","","7","","","","","","","","","","25","","","","","","75","","","","","","","","","","","34",""
"2020-04-22","","","","","","","61","","","","","","","","","","","","","","","","","","30","","","","","","77","","","","","","","","","","","",""
"2020-04-23","","","","","","","71","","","","","","","","8","","8","","","","","","","","31","","","","","14","","","","","","","","","","","","36",""
"2020-04-24","","","23","","42","","90","","","","10","","","","","","","","","","","","","","","","","","","15","","","","","","","2","","","","","38",""
"2020-04-25","","","","","51","","103","","","","11","","","","9","","","","","","","","","","","","","","","16","78","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","10","","","","","","","","","","33","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","25","","","","104","","","","","","","","12","","","","","","","","","","33","","","","","18","78","","","","","","","","","","","40",""
"2020-04-28","","","28","","","6","105","","","","","","","","","","","4","","","","","","","39","","","","","","78","12","","","","","","","","","","",""
"2020-04-29","","","","","52","","","","","","","","","","","1","","","","","","","","","47","","","","","","79","","","","","","3","","","","","",""
"2020-04-30","","","","","66","","115","","","","","","","","13","2","","","","","","","","","48","","","","","","79","12","","","","","4","","","","","42",""
"2020-05-01","","","","13","69","","115","","","","12","","","","15","8","9","4","","","","","","","50","","","","","26","79","","","","","","","","","","7","43",""
"2020-05-02","","","29","","70","","119","","15","","13","","","","","8","9","","","","","","","","50","","","","","","","","","","","","6","","","","","45",""
"2020-05-03","","","32","13","","","123","","","","13","","","","","","","","","","","","","","56","","","","","","79","","","","","","","","","","","45",""
"2020-05-04","","","","","70","","124","","22","","14","","","","","30","9","","","","","1","","","58","","","","","28","79","","","","","","","","","","","46",""
"2020-05-05","","","34","14","","","127","","","","","","","","16","42","10","","","","","2","","","58","","","","","","79","","","","","","","","","","8","46",""
"2020-05-06","","","47","","70","","129","","","","","","","","19","","","","","","","","","","59","","","","","28","","","","","","","","","","","","47",""
"2020-05-07","","","50","14","71","","130","","22","","","","","","","45","11","","","","","","","","62","","","","","","79","","","","","","","","","","","47",""
"2020-05-08","","","","15","82","","137","","","","","","3","","","59","11","","","","","","","","","","","","","","","","","","","","","","","","20","",""
"2020-05-09","","","","","","","149","","25","","15","","6","","22","65","","","","","","","","","62","","","","","28","79","","","","","","10","","","","28","48",""
"2020-05-10","","","50","","112","","151","","","","16","","","","","66","","4","","","","","","","66","","","","","","79","13","","","","8","","","","","35","48",""
"2020-05-11","","","52","","112","","152","","27","","","","","","","69","","","","","","3","","","67","","","","","30","","14","","","","","","","","","","49",""
"2020-05-12","","","67","16","","","156","","29","","17","","","","24","81","20","7","","","5","","","","68","","5","","","31","","","","","","","","","","","","49","2"
"2020-05-13","","","","17","112","","158","","41","","","","","","25","83","","","","","9","","","","76","","","","","31","","","","","","","","","","","37","51",""
"2020-05-14","","","68","","113","","163","","48","","","","","","25","86","","11","","","","","","","78","","","","","36","79","14","","","","","","","","","","51",""
"2020-05-15","","","69","17","113","","176","","55","","","","8","","41","","","","","","16","","","","81","","6","","","49","79","","","","","9","","","","8","","",""
"2020-05-16","","","70","18","","","190","","","","","","","","","87","21","","","","20","","","","89","","","","","50","","","","","","12","","","","9","","52",""
"2020-05-17","","","","","","","190","","","","17","","","","43","","25","","","","26","","","","99","","9","","","72","","","","","","14","10","","","10","38","53","5"
"2020-05-18","","","70","19","115","","214","","56","","17","","","","45","88","","16","","","30","","","","110","1","","3","","89","80","14","","6","","","10","","","11","47","58","10"
"2020-05-19","","","75","19","115","","220","","57","","","5","9","","","108","","17","","","33","","","","123","","","","","160","","","","7","","26","","","","15","51","59","11"
"2020-05-20","","","","","","","224","","67","","","","","","46","108","25","","","","54","","","","130","","","","","168","","","","11","","","14","","","21","52","","12"
"2020-05-21","","","75","30","124","","232","","","","19","","","","52","111","30","19","","","67","","","","","","11","","","201","81","","","16","","32","15","","","47","61","60",""
"2020-05-22","","","76","","125","11","237","","76","","66","10","10","","53","114","32","","","","81","6","","","130","","","","","209","","","","26","","34","23","","","50","62","67","14"
"2020-05-23","","","","33","126","","241","","79","","92","","","","56","117","37","34","","","85","","","","131","","14","","","237","","","","66","","","","","","53","64","","86"
"2020-05-24","","","76","","","","242","","85","","119","","10","","57","121","38","","","","99","6","","","137","2","","","","252","","","","","","36","25","","","76","66","68","110"
"2020-05-25","","","76","36","127","11","250","","86","","","","","","61","121","42","","","","100","6","","","153","","16","","","254","","","","","1","","26","","","108","67","69","125"
"2020-05-26","","","77","37","140","","252","","96","","120","","30","","64","132","","34","","","113","","","","153","","18","4","","254","","14","","","","","","","","111","67","75","139"
"2020-05-27","","","","38","144","13","258","","109","","124","13","","","75","138","42","","","","128","6","","","181","","19","","","255","","","","71","","36","27","","","120","73","78","155"
"2020-05-28","","","77","","144","","267","","121","","","16","36","","99","138","","34","","","141","10","","","186","","","","","","81","","","72","","","","","","149","","80","162"
"2020-05-29","","","","47","","14","279","","","","129","18","37","","","142","43","","","","145","","","","247","","","","","257","83","","","134","","37","29","","","164","73","84","222"
"2020-05-30","","1","77","","145","15","312","","130","","129","","38","","113","146","45","34","","","158","14","","","249","","22","","","","85","","","134","","43","30","","","177","75","95","240"
"2020-05-31","","","","48","158","15","333","","163","","129","18","38","","127","152","","34","","","","","","","277","","23","4","","270","85","","","217","","44","30","","","187","80","121","284"
"2020-06-01","","","78","51","158","15","357","","164","","134","18","39","","126","154","47","","","","172","15","","","300","","25","4","","285","","26","","217","2","51","28","","","260","81","122","285"
"2020-06-02","","","87","51","209","18","369","","174","","136","","","","","161","49","","","","181","16","","","400","","26","","","289","","","","233","","","30","","","410","81","126","290"
"2020-06-03","","","89","52","209","19","389","","","","136","","","","128","164","50","34","","","182","","","","505","","28","","","302","87","","","268","","53","","","","472","81","132","299"
"2020-06-04","","","","53","221","","398","","","","138","18","","","132","177","50","36","","","197","17","","","","","","","","317","88","","","356","","53","31","","","564","","133",""
"2020-06-05","","","90","54","257","31","408","","213","","141","18","39","","140","178","53","36","","","200","19","","","547","","29","","","330","","","","","4","","","","","768","88","186","373"
"2020-06-06","","","90","54","262","","426","","214","","143","18","39","","164","184","56","40","","","203","22","","","616","","30","5","","333","","","","358","4","","32","","","889","90","192","476"
"2020-06-07","","","90","60","300","36","449","","221","","143","18","39","","181","201","59","42","","","208","22","","","655","","","","","334","","26","","359","","65","","","","902","92","201","515"
"2020-06-08","","","92","68","","","467","","269","","143","","","","184","","63","48","","","211","22","","","754","","","6","","334","","","","359","5","69","32","","","947","","201","581"
"2020-06-09","","","93","","","","496","","278","1","145","","","","207","209","65","","","","211","","","","764","","30","12","","334","90","","","","","73","33","","","","92","203","642"
"2020-06-10","","","95","71","301","","538","","283","","","","","","211","212","69","48","","","214","22","","","775","","30","","","334","","","","","7","","","","","947","92","216","669"
"2020-06-11","","","98","","","37","555","","297","","145","19","","","213","221","71","48","","","216","","","","791","","36","13","","334","95","","","374","12","83","","","","969","95","220","735"
"2020-06-12","","","98","168","302","","591","","307","","145","","42","","230","221","90","48","","","225","22","","","811","","37","","","336","104","","","378","15","89","40","","","991","99","221","735"
"2020-06-13","","","99","179","","","622","","349","","","","42","","260","224","110","48","","","236","24","","","878","","41","","","338","105","","","383","16","","","","","1005","104","227","787"
"2020-06-14","","","103","187","303","38","664","","369","","","","","","265","224","120","","","","237","25","","","891","","48","13","","343","","27","","385","19","91","","","","1026","110","228","809"
"2020-06-15","","","106","197","303","38","699","","380","","145","","","","288","225","154","","","","238","27","","","939","","","17","","","","","","403","21","94","","","","1028","","231","822"
"2020-06-16","","","106","250","306","38","746","","382","","145","23","","","367","225","162","52","","","243","","","","1002","","48","21","","343","109","","","409","25","101","41","","","1035","116","235","828"
"2020-06-17","","","110","279","","39","801","","394","","148","23","","","375","228","170","","","","248","","","","1021","","","21","","350","110","","","410","","105","","","","1039","119","235","865"
"2020-06-18","","","111","327","","","818","","400","","148","26","","","398","231","174","57","","","252","","","","1069","","48","22","","357","112","27","","414","46","106","","","","1039","121","237","873"
"2020-06-19","","","114","364","307","43","956","","410","","151","28","","","411","243","177","","","","270","","","","1121","","52","28","","360","118","27","","414","49","107","43","","","1050","122","237","877"
"2020-06-20","","","116","402","308","47","1050","","483","2","156","36","","","415","246","182","59","","","286","39","","","1155","","56","","","364","140","28","","429","87","109","45","","","1063","126","246","877"
"2020-06-21","","","130","442","308","","1246","","496","","159","37","42","","422","254","197","77","","","291","42","","","1194","","64","28","","369","158","","","431","89","111","49","","","1063","134","285","880"
"2020-06-22","","","136","442","","51","1372","","501","","160","42","44","","434","263","201","78","","","291","42","","","1221","4","66","29","","","159","","","","92","","51","","","1077","140","300","881"
"2020-06-23","","","","495","310","","1479","","523","6","165","","","","442","265","205","87","","","298","44","","","1227","5","74","33","","371","180","","","434","","116","55","","","1088","143","316","894"
"2020-06-24","","","","529","311","58","1652","","528","8","173","43","46","","454","273","217","93","","","299","","","","1249","7","80","44","","373","187","","","443","114","119","56","","","1102","152","320","907"
"2020-06-25","","","154","555","315","70","1765","","536","9","175","44","","","483","280","243","103","","","311","54","","","1284","25","84","44","","382","209","","","443","147","123","57","","","1116","163","330","909"
"2020-06-26","","","160","602","316","73","1909","","537","20","175","48","47","","516","281","273","115","","","314","56","","","1326","29","90","80","","388","214","","","457","148","129","59","","","1125","169","332","916"
"2020-06-27","","","162","626","317","78","2505","","554","33","176","50","49","","565","287","292","139","","","328","57","","","1359","38","104","81","","400","226","","","463","148","142","72","","","1139","171","","929"
"2020-06-28","","","179","697","325","105","3288","","561","","179","53","56","","662","293","310","169","","","359","69","","","1393","41","115","84","","406","244","","","469","","146","74","","","1179","185","337","930"
"2020-06-29","","","183","773","","108","4026","","589","","194","70","58","","694","295","327","173","","","381","70","","","1416","42","119","","","414","250","","","473","150","151","92","","","1197","209","359","939"
"2020-06-30","","","187","834","327","129","4529","","606","","207","80","61","","738","307","344","175","","","397","119","","","1431","46","122","84","","416","259","","","488","162","173","93","","","1206","249","398","941"
"2020-07-01","","","207","919","335","158","5264","","614","54","222","81","73","","822","323","379","177","","","425","","","","1445","53","127","97","","421","259","","","500","176","176","112","","","1228","272","426","949"
"2020-07-02","","","217","984","342","163","6153","","646","","223","82","76","","912","331","426","179","","","440","123","","","1483","59","139","101","","440","327","","","511","215","199","138","","","1242","289","465","956"
"2020-07-03","","","225","1081","355","207","7147","","674","78","226","","79","","1009","336","464","198","","","453","124","","","1555","75","150","105","","473","362","","","518","225","222","195","","","1258","294","469","970"
"2020-07-04","","","","1154","382","218","8319","","725","83","238","85","79","","1084","343","509","202","","","478","152","","","1592","","161","108","","508","400","","","559","227","253","207","","","1276","329","506","971"
"2020-07-05","","","229","1244","393","","9554","","754","102","251","94","82","","1231","354","554","209","","","492","167","","","1641","","174","130","","518","425","","","569","233","261","220","","","1321","350","557","971"
"2020-07-06","","","262","1343","","286","10535","","798","114","258","96","88","","1265","357","610","227","","","541","176","","","1694","77","184","139","","557","470","","","575","244","285","251","","","1361","431","593","1006"
"2020-07-07","","","288","1388","413","","11335","","849","120","261","102","89","","1348","363","667","231","","","567","182","","","1745","91","190","144","","586","519","","","598","281","318","267","","","1389","466","615","1016"
"2020-07-08","","","312","1447","440","323","12483","","878","120","293","125","91","","1531","381","756","236","","","593","213","","","1811","91","206","155","","606","578","","","615","315","335","291","","","1420","485","619","1027"
"2020-07-09","","","348","1488","449","339","13856","","893","132","325","130","93","","1698","421","831","242","","","614","231","","","1896","95","240","157","","630","630","","","631","332","372","318","","","1442","508","620","1043"
"2020-07-10","","","354","1554","464","340","15303","","912","141","337","131","93","","1837","442","881","261","","","620","273","","","1954","128","249","164","","661","681","","","656","355","378","328","","","1476","541","709","1094"
"2020-07-11","","","391","1619","467","345","16836","","975","158","357","134","102","","2023","514","958","301","","","654","289","","","2019","140","261","187","","684","764","","","670","385","404","406","","","1566","581","757","1168"
"2020-07-12","","","398","1682","469","364","18361","","1037","171","396","144","102","","2219","534","1087","315","","","685","301","","","2098","155","285","214","","688","806","","","718","388","446","432","","","1609","593","757","1288"
"2020-07-13","","","435","1788","496","385","19676","","1060","180","438","154","110","","2350","579","1158","321","","","710","307","","","2187","184","306","245","","718","957","","","763","","520","480","","","1662","630","843","1450"
"2020-07-14","","","513","1887","560","399","20943","","1102","188","451","157","120","","2441","596","1258","330","","","714","307","","","2308","194","317","343","","756","1082","","","788","389","530","527","","","1735","694","895","1452"
"2020-07-15","","","547","2023","601","409","22916","","1137","196","483","170","132","","2517","631","1399","369","","","739","313","","","2375","217","332","357","","787","1181","","","814","392","559","551","","","1787","742","975","1501"
"2020-07-16","","","586","2067","693","440","25260","","1190","212","560","200","153","","2755","656","1575","413","","","770","331","","","2498","235","375","389","","798","1311","","","915","396","605","563","","","1900","821","1119","1535"
"2020-07-17","","","615","2200","788","473","27468","","1259","222","591","228","177","","2794","687","1732","472","","","791","389","","","2587","248","426","419","","820","1404","","","948","410","615","599","","","1980","896","1237","1539"
"2020-07-18","","","628","2355","925","567","29593","","1331","256","698","252","199","","3303","743","1918","554","","","842","404","","","2669","258","461","432","","862","1505","","","964","423","729","623","","","2089","1012","1413","1543"
"2020-07-19","","","688","2428","1012","637","31749","","1376","281","833","293","216","","3588","805","2044","584","","","885","458","","","2738","271","486","451","","869","1615","","","996","452","833","642","","","2223","1081","1584","1553"
"2020-07-20","","","742","2662","1072","845","33201","","1402","330","893","336","245","","3677","878","2244","615","","","952","494","","","2862","279","527","513","","910","1764","","","999","508","852","697","","","2321","1159","1744","1596"
"2020-07-21","","","807","2855","1095","940","34915","","1468","364","974","404","268","","3826","973","2328","630","","","1059","533","","","2961","280","630","558","","923","1899","","","1003","516","872","744","","","2405","1268","1757","1713"
"2020-07-22","","","877","2989","1314","1079","36967","","1545","395","1084","486","308","","3988","1069","2484","701","","","1131","583","","","3136","287","718","579","","960","2044","","","1138","561","931","796","","","2686","1331","1809","1756"
"2020-07-23","","","983","3153","1528","1240","39174","","1639","422","1149","548","318","","4206","1176","2667","773","","","1239","601","","","3365","309","758","596","","1010","2160","","","1396","587","1013","852","","","2846","1414","1829","1811"
"2020-07-24","","","1167","3289","1644","1266","41441","","1726","455","1241","576","331","","4386","1253","2841","881","","","1357","660","","","3524","312","794","635","","1067","2441","","","1503","599","1080","911","","","3036","1502","1987","1864"
"2020-07-25","","","1224","3511","1985","1420","43477","","1788","477","1342","618","347","","4604","1332","3024","942","","","1508","712","","","3707","321","862","666","","1127","2628","","","1571","619","1122","938","","","3218","1657","2162","1932"
"2020-07-26","","","1265","4090","2148","1633","45427","","1865","505","1423","679","400","","4803","1421","3189","1003","","","1672","759","","","3859","341","911","706","","1191","2858","","","1702","634","1161","984","","","3387","1742","2294","1988"
"2020-07-27","","","1292","4930","2303","1771","46897","","1907","521","1463","705","451","","4922","1531","3382","1066","","","1738","786","","","4490","351","1053","734","","1247","3154","","","1822","696","1237","1073","","","3612","1774","2404","2052"
"2020-07-28","","","1407","5382","2531","1878","48795","","1946","573","1535","760","517","","5095","1666","3555","1139","","","1846","826","","","4773","353","1227","878","","1343","3374","","","1915","797","1291","1280","","","3721","1821","2557","2119"
"2020-07-29","","","1464","5720","2810","1927","51065","","2037","593","1631","793","569","","5303","1891","3730","1200","","","1941","876","","","4941","361","1261","962","","1413","3574","","","1988","853","1422","1408","","","3894","1896","2647","2233"
"2020-07-30","","","1590","6063","3012","2151","53298","","2106","625","1713","919","616","","5501","1977","3910","1288","","","2035","934","","","5161","385","1293","1040","","1500","4004","","","2154","959","1565","1512","","","4142","2016","2771","2291"
"2020-07-31","","","1678","6403","3229","2256","55518","","2210","669","1761","993","651","","5705","2099","4090","1380","","","2135","991","","","5305","415","1325","1078","","1565","4208","28","","2273","1048","1723","1607","","","4355","2108","2889","2347"
"2020-08-01","","","1812","6672","3448","2349","57370","","2262","712","1833","1050","711","","5844","2207","4274","1479","","","2281","1043","","","5524","450","1364","1185","","1660","4573","","","2382","1099","1842","1706","","","4491","2159","3018","2386"
"2020-08-02","","","1943","7049","3620","2387","59475","","2397","743","1888","1090","757","","6007","2385","4455","1567","","","2423","1189","","","5762","466","1415","1272","","1757","4811","","","2594","1170","1941","1741","","","4673","2185","3131","2425"
"2020-08-03","","","2152","7354","3680","2389","60972","","2447","795","1946","1136","790","","6160","2426","4646","1667","","","2554","1288","","","5932","505","1455","1429","","1909","5183","","","2709","1238","2096","1863","","","4799","2216","3223","2511"
"2020-08-04","","","2296","7638","3943","2471","63007","","2561","852","2117","1199","802","","6385","2617","4834","1763","","","2742","1445","","","6217","536","1501","1592","","2035","5845","","","2853","1303","2111","1941","","","4969","2273","3294","2587"
"2020-08-05","","","2445","8269","4236","2581","64855","","2613","890","2246","1247","826","","6534","2841","5033","1841","","","2879","1516","","","6414","549","1550","1746","","2158","6106","","","2944","1348","2146","1972","","","5142","2398","3360","2663"
"2020-08-06","","","2613","8700","4465","2615","67399","","2711","985","2363","1306","884","","6707","3038","5245","1965","","","3037","1580","","","6610","600","1657","1878","","2292","6467","","","3125","1389","2438","2132","","","5359","2475","3418","2700"
"2020-08-07","","","2761","9384","4855","2734","69546","","2795","1048","2427","1371","941","","6873","3149","5511","2070","","","3175","1670","","","6881","627","1745","2051","","2394","6709","","","3296","1482","2589","2208","","","5605","2595","3561","2770"
"2020-08-08","","","2910","9991","5157","2800","72211","","2842","1110","2493","1460","1004","","7067","3281","5772","2164","","","3308","1765","","","7142","649","1802","2214","","2495","6847","","","3591","1575","2662","2385","","","5918","2712","3704","2970"
"2020-08-09","","","3059","10371","5392","2895","74159","","2912","1157","2540","1573","1102","","7199","3439","5968","2278","","","3476","1845","","","7336","671","1889","2320","","2558","7302","","","3793","1613","2811","2463","","","6200","2771","3833","3061"
"2020-08-10","","","3206","10624","5446","2945","75402","","2940","1227","2566","1618","1140","","7345","3664","6125","2320","","","3602","1890","","","7532","700","1989","2430","","2624","7676","","","3958","1697","2811","2561","","","6290","2824","3972","3129"
"2020-08-11","","","3341","11360","6021","2973","77012","","3013","1299","2599","1711","1187","","7588","3836","6401","2398","","","3748","1926","","","7688","741","2058","2599","","2765","7914","","","4159","1793","3000","2650","","","6509","2897","4093","3231"
"2020-08-12","","","3511","11995","6335","3155","79814","","3104","1367","2680","1823","1248","","7817","4075","6670","2546","","","4006","2058","","","7832","770","2091","2801","","2886","8458","","","4350","1856","3069","2771","","","6772","2981","4214","3338"
"2020-08-13","","","3654","12440","6623","3225","81707","","3247","1423","2705","1934","1315","","8063","4403","6927","2644","","","4135","2154","","","8117","825","2168","2949","","3016","8980","","","4531","1909","3174","2856","","","7174","3045","4335","3421"
"2020-08-14","","","3825","13048","6957","3264","84159","","3344","1484","2747","2038","1392","","8370","4754","7146","2834","","","4293","2292","","","8346","885","2249","3111","","3179","9271","","","4751","1996","3587","3041","","","7496","3132","4479","3537"
"2020-08-15","","","3993","13807","7315","3416","87654","","3457","1548","2791","2117","1426","","8641","5081","7385","2976","","","4447","2408","","","8535","933","2304","3289","","3263","9906","","","4906","2049","3720","3202","","","7737","3207","4711","3601"
"2020-08-16","","","4149","14188","7793","3503","89785","","3576","1584","2889","2186","1497","","8870","5299","7653","3055","","","4592","2484","","","8820","958","2394","3500","","3354","10526","","","5089","2081","3721","3371","","","7974","3268","4869","3837"
"2020-08-17","","","4313","14507","7964","3528","91838","","3648","1645","2930","2278","1518","","9014","5464","7854","3154","","","4842","2527","","","9031","976","2515","3669","","3380","11123","","","5199","2166","4118","3501","","","8242","3357","4975","3906"
"2020-08-18","","","4484","15180","8359","3651","94080","","3747","1666","3012","2423","1559","","9293","5796","8133","3340","","","5019","2636","","","9260","992","2586","3811","","3554","11480","","","5370","2281","4436","3547","","","8663","3437","5039","4013"
"2020-08-19","","","4647","15717","8738","3719","96884","","3790","1777","3085","2523","1606","","9527","6024","8386","3489","","","5247","2773","","","9414","1030","2672","3944","","3739","12042","","","5523","2407","5351","3641","","","9038","3556","5146","4054"
"2020-08-20","","","4806","16200","9096","3796","99796","","3875","1897","3161","2647","1666","","9704","6269","8545","3603","","","5443","2884","","","9624","1076","2741","4076","","3848","12295","","","5634","2434","5539","3779","","","9389","3671","5258","4122"
"2020-08-21","","","4921","16740","9480","3875","102744","","3948","1956","3222","2749","1764","","9906","6506","8797","3777","","","5587","3108","","","9769","1141","2791","4310","","3947","","","","5734","2509","5766","3915","","","9667","3762","5382","4377"
"2020-08-22","","","5059","17273","9792","3941","105723","","4030","2023","3301","2820","1853","","10134","6783","9050","3893","","","5796","3249","","","9934","1165","2860","4480","","4093","","","","5786","2563","5987","4018","","","10015","3826","5533","4500"
"2020-08-23","","","5198","17679","9928","3976","107849","","4068","2046","3382","2946","1924","","10327","7048","9244","4075","","","5992","3399","","","10137","1180","2907","4736","","4144","12387","","","5867","2605","6233","4130","","","10132","3934","5667","4573"
"2020-08-24","","","5251","17985","10247","4011","109767","","4151","2075","3458","3069","1952","","10528","7215","9465","4216","","","6192","3547","","","10313","1215","2952","5007","","4226","12589","","","6050","2654","6453","4215","","","10236","4025","5805","4695"
"2020-08-25","","","5334","18536","10545","4074","112061","","4212","2092","3551","3157","2066","","10775","7533","9669","4391","","","6397","3625","","","10540","1223","2999","5245","","4379","13920","","","6138","2710","6729","4438","","","10453","4166","5940","4827"
