"date","Madhya Pradesh/Agar Malwa","Madhya Pradesh/Alirajpur","Madhya Pradesh/Anuppur","Madhya Pradesh/Ashoknagar","Madhya Pradesh/Balaghat","Madhya Pradesh/Barwani","Madhya Pradesh/Betul","Madhya Pradesh/Bhind","Madhya Pradesh/Bhopal","Madhya Pradesh/Burhanpur","Madhya Pradesh/Chhatarpur","Madhya Pradesh/Chhindwara","Madhya Pradesh/Damoh","Madhya Pradesh/Datia","Madhya Pradesh/Dewas","Madhya Pradesh/Dhar","Madhya Pradesh/Dindori","Madhya Pradesh/Guna","Madhya Pradesh/Gwalior","Madhya Pradesh/Harda","Madhya Pradesh/Hoshangabad","Madhya Pradesh/Indore","Madhya Pradesh/Jabalpur","Madhya Pradesh/Jhabua","Madhya Pradesh/Katni","Madhya Pradesh/Khandwa","Madhya Pradesh/Khargone","Madhya Pradesh/Mandla","Madhya Pradesh/Mandsaur","Madhya Pradesh/Morena","Madhya Pradesh/Narsinghpur","Madhya Pradesh/Neemuch","Madhya Pradesh/Niwari","Madhya Pradesh/Other Region","Madhya Pradesh/Panna","Madhya Pradesh/Raisen","Madhya Pradesh/Rajgarh","Madhya Pradesh/Ratlam","Madhya Pradesh/Rewa","Madhya Pradesh/Sagar","Madhya Pradesh/Satna","Madhya Pradesh/Sehore","Madhya Pradesh/Seoni","Madhya Pradesh/Shahdol","Madhya Pradesh/Shajapur","Madhya Pradesh/Sheopur","Madhya Pradesh/Shivpuri","Madhya Pradesh/Sidhi","Madhya Pradesh/Singrauli","Madhya Pradesh/Tikamgarh","Madhya Pradesh/Ujjain","Madhya Pradesh/Umaria","Madhya Pradesh/Vidisha","Madhya Pradesh/bhind","Madhya Pradesh/bhopal","Madhya Pradesh/dewas","Madhya Pradesh/dhar","Madhya Pradesh/khargone","Madhya Pradesh/sheopur","Madhya Pradesh/ujjain","Madhya Pradesh/vidisha"
"2020-04-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","","","","","","","","","-2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-29","","","","","","","","","0","","","","","","","","","","","","","-1","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-04-30","","","","","","","","","0","","","","","","","","","","","","","1","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","-2","","","","","","","","","",""
"2020-05-01","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-05-02","","","","","","","","","","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"2020-05-03","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"2020-05-04","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","",""
"2020-05-05","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-05-06","","","","","","","","","3","-2","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-07","","","","","","","","","-2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3","","","","","","","","","",""
"2020-05-08","","","","","","","","","0","","","","","","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","",""
"2020-05-09","","","","","","","","","3","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"2020-05-10","","","","","","","","","-4","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-11","","","","","","","","","2","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-12","","","","","","","","","-2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","","","","","","","","","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-14","","","","","","","","","","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-15","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-16","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-17","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-18","","","","","","","","","-2","0","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-19","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-20","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-21","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","",""
"2020-05-22","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-23","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-24","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-25","","","","","","","","","0","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","",""
"2020-05-26","","","","","","","","","-2","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-27","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-28","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-29","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-05-30","","","","","","","","","-1","","","","","","","","","","","","","-1","","","","","0","","","","","","","","","","","","","-1","","","","","","","","","","","0","","","","","","","","","",""
"2020-05-31","","","","","","","","","-1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","",""
"2020-06-01","","","","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","0","","","","","","","","","",""
"2020-06-02","","","","","","","","","-1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-03","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-04","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-05","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-06","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","",""
"2020-06-07","","","","","","","","","","0","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","",""
"2020-06-08","","","","","","","","","","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-06-09","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-10","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","",""
"2020-06-11","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-12","","","","","","","","","","0","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-13","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-14","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","0","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-06-15","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-06-16","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-17","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-18","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-19","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-20","","","","","","","","","-3","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-21","","","","","","","","","4","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-22","","","","","","","","","-3","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-23","","","","","","","","","-1","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-24","","","","","","","","","4","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-25","","","","","","","","","-2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-26","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-27","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-28","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-29","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-06-30","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-01","","","","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-02","","","","","","","","","-1","","","","","","","","","","","","","1","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-03","","","","","","","","","-2","","","","","","","","","","","","","-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-04","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-05","","","","","","","","","","","","","","","","0","","","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-06","","","","2","","","","","-1","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-07","","","","","","","","","-2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",""
"2020-07-08","","","","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",""
"2020-07-09","","","","","","","","","-1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-10","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-11","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-12","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-13","","","","","","","","","-2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-14","","","","","","","","","0","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-15","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-16","","","","","","","","","0","","","","","","","","","","","","","-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-17","","","","","","","","","0","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-18","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-19","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-20","","","","","","","","","-1","","","","","","","","","","","","","-1","0","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-21","","","","","","","","","0","","","","","","","","","","","","","1","0","","","","","","","-1","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-07-22","","","","","","","","","-2","","","","","","","","","","","","","-3","0","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"2020-07-23","","","","","","","","","2","","","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","-1","-1","","","","","","","","","","","","","","","","","","","",""
"2020-07-24","","","","","","","","","-2","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","1","0","","","","","","","","","","","","","","","","","","","",""
"2020-07-25","","","","","","","","","2","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-26","","","","","","","","","0","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-27","","","","","","","","","-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-28","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-07-29","","","","","","","","","3","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","","0","","","","","","","","","",""
"2020-07-30","","","","","","","","","1","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"2020-07-31","","","","","","","","","2","","0","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-01","","","","","","","","","-2","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-02","","","","","","","","","-2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-03","","","","","","","","","3","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"2020-08-04","","","","","","","","","-4","","","","0","","","","","","","","","1","1","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-08-05","","","","","","","","","3","","","","0","","","","","","","","","-1","-1","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-08-06","","","","","","","","","-1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-07","","","","","","","","","2","","","","","","","","","","0","","","0","","","","","","","","","","","","","","","","","-1","","0","","","","","","","","","","","","","","","","","","","",""
"2020-08-08","","","","","","","","","-2","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"2020-08-09","","","","","","","","","-1","","","","","","-1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-10","","","","","","","","","3","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","",""
"2020-08-11","","","","","","","","","0","","","","","","","","","","-1","","","","0","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"2020-08-12","","","","","","","","","0","","","","","","","","","","1","","","-2","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-13","","","","","","","","","-2","","","","","","","","","","-1","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","",""
"2020-08-14","","","","","","","","","-3","","","","","","","","","","","","","-2","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","",""
"2020-08-15","","","","","","0","","","0","","","","","","","","","","","","","0","0","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","",""
"2020-08-16","","","","","","","","","0","","","","","","","","","","","","0","","-2","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"2020-08-17","","","","","","","","","3","","","","","","","0","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-18","","","","","","","","","1","","0","","","","","","","","-1","","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-19","","","","","","","","","-1","","","","","","","","","","1","","","0","2","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-20","","","","","","","","","-2","","","","","","","0","","","","","","2","-2","","","","","","","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","",""
"2020-08-21","","","","","","","","","-1","","","","","","","","","","","","","1","0","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","",""
"2020-08-22","","","","","","0","","","3","","","","","","","","","","2","","","-1","0","","","","","","","","","","","","","","","","","0","","","","","","","0","","","","","","","","","","","","","",""
"2020-08-23","","","","","","0","0","","-1","","","","","","","","","","0","","","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-24","","","","","","","-1","","-2","","","","","","","","","","-2","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-25","","","","","","","","","0","","","","","","","","","","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","",""
"2020-08-26","","","","","","","","","1","","0","","","","","","","","0","0","0","-1","1","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"2020-08-27","","","","","","","","","-1","","","","","","","","","","2","","","1","0","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","0","","","","","","","",""
"2020-08-28","","","","","","","","","2","","","","","","","","","","-1","","","0","1","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","",""
"2020-08-29","","","","","","","","","2","","","","","","","","","","1","","","1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-08-30","","","","0","","","","","0","","","","0","","","","","","-2","","","0","0","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"2020-08-31","","","","0","","","","","0","","","","","","","","","","1","","0","-1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-01","","","","0","","","","","0","","","","","","","","","","2","","","1","0","","","","","","","","","","","","","","","","","","0","","","","","","","","","0","","","","","","","","","","",""
"2020-09-02","","","1","0","","","","","-2","","","","1","","","","","","0","","","-1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-09-03","","","","","","","","","0","","","","","","","","","","-2","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
